"","species","taxon","max_size","max_length","TL","CA_mg","EPA_g","DHA_g","FE_mg","ZN_mg","HG_mcg","FAT","PROTCNT_g","lwA","lwB","Habitat","Subgroup","Abs_lat","StockCode","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","SpecCode"
"274","Esox lucius","Miscellaneous freshwater fishes",17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,"freshwater","Finfish",61.341081,NA,4.07,0.407,4.40000009536743,1.05,258
"275","Esox lucius","Miscellaneous freshwater fishes",17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,"freshwater","Finfish",61.341081,NA,4.07,0.407,4.40000009536743,1.05,258
"276","Esox lucius","Miscellaneous freshwater fishes",17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,"freshwater","Finfish",61.508114,NA,4.07,0.407,4.40000009536743,1.05,258
"277","Esox lucius","Miscellaneous freshwater fishes",17.0959967871203,137,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00427,3.09,"freshwater","Finfish",61.508114,NA,4.07,0.407,4.40000009536743,1.05,258
"278","Etmopterus princeps","Sharks, rays, chimaeras",2.10491676293227,75,4.2,NA,NA,NA,NA,NA,NA,NA,169,0.00324,3.1,"marine","Finfish",57.596278,NA,4.17,0.39,NA,NA,683
"279","Etrumeus sadina","Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.050151556,0.318682827,NA,NA,NA,1.63,199,0.00593,3.157999992,"marine","Finfish",39.53794,NA,3.56,0.187,3.40000009536743,0.45,1455
"280","Etrumeus sadina","Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.0915211,0.8166835,NA,NA,NA,2.5,260,0.00593,3.157999992,"marine","Finfish",25.304304,NA,3.56,0.187,3.40000009536743,0.45,1455
"281","Etrumeus sadina","Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.04160688,0.125839584,NA,NA,NA,0.76,178,0.00593,3.157999992,"marine","Finfish",39.53794,NA,3.56,0.187,3.40000009536743,0.45,1455
"282","Etrumeus sadina","Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.08049344,0.39060256,NA,NA,NA,1.4,214,0.00593,3.157999992,"marine","Finfish",25.304304,NA,3.56,0.187,3.40000009536743,0.45,1455
"283","Etrumeus sadina","Herrings, sardines, anchovies",0.154081050083501,25,3.49,NA,0.008219349,0.038418878,NA,NA,NA,0.23,245,0.00593,3.157999992,"marine","Finfish",39.53794,NA,3.56,0.187,3.40000009536743,0.45,1455
"284","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.52938516,3.38199564,NA,NA,NA,12.2,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"285","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.184565708,1.975786273,NA,NA,NA,5.71,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"286","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.06724846,0.44635083,NA,NA,NA,1.7,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"287","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.49736541,2.226654055,NA,NA,NA,8.95,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"288","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.302160608,1.037595568,NA,NA,NA,3.72,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"289","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.12614448,0.880646151,NA,NA,NA,2.97,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"290","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.160107724,1.494996014,NA,NA,NA,4.38,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"291","Euthynnus alletteratus","Tunas, bonitos, billfishes",16.3,100,4.4,NA,0.563116026,2.361909852,NA,NA,NA,6.46,NA,0.0163,3,"marine","Finfish",37.509726,NA,4.49,NA,3.98,0.6,97
"292","Eutrigla gurnardus","Miscellaneous demersal fishes",1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,"marine","Finfish",62.1,NA,3.87,0.013,4.37,0.0101,68
"293","Eutrigla gurnardus","Miscellaneous demersal fishes",1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,"marine","Finfish",62.1,NA,3.87,0.013,4.37,0.0101,68
"294","Eutrigla gurnardus","Miscellaneous demersal fishes",1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,"marine","Finfish",62.1,NA,3.87,0.013,4.37,0.0101,68
"295","Eutrigla gurnardus","Miscellaneous demersal fishes",1.16694850615986,53,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.00724,3.02,"marine","Finfish",56.511018,NA,3.87,0.013,4.37,0.0101,68
"296","Gadus macrocephalus","Cods, hakes, haddocks",12.3796690927466,100,4.01,13.3,NA,NA,0.16,0.3731,57,NA,NA,0.007927,3.096800089,"marine","Finfish",56.167222,NA,4.16,0.149,4.37,1.05,308
"297","Gadus macrocephalus","Cods, hakes, haddocks",12.3796690927466,100,4.01,NA,NA,NA,NA,NA,NA,NA,126,0.007927,3.096800089,"marine","Finfish",46.25,NA,4.16,0.149,4.37,1.05,308
"298","Gadus macrocephalus","Cods, hakes, haddocks",12.3796690927466,100,4.01,11.3,NA,NA,0.17,0.3627,36,NA,NA,0.007927,3.096800089,"marine","Finfish",54.586138,NA,4.16,0.149,4.37,1.05,308
"299","Gadus macrocephalus","Cods, hakes, haddocks",12.3796690927466,100,4.01,10.8,NA,NA,0.21,0.416,21,NA,NA,0.007927,3.096800089,"marine","Finfish",48.383118,NA,4.16,0.149,4.37,1.05,308
"300","Gadus macrocephalus","Cods, hakes, haddocks",12.3796690927466,100,4.01,NA,0.054679898,0.144061265,NA,NA,NA,NA,NA,0.007927,3.096800089,"marine","Finfish",57.79,NA,4.16,0.149,4.37,1.05,308
"301","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.073775946,0.18396877,NA,NA,NA,0.7,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"302","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"303","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"304","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"305","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"306","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.05697345,0.129272235,NA,NA,NA,0.57,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"307","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.057327117,0.14931632,NA,NA,NA,0.6,NA,0.00759,3.06,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"308","Gadus morhua","Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.063226,0.152914,NA,NA,NA,NA,NA,0.00759,3.06,"marine","Finfish",65.882236,NA,4.09,0.179,4.29,1,69
"309","Gadus morhua","Cods, hakes, haddocks",66.9225024,186,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,3,"marine","Finfish",61.92411,NA,4.09,0.179,4.29,1,69
"310","Gadus morhua","Cods, hakes, haddocks",66.9225024,186,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,3,"marine","Finfish",62.1,NA,4.09,0.179,4.29,1,69
"311","Gadus morhua","Cods, hakes, haddocks",66.9225024,186,4.42,NA,0.004089305,0.027430143,NA,NA,NA,NA,77,0.0104,3,"marine","Finfish",55.028022,NA,4.09,0.179,4.29,1,69
"312","Gadus morhua","Cods, hakes, haddocks",66.9225024,186,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,3,"marine","Finfish",62.1,NA,4.09,0.179,4.29,1,69
"313","Gadus morhua","Cods, hakes, haddocks",66.9225024,186,4.42,8.7,NA,NA,0.12,0.34,47,NA,91,0.0104,3,"marine","Finfish",63.968654,NA,4.09,0.179,4.29,1,69
"314","Gasterochisma melampus","Tunas, bonitos, billfishes",NA,164,4.4,11,0.087873,0.32737,0.9,0.5,42,2,264,NA,NA,"marine","Finfish",36.102376,NA,NA,NA,4.35,0.57,100
"315","Gudusia chapra","Shads",0.11092675237764,20,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,3.04,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,1601
"316","Mugil cephalus","Sharks, rays, chimaeras",229.982206538414,250,3.9,NA,NA,NA,NA,NA,NA,NA,243,0.01318,3.02,"marine","Finfish",3.144341,NA,NA,NA,2.48,0.17,785
"317","Helicolenus dactylopterus","Miscellaneous demersal fishes",1.63567925241753,47,3.8,NA,0.0132748,0.09726808,NA,NA,NA,0.8,NA,0.01072,3.1,"marine","Finfish",37.370157,NA,3.54,NA,3.8,0.58,76
"318","Helostoma temminkii","Miscellaneous freshwater fishes",0.30934892726511,30,2.8,1225.15,NA,NA,1.5,1.82922,NA,NA,NA,0.01,3.04,"freshwater","Finfish",12.265754,NA,NA,NA,2.8199999332428,0.326,500
"319","Hyporhamphus unifasciatus","Miscellaneous pelagic fishes",0.00370764412114937,7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,"freshwater","Finfish",12.265754,NA,2,NA,2.99000000953674,0.3075,1060
"320","Hemiramphus brasiliensis","Miscellaneous pelagic fishes",0.00370764412114937,7,3.4,976.77,NA,NA,0.85,2.5828,NA,NA,NA,0.01,3.04,"freshwater","Finfish",12.265754,NA,2.28,0.126,2.8,0.41,1059
"321","Hemiramphus brasiliensis","Miscellaneous pelagic fishes",0.00370764412114937,7,3.4,1174,NA,NA,5.12,3.1698,NA,NA,NA,0.01,3.04,"freshwater","Finfish",12.265754,NA,2.28,0.126,2.8,0.41,1059
"322","Hemisorubim platyrhynchos","Miscellaneous freshwater fishes",1.44519999564613,52.5,4.5,NA,0.01850096,0.04047085,NA,NA,NA,6.35,103,0.00646,3.11,"freshwater","Finfish",19.427757,NA,NA,NA,4.5,0.8,13261
"323","Henicorhynchus siamensis","Carps, barbels and other cyprinids",0.0714420077036495,20,2,NA,NA,NA,NA,NA,NA,NA,NA,0.00977,2.97,"freshwater","Finfish",12.265754,NA,NA,NA,2,0,55277
"324","Heteropneustes fossilis","Miscellaneous freshwater fishes",0.163432765119389,30,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.13,"freshwater","Finfish",22.816667,NA,3.59,0.281,3.89,0.63,4885
"325","Heteropneustes fossilis","Miscellaneous freshwater fishes",0.163432765119389,30,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.13,"freshwater","Finfish",24.4333,NA,3.59,0.281,3.89,0.63,4885
"326","Hippoglossus hippoglossus","Flounders, halibuts, soles",3093.83316982119,470,4.5,NA,0.016,0.033,NA,NA,NA,NA,NA,0.01047,3.17,"marine","Finfish",59.400365,NA,4,0.454,4.28,0.74,1371
"327","Hippoglossus hippoglossus","Flounders, halibuts, soles",3093.83316982119,470,4.5,NA,NA,NA,NA,NA,NA,NA,252,0.01047,3.17,"marine","Finfish",63.968654,NA,4,0.454,4.28,0.74,1371
"328","Huso huso","Sturgeons, paddlefishes",6076.6260795329,800,4.1,NA,NA,NA,NA,NA,NA,NA,86,0.004,3.162699938,"marine","Finfish",41.068616,NA,4.42,0.299,4.06,0.97,2067
"329","Hydrolagus affinis","Sharks, rays, chimaeras",11.5963764447718,130,4,NA,NA,NA,NA,NA,NA,NA,109,0.00309,3.11,"marine","Finfish",57.596278,NA,NA,NA,4,0.61,5441
"330","Hyperoglyphe antarctica","Miscellaneous demersal fishes",33.2483057284534,115,3.95,NA,NA,NA,NA,NA,NA,NA,138,0.00962,3.173000097,"marine","Finfish",40.900557,NA,NA,NA,3.95,0.57,496
"331","Hypomesus pretiosus","Salmons, trouts, smelts",0.178300086445777,30.5,3.4,NA,0.35548449,0.56855524,NA,NA,NA,3.1,NA,0.00417,3.12,"marine","Finfish",53.726668,NA,NA,NA,3.4300000667572,0.4134,255
"332","Hyporhamphus ihi","Miscellaneous pelagic fishes",0.0217980987929594,26,3.2,NA,NA,NA,NA,NA,NA,NA,208,0.00102,3.06,"marine","Finfish",40.900557,NA,3.2,0.26,3.22,0.38,13135
"333","Ictalurus punctatus","Miscellaneous freshwater fishes",20.1884181378632,132,3.9,NA,NA,NA,NA,NA,NA,NA,40,0.00513,3.11,"freshwater","Finfish",31.444178,NA,4.16,0.277,3.40000009536743,0.5412,290
"334","Ictalurus punctatus","Miscellaneous freshwater fishes",20.1884181378632,132,3.9,NA,NA,NA,NA,NA,NA,NA,55,0.00513,3.11,"freshwater","Finfish",31.444178,NA,4.16,0.277,3.40000009536743,0.5412,290
"335","Isopsetta isolepis","Flounders, halibuts, soles",2.17628389838283,55,3.6,NA,NA,NA,NA,NA,NA,NA,153,0.00912,3.09,"marine","Finfish",46.25,NA,NA,NA,3.59,0.54,4242
"336","Isurus oxyrinchus","Sharks, rays, chimaeras",403.461039503645,392,4.28,12,0.0253916,0.205086,1.2,0.4,29,1.2,220,0.0167,2.846999884,"marine","Finfish",36.102376,NA,4.5,NA,4.32,0.78,752
"337","Katsuwonus pelamis","Tunas, bonitos, billfishes",24.46480761849,110,4.4,NA,NA,NA,NA,NA,NA,NA,257,0.01096,3.11,"marine","Finfish",39.019184,NA,4.43,0.474,4.03,0.64,107
"338","Katsuwonus pelamis","Tunas, bonitos, billfishes",24.46480761849,110,4.4,NA,0.22828,0.616356,NA,NA,NA,NA,NA,0.01096,3.11,"marine","Finfish",39.019184,NA,4.43,0.474,4.03,0.64,107
"339","Katsuwonus pelamis","Tunas, bonitos, billfishes",24.46480761849,110,4.4,NA,NA,NA,NA,NA,NA,NA,239,0.01096,3.11,"marine","Finfish",39.019184,NA,4.43,0.474,4.03,0.64,107
"340","Lagocephalus lagocephalus","Miscellaneous coastal fishes",3.1802325369758,61,3.7,NA,0.020875218,0.141916398,NA,NA,NA,0.78,NA,0.01585,2.97,"marine","Finfish",37.370157,NA,NA,NA,3.73,0.4,4292
"341","Lamna nasus","Sharks, rays, chimaeras",165.174797936241,277,4.21,10,0.0310271,0.288873,1.8,0.4,64,1.3,138,0.046999998,2.680000067,"marine","Finfish",36.102376,NA,4.57,NA,4.36,0.69,88
"342","Lampris guttatus","Miscellaneous pelagic fishes",224.800008,200,4.22,6,0.03002,0.1659,1,0.3,50,1,259,0.028100001,3,"marine","Finfish",36.102376,NA,NA,NA,4.22,0.62,1072
"343","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",6.255568,NA,NA,NA,4.5,0.8,4497
"344","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",2.516667,NA,NA,NA,4.5,0.8,4497
"345","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",2.516667,NA,NA,NA,4.5,0.8,4497
"346","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",2.516667,NA,NA,NA,4.5,0.8,4497
"347","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",2.516667,NA,NA,NA,4.5,0.8,4497
"348","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",2.516667,NA,NA,NA,4.5,0.8,4497
"349","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",2.516667,NA,NA,NA,4.5,0.8,4497
"350","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",6.255568,NA,NA,NA,4.5,0.8,4497
"351","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",6.255568,NA,NA,NA,4.5,0.8,4497
"352","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",6.255568,NA,NA,NA,4.5,0.8,4497
"353","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",6.255568,NA,NA,NA,4.5,0.8,4497
"354","Lates angustifrons","Miscellaneous freshwater fishes",103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,"freshwater","Finfish",6.255568,NA,NA,NA,4.5,0.8,4497
"355","Lates calcarifer","Miscellaneous diadromous fishes",54.2748721281666,162,4.35,NA,NA,NA,NA,NA,NA,NA,166,0.0107,3.034699917,"marine","Finfish",3.144341,NA,NA,NA,3.82999992370606,0.6,346
"356","Lates calcarifer","Miscellaneous diadromous fishes",54.2748721281666,162,4.35,NA,NA,NA,NA,NA,NA,NA,239,0.0107,3.034699917,"marine","Finfish",9.71212,NA,NA,NA,3.82999992370606,0.6,346
"357","Lates calcarifer","Miscellaneous diadromous fishes",54.2748721281666,162,4.35,NA,0.014318667,0.090058148,NA,NA,NA,0.67,NA,0.0107,3.034699917,"marine","Finfish",NA,NA,NA,NA,3.82999992370606,0.6,346
"358","Lates niloticus","Miscellaneous freshwater fishes",94.4353422034629,200,4.5,NA,0.0119,0.05082,NA,NA,NA,NA,NA,0.00955,3.04,"freshwater","Finfish",0.755775,NA,4.48,0.78,3.95,0.73,347
"359","Lates niloticus","Miscellaneous freshwater fishes",94.4353422034629,200,4.5,NA,0.00693,0.04032,NA,NA,NA,NA,NA,0.00955,3.04,"freshwater","Finfish",1.433393,NA,4.48,0.78,3.95,0.73,347
"360","Lates niloticus","Miscellaneous freshwater fishes",94.4353422034629,200,4.5,NA,0.0084,0.02106,NA,NA,NA,NA,NA,0.00955,3.04,"freshwater","Finfish",1.504705,NA,4.48,0.78,3.95,0.73,347
"361","Lates niloticus","Miscellaneous freshwater fishes",94.4353422034629,200,4.5,NA,0.572958,2.0244516,NA,NA,NA,NA,NA,0.00955,3.04,"freshwater","Finfish",0.033333,NA,4.48,0.78,3.95,0.73,347
"362","Lepidopsetta bilineata","Flounders, halibuts, soles",1.39486131673965,49,3.21,NA,0.174717,0.111537,NA,NA,NA,NA,NA,0.02062,2.857800007,"marine","Finfish",57.891497,NA,3.18,0.17,3.48,0.55,24237
"363","Lepidorhombus whiffiagonis","Flounders, halibuts, soles",0.938506320730722,49,3.58,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,3.25999999,"marine","Finfish",58.936601,NA,4.34,0.128,3.51,0.69,28
"364","Lepidorhombus whiffiagonis","Flounders, halibuts, soles",0.938506320730722,49,3.58,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,3.25999999,"marine","Finfish",58.936601,NA,4.34,0.128,3.51,0.69,28
"365","Leptomelanosoma indicum","Miscellaneous coastal fishes",34.9105400276881,142,3.9,NA,NA,NA,NA,NA,NA,NA,161,0.01,3.04,"marine","Finfish",3.144341,NA,NA,NA,3.86,0.67,4469
"366","Squalius cephalus","Carps, barbels and other cyprinids",2.73964078204995,60,3,63,NA,NA,0.6,0.5,69,NA,138,0.00776,3.12,"freshwater","Finfish",41.53,NA,2.73,0.134,3.60999989509582,0.5542,4482
"367","Squalius cephalus","Carps, barbels and other cyprinids",2.73964078204995,60,3,60,NA,NA,0.6,0.5,13,NA,180,0.00776,3.12,"freshwater","Finfish",41.53,NA,2.73,0.134,3.60999989509582,0.5542,4482
"368","Squalius cephalus","Carps, barbels and other cyprinids",2.73964078204995,60,3,NA,0.074893,0.064194,NA,NA,NA,1.3,NA,0.00776,3.12,"freshwater","Finfish",41.53,NA,2.73,0.134,3.60999989509582,0.5542,4482
"369","Leuciscus idus","Carps, barbels and other cyprinids",8.68763847306472,85,3.8,60,NA,NA,0.5,0.6,74,NA,138,0.00794,3.13,"freshwater","Finfish",41.53,NA,NA,NA,3.79,0.59,2801
"370","Leuciscus idus","Carps, barbels and other cyprinids",8.68763847306472,85,3.8,NA,0.128231,0.06749,NA,NA,NA,1.6,NA,0.00794,3.13,"freshwater","Finfish",41.53,NA,NA,NA,3.79,0.59,2801
"371","Leuciscus idus","Carps, barbels and other cyprinids",8.68763847306472,85,3.8,60,NA,NA,0.6,0.5,65,NA,138,0.00794,3.13,"freshwater","Finfish",41.53,NA,NA,NA,3.79,0.59,2801
"372","Limanda aspera","Flounders, halibuts, soles",0.789949679037488,39,3.24,NA,0.085648433,0.060909734,NA,NA,NA,NA,16,0.0076,3.153100014,"marine","Finfish",22.314446,NA,3.49,0.079,3.66,0.51,520
"373","Limnothrissa miodon","Miscellaneous freshwater fishes",0.0343998060269975,17,3,NA,NA,NA,NA,NA,NA,NA,NA,0.00741,2.98,"freshwater","Finfish",6.255568,NA,1.64,NA,2.71,0.23,1550
"374","Limnothrissa miodon","Miscellaneous freshwater fishes",0.0343998060269975,17,3,NA,NA,NA,NA,NA,NA,NA,NA,0.00741,2.98,"freshwater","Finfish",6.255568,NA,1.64,NA,2.71,0.23,1550
"375","Lithognathus mormyrus","Miscellaneous coastal fishes",1.25187779046807,45,3.38,NA,NA,NA,NA,NA,NA,NA,133,0.0154,2.970000029,"marine","Finfish",34.208024,NA,NA,NA,3.42,0.5,706
"376","Lithognathus mormyrus","Miscellaneous coastal fishes",1.25187779046807,45,3.38,NA,0.070493995,0.23366541,NA,NA,NA,1.21,NA,0.0154,2.970000029,"marine","Finfish",37.370157,NA,NA,NA,3.42,0.5,706
"377","Lithognathus mormyrus","Miscellaneous coastal fishes",1.25187779046807,45,3.38,NA,NA,NA,NA,NA,NA,NA,101,0.0154,2.970000029,"marine","Finfish",39.019184,NA,NA,NA,3.42,0.5,706
"378","Liza aurata","Miscellaneous coastal fishes",3.05656450492838,59,2.5,NA,0.335588757,NA,NA,NA,NA,4.93,NA,0.018100001,2.951999903,"marine","Finfish",35.707481,NA,NA,NA,2.84,0.33,1735
"379","Liza aurata","Miscellaneous coastal fishes",3.05656450492838,59,2.5,6.9,NA,NA,0.16,0.193032,NA,NA,226,0.018100001,2.951999903,"marine","Finfish",35.707481,NA,NA,NA,2.84,0.33,1735
"380","Liza aurata","Miscellaneous coastal fishes",3.05656450492838,59,2.5,NA,0.199357,0.065987167,NA,NA,NA,2.29,NA,0.018100001,2.951999903,"marine","Finfish",37.370157,NA,NA,NA,2.84,0.33,1735
"381","Liza ramada","Miscellaneous coastal fishes",2.75382296398005,70,2.2,NA,NA,NA,0.23,0.425372,NA,NA,87,0.00912,2.97,"marine","Finfish",36.8,NA,NA,NA,2.34,0.2,4583
"382","Liza ramada","Miscellaneous coastal fishes",2.75382296398005,70,2.2,NA,NA,NA,0.24,0.4046436,NA,NA,63,0.00912,2.97,"marine","Finfish",36.8,NA,NA,NA,2.34,0.2,4583
"383","Liza ramada","Miscellaneous coastal fishes",2.75382296398005,70,2.2,NA,NA,NA,0.22,0.486213,NA,NA,41,0.00912,2.97,"marine","Finfish",36.8,NA,NA,NA,2.34,0.2,4583
"384","Liza ramada","Miscellaneous coastal fishes",2.75382296398005,70,2.2,NA,0.086030994,0.09798897,NA,NA,NA,1.34,NA,0.00912,2.97,"marine","Finfish",37.370157,NA,NA,NA,2.34,0.2,4583
"385","Liza saliens","Miscellaneous coastal fishes",0.615385323778559,40,3.08,NA,0.01058237,0.01928921,NA,NA,NA,0.3,NA,0.0102,2.983999968,"marine","Finfish",37.370157,NA,NA,NA,2.94,0.38,1736
"386","Liza aurata","Miscellaneous coastal fishes",0.0490344338148723,18,2.6,NA,0.926263184,0.426826785,NA,NA,NA,10.67,NA,0.01,2.94,"marine","Finfish",37.370157,NA,NA,NA,2.84,0.33,1735
"387","Lophius budegassa","Miscellaneous demersal fishes",13.0901394069998,100,4.48,NA,0.014500458,0.056334138,NA,NA,NA,0.42,NA,0.01303,3.000999928,"marine","Finfish",37.370157,NA,4.41,0.418,4.23,0.71,5094
"388","Lophius piscatorius","Miscellaneous demersal fishes",92.1096477698624,200,4.49,NA,NA,NA,NA,NA,NA,NA,NA,0.025490001,2.849999905,"marine","Finfish",60.657778,NA,4.45,0.105,4.55,0.65,716
"389","Lophius piscatorius","Miscellaneous demersal fishes",92.1096477698624,200,4.49,NA,NA,NA,NA,NA,NA,NA,NA,0.025490001,2.849999905,"marine","Finfish",NA,NA,4.45,0.105,4.55,0.65,716
"390","Lota lota","Miscellaneous freshwater fishes",25.2239378005701,152,4,11.59,NA,NA,0.15,0.82253,NA,NA,NA,0.00457,3.09,"freshwater","Finfish",54.117096,NA,3.84,0.201,4.05,0.81,310
"391","Lota lota","Miscellaneous freshwater fishes",25.2239378005701,152,4,NA,NA,NA,NA,NA,NA,NA,77,0.00457,3.09,"freshwater","Finfish",42.740759,NA,3.84,0.201,4.05,0.81,310
"392","Lutjanus argentimaculatus","Miscellaneous coastal fishes",45.1564846965377,150,3.6,NA,NA,NA,NA,NA,NA,NA,202,0.01479,2.98,"marine","Finfish",3.144341,NA,3.58,0.49,3.85,0.64,1407
"393","Lutjanus johnii","Miscellaneous coastal fishes",15.4382547599658,97,4.18,NA,NA,NA,NA,NA,NA,NA,154,0.018200001,2.983999968,"marine","Finfish",3.144341,NA,4.2,0.56,4.19,0.56,264
"394","Lutjanus malabaricus","Miscellaneous coastal fishes",14.0595080083205,100,4.46,NA,NA,NA,NA,NA,NA,NA,103,0.0207,2.915999889,"marine","Finfish",9.71212,NA,4.48,0.539,4.09,0.6,162
"395","Macrodon ancylodon","Miscellaneous coastal fishes",0.82902734997139,45,3.9,NA,0.02618412,0.07058328,NA,NA,NA,0.56,145,0.00724,3.06,"marine","Finfish",34.941407,NA,NA,NA,3.9,0.65,417
"396","Macrognathus aculeatus","Miscellaneous freshwater fishes",0.178592783855575,38,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00363,2.97,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,5152
"397","Macrognathus aculeatus","Miscellaneous freshwater fishes",0.178592783855575,38,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00363,2.97,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,5152
