"","species","taxon","max_size","max_length","TL","CA_mg","EPA_g","DHA_g","FE_mg","ZN_mg","HG_mcg","FAT","PROTCNT_g","lwA","lwB","Habitat","Subgroup","Abs_lat","autoctr","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS","SpecCode"
"127","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",61.508114,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"128","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",61.92411,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"129","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",61.92411,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"130","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",61.508114,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"131","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,NA,NA,NA,NA,NA,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",61.341081,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"132","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,12.63,NA,NA,0.23,0.626962,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",54.117096,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"133","Coregonus albula","Salmons, trouts, smelts",0.521453511805664,37,3.02,14,NA,NA,0.27,0.643461,NA,NA,NA,0.005,3.200000048,"freshwater","Finfish",54.117096,364,245,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"mainly animals (troph. 2.8 and up)",6258,"selective plankton feeding",NA,NA,NA,NA,NA,NA,40415,3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on branchiopods, copepods and insects (Ref. 6258).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-25 00:00:00 +0000",653,"2004-10-20 00:00:00 +0000",NA,NA,NA,231
"134","Coregonus clupeaformis","Salmons, trouts, smelts",14.782106114452,100,3.1,5,0.08,0.4,0.3,0.6,61,NA,23,0.00562,3.21,"freshwater","Finfish",52.636704,367,248,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",52559,3.23,0.171,3.13,0.34,"Troph of adults from 2 studies.",26978,3.4300000667572,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Primarily a lake dweller (Ref. 27547).  Also found in large rivers and enters brackish water (Ref. 5723).  Nerito-pelagic (Ref. 58426).  Appears to be rather sedentary, at least in the Great Lakes (Ref. 27547).  Movement in large lakes generally consists of 4 stages:  movement from deep to shallow water in the spring; movement back to deep water in the summer as the shoal water warms; migration to shallow-water spawning areas in the fall and early winter; and post-spawning movement back to deeper water (Ref. 27547).  Forms separate populations in large lakes (Ref. 27547).  Adults feed mainly on aquatic insect larvae, mollusks and amphipods (Ref. 1091, 3849), but also other fishes and fish eggs, including their own (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-22 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",NA,NA,NA,234
"135","Coregonus clupeaformis","Salmons, trouts, smelts",14.782106114452,100,3.1,5,0.07,0.2,0.2,0.4,28,NA,18,0.00562,3.21,"freshwater","Finfish",54.758294,367,248,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",52559,3.23,0.171,3.13,0.34,"Troph of adults from 2 studies.",26978,3.4300000667572,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Primarily a lake dweller (Ref. 27547).  Also found in large rivers and enters brackish water (Ref. 5723).  Nerito-pelagic (Ref. 58426).  Appears to be rather sedentary, at least in the Great Lakes (Ref. 27547).  Movement in large lakes generally consists of 4 stages:  movement from deep to shallow water in the spring; movement back to deep water in the summer as the shoal water warms; migration to shallow-water spawning areas in the fall and early winter; and post-spawning movement back to deeper water (Ref. 27547).  Forms separate populations in large lakes (Ref. 27547).  Adults feed mainly on aquatic insect larvae, mollusks and amphipods (Ref. 1091, 3849), but also other fishes and fish eggs, including their own (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-22 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",NA,NA,NA,234
"136","Coregonus clupeaformis","Salmons, trouts, smelts",14.782106114452,100,3.1,7,0.08,0.3,0.23,0.4,18,NA,23,0.00562,3.21,"freshwater","Finfish",54.866667,367,248,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",52559,3.23,0.171,3.13,0.34,"Troph of adults from 2 studies.",26978,3.4300000667572,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Primarily a lake dweller (Ref. 27547).  Also found in large rivers and enters brackish water (Ref. 5723).  Nerito-pelagic (Ref. 58426).  Appears to be rather sedentary, at least in the Great Lakes (Ref. 27547).  Movement in large lakes generally consists of 4 stages:  movement from deep to shallow water in the spring; movement back to deep water in the summer as the shoal water warms; migration to shallow-water spawning areas in the fall and early winter; and post-spawning movement back to deeper water (Ref. 27547).  Forms separate populations in large lakes (Ref. 27547).  Adults feed mainly on aquatic insect larvae, mollusks and amphipods (Ref. 1091, 3849), but also other fishes and fish eggs, including their own (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-03-22 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",NA,NA,NA,234
"137","Coregonus lavaretus","Salmons, trouts, smelts",1.03524261308313,49,3.08,37.89,0.14342433,0.136933825,0.31,0.541,7,1.85,134,0.0116,2.928999901,"freshwater","Finfish",42.606001,365,246,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,"mainly animals (troph. 2.8 and up)",6258,"hunting macrofauna (predator)",6258,3.13,0.037,3.07,0.34,"Troph of juv./adults from 3 studies.",36333,3.15000009536743,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"         ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22 00:00:00 +0000",34,"2004-10-20 00:00:00 +0000",NA,NA,NA,232
"138","Coregonus lavaretus","Salmons, trouts, smelts",1.03524261308313,49,3.08,35.48,0.2103552,0.1705152,0.39,0.583,46,3,167,0.0116,2.928999901,"freshwater","Finfish",42.119525,365,246,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,"mainly animals (troph. 2.8 and up)",6258,"hunting macrofauna (predator)",6258,3.13,0.037,3.07,0.34,"Troph of juv./adults from 3 studies.",36333,3.15000009536743,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"         ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22 00:00:00 +0000",34,"2004-10-20 00:00:00 +0000",NA,NA,NA,232
"139","Coregonus lavaretus","Salmons, trouts, smelts",1.03524261308313,49,3.08,27.19,0.20466354,0.22814952,0.39,0.7025,35,3.15,139,0.0116,2.928999901,"freshwater","Finfish",42.260357,365,246,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,"mainly animals (troph. 2.8 and up)",6258,"hunting macrofauna (predator)",6258,3.13,0.037,3.07,0.34,"Troph of juv./adults from 3 studies.",36333,3.15000009536743,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"         ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1994-01-22 00:00:00 +0000",34,"2004-10-20 00:00:00 +0000",NA,NA,NA,232
"140","Coregonus macrophthalmus","Salmons, trouts, smelts",0.23031611472823,30,3.3,NA,0.4758747,0.2940364,NA,NA,NA,4.3,NA,0.00447,3.19,"freshwater","Finfish",45.967622,10391,38678,59043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on insects and plankton (Ref. 59043).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2008-03-24 00:00:00 +0000",NA,"2008-03-24 00:00:00 +0000",NA,NA,NA,28065
"141","Coregonus macrophthalmus","Salmons, trouts, smelts",0.23031611472823,30,3.3,NA,0.529135,0.332755,NA,NA,NA,6,NA,0.00447,3.19,"freshwater","Finfish",46.910675,10391,38678,59043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on insects and plankton (Ref. 59043).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,"2008-03-24 00:00:00 +0000",NA,"2008-03-24 00:00:00 +0000",NA,NA,NA,28065
"142","Cyclocheilichthys apogon","Carps, barbels and other cyprinids",NA,25,2.8,1130.22,NA,NA,0.68,2.02878,NA,NA,NA,NA,NA,"freshwater","Finfish",12.265754,5184,10636,13497,13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,"plants/detritus+animals (troph. 2.2-2.79)",13497,NA,NA,2.9,0.28,2.85,0.28,"Troph of juv./adults from 1 study.",13497,3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Feeds mainly on insects (Ref. 13497).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-10-03 00:00:00 +0000",309,"2014-09-18 00:00:00 +0000",NA,NA,NA,10313
"143","Cyclopterus lumpus","Miscellaneous demersal fishes",5.41836044985693,61,3.9,NA,1.988751156,2.012968768,NA,NA,NA,26.5,NA,0.02291,3.01,"marine","Finfish",63.968654,26,72,4701,4701,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4701,"hunting macrofauna (predator)",4701,3.89,NA,3.75,0.0799999982118607,"Troph of adults from 1 study.",37512,3.64,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Its distributional range indicate that it is fairly eurythermal (Ref. 9737). Basically solitary rather than a schooling fish.  Exhibits a homing instinct (Ref. 9737).  Inhabits rocky bottoms but may occur among floating seaweed.  Migrates considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Epibenthic-pelagic (Ref. 58426).  Feeds more intensively in the winter. Preferred food items are ctenophores, medusae, small crustaceans, polychaetes and small fishes (Ref. 4701).  It is preyed upon by seals, sperm whale and Greenland shark.  Parasites of the species include 3 protozoans and 2 copepods (Ref. 5951).",9737,0,-1,0,0,0,0,0,-1,"sometimes","only adults",-1,"sometimes","only juveniles",NA,NA,"Basically solitary rather than a schooling fish (Ref. 9737). Spawning, courtship, and parental care behavior study in Newfoundland qualifies this species as brooders where females migrate to inshore spawning areas asynchronously and with male-male interaction rare; the male ignoring its neighbor while tending its eggs (Ref. 39711). Larvae and juveniles use tidepools as a nursery area; young (5-80 mm) begin entering tide pools in June and occupy them until December.  Marking experiments show they remain there for several days and even weeks; transplanted fish display some homing behavior by returning to the original pool. Current information on regular migration in the Gulf of Maine is a general movement of adults into shoal water during spawning time followed by an offshore movement afterward (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-05 00:00:00 +0000",2374,"2014-02-12 00:00:00 +0000",NA,NA,NA,62
"144","Cyclopterus lumpus","Miscellaneous demersal fishes",5.41836044985693,61,3.9,NA,1.39754671,1.463037526,NA,NA,NA,20.2,NA,0.02291,3.01,"marine","Finfish",63.968654,26,72,4701,4701,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4701,"hunting macrofauna (predator)",4701,3.89,NA,3.75,0.0799999982118607,"Troph of adults from 1 study.",37512,3.64,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Its distributional range indicate that it is fairly eurythermal (Ref. 9737). Basically solitary rather than a schooling fish.  Exhibits a homing instinct (Ref. 9737).  Inhabits rocky bottoms but may occur among floating seaweed.  Migrates considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Epibenthic-pelagic (Ref. 58426).  Feeds more intensively in the winter. Preferred food items are ctenophores, medusae, small crustaceans, polychaetes and small fishes (Ref. 4701).  It is preyed upon by seals, sperm whale and Greenland shark.  Parasites of the species include 3 protozoans and 2 copepods (Ref. 5951).",9737,0,-1,0,0,0,0,0,-1,"sometimes","only adults",-1,"sometimes","only juveniles",NA,NA,"Basically solitary rather than a schooling fish (Ref. 9737). Spawning, courtship, and parental care behavior study in Newfoundland qualifies this species as brooders where females migrate to inshore spawning areas asynchronously and with male-male interaction rare; the male ignoring its neighbor while tending its eggs (Ref. 39711). Larvae and juveniles use tidepools as a nursery area; young (5-80 mm) begin entering tide pools in June and occupy them until December.  Marking experiments show they remain there for several days and even weeks; transplanted fish display some homing behavior by returning to the original pool. Current information on regular migration in the Gulf of Maine is a general movement of adults into shoal water during spawning time followed by an offshore movement afterward (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-05 00:00:00 +0000",2374,"2014-02-12 00:00:00 +0000",NA,NA,NA,62
"145","Cyclopterus lumpus","Miscellaneous demersal fishes",5.41836044985693,61,3.9,NA,1.436085114,1.522607588,NA,NA,NA,21.8,NA,0.02291,3.01,"marine","Finfish",63.968654,26,72,4701,4701,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4701,"hunting macrofauna (predator)",4701,3.89,NA,3.75,0.0799999982118607,"Troph of adults from 1 study.",37512,3.64,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Its distributional range indicate that it is fairly eurythermal (Ref. 9737). Basically solitary rather than a schooling fish.  Exhibits a homing instinct (Ref. 9737).  Inhabits rocky bottoms but may occur among floating seaweed.  Migrates considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Epibenthic-pelagic (Ref. 58426).  Feeds more intensively in the winter. Preferred food items are ctenophores, medusae, small crustaceans, polychaetes and small fishes (Ref. 4701).  It is preyed upon by seals, sperm whale and Greenland shark.  Parasites of the species include 3 protozoans and 2 copepods (Ref. 5951).",9737,0,-1,0,0,0,0,0,-1,"sometimes","only adults",-1,"sometimes","only juveniles",NA,NA,"Basically solitary rather than a schooling fish (Ref. 9737). Spawning, courtship, and parental care behavior study in Newfoundland qualifies this species as brooders where females migrate to inshore spawning areas asynchronously and with male-male interaction rare; the male ignoring its neighbor while tending its eggs (Ref. 39711). Larvae and juveniles use tidepools as a nursery area; young (5-80 mm) begin entering tide pools in June and occupy them until December.  Marking experiments show they remain there for several days and even weeks; transplanted fish display some homing behavior by returning to the original pool. Current information on regular migration in the Gulf of Maine is a general movement of adults into shoal water during spawning time followed by an offshore movement afterward (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-05 00:00:00 +0000",2374,"2014-02-12 00:00:00 +0000",NA,NA,NA,62
"146","Cyclopterus lumpus","Miscellaneous demersal fishes",5.41836044985693,61,3.9,7.9,NA,NA,0.46,0.61,79,NA,11,0.02291,3.01,"marine","Finfish",63.968654,26,72,4701,4701,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",4701,"hunting macrofauna (predator)",4701,3.89,NA,3.75,0.0799999982118607,"Troph of adults from 1 study.",37512,3.64,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Its distributional range indicate that it is fairly eurythermal (Ref. 9737). Basically solitary rather than a schooling fish.  Exhibits a homing instinct (Ref. 9737).  Inhabits rocky bottoms but may occur among floating seaweed.  Migrates considerable distances in an annual cycle between deeper waters in winter and shallower waters in summer (Ref. 26141).  Epibenthic-pelagic (Ref. 58426).  Feeds more intensively in the winter. Preferred food items are ctenophores, medusae, small crustaceans, polychaetes and small fishes (Ref. 4701).  It is preyed upon by seals, sperm whale and Greenland shark.  Parasites of the species include 3 protozoans and 2 copepods (Ref. 5951).",9737,0,-1,0,0,0,0,0,-1,"sometimes","only adults",-1,"sometimes","only juveniles",NA,NA,"Basically solitary rather than a schooling fish (Ref. 9737). Spawning, courtship, and parental care behavior study in Newfoundland qualifies this species as brooders where females migrate to inshore spawning areas asynchronously and with male-male interaction rare; the male ignoring its neighbor while tending its eggs (Ref. 39711). Larvae and juveniles use tidepools as a nursery area; young (5-80 mm) begin entering tide pools in June and occupy them until December.  Marking experiments show they remain there for several days and even weeks; transplanted fish display some homing behavior by returning to the original pool. Current information on regular migration in the Gulf of Maine is a general movement of adults into shoal water during spawning time followed by an offshore movement afterward (Ref. 86779).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,"1991-02-05 00:00:00 +0000",2374,"2014-02-12 00:00:00 +0000",NA,NA,NA,62
