Order,Family,Species,Occurrence,FishBase name,Name
Perciformes,Ambassidae,Parambassis ranga,native ,Indian glassy fish ,Trey kanchanh chras touch 
Perciformes,Ambassidae,Parambassis siamensis,native ,,Kantrang preng 
Perciformes,Ambassidae,Parambassis wolffii,native ,Duskyfin glassy perchlet ,Kantrang preng 
Perciformes,Gobiidae,Periophthalmodon schlosseri,native ,Giant mudskipper ,
Siluriformes,Siluridae,Phalacronotus apogon,native ,,Trey kes 
Siluriformes,Siluridae,Phalacronotus bleekeri,native ,,Trey kes 
Siluriformes,Siluridae,Phalacronotus micronemus,native ,,Trey kes 
Perciformes,Blenniidae,Phenablennius heyligeri,native ,,
Atheriniformes,Phallostethidae,Phenacostethus smithi,native ,Smith's priapium fish ,
Anguilliformes,Ophichthidae,Pisodonophis boro,native ,Rice-paddy eel ,
Siluriformes,Plotosidae,Plotosus canius,native ,Gray eel-catfish ,Trey andaing tonlay 
Perciformes,Polynemidae,Polynemus aquilonaris,native ,Northern paradise fish ,
Perciformes,Polynemidae,Polynemus dubius,native ,Eastern paradise fish ,Trey pream sor 
Perciformes,Polynemidae,Polynemus melanochir dulcis,endemic ,Lake blackhand paradise fish ,Lake blackhand paradise fish 
Perciformes,Polynemidae,Polynemus melanochir melanochir,native ,Blackhand paradise fish ,Trey pream loeung 
Perciformes,Polynemidae,Polynemus multifilis,native ,Elegant paradise fish ,Trey kam pream 
Cypriniformes,Cyprinidae,Poropuntius kontumensis,native ,,
Cypriniformes,Cyprinidae,Poropuntius laoensis,native ,,
Cypriniformes,Cyprinidae,Poropuntius normani,native ,,
Pristiformes,Pristidae,Pristis microdon,native ,Largetooth sawfish ,Trey thkaw 
Pristiformes,Pristidae,Pristis zijsron,native ,Longcomb sawfish ,
Perciformes,Pristolepididae,Pristolepis fasciata,native ,Malayan leaffish ,Trey kan trob 
Cypriniformes,Cyprinidae,Probarbus jullieni,native ,Isok barb ,Trasork 
Cypriniformes,Cyprinidae,Probarbus labeamajor,native ,Thicklip barb ,Trey trawsak sor 
Cypriniformes,Cyprinidae,Probarbus labeaminor,native ,Thinlip barb ,Trey trawsak 
Perciformes,Gobiidae,Pseudapocryptes borneensis,native ,,
Perciformes,Gobiidae,Pseudapocryptes elongatus,native ,,
Siluriformes,Akysidae,Pseudobagarius filifer,native ,,
Perciformes,Gobiidae,Pseudogobiopsis oligactis,native ,,
Perciformes,Gobiidae,Pseudogobius javanicus,native ,,
Siluriformes,Pangasiidae,Pseudolais micronemus,native ,Shortbarbel pangasius ,Trey pra 
Siluriformes,Pangasiidae,Pseudolais pleurotaenia,native ,,Trey chhwiet 
Siluriformes,Bagridae,Pseudomystus bomboides,native ,,
Siluriformes,Bagridae,Pseudomystus siamensis,native ,Asian bumblebee catfish ,Trey kanchos thmor 
Siluriformes,Bagridae,Pseudomystus stenomus,native ,,Trey chhlang 
Siluriformes,Siluridae,Pterocryptis bokorensis,native ,,
Siluriformes,Siluridae,Pterocryptis cochinchinensis,native ,,
Siluriformes,Siluridae,Pterocryptis torrentis,native ,,
Cypriniformes,Cyprinidae,Puntigrus partipentazona,native ,,Trey khla 
Cypriniformes,Cyprinidae,Puntioplites bulu,native ,,Kanh chrea 
Cypriniformes,Cyprinidae,Puntioplites falcifer,native ,,Trey chrakaing 
Cypriniformes,Cyprinidae,Puntioplites proctozystron,native ,,Chra keng 
Cypriniformes,Cyprinidae,Puntioplites waandersi,native ,,Trey chrakaing 
Cypriniformes,Cyprinidae,Puntius aurotaeniatus,native ,,Trey angkat prak 
Cypriniformes,Cyprinidae,Puntius brevis,native ,,Try sangkat prak 
Cypriniformes,Cyprinidae,Puntius masyai,native ,,Trey angkat prak 
Cypriniformes,Cyprinidae,Puntius rhombeus,native ,,
Cypriniformes,Cyprinidae,Raiamas guttatus,native ,Burmese trout ,Trey sawka keo 
Cypriniformes,Cyprinidae,Rasbora amplistriga,native ,,
Cypriniformes,Cyprinidae,Rasbora argyrotaenia,native ,Silver rasbora ,
Cypriniformes,Cyprinidae,Rasbora aurotaenia,native ,Pale rasbora ,Chang wa moul 
Cypriniformes,Cyprinidae,Rasbora bankanensis,native ,,
Cypriniformes,Cyprinidae,Rasbora borapetensis,native ,Blackline rasbora ,Trey changwa srawlung 
Cypriniformes,Cyprinidae,Rasbora caudimaculata,native ,Greater scissortail ,Trey changwa poht 
Cypriniformes,Cyprinidae,Rasbora daniconius,native ,Slender rasbora ,Trey changwa chhnoht 
Cypriniformes,Cyprinidae,Rasbora dusonensis,native ,Rosefin rasbora ,Trey changwa 
Cypriniformes,Cyprinidae,Rasbora hobelmani,native ,Kottelat rasbora ,Trey changwa 
Cypriniformes,Cyprinidae,Rasbora paucisqualis,native ,Largescaled rasbora ,Trey changwa chhnoht 
Cypriniformes,Cyprinidae,Rasbora paviana,native ,Sidestripe rasbora ,Trey changwa chhnoht 
Cypriniformes,Cyprinidae,Rasbora rubrodorsalis,native ,,
Cypriniformes,Cyprinidae,Rasbora sumatrana,native ,,
Cypriniformes,Cyprinidae,Rasbora tornieri,native ,Yellowtail rasbora ,Trey changwa mool 
Cypriniformes,Cyprinidae,Rasbora trilineata,native ,Three-lined rasbora ,Trey changwa poht 
Cypriniformes,Cyprinidae,Rasbosoma spilocerca,native ,Dwarf scissortail rasbora ,Trey changwa poht 
Perciformes,Gobiidae,Redigobius bikolanus,native ,Speckled goby ,
Perciformes,Gobiidae,Rhinogobius mekongianus,native ,,
Carcharhiniformes,Carcharhinidae,Rhizoprionodon acutus,native ,Milk shark ,Trey chhlarm 
Perciformes,Cichlidae,Sarotherodon melanotheron,introduced ,Blackchin tilapia ,
Cypriniformes,Cyprinidae,Scaphiodonichthys acanthopterus,native ,,
Cypriniformes,Cyprinidae,Scaphiodonichthys burmanicus,native ,,
Cypriniformes,Cyprinidae,Scaphognathops bandanensis,native ,,Trey papak 
Cypriniformes,Cyprinidae,Scaphognathops stejnegeri,native ,,Trey chrakaing 
Perciformes,Scatophagidae,Scatophagus argus,native ,Spotted scat ,Spotted scat 
Cypriniformes,Nemacheilidae,Schistura daubentoni,native ,,
Cypriniformes,Nemacheilidae,Schistura diminuta,native ,,
Cypriniformes,Nemacheilidae,Schistura kengtungensis,native ,,
Osteoglossiformes,Osteoglossidae,Scleropages formosus,native ,Asian bonytongue ,Trey tapawt 
Perciformes,Scombridae,Scomberomorus sinensis,native ,Chinese seerfish ,Trey beyka 
Perciformes,Leiognathidae,Secutor ruconius,native ,Deep pugnose ponyfish ,
Clupeiformes,Engraulidae,Setipinna melanochir,native ,Dusky-hairfin anchovy ,Chhmar 
Cypriniformes,Balitoridae,Sewellia lineolata,native ,,
Cypriniformes,Cyprinidae,Sikukia gudgeri,native ,,Trey kambot chramos 
Cypriniformes,Cyprinidae,Sikukia stejnegeri,native ,,
Perciformes,Sillaginidae,Sillago sihama,native ,Silver sillago ,
Siluriformes,Siluridae,Silurichthys hasseltii,native ,,
Siluriformes,Siluridae,Silurichthys phaiosoma,native ,,
Siluriformes,Siluridae,Silurichthys schneideri,native ,,
Perciformes,Gobiidae,Stenogobius genivittatus,native ,Chinstripe goby ,
Perciformes,Gobiidae,Stenogobius gymnopomus,native ,,
Perciformes,Gobiidae,Stigmatogobius sadanundio,native ,,
Clupeiformes,Clupeidae,Sundasalanx praecox,native ,Dwarf noodlefish ,
Cypriniformes,Cobitidae,Syncrossus beauforti,native ,Chameleon loach ,Trey kanchrouk 
Cypriniformes,Cobitidae,Syncrossus helodes,native ,Tiger botia ,Trey kanchrouk chhnoht 
Cypriniformes,Cyprinidae,Systomus jacobusboehlkei,native ,,
Cypriniformes,Cyprinidae,Systomus rubripinnis,native ,Javaen barb ,Ampil tum 
Perciformes,Gobiidae,Taenioides gracilis,native ,Slender eel goby ,
Perciformes,Gobiidae,Taenioides nigrimarginatus,native ,Blackfin eel goby ,
Clupeiformes,Clupeidae,Tenualosa thibaudeaui,native ,Laotian shad ,Kbork 
Clupeiformes,Clupeidae,Tenualosa toli,native ,Toli shad ,Trey palung 
Perciformes,Terapontidae,Terapon jarbua,native ,Jarbua terapon ,Cá ham 
Tetraodontiformes,Tetraodontidae,Tetraodon barbatus,native ,,
Tetraodontiformes,Tetraodontidae,Tetraodon biocellatus,native ,Eyespot pufferfish ,Trey kampot 
Tetraodontiformes,Tetraodontidae,Tetraodon fluviatilis,native ,Green pufferfish ,Trey kampot 
Tetraodontiformes,Tetraodontidae,Tetraodon nigroviridis,native ,Spotted green pufferfish ,Trey kampot 
Cypriniformes,Cyprinidae,Thryssocypris tonlesapensis,native ,,Trey carp 
Cypriniformes,Cyprinidae,Thynnichthys thynnoides,native ,,Linh 
Perciformes,Callionymidae,Tonlesapia tsukawakii,native ,,
Cypriniformes,Cyprinidae,Tor douronensis,native ,Semah mahseer ,
Cypriniformes,Cyprinidae,Tor tambra,native ,,
Cypriniformes,Cyprinidae,Tor tambroides,native ,Thai mahseer ,Trey khaor 
Perciformes,Toxotidae,Toxotes chatareus,native ,Spotted archerfish ,Trey kancheak sla 
Perciformes,Toxotidae,Toxotes microlepis,native ,Smallscale archerfish ,Trey kancheak sla 
Perciformes,Osphronemidae,Trichogaster microlepis,native ,Moonlight gourami ,Trey kamphlaenh 
Perciformes,Osphronemidae,Trichopodus pectoralis,native ,Snakeskin gourami ,Kanthor 
Perciformes,Osphronemidae,Trichopodus trichopterus,native ,Three spot gourami ,Trey kawmphleanh samrai 
Perciformes,Osphronemidae,Trichopsis pumila,native ,Pygmy gourami ,Trey kroem tun sai 
Perciformes,Osphronemidae,Trichopsis schalleri,native ,Threestripe gourami ,
Perciformes,Osphronemidae,Trichopsis vittata,native ,Croaking gourami ,Trey kroem kdah 
Cypriniformes,Cyprinidae,Trigonopoma pauciperforatum,native ,Redstripe rasbora ,Trey changwa 
Cypriniformes,Cyprinidae,Trigonostigma espei,native ,Lambchop rasbora ,Trey changwa chhnoht 
Cypriniformes,Nemacheilidae,Tuberoschistura cambodgiensis,native ,,
Siluriformes,Siluridae,Wallago attu,native ,Wallago ,Sandai 
Siluriformes,Siluridae,Wallago micropogon,native ,,Trey stuak 
Beloniformes,Belonidae,Xenentodon cancila,native ,Freshwater garfish ,Trey phtoung 
Beloniformes,Belonidae,Xenentodon canciloides,native ,,Trey phtoung 
Cypriniformes,Cobitidae,Yasuhikotakia eos,native ,Sun loach ,Trey kanchrouk krawhorm 
Cypriniformes,Cobitidae,Yasuhikotakia lecontei,native ,Silver loach ,Trey kanchrouk loeung 
Cypriniformes,Cobitidae,Yasuhikotakia modesta,native ,Redtail botia ,Trey kanchrouk krawhorm 
Cypriniformes,Cobitidae,Yasuhikotakia morleti,native ,Skunk botia ,Trey kanchrouk 
Beloniformes,Zenarchopteridae,Zenarchopterus ectuntio,native ,,Trey phtoung 
