obs_id,taxon_name,genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
contam704,Morone saxatilis,morone saxatilis,finfish,NA,US-north atlantic,47.025,53,145.6,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam705,Morone saxatilis,morone saxatilis,finfish,NA,US-north atlantic,9.215,48.199999999999996,359.90000000000003,8.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam706,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Atlantic,17.17125,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",2
contam707,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-New Jersey,48.449999999999996,NA,NA,NA,NA,karimi,"Horwitz R, Ashley J, Overbeck P, Velinsky D. 2005. Final Report: Routine Monitoring Program for Toxics in Fish. Trenton, NJ. Available: http://www.state.nj.us/dep/dsr/final-reportroutinemonitoing5-05.pdf [accessed 24 October 2007].",4
contam708,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Chesapeake,11.399999999999999,NA,NA,NA,NA,karimi,"Mason RP, Heyes D, Sveinsdottir A. 2006. Methylmercury concentrations in fish from tidal waters of the Chesapeake Bay. Arch Environ Contam Toxicol 51(3):425-437.",79
contam709,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Rhode Island,15.2,NA,NA,NA,NA,karimi,"Piraino MN, Taylor DL. 2009. Bioaccumulation and trophic transfer of mercury in striped bass (Morone saxatilis) and tautog (Tautoga onitis) from the Narragansett Bay (Rhode Island, USA). Mar Environ Res 67(3):117-128.",66
contam710,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),Canada-Atlantic,61.75,NA,NA,NA,NA,karimi,"Ray S, Jessop BM, Coffin J, Swetnam DA. 1984. Mercury and Polychlorinated-Biphenyls in Striped Bass (Morone saxatilis) from 2 Nova-Scotia Rivers. Water Air Soil Pollut 21(1-4):15-23.",39
contam711,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Delaware,26.002857142857145,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,14
contam712,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Delaware,32.69583333333333,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,12
contam713,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Maryland,47.902074151260905,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,43
contam714,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-New Jersey,23.037499999999998,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,28
contam715,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-North Carolina,29.45,NA,NA,NA,NA,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",4
contam716,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Virginia,8.90503821480873,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,23
contam717,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Virginia,11.38265944274363,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,47
contam718,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Virginia,13.693571428571422,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,21
contam719,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Virginia,29.55678288503659,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,39
contam720,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Virginia,33.19471702523635,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,28
contam721,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US-Virginia,55.47062286074969,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,43
contam722,Morone saxatilis,morone saxatilis,finfish,bass-striped (wild),US,25.11410256410251,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,702
contam723,Mugil cephalus,mugil cephalus,finfish,NA,US-south atlantic,9.31,56.699999999999996,19.09,8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam724,Mugil cephalus,mugil cephalus,finfish,NA,US-gulf,0.95,49.1,212.7,6.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam725,Mugil cephalus,mugil cephalus,finfish,NA,US-hawaii,8.549999999999999,36.8,244.89999999999998,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam726,Mugil cephalus,mugil cephalus,finfish,mullet-striped,US-Virginia,2.106922070681704,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,3
contam727,Mugil cephalus,mugil cephalus,finfish,mullet-striped,US-Virginia,10.181723948446397,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,2
contam728,Mugil cephalus,mugil cephalus,finfish,mullet-striped,US,4.596115702479327,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,121
contam729,Mugil cephalus,mugil cephalus,finfish,mullet-striped,US,4.75,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
contam730,Mugil cephalus,mugil cephalus,finfish,NA,US-Florida,5.699999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam731,Mugil cephalus,mugil cephalus,finfish,NA,US-Florida,1.9,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam732,Mugil cephalus,mugil cephalus,finfish,NA,US-Florida,11.399999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam733,Mugil cephalus,mugil cephalus,finfish,NA,US-Florida,5.699999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam734,Mugil cephalus,mugil cephalus,finfish,NA,US-Florida,1.9,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam735,Mugil cephalus,mugil cephalus,finfish,NA,US-Florida,7.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam736,Mugil curema,mugil curema,finfish,NA,US-south atlantic,3.8,59.5,420,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam737,Mugil curema,mugil curema,finfish,NA,US-gulf,0,43.5,274.7,6.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam738,Mugil curema,mugil curema,finfish,NA,US-Florida,2.8499999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam739,Mugil curema,mugil curema,finfish,NA,US-Florida,1.9,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam740,Mugil curema,mugil curema,finfish,NA,US-Florida,10.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam741,Mugil curema,mugil curema,finfish,NA,US-Florida,4.75,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam742,Mugil curema,mugil curema,finfish,NA,US-Florida,2.8499999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam743,Mugil gyrans,mugil gyrans,finfish,NA,US-Florida,2.8499999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam744,Mugil gyrans,mugil gyrans,finfish,NA,US-Florida,3.8,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam745,Mulloidichthys samoensis,mulloidichtys samoensis,finfish,NA,US-hawaii,3.325,29.9,569.2,5.2,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam746,Mustelus californicus,mustelus californicus,finfish,shark-gray smoothhound,US,49.59,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,5
contam747,Mustelus canis,mustelus canis,finfish,NA,US-north atlantic,38,88.1,947.6000000000001,28.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam748,Mustelus canis,mustelus canis,finfish,shark-smooth dogfish,US-Virginia,33.206901680797266,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,1
contam749,Mustelus canis,mustelus canis,finfish,shark-smooth dogfish,US,45.21999999999999,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,5
contam750,Mustelus henlei,mustelus henlei,finfish,shark-brown smoothhound,US-California,56.74214285714285,NA,NA,NA,NA,karimi,"Fairey R, Taberski K, Lamerdin S, Johnson E, Clark RP, Downing JW, et al. 1997. Organochlorines and other environmental contaminants in muscle tissues of sportfish collected from San Francisco Bay. Mar Pollut Bull 34(12):1058-1071.",7
contam751,Mustelus henlei,mustelus henlei,finfish,shark-brown smoothhound,US-California,61.079062499999985,NA,NA,NA,NA,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,16
contam752,Mustelus henlei,mustelus henlei,finfish,shark-brown smoothhound,US,142.215,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,3
contam753,Mustelus norrisi,mustelus norrisi,finfish,NA,US-Florida,114,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam754,Mya arenaria,mya arenaria,mollusc,NA,US-north atlantic,2.5799999999999996,59,210.5,22.6,shucked,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam755,Mya arenaria,mya arenaria,mollusc,clams-softshell,US-Oregon,0.75,NA,NA,NA,NA,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",139
contam756,Mya arenaria,mya arenaria,mollusc,clams-softshell,US-Maryland,0.24033537133242755,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,313
contam757,Mycteroperca bonaci,mycteroperca bonaci,finfish,NA,US-gulf,96.33,34.8,328.6,5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam758,Mycteroperca bonaci,mycteroperca bonaci,finfish,NA,US-gulf,71.05999999999999,30.3,253.29999999999998,6.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam759,Mycteroperca bonaci,mycteroperca bonaci,finfish,NA,US-gulf,46.26499999999999,70,482.2,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam760,Mycteroperca bonaci,mycteroperca bonaci,finfish,grouper-black,US,56.287499999999994,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,2
contam761,Mycteroperca bonaci,mycteroperca bonaci,finfish,NA,US-Florida,110.19999999999997,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam762,Mycteroperca bonaci,mycteroperca bonaci,finfish,NA,US-Florida,54.14999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam763,Mycteroperca interstitialis,mycteroperca interstitialis,finfish,NA,US-south atlantic,21.66,58.3,749.8000000000001,7.3999999999999995,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam764,Mycteroperca microlepis,mycteroperca microlepis,finfish,grouper-gag,US-Louisiana,29.728214285714287,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,7
contam765,Mycteroperca microlepis,mycteroperca microlepis,finfish,grouper-gag,US,35.16357142857143,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,14
contam766,Mycteroperca microlepis,mycteroperca microlepis,finfish,NA,US-Florida,15.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam767,Mycteroperca microlepis,mycteroperca microlepis,finfish,NA,US-Florida,44.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam768,Mycteroperca microlepis,mycteroperca microlepis,finfish,NA,US-Florida,36.1,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam769,Mycteroperca microlepis,mycteroperca microlepis,finfish,NA,US-Florida,43.699999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam770,Mycteroperca microlepis,mycteroperca microlepis,finfish,NA,US-Florida,28.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam771,Mycteroperca microlepis,mycteroperca microlepis,finfish,NA,US-Florida,64.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam772,Mycteroperca microlepsis,mycteroperca microlepsis,finfish,NA,US-gulf,40.754999999999995,31.900000000000002,454.7,5.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam773,Mycteroperca microlepsis,mycteroperca microlepsis,finfish,NA,US-gulf,64.885,27.200000000000003,332.3,6.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam774,Mycteroperca phenax,mycteroperca phenax,finfish,NA,US-south atlantic,32.964999999999996,33.6,326.7,5.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam775,Mycteroperca phenax,mycteroperca phenax,finfish,grouper-scamp,US-Louisiana,34.782349999999994,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,10
contam776,Mycteroperca phenax,mycteroperca phenax,finfish,NA,US-Florida,42.75,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam777,Mycteroperca phenax,mycteroperca phenax,finfish,NA,US-Florida,26.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam778,Myliobatis freminvillei,myliobatis freminvillei,finfish,NA,US-Florida,11.399999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam779,Myoxocephalus octodecemspinosus,myoxocephalus octodecemspinosus,finfish,NA,US-north atlantic,31.349999999999998,25,250,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam780,Myoxocephalus polyacanthocephalus,myoxocephalus polyacanthocephalus,finfish,Great sculpin,NA,34.77,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam781,Myripristis argyromus,myriprpistis argyromus,finfish,NA,US-hawaii,11.78,47.599999999999994,864.4,11,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam782,Mytilus californianus,mytilus californianus,mollusc,mussels-California,US-Oregon,0.6,NA,NA,NA,NA,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",6
contam783,Mytilus californianus,mytilus californianus,mollusc,mussels-California,US,1.6364516129032256,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,93
contam784,Mytilus edulis,mytilus edulis,mollusc,mussel-blue,US-Rhode Island,0.44999999999999996,NA,NA,NA,NA,karimi,"Piraino MN, Taylor DL. 2009. Bioaccumulation and trophic transfer of mercury in striped bass (Morone saxatilis) and tautog (Tautoga onitis) from the Narragansett Bay (Rhode Island, USA). Mar Environ Res 67(3):117-128.",160
contam785,Mytilus edulis,mytilus edulis,mollusc,mussel-Pacific blue,US-Alaska,0.5399999999999999,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,23
contam786,Mytilus edulis,mytilus edulis,mollusc,mussels-blue,US-Oregon,0.48,NA,NA,NA,NA,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",24
contam787,Mytilus edulis,mytilus edulis,mollusc,mussels-blue,Canada-Bay of Fundy,0.6,NA,NA,NA,NA,karimi,"Legrand M, Arp P, Ritchie C, Chan HM. 2005. Mercury exposure in two coastal communities of the Bay of Fundy, Canada. Environ Res 98(1):14-21.",32
contam788,Mytilus edulis,mytilus edulis,mollusc,mussels-blue,US-Maine,1.23315014016,NA,NA,NA,NA,karimi,NOAA (National Oceanic and Atmospheric Administration). 2008. National Status and Trends Mussel Watch Program. Available: http://nsandt.noaa.gov/ [accessed 9 September 2008].,75
contam789,Mytilus edulis,mytilus edulis,mollusc,mussels-blue,US-Virginia,0.45716220792414497,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,1
contam790,Mytilus edulis,mytilus edulis,mollusc,mussels-blue,US,2.55,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,2
contam791,Mytilus trossulus,mytilus trossulus,mollusc,Blue mussel,NA,0.48,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
