obs_id,taxon_name,genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
contam966,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Virginia,3.1983333333333337,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,12
contam967,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Virginia,5.264514560372044,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,3
contam968,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Virginia,7.14575633644,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,10
contam969,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Virginia,8.065385674429168,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,5
contam970,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Virginia,8.606107460433803,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,3
contam971,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Florida,64.6,NA,NA,NA,NA,karimi,"Strom DG, Graves GA. 2001. A comparison of mercury in estuarine fish between Florida Bay and the Indian River Lagoon, Florida, USA. Estuaries 24(4):597-609.",1
contam972,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US,27.586054216867453,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,166
contam973,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Atlantic,4.75,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,1
contam974,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,82.64999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam975,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,41.8,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam976,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,15.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam977,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,82.64999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam978,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,82.64999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam979,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,62.699999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam980,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-Florida,57.949999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam981,Poronotus triacanthus,poronotus triacanthus,finfish,butterfish,US-NY/NJ,7.6,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,4
contam982,Prionace glauca,prionace glauca,finfish,NA,US-north atlantic,83.6,56.49999999999999,1457.9,9.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam983,Prionotus carolinus,prionotus carolinus,finfish,NA,US-north atlantic,22.799999999999997,65.10000000000001,484.40000000000003,9.700000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam984,Prionotus carolinus,prionotus carolinus,finfish,NA,US-south atlantic,5.699999999999999,62.3,352.59999999999997,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam985,Prionotus evolans,prionotus evolans,finfish,NA,US-north atlantic,4.9399999999999995,60.199999999999996,318.7,6.2,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam986,Pristis pectinata,pristis pectinata,finfish,NA,US-Florida,66.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam987,Pristis pectinata,pristis pectinata,finfish,NA,US-Florida,18.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam988,Procambarus clarkii,procambarus clarkii,crustacean,crawfish,US,2.3806999999999996,NA,NA,NA,NA,karimi,"San Francisco Public Utilities Commission. 2006. Southwest Ocean Outfall Regional Monitoring Program, Eight Year Summary Report, 1997-2004 San Francisco. Available: http://sfwater.org/main.cfm/MC_ID/4/MSC_ID/83 [accessed 27 January 2011].",38
contam989,Procambarus clarkii,procambarus clarkii,crustacean,crawfish,US,19.95,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
contam990,Procambarus clarkii,procambarus clarkii,crustacean,crawfish (fresh),US-Louisiana,1.9949999999999999,NA,NA,NA,NA,karimi,"Schetagne R, Doyon JF, Fournier JJ. 2000. Export of mercury downstream from reservoirs. Sci Total Environ 260(1-3):135-145.",24
contam991,Prosopium cylindraceum,prosopium cylindraceum,finfish,whitefish-round,Northern Canada - lakes,8.549999999999999,NA,NA,NA,NA,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",41
contam992,Prosopium cylindraceum,prosopium cylindraceum,finfish,whitefish-round,Lake Huron,4.2749999999999995,NA,NA,NA,NA,karimi,"Miller TJ, Jude DJ. 1984. Organochlorine pesticides, PBBs, and mercury in round whitefish fillets from Saginaw Bay, Lake Huron, 1977-1978. J Gt Lakes Res 10(2):215-220.",5
contam993,Protothaca staminea,protothaca staminea,mollusc,NA,US-alaska,0,25,405,16,shucked,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam994,Pseudopleuronectes americanus,pseudopleuronected americanus,finfish,NA,US-north atlantic,9.5,38.2,1128.8,5.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam995,Pseudopleuronectes americanus,pseudopleuronectes americanus,finfish,flounder-winter,US-New Jersey,5.699999999999999,NA,NA,NA,NA,karimi,"Burger J, Jeitner C, Donio M, Shukla S, Gochfeld M. 2009. Factors Affecting Mercury and Selenium Levels in New Jersey Flatfish: Low Risk to Human Consumers. J Toxicol Env Health Part A 72(14):853-860.",58
contam996,Pseudopleuronectes americanus,pseudopleuronectes americanus,finfish,flounder-winter,US-Atlantic,5.415,NA,NA,NA,NA,karimi,"Gerhart EH. 1977. Concentrations of total mercury in several fishes from Delaware Bay, 1975. Pesticides Monitoring Journal 11(3):132-133.",3
contam997,Pseudopleuronectes americanus,pseudopleuronectes americanus,finfish,flounder-winter,US-NY-Long Island Sound,1.9949999999999999,NA,NA,NA,NA,karimi,"Hammerschmidt CR, Fitzgerald WF. 2006. Bioaccumulation and trophic transfer of methylmercury in Long Island Sound. Arch Environ Contam Toxicol 51(3):416-424.",41
contam998,Pseudopleuronectes americanus,pseudopleuronectes americanus,finfish,flounder-winter,US-NY-Long Island Sound,3.5397,NA,NA,NA,NA,karimi,"Rolfhus KR, Sandheinrich MB, Wiener JG, Bailey SW, Thoreson KA, Hammerschmidt CR. 2008. Analysis of fin clips as a nonlethal method for monitoring mercury in fish. Environ Sci Technol 42(3):871-877.",14
contam999,Pseudopleuronectes americanus,pseudopleuronectes americanus,finfish,flounder-winter,US-Atlantic,2.375,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,32
contam1000,Pseudopleuronectes americanus,pseudopleuronectes americanus,finfish,flounder-winter,US,13.870000000000001,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,20
contam1001,Pylodictis olivaris,pylodictis olivaris,finfish,catfish-flathead (wild),US-Atlantic,10.83,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",1
contam1002,Pylodictis olivaris,pylodictis olivaris,finfish,catfish-flathead (wild),US-Louisiana,18.627397540983612,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,122
contam1003,Pylodictis olivaris,pylodictis olivaris,finfish,catfish-flathead (wild),US-Louisiana,26.433019230769222,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,52
contam1004,Pylodictis olivaris,pylodictis olivaris,finfish,catfish-flathead (wild),US-North Carolina,67.83,NA,NA,NA,NA,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",10
contam1005,Pylodictis olivaris,pylodictis olivaris,finfish,catfish-flathead (wild),US-Virginia,8.369414864880746,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,11
contam1006,Pylodictis olivaris,pylodictis olivaris,finfish,catfish-flathead (wild),US-Louisiana,31.2721,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,50
contam1007,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,57,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1008,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,54.14999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1009,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,134.9,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1010,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,135.85,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1011,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,44.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1012,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,38.949999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1013,Rachycentron canadum,rachycentron canadum,finfish,NA,US-Florida,72.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1014,Raja eglanteria,raja eglanteria,finfish,skate-clearnose,US-Delaware,20.33,NA,NA,NA,NA,karimi,"Gerhart EH. 1977. Concentrations of total mercury in several fishes from Delaware Bay, 1975. Pesticides Monitoring Journal 11(3):132-133.",3
contam1015,Raja erinacea,raja erinacea,finfish,NA,US-north atlantic,11.495,54.800000000000004,1863.1,9.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam1016,Raja ocellata,raja ocellata,finfish,NA,US-north atlantic,19.474999999999998,37.6,1270,7.000000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam1017,Rhinoptera bonasus,rhinoptera bonasus,finfish,NA,US-Florida,5.699999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1018,Rhinoptera bonasus,rhinoptera bonasus,finfish,NA,US-Florida,32.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam1019,Rhizoprionodon terraenovae,rhizoprionodon terraenovae,finfish,NA,US-south atlantic,78.85,69,1105.5,9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
