Food Item ID	Food Item ID	Food Item ID	Subgroup	"Country, region"	Type	ISSCAAP	3_alpha	Food name in own language	Food name in English	Processing	Scientific name	ASFIS English name	ASFIS Scientific name	Season	Other	n	Comments on data processing/methods	Publication year	BiblioID	Compiler	Latest revision in version	CA(mg)	FE(mg)	ZN(mg)	F20D5N3(g)	F22D6N3(g)	AS(mcg)	CD(mcg)	HG(mcg)	PB(mcg)	PROTCNT(g)	PROTCNP(g)	PROT-(g)	FAT(g)	FATCE(g)	FAT-(g)	Food Item ID_macro
901467	901467	901467	Finfish	"Thailand, Phan district"	F	13	PNG		"Pangasius gigas, farmed, dorsal fillet, raw"	r	Pangasiandodon gigas	Mekong giant catfish	Pangasius gigas		"age ~5yr, 25-30kg"	1	FA converted using XFA	2010	fi61	DR	1				0.012574332						19				0.54		901467
901468	901468	901468	Finfish	"Thailand, Phan district"	F	13	PNG		"Pangasius gigas, farmed, ventral fillet, raw"	r	Pangasiandodon gigas	Mekong giant catfish	Pangasius gigas		"age ~5yr, 25-30kg"	1	FA converted using XFA	2010	fi61	DR	1				0.056395457						14.36				4.21		901468
901469	901469	901469	Finfish	Spain	F	33	SHR		"Sharpsnout sea bream, (young <1yr) farmed, dorsal white muscle, raw"	r	Diplodus puntazzo	Sharpsnout seabream	Diplodus puntazzo	35735	commercial diet (Trouw-Mar sea bream no.2); mean weight: 200.82g	5	FA converted using XFA	2001	fi62	DR	1				0.700091623	0.748660913								7.59			901469
901470	901470	901470	Finfish	"Unknown (samples from local fish market in Riyadh, Saudi Arabia)"		36	SSM	Kanad	"Spanish mackerel, muscle tissue (dorsal fillet), raw"	r	Scomberomorus maculatus	Atlantic Spanish mackerel				1	FA converted using XFA	2009	fi64	DR	1				0.11525599	0.35239611					20.2				4.1		901470
901471	901471	901471	Finfish	"Unknown (samples from local fish market in Riyadh, Saudi Arabia)"		33	ENI	Hammour	"Grouper, muscle tissue (dorsal fillet), raw"	r	Epinephelus coioides	Orange-spotted grouper	Epinephelus coioides			1	FA converted using XFA	2009	fi64	DR	1				0.0077945	0.0249424					19.14				0.75		901471
901472	901472	901472	Finfish	"Unknown (samples from local fish market in Riyadh, Saudi Arabia)"		37	NGU	Hammam	"Yellow-spotted trevally, muscle tissue (dorsal fillet), raw"	r	Carangoides fulvoguttatus	Yellowspotted trevally				1	FA converted using XFA	2009	fi64	DR	1				0.009804264	0.032756256					19.97				0.24		901472
901473	901473	901473	Finfish	Pakistan	F	11	LRH	Danbro	"Rohu, farmed, fillet, raw"	r	Labeo roho	Roho labeo	Labeo roho		"mean length and weight of fish: 46.80cm, 1500g; commercial fish diet: 10.1% moisture, 67.7% protein, 14.9% fat, 5.90% ash"	1	FAME converted using ShF and XFA	2011	fi69	DR	1				0.087154353	0.499225438					23.57			3.11			901473
901474	901474	901474	Finfish	Pakistan	F	11	CMG	Morakhi	"Mrigal, farmed, fillet, raw"	r	Cirrhinus mrigala	Mrigal carp	Cirrhinus mrigala		"mean length and weight of fish:46.60cm, 1200g; commercial fish diet: 10.1% moisture, 67.7% protein, 14.9% fat, 5.90% ash"	1	FAME converted using ShF and XFA	2011	fi69	DR	1				0.062724443	0.202378846					21.08			2.82			901474
901475	901475	901475	Finfish	Pakistan	F	11	CTT	Thalli	"Catla, farmed, fillet, raw"	r	Catla catla	Catla	Catla catla		"mean length and weight of fish: 48.20cm, 1300g; commercial fish diet: 10.1% moisture, 67.7% protein, 14.9% fat, 5.90% ash"	1	FAME converted using ShF and XFA	2011	fi69	DR	1				0.073173023	0.3707664					20			2.82			901475
901476	901476	901476	Finfish	Greece	F	33	BSS		"Sea bass (young 1yr), farmed, fillet, raw"	r	Dicentrarchus labrax	European seabass	Dicentrarchus labrax	36647	"meand length and weight: 23.8cm, 224g; commercial fish diet (LAKY, Nea Kerasounta): 46% protein, 20% fat, 17.6% carbohydrate, 1.2% crude fibre, 8% moisture, 7.2% ash"		FA converted using XFA; minerals expressed per DM - conversion to FW	2002	fi70	DR	1		1.423916	1.25378	0.282516	0.8522566		7.506		28.634	20.7			5.2			901476
901477	901477	901477	Finfish	Poland	F	11	FCP		"Carp, farmed, skinless fillet, raw"	r	Cyprinus carpio	Common carp	Cyprinus carpio			1	FAME converted using ShF and XFA	2011	fi74	DR	1				0.106613222	0.097685705					16.7				5.1		901477
901478	901478	901478	Finfish	Poland	F	23	TRR		"Trout, farmed, skinless fillet, raw"	r	Oncorhynchus mykiss	Rainbow trout	Oncorhynchus mykiss			1	FAME converted using ShF and XFA	2011	fi74	DR	1				0.542230927	1.190312063					18.9				7.4		901478
901479	901479	901479	Finfish	Vietnam	F	13	PGS		"Sutchi catfish, farmed, skinless fillet, frozen"	r	Pangasius hypophthalmus	Striped catfish	Pangasius hypophthalmus			1	FAME converted using ShF and XFA	2011	fi74	DR	1				0.003224973	0.018339278					12.9				1.3		901479
901480	901480	901480	Finfish	China	F	12	TLN		"Tilapia, frozen, farmed, skinless fillet, frozen"	r	Oreochromis niloticus	Nile tilapia	Oreochromis niloticus			1	FAME converted using ShF and XFA	2011	fi74	DR	1				0.008652308	0.055570005					16.4				2		901480
901481	901481	901481	Finfish	"Unknown (samples from local fish market, India)"		11	LRH		"Rohu, meat, raw"	r	Labeo rohita	Roho labeo	Labeo rohita	May-Oct		1	FA converted using XFA	2010	fi75	DR	1				0.0366832	0.1238058								2.9			901481
901482	901482	901482	Finfish	"Unknown (samples from local fish market, India)"		11	CTT		"Catla, meat, raw"	r	Catla catla	Catla	Catla catla	May-Oct		1	FA converted using XFA	2010	fi75	DR	1				0.0374498	0.0445158								1.2			901482
901483	901483	901483	Finfish	"Unknown (samples from local fish market, India)"		11	CMG		"Mrigal, meat, raw"	r	Cirrhinus mrigala	Mrigal carp	Cirrhinus mrigala	May-Oct		1	FA converted using XFA	2010	fi75	DR	1				0.0265944	0.0392584								1.8			901483
901484	901484	901484	Finfish	"Unknown (samples from local fish market, India)"		12	TLM		"Tilapia, meat, raw"	r	Oreochromis mossambicus	Mozambique tilapia	Oreochromis mossambicus	May-Oct		1	FA converted using XFA	2010	fi75	DR	1				0.0170034	0.023338								0.8			901484
901485	901485	901485	Finfish	"Unknown (samples from local fish market, India)"		11	FCP		"Common carp, meat, raw"	r	Cyprinus carpio	Common carp	Cyprinus carpio	May-Oct		1	FA converted using XFA	2010	fi75	DR	1				0.1597524	0.2380624								3.8			901485
901486	901486	901486	Finfish	"Spain, La Coruna, local aquaculture facility"	F	33	SBR		"Blackspot seabream, farmed, ventral white muscle fillet, raw"	r	Pagellus bogaraveo	Blackspot seabream	Pagellus bogaraveo		"length and weight of fish: 32-35cm, 650-850g; commercial diet: 9.5% moisture, 44.5% protein, 13.5% fat, 23.5% carbohydrate, 9.0% ash"	6		2009	fi76	DR	1	59	0.366	0.344	0.083	0.208								1.23			901486
901487	901487	901487	Finfish	"Spain, La Coruna, local aquaculture facility"	F	33	SBR		"Blackspot seabream, farmed, dorsal white muscle fillet, raw"	r	Pagellus bogaraveo	Blackspot seabream	Pagellus bogaraveo		"length and weight of fish: 32-35cm, 650-850g; commercial diet: 9.5% moisture, 44.5% protein, 13.5% fat, 23.5% carbohydrate, 9.0% ash"	6		2009	fi76	DR	1	21	0.179	0.35	0.101	0.268								1.53			901487
901488	901488	901488	Finfish	"Spain, La Coruna, local aquaculture facility"	F	33	SBR		"Blackspot seabream, farmed, tail white muscle fillet, raw"	r	Pagellus bogaraveo	Blackspot seabream	Pagellus bogaraveo		"length and weight of fish: 32-35cm, 650-850g; commercial diet: 9.5% moisture, 44.5% protein, 13.5% fat, 23.5% carbohydrate, 9.0% ash"	6		2009	fi76	DR	1	21	0.197	0.343	0.08	0.216								1.16			901488
901489	901489	901489	Finfish	"Norway, Stolt seafarm"	F	31	HAL		"Atlantic halibut, farmed, ventral white fillet (skinless, boneless, visible fat removed), raw"	r	Hippoglossus hippoglossus 	Atlantic halibut 	Hippoglossus hippoglossus 	Oct	"mean length and weight (gutted): 69cm, 4585g; immature fish"		FA: tr= <0.001g FA/100g muscle	2003	fi77	DR	1				0.22	0.43									3.9		901489
901490	901490	901490	Finfish	New Zealand	F	23	CHI		"King salmon, farmed, skinless fillet, raw"	r	Oncorhynchus tshawytscha	Chinook salmon	Oncorhynchus tshawytscha	May-Aug 2007			FA converted using XFA	2010	fi81	DR	1				1.14109041	1.473407968								21.61			901490
901497	901497	901497	Finfish	"Spain, Galicia"	F	31	TUR		"Turbot, farmed, muscle flesh, raw"	r	Psetta maxima	Turbot	Psetta maxima	Jan-Dec	"mean length and weight of fish: 36.0cm,976.7g"	36	FA converted using XFA; minerals tr= <0.01mg/100g flesh	2009	fi83	DR	1		0.22	0.19	0.4028025	0.3747		tr		10	18.9				3.5		901497
901498	901498	901498	Finfish	"China, Xiamen Bay"	F	33	LYC		"Large yellow croaker, farmed, boneless back muscle tissue, raw"	r	Pseudosciaena crocea	Large yellow croaker	Larimichthys croceus			1	FAT-/PRO- (analyzed according to AOAC 1990); proximates and AA expressed per DM - conversion to FW	2006	fi90	DR	1												18.59616			2.43018	901498
901499	901499	901499	Finfish	"China, Xiamen Bay"	F	33	BAJ		"Common sea perch, farmed, boneless back muscle tissue, raw"	r	Lateolabrax japonicus	Japanese seabass	Lateolabrax japonicus			1	FAT-/PRO- (analyzed according to AOAC 1990); proximates and AA expressed per DM - conversion to FW	2006	fi90	DR	1												19.187524			1.548688	901499
901500	901500	901500	Finfish	"China, Xiamen Bay"	F	33	SBP		"Red sea bream, farmed, boneless back muscle tissue, raw"	r	Pagrosomus major	Pargo breams nei	Pagrus spp			1	FAT-/PRO- (analyzed according to AOAC 1990); proximates and AA expressed per DM - conversion to FW	2006	fi90	DR	1												19.33455			1.64379	901500
901501	901501	901501	Finfish	"China, Xiamen Bay"	F	37	AMB		"Dumeril's amberjack, farmed, boneless back muscle tissue, raw"	r	Seriola dumerili	Greater amberjack	Seriola dumerili			1	FAT-/PRO- (analyzed according to AOAC 1990); proximates and AA expressed per DM - conversion to FW	2006	fi90	DR	1												20.578248			2.159584	901501
901502	901502	901502	Finfish	"China, Xiamen Bay"	F	33	GRX		"Black grunt, farmed, boneless back muscle tissue, raw"	r	Hapalogenys nitens		Haemulidae (=Pomadasyidae)			1	FAT-/PRO- (analyzed according to AOAC 1990); proximates and AA expressed per DM - conversion to FW	2006	fi90	DR	1												19.03188			1.647604	901502
901503	901503	901503	Finfish	"Turkey, Gulf of Anatlya"	F	36	BFT		"Bluefish tuna, farmed, dorsal, caudal, pectoral muscle flesh (bone and skinless), raw"	r	Thunnus thynnus	Atlantic bluefin tuna	Thunnus thynnus	39295		1		2009	fi91	DR	1										[18.55]				[5.32]		901503
901504	901504	901504	Finfish	"Turkey, Gulf of Anatlya"	F	36	BFT		"Bluefish tuna, farmed, dorsal, caudal, pectoral muscle flesh (bone and skinless), raw"	r	Thunnus thynnus	Atlantic bluefin tuna	Thunnus thynnus	39326		1		2009	fi91	DR	1										[19.39]				[7.66]		901504
901505	901505	901505	Finfish	"Turkey, Gulf of Anatlya"	F	36	BFT		"Bluefish tuna, farmed, dorsal, caudal, pectoral muscle flesh (bone and skinless), raw"	r	Thunnus thynnus	Atlantic bluefin tuna	Thunnus thynnus	39387		1		2009	fi91	DR	1										22.19				16.55		901505
901506	901506	901506	Finfish	"Unknown (samples from local fish market, Istanbul)"		31	SOL		"Common sole, wild, edible muscle tissue, raw"	r	Solea solea	Common sole	Solea solea	"Winter (Dec 2006, Jan, Feb 2007)"		1		2010	fi92	DR	1	62.5988	7.2671	1.1391			40	7.9	34.4	28.8	17.95			1.18			901506
901507	901507	901507	Finfish	"Unknown (samples from local fish market, Istanbul)"		31	SOL		"Common sole, wild, edible muscle tissue, raw"	r	Solea solea	Common sole	Solea solea	"Spring (Mar, Apr, May 2007)"		1		2010	fi92	DR	1	70.4694	6.0642	1.4187			28	3.1	43.5	26.9	18.36			1.62			901507
901508	901508	901508	Finfish	"Unknown (samples from local fish market, Istanbul)"		31	SOL		"Common sole, wild, edible muscle tissue, raw"	r	Solea solea	Common sole	Solea solea	"Summer (Jun, Jul, Aug 2007)"		1		2010	fi92	DR	1	78.7263	5.8136	1.4496			30	0.2	42	47.5	20.2			1.88			901508
901509	901509	901509	Finfish	"Unknown (samples from local fish market, Istanbul)"		31	SOL		"Common sole, wild, edible muscle tissue, raw"	r	Solea solea	Common sole	Solea solea	"Autumn (Sep, Oct, Nov 2007)"		1		2010	fi92	DR	1	44.2052	15.236	3.5635			35.3	1.5	103.8	53.1	17.25			1.61			901509
901510	901510	901510	Finfish	"Unknown (samples from local fish market, Istanbul)"		33	MUR		"Striped red mullet, wild, edible muscle tissue, raw"	r	Mullus surmuletus	Surmullet	Mullus surmuletus	"Winter (Dec 2006, Jan, Feb 2007)"		1		2010	fi92	DR	1	51.8822	9.4846	1.4933			96.6	8.6	32.9	22.9	15.16			17.37			901510
901511	901511	901511	Finfish	"Unknown (samples from local fish market, Istanbul)"		33	MUR		"Striped red mullet, wild, edible muscle tissue, raw"	r	Mullus surmuletus	Surmullet	Mullus surmuletus	"Spring (Mar, Apr, May 2007)"		1		2010	fi92	DR	1	62.5135	5.8733	1.1739			45.1	9.4	36.1	5.8	17.45			9.71			901511
901512	901512	901512	Finfish	"Unknown (samples from local fish market, Istanbul)"		33	MUR		"Striped red mullet, wild, edible muscle tissue, raw"	r	Mullus surmuletus	Surmullet	Mullus surmuletus	"Summer (Jun, Jul, Aug 2007)"		1		2010	fi92	DR	1	52.9022	1.8889	1.1905			17.4	0.5	66.2	6.5	18.89			2.06			901512
901513	901513	901513	Finfish	"Unknown (samples from local fish market, Istanbul)"		33	MUR		"Striped red mullet, wild, edible muscle tissue, raw"	r	Mullus surmuletus	Surmullet	Mullus surmuletus	"Autumn (Sep, Oct, Nov 2007)"		1		2010	fi92	DR	1	60.4496	12.5783	3.0927			16.4	1.5	38.5	26.5	16.61			12.28			901513
901514	901514	901514	Finfish	"Unknown (samples from local fish market, Istanbul)"		32	WHG		"Whiting, wild, edible muscle tissue, raw"	r	Merlangius merlangus	Whiting	Merlangius merlangus	"Winter (Dec 2006, Jan, Feb 2007)"		1		2010	fi92	DR	1	73.5713	7.6567	1.2857			33.5	5.4	14.6	60.1	13.43			1.34			901514
901515	901515	901515	Finfish	"Unknown (samples from local fish market, Istanbul)"		32	WHG		"Whiting, wild, edible muscle tissue, raw"	r	Merlangius merlangus	Whiting	Merlangius merlangus	"Spring (Mar, Apr, May 2007)"		1		2010	fi92	DR	1	46.7305	3.2061	1.115			31.2	3.8	34	19.1	15.05			1.22			901515
901516	901516	901516	Finfish	"Unknown (samples from local fish market, Istanbul)"		32	WHG		"Whiting, wild, edible muscle tissue, raw"	r	Merlangius merlangus	Whiting	Merlangius merlangus	"Summer (Jun, Jul, Aug 2007)"		1		2010	fi92	DR	1	58.831	2.2046	1.5099			22.8	2.1	29.2	11.1	17.24			1.48			901516
901517	901517	901517	Finfish	"Unknown (samples from local fish market, Istanbul)"		32	WHG		"Whiting, wild, edible muscle tissue, raw"	r	Merlangius merlangus	Whiting	Merlangius merlangus	"Autumn (Sep, Oct, Nov 2007)"		1		2010	fi92	DR	1	57.394	7.8313	1.4984			29.8	0.4	33.4	15.5	16.24			2.37			901517
901518	901518	901518	Finfish	Iran	F	21	HUH		"Beluga sturgeon, farmed (1yr), skinless fillet (white and red muscle), raw"	r	Huso huso	Beluga	Huso huso		"length and weight of fish: 52-65cm, 910-1510g"		Proximates expressed per DM - conversion to FW; FA converted using XFA; AAS = sum of methione and cystein;	2009	fi93	DR	1				0.085852258	0.661914358					19.0025				7.1775		901518
901519	901519	901519	Finfish	Iran	F	21	HUH		"Beluga sturgeon, farmed (2yr), skinless fillet (white and red muscle), raw"	r	Huso huso	Beluga	Huso huso		"length and weight of fish: 84-98cm, 4250-6860g"		Proximates expressed per DM - conversion to FW; FA converted using XFA; AAS = sum of methione and cystein;	2009	fi93	DR	1				0.200608846	0.675501467					19.3952				9.6672		901519
901520	901520	901520	Finfish	Iran	F	21	HUH		"Beluga sturgeon, farmed (3yr), skinless fillet (white and red muscle), raw"	r	Huso huso	Beluga	Huso huso		"length and weight of fish: 109cm, 9252-12500g"		Proximates expressed per DM - conversion to FW; FA converted using XFA; AAS = sum of methione and cystein;	2009	fi93	DR	1				0.211733714	0.846934855					19.3116				10.1948		901520
901521	901521	901521	Finfish	Iran	F	21	HUH		"Beluga sturgeon, farmed (4yr), skinless dorsal fillet (white and red muscle), raw"	r	Huso huso	Beluga	Huso huso		"length and weight of fish: 122-136cm, 15700-18600g"		Proximates expressed per DM - conversion to FW; FA converted using XFA; AAS = sum of methione and cystein;	2009	fi93	DR	1				0.276581933	0.846737179					20.2563				10.2708		901521
901522	901522	901522	Finfish	Iran	F	21	HUH		"Beluga sturgeon, farmed (5yr), skinless dorsal fillet (white and red muscle), raw"	r	Huso huso	Beluga	Huso huso		"length and weight of fish: 145-158cm, 19900-24300g"		Proximates expressed per DM - conversion to FW; FA converted using XFA; AAS = sum of methione and cystein;	2009	fi93	DR	1				0.209717922	0.700744221					19.5951				9.1805		901522
901523	901523	901523	Finfish	"Unknown (samples from Turkey, Hatay, local fish market)"		13	CLZ		"African catfish, fillet, raw"	r	Clarias gariepinus	North African catfish	Clarias gariepinus		"length and weight of fish: 25-30cm, 250-300g"	1	Minerals expressed per DM - conversion to FW; Vitamins assumed to be expressed on a FW basis. Minerals and vitamin A data were not included (very low or very high values).	2009	fi97	DR	1										16.2			5.02			901523
901528	901528	901528	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		36	GUT		"Seer, wild, skinless, muscle flesh, raw"	r	Scomberomorus guttatus	Indo-Pacific king mackerel	Scomberomorus guttatus	Dec 1988-Mar 1989		1		1993	fi98	DR	1	35.3	1.1	1.5							13			14.7			901528
901529	901529	901529	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		24	HIL		"Hilsa (marine), wild, skinless, muscle flesh, raw"	r	Hilsa hilsa	Hilsa shad	Tenualosa ilisha	Dec 1988-Mar 1990		1		1993	fi98	DR	1	35.5	1.2	2.3							17.6			7.5			901529
901530	901530	901530	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		35	EYP		"Anchovy, wild, skinless, muscle flesh, raw"	r	Thryssa purava	Oblique-jaw thryssa	Thryssa purava	Dec 1988-Mar 1991		1		1993	fi98	DR	1	43	1.5	3.2							11.4			6.1			901530
901531	901531	901531	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		37	POB		"Pomfret (Black), wild, skinless, muscle flesh, raw"	r	Parastromteur niger	Black pomfret	Parastromateus niger	Dec 1988-Mar 1992		1		1993	fi98	DR	1	23.8	0.8	1.1							[17]			[6.1]			901531
901532	901532	901532	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		33	OTI		"Jew fish, wild, skinless, muscle flesh, raw"	r	Pseudosciaena diacanthus	Blackspotted croaker	Protonibea diacanthus	Dec 1988-Mar 1993		1		1993	fi98	DR	1	14.5	0.9	1.4							16			4.9			901532
901533	901533	901533	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		33	MUF		"Mullet, wild, skinless, muscle flesh, raw"	r	Mugil cephalus	Flathead grey mullet	Mugil cephalus	Dec 1988-Mar 1994		1		1993	fi98	DR	1	15.7	0.8	2.2							15.3			2.2			901533
901534	901534	901534	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		37	RAG		"Mackerel, wild, skinless, muscle flesh, raw"	r	Rastrelliger kanagurta	Indian mackerel	Rastrelliger kanagurta	Dec 1988-Mar 1995		1		1993	fi98	DR	1	30.3	1.3	2.3							16.1			1.8			901534
901535	901535	901535	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		34	PCX		"Conger eel, wild, skinless, muscle flesh, raw"	r	Muraenesox talabon	Pike-congers nei	Muraenesox spp	Dec 1988-Mar 1996		1		1993	fi98	DR	1	11.2	0.8	1.7							18.4			1.7			901535
901536	901536	901536	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		37	SIP		"Pomfret (White), wild, skinless, muscle flesh, raw"	r	Pampus argenteus	Silver pomfret	Pampus argenteus	Dec 1988-Mar 1997		1		1993	fi98	DR	1	21.6	0.5	1.5							19.5			1.7			901536
901537	901537	901537	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		37	TRE		"Trevally, wild, skinless, muscle flesh, raw"	r	Caranx sansun	"Jacks, crevalles nei"	Caranx spp	Dec 1988-Mar 1996		1		1993	fi98	DR	1	8.9	1.8	2.5							19.8			1.4			901537
901538	901538	901538	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		33	NNJ		"Pinkperch, wild, skinless, muscle flesh, raw"	r	Nemipterus japonicus	Japanese threadfin bream	Nemipterus japonicus	Dec 1988-Mar 1999		1		1993	fi98	DR	1	15	1.7	1.8							15.3			1.3			901538
901539	901539	901539	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		35	FRS		"Lesser sardine, wild, skinless, muscle flesh, raw"	r	Sardinella fimbriata	Fringescale sardinella	Sardinella fimbriata	Dec 1988-Mar 2000		1		1993	fi98	DR	1	51.4	1.1	1.6							17.1			1.2			901539
901540	901540	901540	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		33	OYD		"Thread fins, wild, skinless, muscle flesh, raw"	r	Polynemus indicus	Indian threadfin	Leptomelanosoma indicum	Dec 1988-Mar 2001		1		1993	fi98	DR	1	4.7	0.8	1.5							18.1			1.2			901540
901541	901541	901541	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		33	BUC		"Bombay duck, wild, skinless, muscle flesh, raw"	r	Harpodon nehereus	Bombay-duck	Harpadon nehereus	Dec 1988-Mar 2002		1		1993	fi98	DR	1	19.8	0.7	2.7							8			0.8			901541
901542	901542	901542	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		25	GIP		"Giant perch (marine), wild, skinless, muscle flesh, raw"	r	Lates calcarifer	Barramundi	Lates calcarifer	Dec 1988-Mar 2003		1		1993	fi98	DR	1	8.8	0.7	1.1							[16]			[0.7]			901542
901543	901543	901543	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		38	RSK		"Shark, wild, skinless, muscle flesh, raw"	r	Scoliodon sorrakowah	Requiem sharks nei	Carcharhinidae	Dec 1988-Mar 2004		1		1993	fi98	DR	1	19.3	0.9	1.5							16.7			0.8			901543
901544	901544	901544	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		33	CAX		"Cat fish, wild, skinless, muscle flesh, raw"	r	Tachysurus zona		Ariidae	Dec 1988-Mar 2005		1		1993	fi98	DR	1	6.2	1.4	1.7							21			1.4			901544
901545	901545	901545	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		13	KNA		"Murrel, wild, skinless, muscle flesh, raw"	r	Ophiocephalus marules	Great snakehead 	Channa marulius	Dec 1988-Mar 2006		1		1993	fi98	DR	1	10.1	0.6	1.5							17.3			1.3			901545
901546	901546	901546	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		11	LRH		"Rohu, wild, skinless, muscle flesh, raw"	r	Labeo rohita	Roho labeo	Labeo rohita	Dec 1988-Mar 2007		1		1993	fi98	DR	1	12.9	0.7	1.3							13.5			0.6			901546
901547	901547	901547	Finfish	"Unknown (samples from local fish market, Hyderabad, India)"		11	CTT		"Catla, wild, skinless, muscle flesh, raw"	r	Catla catla	Catla	Catla catla	Dec 1988-Mar 2008		1		1993	fi98	DR	1	20.8	0.9	2							16			1			901547
901548	901548	901548	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		13	FSI	Armadillo	"muscle flesh, skinless, raw"	r	Hypostomus watwata	Freshwater siluroids nei	Siluroidei			1	FA converted using XFA	2000	fi99	DR	1	19.66	0.9		0.02882737						25.53			2.53			901548
901549	901549	901549	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		13	PLR	Bocachico	"Netted prochilod, muscle flesh, skinless, raw"	r	Prochilodus reticulatus	Netted prochilod	Prochilodus reticulatus			1	FA converted using XFA	2000	fi99	DR	1	10	1.2		0.14112075						22.82			2.17			901549
901550	901550	901550	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		13	CSM	Cachama	"Cachama, muscle flesh, skinless, raw"	r	Colossoma macropomum	Cachama	Colossoma macropomum			1	FA converted using XFA	2000	fi99	DR	1	15.66	1.4		1.0966102	0.559495					21.43			6.15			901550
901551	901551	901551	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		33	MOJ	Carpeta	"muscle flesh, skinless, raw"	r	Eugerres plumieri	Mojarras(=Silver-biddies) nei	Gerres spp			1	FA converted using XFA	2000	fi99	DR	1	10.78	1.2		0.10577996	0.23079264					20.48			2.73			901551
901552	901552	901552	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		33	YNA	Corvina	"Acoupa weakfish, muscle flesh, skinless, raw"	r	Cynoscion maracaiboensis	Acoupa weakfish	Cynoscion acoupa			1	FA converted using XFA	2000	fi99	DR	1	79.33	1.6		0.22455249	0.49839699					20.73			2.11			901552
901553	901553	901553	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		33	MGU	Lisa	"White mullet, muscle flesh, skinless, raw"	r	Mugil curema	White mullet	Mugil curema			1	FA converted using XFA	2000	fi99	DR	1	75	1.5		0.23576857	0.14255774					21.17			6.03			901553
901554	901554	901554	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		32	HOF	Merluza	"Offshore silver hake, muscle flesh, skinless, raw"	r	Merluccius albidus	Offshore silver hake	Merluccius albidus			1	FA converted using XFA	2000	fi99	DR	1	23	1.3								18.7			1.82			901554
901555	901555	901555	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		33	GPN	Mero	"Nassau grouper, muscle flesh, skinless, raw"	r	Epinephelus striatus	Nassau grouper	Epinephelus striatus			1	FA converted using XFA	2000	fi99	DR	1	69	0.9		0.04415764	0.16665948					19.73			1.68			901555
901556	901556	901556	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		33	LJU	Pargo	"Blackfin snapper, muscle flesh, skinless, raw"	r	Lutjanus buccanella	Blackfin snapper	Lutjanus buccanella			1	FA converted using XFA	2000	fi99	DR	1	17.66	1.26		0.05050976	0.21015668					20.99			1.12			901556
901557	901557	901557	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		33	SNO	Robalo	"Common snook, muscle flesh, skinless, raw"	r	Centropomus undecimalis	Common snook	Centropomus undecimalis			1	FA converted using XFA	2000	fi99	DR	1	73	1.46								21.61			1.66			901557
901558	901558	901558	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		12	TLP	Tilapia	"Tilapia, muscle flesh, skinless, raw"	r	Oreochromis sp.	Tilapias nei	Oreochromis (=Tilapia) spp			1	FA converted using XFA	2000	fi99	DR	1	41	1.76		0.10614132	0.098279					23.34			2.26			901558
901559	901559	901559	Finfish	"Unknown (sampled in Venezuela, Maracaibo, local fish market)"		23	TRR	Trucha	"Rainbow trout, muscle flesh, skinless, raw"	r	Oncorhynchus mykiss	Rainbow trout	Oncorhynchus mykiss			1	FA converted using XFA	2000	fi99	DR	1	71.33	1.45		0.02513	0.231196					20.86			1.5			901559
901560	901560	901560	Finfish	"Brazil, Santa Maria"	F	13	RMQ		"Silver catfish, farmed, bone-, skinless fillet, raw"	r	Rhamdia quelen		Rhamdia quelen	Autumn 2006		3	FA converted using XFA	2008	fi101	DR	1					0.08575437					15.5			2.51			901560
901567	901567	901567	Finfish		F	11	FCP		"Carp, farmed, skinless fillet, raw"	r	Cyprinus carpio	Common carp	Cyprinus carpio	38231		1		2006	fi105	DR	1													5.4			901567
