taxon_common_name,subgroup,genus_species,location_of_study,methylmercury,number_of_samples,biblio_id,bibliography,dataset
pike-northern,finfish,Esox lucius,Great Lakes,23.465,23,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
plaice-American,finfish,Hippoglossoides platessoides,US,4.63125,8,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
pollock-Atlantic,finfish,Pollachius virens,Canada-Bay of Fundy,2.8499999999999996,6,karimi,"Legrand M, Arp P, Ritchie C, Chan HM. 2005. Mercury exposure in two coastal communities of the Bay of Fundy, Canada. Environ Res 98(1):14-21.",karimi
pollock-Pacific,finfish,Gadus chalcogrammus,US-Alaska,4.085,186,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
porgy (scup),finfish,Stenotomus chrysops,US,9.690000000000001,10,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
redfish-pacific ocean perch,finfish,Sebastes alutus,US-Alaska,5.32,78,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
sablefish,finfish,Anoplopoma fimbria,US-Alaska,31.600799999999996,9,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,karimi
sablefish,finfish,Anoplopoma fimbria,US-Alaska,17.099999999999998,227,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
sablefish,finfish,Anoplopoma fimbria,US,49.115,6,karimi,"Teeny FM, Hall AS, Gauglitz EJ. 1974. Reduction of mercury in sablefish (Anoplopoma fimbria) and use of treated flesh in smoked products. Marine Fisheries Review 36(5):15-17.",karimi
"salmon-Atlantic (wild, large)",finfish,Salmo salar,Canada-Atlantic,4.465,47,karimi,"Jardine LB, Burt MDB, Arp PA, Diamond AW. 2009. Mercury comparisons between farmed and wild Atlantic salmon (Salmo salar L.) and Atlantic cod (Gadus morhua L.). Aquac Res 40(10):11481159.",karimi
"salmon-Atlantic (wild, small)",finfish,Salmo salar,Canada-Atlantic,6.896999999999999,38,karimi,"Jardine LB, Burt MDB, Arp PA, Diamond AW. 2009. Mercury comparisons between farmed and wild Atlantic salmon (Salmo salar L.) and Atlantic cod (Gadus morhua L.). Aquac Res 40(10):11481159.",karimi
salmon-chinook (wild),finfish,Oncorhynchus tshawytscha,US-Alaska,3.8902499999999995,10,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,karimi
salmon-chinook (wild),finfish,Oncorhynchus tshawytscha,Northern Canada-lakes/river systems,8.549999999999999,1,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",karimi
salmon-chinook (wild),finfish,Oncorhynchus tshawytscha,US-California,7.372,5,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,karimi
salmon-chinook (wild),finfish,Oncorhynchus tshawytscha,US-Alaska,6.08,238,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
salmon-chinook (wild),finfish,Oncorhynchus tshawytscha,US-Washington,8.556060344827586,116,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
salmon-chinook (wild),finfish,Oncorhynchus tshawytscha,US-Alaska,5.415,72,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",karimi
salmon-chum (wild),finfish,Oncorhynchus keta,Northern Canada-lakes/river systems,6.365,8,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",karimi
salmon-chum (wild),finfish,Oncorhynchus keta,US-Alaska,3.8950000000000005,281,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
salmon-chum (wild),finfish,Oncorhynchus keta,US-Alaska,7.790000000000001,72,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",karimi
salmon-coho (wild),finfish,Oncorhynchus kisutch,US-Alaska,3.61,244,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
salmon-coho (wild),finfish,Oncorhynchus kisutch,US-Washington,4.373413173652697,167,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
salmon-coho (wild),finfish,Oncorhynchus kisutch,US-Alaska,4.56,76,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",karimi
salmon-pink (wild),finfish,Oncorhynchus gorbuscha,US-Alaska,3.8,186,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
salmon-sockeye (wild),finfish,Oncorhynchus nerka,US-Alaska,3.61,240,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
salmon-sockeye (wild),finfish,Oncorhynchus nerka,US-Alaska,4.18,60,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",karimi
sardine-Pacific,finfish,Sardinops sagax,US-California,1.7955,20,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,karimi
sardine-round,finfish,Sardinella aurita,Mauritania,1.7099999999999997,4,karimi,"Romeo M, Siau Y, Sidoumou Z, Gnassia-Barelli M. 1999. Heavy metal distribution in different fish species from the Mauritania coast. Sci Total Environ 232(3):169-175.",karimi
scallops-weathervane,finfish,Patinopecten caurinus,US-Washington (Puget Sound),3.40955,10,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,karimi
seabass-black,finfish,Centropristis striata,US-New York Bight,4.787999999999999,14,karimi,"Deshpande AD, Draxler AFJ, Zdanowicz VS, Schrock ME, Paulson AJ. 2000. Contaminant Levels in Muscle of Four Species of Recreational Fish from the New York Bight Apex. NOAA Technical Memorandum NMFS-NE-157. NMFS-NE-157. Available: http://www.nefsc.noaa.gov/publications/tm/tm157/tm157.pdf [accessed 24 February 2009].",karimi
seabass-black,finfish,Centropristis striata,US-Delaware,6.839999999999999,1,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,karimi
seabass-black,finfish,Centropristis striata,US-Virginia,0.475,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
seabass-black,finfish,Centropristis striata,US-Virginia,5.061307119843514,2,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
seabass-black,finfish,Centropristis striata,US,14.25,2,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
seatrout,finfish,Cynoscion regalis,US,14.4375,38,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
seatrout (weakfish),finfish,Cynoscion regalis,US-Atlantic,7.6,1,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",karimi
seatrout (weakfish),finfish,Cynoscion regalis,US-New Jersey,15.853124999999999,16,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,karimi
seatrout (weakfish),finfish,Cynoscion regalis,US-New Jersey,12.233888888888886,9,karimi,State of New Jersey. 2008. Routine Monitoring Program for Toxics in Fish: Year 3 Raritan River Region. Available: http://www.state.nj.us/dep/dsr/fishmonitoring-year3.pdf [accessed 29 November 2011].,karimi
seatrout (weakfish),finfish,Cynoscion regalis,US-Virginia,3.483333333333334,3,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
seatrout (weakfish),finfish,Cynoscion regalis,US-Atlantic,7.125,4,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,karimi
seatrout (weakfish),finfish,Cynoscion regalis,US,13.236666666666666,33,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
seatrout (weakfish),finfish,Cynoscion regalis,US-Atlantic,3.0875,8,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,karimi
seatrout-gray,finfish,Cynoscion regalis,US-Virginia,2.0320855614973263,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
seatrout-gray,finfish,Cynoscion regalis,US-Virginia,6.494659049390507,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
seatrout-sand,finfish,Cynoscion arenarius,US-Florida,38.76,2,karimi,"Kannan K, Smith RG, Lee RF, Windom HL, Heitmuller PT, Macauley JM, et al. 1998. Distribution of total mercury and methyl mercury in water, sediment, and fish from south Florida estuaries. Arch Environ Contam Toxicol 34(2):109-118.",karimi
seatrout-sand,finfish,Cynoscion arenarius,US-Louisiana,6.1655,3,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
seatrout-sand,finfish,Cynoscion arenarius,US,4.75,5,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
seatrout-speckled,finfish,Cynoscion nebulosus,US-Virginia,3.205695133975,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US-Florida Bay,100.69999999999999,70,karimi,"Evans DW, Crumley PH. 2005. Mercury in Florida Bay fish: Spatial distribution of elevated concentrations and possible linkages to Everglades restoration. Bull Mar Sci 77(3):321-345.",karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US-Florida,22.325,30,karimi,"Locascio JV, Rudershausen PJ. 2000. An Evaluation of Mercury Levels in Spotted Seatrout in Torpon Bay, J.N. &quot;Ding&quot; Darling Wildlife Rufuge, Sanibel, Florida, With Reference to Previous Studies. Biological Sciences 63(4):256-260.",karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US-Florida,38,112,karimi,"Rider S, Adams D. 2000. Mercury Concentrations in Spotted Seatrout from Northwest Florida. Gulf of Mexico Science 2:97-103.",karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US-Louisiana,4.125714285714285,7,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US-Louisiana,6.462340579710143,69,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US-Louisiana,10.677999999999997,10,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US,6.86375,4,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
seatrout-spotted,finfish,Cynoscion nebulosus,US,39.18645374449344,227,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
shad-American,finfish,Alosa sapidissima,US-Virginia,10.54941710332019,5,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
shad-American,finfish,Alosa sapidissima,US,3.7740909090909094,11,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
shad-American/winter,finfish,Alosa sapidissima,US-Maryland,14.80812156572938,8,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
