Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,genus_species,asfis_scientific_name,scientific_name,common_name,part,food_name_in_english,location,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,cine_id,biblio_id,part_edited,food_item_id,processing,asfis_english_name,season,other,comments_on_data_processing_methods,publication_year,bc_id,af_id,type,bibliography,exclude_for_wrong_units,seanuts_id2,sea_id,subgroup2,submitted_name,score,exclude,realm
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc877,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw","USA, MD, Liberty Reservoir",NA,NA,NA,0.030294607,0.039406969,19.2,1.01,NA,fi132,muscle_skinless,0900896,r,Striped bass,Spring (May) 1991,"mean length and weight: 45.7cm, 2120g",FA converted using XFA,1995,bc877,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc878,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw","USA, MD, Upper Bay",NA,NA,NA,0.202316218,0.217035819,20.4,3.51,NA,fi132,muscle_skinless,0900897,r,Striped bass,"Winter (Oct, Nov) 1990","mean length and weight: 32.3cm, 730g",FA converted using XFA,1995,bc878,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc879,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (2y), raw","USA, MD, Choptank river",NA,NA,NA,0.144192955,0.0885191,21.9,2.65,NA,fi132,muscle_skinless,0900898,r,Striped bass,Winter (Jan) 1991,"mean length and weight: 48cm, 2300g",FA converted using XFA,1995,bc879,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Mugil liza,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,subtropical,fusiform / normal,demersal,NA,80,bc863,Finfish,Mugil liza,Mugil liza,Mugil liza,Lebranche mullet,NA,"Lebranche mullet, adult fish, muscle flesh, middle portion, raw","Brazil, São Paulo, Santos cost",NA,NA,NA,0.24252,0.63468,NA,2.58,NA,fi131,muscle,0900882,r,Lebranche mullet,NA,NA,NA,2007,bc863,NA,NA,NA,NA,NA,NA,NA,Mugil liza,0.988,NA,freshbrackmarine
Mycteroperca acutirostris,NA,mainly animals (troph. 2.8 and up),NA,3.4,subtropical,fusiform / normal,reef-associated,40,80,bc856,Finfish,Mycteroperca acutirostris,Mycteroperca acutirostris,Mycteroperca acutirostris,Comb grouper,NA,"Comb grouper, adult fish, muscle flesh, middle portion, raw","Brazil, São Paulo, Santos cost",NA,NA,NA,0.44233,1.24747,NA,4.97,NA,fi131,muscle,0900875,r,Comb grouper,NA,NA,NA,2007,bc856,NA,NA,NA,NA,NA,NA,NA,Mycteroperca acutirostris,0.988,NA,marine
Mycteroperca rubra,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,subtropical,fusiform / normal,demersal,200,144,bc331,Finfish,Mycteroperca rubra,Mycteroperca rubra,Mycteroperca rubra,Mottled grouper,NA,"Mottled grouper, wild, fillet, raw","Turkey, Mediterranean Sea",NA,NA,NA,0.041560536,0.117860604,NA,0.72,NA,fi67,muscle,0900350,r,Mottled grouper,NA,NA,FA converted using XFA,2009,bc331,NA,NA,NA,NA,NA,NA,NA,Mycteroperca rubra,0.988,NA,marine
Mystus cavasius,NA,NA,NA,NA,tropical,elongated,demersal,NA,40,bc1378,Finfish,Mystus cavasius,NA,Mystus cavasius,Gangetic mystus,NA,"Gangetic mystus, wild, raw","Bangladesh, Mymensingh",120,1.8,1.3,NA,NA,16.8,5.1,NA,fi367,muscle_organs,0902295,r,Gangetic mystus,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Bones, viscera, fins, barbell.",NA,2015,bc1378,NA,NA,NA,NA,NA,NA,NA,Mystus cavasius,0.988,NA,freshbrack
Mystus vittatus,NA,mainly animals (troph. 2.8 and up),variable,3.97,tropical,elongated,demersal,NA,21,bc184,Finfish,Mystus vittatus,Mystus vittatus,Mystus vittatus,Striped dwarf catfish,NA,"Striped dwarf catfish, wild, edible portion, raw","Bangladesh, Khulna, Mouri River",NA,NA,NA,NA,NA,15.62,7.53,NA,fi33,muscle_organs,0900184,r,Striped dwarf catfish,Feb 2002,NA,FAT-/PROT-: analyzed according to Pearson (1977),2007,bc184,NA,NA,NA,NA,NA,NA,NA,Mystus vittatus,0.988,NA,freshbrack
Mystus vittatus,NA,mainly animals (troph. 2.8 and up),variable,3.97,tropical,elongated,demersal,NA,21,bc1396,Finfish,Mystus vittatus,Mystus vittatus,Mystus vittatus,Striped dwarf catfish,NA,"Striped dwarf catfish, wild, raw","Bangladesh, Mymensingh",1093,4,3.1,NA,NA,15.1,4.6,NA,fi367,muscle_organs,0902313,r,Striped dwarf catfish,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, barbel.",NA,2015,bc1396,NA,NA,NA,NA,NA,NA,NA,Mystus vittatus,0.988,NA,freshbrack
Nandus nandus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,fusiform / normal,benthopelagic,NA,20,bc182,Finfish,Nandus nandus,Nandus nandus,Nandus nandus,Gangetic leaffish,NA,"Gangetic leaffish, wild, edible portion, raw","Bangladesh, Khulna, Mouri River",NA,NA,NA,NA,NA,NA,7.34,NA,fi33,muscle_organs,0900182,r,Gangetic leaffish,Feb 2002,NA,FAT-/PROT-: analyzed according to Pearson (1977),2007,bc182,NA,NA,NA,NA,NA,NA,NA,Nandus nandus,0.988,NA,freshbrack
Nandus nandus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,fusiform / normal,benthopelagic,NA,20,bc1388,Finfish,Nandus nandus,Nandus nandus,Nandus nandus,Gangetic leaffish,NA,"Gangetic leaffish, wild, raw","Bangladesh, Mymensingh",1300,0.84,1.6,NA,NA,16.7,1.7,NA,fi367,muscle_organs,0902305,r,Gangetic leaffish,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, fins, scales, gills, operculum.",NA,2015,bc1388,NA,NA,NA,NA,NA,NA,NA,Nandus nandus,0.988,NA,freshbrack
Notopterus notopterus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4,tropical,elongated,demersal,NA,60,bc181,Finfish,Notopterus notopterus,Notopterus notopterus,Notopterus notopterus,Bronze featherback,NA,"Bronze featherback, wild, edible portion, raw","Bangladesh, Khulna, Mouri River",NA,NA,NA,NA,NA,NA,NA,NA,fi33,muscle_organs,0900181,r,Bronze featherback,Feb 2002,NA,FAT-/PROT-: analyzed according to Pearson (1977),2007,bc181,NA,NA,NA,NA,NA,NA,NA,Notopterus notopterus,0.988,NA,freshbrack
Notopterus notopterus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4,tropical,elongated,demersal,NA,60,bc1376,Finfish,Notopterus notopterus,Notopterus notopterus,Notopterus notopterus,Bronze featherback,NA,"Bronze featherback, wild, raw","Bangladesh, Mymensingh",230,1.7,1.6,NA,NA,20.5,0.6,NA,fi367,muscle_organs,0902293,r,Bronze featherback,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales, operculum.",NA,2015,bc1376,NA,NA,NA,NA,NA,NA,NA,Notopterus notopterus,0.988,NA,freshbrack
Notropis hudsonius,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.74,temperate,elongated,benthopelagic,NA,15,c510,Finfish,Notropis hudsonius,NA,NA,Spottail Shiner,whole,"Spottail Shiner, whole",NA,NA,NA,NA,NA,NA,13,11.9,c510,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notropis hudsonius,0.988,NA,freshbrack
Ompok pabda,NA,NA,NA,NA,tropical,elongated,demersal,NA,30,bc1389,Finfish,Ompok pabda,Ompok pabda,Ompok pabda,NA,NA,"Modhu Pabda, wild, raw","Bangladesh, Mymensingh",91,0.46,0.9,0.068,0.053,16.2,9.5,NA,fi367,muscle_organs,0902306,r,NA,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Bones, fins, viscera.",NA,2015,bc1389,NA,NA,NA,NA,NA,NA,NA,Ompok pabda,0.988,NA,fresh
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,c579,Finfish,Oncorhynchus nerka,NA,NA,Sockeye Salmon,light muscle,"Sockeye Salmon, light muscle",NA,NA,NA,NA,0.22,0.57,NA,2.52,c579,28,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,c580,Finfish,Oncorhynchus nerka,NA,NA,Sockeye Salmon,dark muscle,"Sockeye Salmon, dark muscle",NA,NA,NA,NA,1.88,3.67,NA,22.9,c580,28,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,c581,Finfish,Oncorhynchus nerka,NA,NA,Sockeye Salmon,muscle,"Sockeye Salmon, muscle",NA,176,1.18,NA,NA,NA,20.3,6.9,c581,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,c582,Finfish,Oncorhynchus nerka,NA,NA,Sockeye Salmon,whole,"Sockeye Salmon, whole",NA,NA,NA,NA,NA,NA,18.4,7.8,c582,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,c583,Finfish,Oncorhynchus nerka,NA,NA,Sockeye Salmon,offal,"Sockeye Salmon, offal",NA,NA,NA,NA,NA,NA,16.1,13.7,c583,27,viscera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,c584,Finfish,Oncorhynchus nerka,NA,NA,Sockeye Salmon,eggs,"Sockeye Salmon, eggs",NA,NA,NA,NA,NA,NA,NA,NA,c584,27,eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,fusiform / normal,pelagic-oceanic,250,84,af592,Finfish,Oncorhynchus nerka,Oncorhynchus nerka,Oncorhynchus nerka,Sockeye(=Red)salmon,muscle,"Sockeye salmon, skinless fillet, raw","USA, British colombia/Washington/Colorado River/Oregon",NA,NA,NA,NA,NA,21.3,8.55,NA,fi195,muscle_skinless,0901896,r,Sockeye(=Red)salmon,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus nerka,0.988,NA,freshbrackmarine
Osteobrama cotio,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,15,bc1374,Finfish,Osteobrama cotio,Osteobrama cotio,Osteobrama cotio cotio,NA,NA,"Dhela, wild, raw","Bangladesh, Mymensingh",1200,1.8,3.7,NA,NA,14.7,3.8,NA,fi367,muscle_organs,0902291,r,NA,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, fins, scales.",NA,2015,bc1374,NA,NA,NA,NA,NA,NA,NA,Osteobrama cotio,0.988,NA,fresh
Pagrus caeruleostictus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.66,subtropical,short and / or deep,benthopelagic,200,90,bc332,Finfish,Pagrus caeruleosticuts,Pagrus caeruleosticuts,Pagrus caeruleosticuts,Bluespotted seabream,NA,"Bluespotted seabream, wild, fillet, raw","Turkey, Mediterranean Sea",NA,NA,NA,0.030405616,0.153564534,NA,1.02,NA,fi67,muscle,0900351,r,Bluespotted seabream,NA,NA,FA converted using XFA,2009,bc332,NA,NA,NA,NA,NA,NA,NA,Pagrus caeruleosticuts,0.75,NA,brackmarine
Pagrus caeruleostictus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.66,subtropical,short and / or deep,benthopelagic,200,90,bc579,Finfish,Pagrus caeruleostictus,Pagrus caeruleostictus,Pagrus caeruleosticuts,Bluespotted seabream,NA,"Bluespotted seabream, wild, ventral and dorsal muscle flesh, raw","Tunisia, Gulf of Gabés, Mediterranean Sea",NA,NA,NA,NA,NA,18.17,2.92,NA,fi102,muscle,0900598,r,Bluespotted seabream,Dec 2005-May 2006,length (cm): 14.30-14.90,NA,2010,bc579,NA,NA,NA,NA,NA,NA,NA,Pagrus caeruleostictus,0.988,NA,brackmarine
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,short and / or deep,benthopelagic,110,60,bc51,Finfish,Pampus argenteus,Pampus argenteus,Pampus argenteus,silver pomfret,muscle,"silver pomfret, wild, muscle fillet, raw","Thailand, Gulf of Thailand",NA,NA,NA,NA,NA,19.4,6.8,NA,fi2,muscle,0900051,r,silver pomfret,Oct-Nov,NA,NNP calc. as % of TN,1999,bc51,NA,NA,NA,NA,NA,NA,NA,Pampus argenteus,0.988,NA,marine
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,short and / or deep,benthopelagic,110,60,bc512,Finfish,Pampus argenteus,Pampus argenteus,Pampus argenteus,silver pomfret,NA,"silver pomfret, wild, fillet, raw","Malaysia, West coast of Peninsular",NA,NA,NA,NA,NA,18.63,2.09,NA,fi88,muscle,0900531,r,silver pomfret,NA,"length and weight: 15-25cm, 100-200g",NA,2011,bc512,NA,NA,NA,NA,NA,NA,NA,Pampus argenteus,0.988,NA,marine
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,short and / or deep,benthopelagic,110,60,bc1403,Finfish,Pampus argenteus,Pampus argenteus,Pampus argenteus,Silver pomfret,NA,"Silver pomfret, wild, raw","Bangladesh, Khulna",31,0.34,0.66,NA,NA,17.2,0.9,NA,fi367,muscle_organs,0902320,r,Silver pomfret,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Bones, viscera, fins.",NA,2015,bc1403,NA,NA,NA,NA,NA,NA,NA,Pampus argenteus,0.988,NA,marine
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,short and / or deep,benthopelagic,110,60,af232,Finfish,Pampus argenteus,Pampus argenteus,Pampus argenteus,Silver pomfret,muscle,"Pomfret (White), wild, skinless, muscle flesh, raw","Unknown (samples from local fish market, Hyderabad, India)",21.6,0.5,1.5,NA,NA,19.5,1.7,NA,fi98,muscle_skinless,0901536,r,Silver pomfret,Dec 1988-Mar 1997,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,Pampus argenteus,0.988,NA,marine
Parachela siamensis,NA,mainly animals (troph. 2.8 and up),NA,NA,tropical,elongated,pelagic,NA,15,bc1069,Finfish,Parachela siamensis,NA,Parachela siamensis,NA,NA,"cleaned fish, raw","Cambodia, Kampong Chhnang, Kandal Phnom Penh",777.843,1.597299,2.925714,NA,NA,NA,NA,NA,fi184,muscle_organs,0901088,r,NA,"Oct, Nov 2001",NA,Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,bc1069,NA,NA,NA,NA,NA,NA,NA,Parachela siamensis,0.988,NA,fresh
Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,short and / or deep,reef-associated,105,75,bc42,Finfish,Parastromateus niger,Parastromateus niger,Parastromateus niger,Black pomfret,muscle,"Black pomfret, wild, muscle fillet, raw","Thailand, Gulf of Thailand",NA,NA,NA,NA,NA,20.4,3.6,NA,fi2,muscle,0900042,r,Black pomfret,Oct-Nov,NA,NNP calc. as % of TN,1999,bc42,NA,NA,NA,NA,NA,NA,NA,Parastromateus niger,0.988,NA,brackmarine
Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,short and / or deep,reef-associated,105,75,bc511,Finfish,Parastromateus niger,Parastromateus niger,Parastromateus niger,Black pomfret,NA,"Black pomfret, wild, fillet, raw","Malaysia, West coast of Peninsular",NA,NA,NA,NA,NA,19.55,2.33,NA,fi88,muscle,0900530,r,Black pomfret,NA,"length and weight: 33-42cm, 15-25g",NA,2011,bc511,NA,NA,NA,NA,NA,NA,NA,Parastromateus niger,0.988,NA,brackmarine
Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,short and / or deep,reef-associated,105,75,af227,Finfish,Parastromateus niger,Parastromateus niger,Parastromteur niger,Black pomfret,muscle,"Pomfret (Black), wild, skinless, muscle flesh, raw","Unknown (samples from local fish market, Hyderabad, India)",23.8,0.8,1.1,NA,NA,NA,NA,NA,fi98,muscle_skinless,0901531,r,Black pomfret,Dec 1988-Mar 1992,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,Parastromateus niger,0.988,NA,brackmarine
Parona signata,NA,mainly animals (troph. 2.8 and up),NA,3.4,subtropical,fusiform / normal,demersal,NA,60,bc562,Finfish,Parona signata,Parona signata,Parona signata,Parona leatherjack,NA,"Pampano, wild, fillet, raw","Uruguay, Río de la Plata",NA,NA,NA,0.1336918,0.508827,20.7,5.5,NA,fi95,muscle,0900581,r,Parona leatherjack,Dec 1991-Jan 1992 (Summer),NA,FA converted using XFA,1996,bc562,NA,NA,NA,NA,NA,NA,NA,Parona signata,0.988,NA,marine
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,bc490,Finfish,Patagonotothen ramsayi,Patagonotothen ramsayi,Patagonotothen ramsayi,Longtail southern cod,NA,"Longtail southern cod, wild, muscle, frozen","UK, Falkland Shelf (southern South America)",NA,NA,NA,0.154125024,0.341466648,18.06,1.34,NA,fi86,muscle,0900509,r,Longtail southern cod,May (Austral autumn) 2003,NA,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,bc490,NA,NA,NA,NA,NA,NA,NA,Patagonotothen ramsayi,0.988,NA,marine
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,bc491,Finfish,Patagonotothen ramsayi,Patagonotothen ramsayi,Patagonotothen ramsayi,Longtail southern cod,NA,"Longtail southern cod, wild, muscle, frozen","UK, Falkland Shelf (southern South America)",NA,NA,NA,0.055120347,0.280779133,17.95,0.83,NA,fi86,muscle,0900510,r,Longtail southern cod,Aug (Austral winter) 2003/2004,NA,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,bc491,NA,NA,NA,NA,NA,NA,NA,Patagonotothen ramsayi,0.988,NA,marine
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,bc492,Finfish,Patagonotothen ramsayi,Patagonotothen ramsayi,Patagonotothen ramsayi,Longtail southern cod,NA,"Longtail southern cod, wild, muscle, frozen","UK, Falkland Shelf (southern South America)",NA,NA,NA,0.086307624,0.195420108,13.96,0.78,NA,fi86,muscle,0900511,r,Longtail southern cod,Oct (Austral spring) 2003,NA,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,bc492,NA,NA,NA,NA,NA,NA,NA,Patagonotothen ramsayi,0.988,NA,marine
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,bc493,Finfish,Patagonotothen ramsayi,Patagonotothen ramsayi,Patagonotothen ramsayi,Longtail southern cod,NA,"Longtail southern cod, wild, muscle, frozen","UK, Falkland Shelf (southern South America)",NA,NA,NA,0.093000334,0.236501244,17.92,0.94,NA,fi86,muscle,0900512,r,Longtail southern cod,Dec (Austral summer) 2003,NA,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,bc493,NA,NA,NA,NA,NA,NA,NA,Patagonotothen ramsayi,0.988,NA,marine
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,bc494,Finfish,Patagonotothen ramsayi,Patagonotothen ramsayi,Patagonotothen ramsayi,Longtail southern cod,NA,"Longtail southern cod, wild, muscle, frozen","UK, Falkland Shelf (southern South America)",NA,NA,NA,NA,NA,16.9725,NA,NA,fi86,muscle,0900513,r,Longtail southern cod,NA,NA,mean of 4 protein values used for calculation of amino acid profile (gAS/100g Prot),2007,bc494,NA,NA,NA,NA,NA,NA,NA,Patagonotothen ramsayi,0.988,NA,marine
Pennahia argentata,NA,mainly animals (troph. 2.8 and up),variable,3.74,temperate,fusiform / normal,benthopelagic,140,40,bc1405,Finfish,Pennahia argentata,Pennahia argentata,Johnius argentatus,Silver croaker,NA,"Silver croaker, wild, raw","Bangladesh, Cox's Bazar",1900,1.7,2.1,NA,NA,18.1,2.4,NA,fi367,muscle_organs,0902322,r,Silver croaker,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, fins, scales.",NA,2015,bc1405,NA,NA,NA,NA,NA,NA,NA,Pennahia argentata,0.988,NA,marine
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,c660,Finfish,Perca flavescens,NA,NA,Yellow Perch,muscle,"Yellow Perch, muscle",NA,59.77,0.209,0.546,NA,NA,17.8,1.01,c660,44,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perca flavescens,0.988,NA,freshbrack
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,c662,Finfish,Perca flavescens,NA,NA,Yellow Perch,muscle,"Yellow Perch, muscle",NA,NA,0.56,1.2,NA,NA,18.8,1.1,c662,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perca flavescens,0.988,NA,freshbrack
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,c663,Finfish,Perca flavescens,NA,NA,Yellow Perch,whole,"Yellow Perch, whole",NA,NA,NA,NA,NA,NA,16.6,4.4,c663,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perca flavescens,0.988,NA,freshbrack
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,c664,Finfish,Perca flavescens,NA,NA,Yellow Perch,offal,"Yellow Perch, offal",NA,NA,NA,NA,NA,NA,17,7.6,c664,27,viscera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perca flavescens,0.988,NA,freshbrack
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,bc831,Finfish,Perca flavescens,Perca flavescens,Perca flavescens,American yellow perch,muscle,"Yellow perch, wild, skinless fillet, raw","USA, Great Lakes",2.992,0.086955,0.135388,3.84852358e-4,0.05650332347,17.6341,0.25993,NA,fi128,muscle_skinless,0900850,r,American yellow perch,NA,fish weight: 150g,All values expressed per DM - conversion to FW; FA converted using XFA,2006,bc831,NA,NA,NA,NA,NA,NA,NA,Perca flavescens,0.988,NA,freshbrack
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,bc905,Finfish,Perca flavescens,Perca flavescens,Perca flavescens,American yellow perch,NA,"Yellow perch, wild, fillet, raw","USA, NY, Ithaca, Cayuga Lake",NA,NA,NA,NA,NA,17.11,NA,NA,fi141,muscle,0900924,r,American yellow perch,NA,NA,NA,1980,bc905,NA,NA,NA,NA,NA,NA,NA,Perca flavescens,0.988,NA,freshbrack
Phycis phycis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,subtropical,fusiform / normal,benthopelagic,614,65,bc334,Finfish,Phycis phycis,Phycis phycis,Phycis phycis,Forkbeard,NA,"Forkbeard, wild, fillet, raw","Turkey, Mediterranean Sea",NA,NA,NA,0.017286005,0.114857545,NA,0.55,NA,fi67,muscle,0900353,r,Forkbeard,NA,NA,FA converted using XFA,2009,bc334,NA,NA,NA,NA,NA,NA,NA,Phycis phycis,0.988,NA,marine
