threshold1,number_of_targets,number_of_species,threshold
0.87,2.8,16.0,87
0.87,2.82,17.0,87
0.87,2.86,18.0,87
0.87,2.9,19.0,87
0.87,2.92,20.0,87
0.87,2.96,21.0,87
0.87,2.99,22.0,87
0.87,3.03,23.0,87
0.87,3.05,24.0,87
0.87,3.1,25.0,87
0.87,3.14,26.0,87
0.87,3.18,27.0,87
0.87,3.2,28.0,87
0.87,3.24,29.0,87
0.87,3.29,30.0,87
0.87,3.34,31.0,87
0.87,3.41,32.0,87
0.87,3.48,33.0,87
0.87,3.51,34.0,87
0.87,3.54,35.0,87
0.87,3.59,36.0,87
0.87,3.64,37.0,87
0.87,3.67,38.0,87
0.87,3.71,39.0,87
0.87,3.74,40.0,87
0.87,3.76,41.0,87
0.87,3.78,42.0,87
0.87,3.8,43.0,87
0.87,3.81,44.0,87
0.87,3.86,45.0,87
0.87,3.92,46.0,87
0.87,3.99,47.0,87
0.87,4.02,48.0,87
0.87,4.03,49.0,87
0.87,4.05,50.0,87
0.87,4.06,51.0,87
0.87,4.12,52.0,87
0.87,4.14,53.0,87
0.87,4.15,54.0,87
0.87,4.19,55.0,87
0.87,4.19,56.0,87
0.87,4.19,57.0,87
0.87,4.21,58.0,87
0.87,4.28,59.0,87
0.87,4.28,60.0,87
0.87,4.29,61.0,87
0.87,4.3,62.0,87
0.87,4.32,63.0,87
0.87,4.32,64.0,87
0.87,4.35,65.0,87
0.87,4.38,66.0,87
0.87,4.4,67.0,87
0.87,4.43,68.0,87
0.87,4.44,69.0,87
0.87,4.45,70.0,87
0.87,4.45,71.0,87
0.87,4.48,72.0,87
0.87,4.49,73.0,87
0.87,4.52,74.0,87
0.87,4.57,75.0,87
0.87,4.61,76.0,87
0.87,4.62,77.0,87
0.87,4.62,78.0,87
0.87,4.63,79.0,87
0.87,4.64,80.0,87
0.87,4.64,81.0,87
0.87,4.64,82.0,87
0.87,4.65,83.0,87
0.87,4.68,84.0,87
0.87,4.73,85.0,87
0.87,4.73,86.0,87
0.87,4.73,87.0,87
0.87,4.75,88.0,87
0.87,4.76,89.0,87
0.87,4.76,90.0,87
0.87,4.77,91.0,87
0.87,4.77,92.0,87
0.87,4.77,93.0,87
0.87,4.81,94.0,87
0.87,4.84,95.0,87
0.87,4.84,96.0,87
0.87,4.84,97.0,87
0.87,4.86,98.0,87
0.87,4.87,99.0,87
0.87,4.89,100.0,87
0.87,4.89,101.0,87
0.87,4.91,102.0,87
0.87,4.91,103.0,87
0.87,4.96,104.0,87
0.87,4.97,105.0,87
0.87,4.97,106.0,87
0.87,5.0,107.0,87
0.87,5.0,108.0,87
0.88,0.42,1.0,88
0.88,0.86,2.0,88
0.88,1.09,3.0,88
0.88,1.47,4.0,88
0.88,1.66,5.0,88
0.88,1.77,6.0,88
0.88,1.95,7.0,88
0.88,2.08,8.0,88
0.88,2.16,9.0,88
0.88,2.28,10.0,88
0.88,2.31,11.0,88
0.88,2.4,12.0,88
0.88,2.48,13.0,88
0.88,2.51,14.0,88
0.88,2.59,15.0,88
0.88,2.66,16.0,88
0.88,2.72,17.0,88
0.88,2.73,18.0,88
0.88,2.79,19.0,88
0.88,2.84,20.0,88
0.88,2.89,21.0,88
0.88,2.91,22.0,88
0.88,2.95,23.0,88
0.88,2.99,24.0,88
0.88,3.09,25.0,88
0.88,3.11,26.0,88
0.88,3.19,27.0,88
0.88,3.23,28.0,88
0.88,3.33,29.0,88
0.88,3.37,30.0,88
0.88,3.39,31.0,88
0.88,3.43,32.0,88
0.88,3.48,33.0,88
0.88,3.52,34.0,88
0.88,3.57,35.0,88
0.88,3.6,36.0,88
0.88,3.61,37.0,88
0.88,3.64,38.0,88
0.88,3.66,39.0,88
0.88,3.71,40.0,88
0.88,3.74,41.0,88
0.88,3.77,42.0,88
0.88,3.8,43.0,88
0.88,3.83,44.0,88
0.88,3.87,45.0,88
0.88,3.91,46.0,88
0.88,3.92,47.0,88
0.88,3.95,48.0,88
0.88,3.97,49.0,88
0.88,3.98,50.0,88
0.88,3.99,51.0,88
0.88,4.02,52.0,88
0.88,4.04,53.0,88
0.88,4.07,54.0,88
0.88,4.09,55.0,88
0.88,4.13,56.0,88
0.88,4.16,57.0,88
0.88,4.18,58.0,88
0.88,4.19,59.0,88
0.88,4.2,60.0,88
0.88,4.23,61.0,88
0.88,4.25,62.0,88
0.88,4.27,63.0,88
0.88,4.3,64.0,88
0.88,4.31,65.0,88
0.88,4.34,66.0,88
0.88,4.36,67.0,88
0.88,4.38,68.0,88
0.88,4.42,69.0,88
0.88,4.45,70.0,88
0.88,4.51,71.0,88
0.88,4.52,72.0,88
0.88,4.56,73.0,88
0.88,4.58,74.0,88
0.88,4.58,75.0,88
0.88,4.61,76.0,88
0.88,4.62,77.0,88
0.88,4.64,78.0,88
0.88,4.64,79.0,88
0.88,4.66,80.0,88
0.88,4.69,81.0,88
0.88,4.71,82.0,88
0.88,4.72,83.0,88
0.88,4.73,84.0,88
0.88,4.75,85.0,88
0.88,4.77,86.0,88
0.88,4.78,87.0,88
0.88,4.79,88.0,88
0.88,4.79,89.0,88
0.88,4.8,90.0,88
0.88,4.83,91.0,88
0.88,4.83,92.0,88
0.88,4.85,93.0,88
0.88,4.86,94.0,88
0.88,4.86,95.0,88
0.88,4.87,96.0,88
0.88,4.88,97.0,88
0.88,4.89,98.0,88
0.88,4.9,99.0,88
0.88,4.9,100.0,88
0.88,4.9,101.0,88
0.88,4.92,102.0,88
0.88,4.94,103.0,88
0.88,4.97,104.0,88
0.88,4.98,105.0,88
0.88,4.99,106.0,88
0.88,4.99,107.0,88
0.88,5.0,108.0,88
0.89,0.46,1.0,89
0.89,0.92,2.0,89
0.89,1.26,3.0,89
0.89,1.51,4.0,89
0.89,1.69,5.0,89
0.89,1.89,6.0,89
0.89,2.06,7.0,89
0.89,2.23,8.0,89
0.89,2.34,9.0,89
0.89,2.42,10.0,89
0.89,2.49,11.0,89
0.89,2.55,12.0,89
0.89,2.62,13.0,89
0.89,2.67,14.0,89
0.89,2.75,15.0,89
0.89,2.88,16.0,89
0.89,2.9,17.0,89
0.89,2.95,18.0,89
0.89,3.02,19.0,89
0.89,3.07,20.0,89
0.89,3.14,21.0,89
0.89,3.21,22.0,89
0.89,3.26,23.0,89
0.89,3.28,24.0,89
0.89,3.34,25.0,89
0.89,3.37,26.0,89
0.89,3.39,27.0,89
0.89,3.41,28.0,89
0.89,3.43,29.0,89
0.89,3.5,30.0,89
0.89,3.54,31.0,89
0.89,3.57,32.0,89
0.89,3.57,33.0,89
0.89,3.62,34.0,89
0.89,3.66,35.0,89
0.89,3.67,36.0,89
0.89,3.72,37.0,89
0.89,3.74,38.0,89
0.89,3.76,39.0,89
0.89,3.77,40.0,89
0.89,3.83,41.0,89
0.89,3.89,42.0,89
0.89,3.92,43.0,89
0.89,3.97,44.0,89
0.89,3.99,45.0,89
0.89,4.01,46.0,89
0.89,4.01,47.0,89
0.89,4.03,48.0,89
0.89,4.04,49.0,89
0.89,4.07,50.0,89
0.89,4.11,51.0,89
0.89,4.16,52.0,89
0.89,4.18,53.0,89
0.89,4.19,54.0,89
0.89,4.22,55.0,89
0.89,4.24,56.0,89
0.89,4.27,57.0,89
0.89,4.3,58.0,89
0.89,4.3,59.0,89
0.89,4.3,60.0,89
0.89,4.32,61.0,89
0.89,4.36,62.0,89
0.89,4.38,63.0,89
0.89,4.39,64.0,89
0.89,4.42,65.0,89
0.89,4.43,66.0,89
0.89,4.48,67.0,89
0.89,4.48,68.0,89
0.89,4.49,69.0,89
0.89,4.51,70.0,89
0.89,4.53,71.0,89
0.89,4.57,72.0,89
0.89,4.58,73.0,89
0.89,4.58,74.0,89
0.89,4.59,75.0,89
0.89,4.62,76.0,89
0.89,4.63,77.0,89
0.89,4.63,78.0,89
0.89,4.64,79.0,89
0.89,4.65,80.0,89
0.89,4.66,81.0,89
0.89,4.68,82.0,89
0.89,4.7,83.0,89
0.89,4.71,84.0,89
0.89,4.72,85.0,89
0.89,4.75,86.0,89
0.89,4.77,87.0,89
0.89,4.79,88.0,89
0.89,4.79,89.0,89
0.89,4.8,90.0,89
0.89,4.84,91.0,89
0.89,4.85,92.0,89
0.89,4.86,93.0,89
0.89,4.88,94.0,89
0.89,4.9,95.0,89
0.89,4.91,96.0,89
0.89,4.91,97.0,89
0.89,4.92,98.0,89
0.89,4.92,99.0,89
0.89,4.93,100.0,89
0.89,4.94,101.0,89
0.89,4.94,102.0,89
0.89,4.94,103.0,89
0.89,4.94,104.0,89
0.89,4.96,105.0,89
0.89,4.96,106.0,89
0.89,5.0,107.0,89
0.89,5.0,108.0,89
0.9,0.34,1.0,90
0.9,0.7,2.0,90
0.9,0.91,3.0,90
0.9,1.15,4.0,90
0.9,1.42,5.0,90
0.9,1.63,6.0,90
0.9,1.87,7.0,90
0.9,1.99,8.0,90
0.9,2.11,9.0,90
0.9,2.24,10.0,90
0.9,2.36,11.0,90
0.9,2.49,12.0,90
0.9,2.55,13.0,90
0.9,2.61,14.0,90
0.9,2.69,15.0,90
0.9,2.72,16.0,90
0.9,2.77,17.0,90
0.9,2.85,18.0,90
0.9,2.92,19.0,90
0.9,2.97,20.0,90
0.9,3.0,21.0,90
0.9,3.07,22.0,90
0.9,3.19,23.0,90
0.9,3.22,24.0,90
0.9,3.24,25.0,90
0.9,3.28,26.0,90
0.9,3.29,27.0,90
0.9,3.32,28.0,90
0.9,3.35,29.0,90
0.9,3.38,30.0,90
0.9,3.44,31.0,90
0.9,3.48,32.0,90
0.9,3.55,33.0,90
0.9,3.59,34.0,90
0.9,3.64,35.0,90
0.9,3.68,36.0,90
0.9,3.72,37.0,90
0.9,3.74,38.0,90
0.9,3.76,39.0,90
0.9,3.81,40.0,90
0.9,3.88,41.0,90
0.9,3.91,42.0,90
0.9,3.92,43.0,90
0.9,3.94,44.0,90
0.9,3.94,45.0,90
0.9,3.97,46.0,90
0.9,3.98,47.0,90
0.9,3.99,48.0,90
0.9,3.99,49.0,90
0.9,4.01,50.0,90
0.9,4.02,51.0,90
0.9,4.05,52.0,90
0.9,4.09,53.0,90
0.9,4.13,54.0,90
0.9,4.14,55.0,90
0.9,4.19,56.0,90
0.9,4.23,57.0,90
0.9,4.25,58.0,90
0.9,4.29,59.0,90
0.9,4.31,60.0,90
0.9,4.32,61.0,90
0.9,4.33,62.0,90
0.9,4.33,63.0,90
0.9,4.35,64.0,90
0.9,4.38,65.0,90
0.9,4.38,66.0,90
0.9,4.42,67.0,90
0.9,4.45,68.0,90
0.9,4.46,69.0,90
0.9,4.47,70.0,90
0.9,4.49,71.0,90
0.9,4.51,72.0,90
0.9,4.51,73.0,90
0.9,4.53,74.0,90
0.9,4.54,75.0,90
0.9,4.55,76.0,90
0.9,4.56,77.0,90
0.9,4.59,78.0,90
0.9,4.62,79.0,90
0.9,4.64,80.0,90
0.9,4.68,81.0,90
0.9,4.69,82.0,90
0.9,4.71,83.0,90
0.9,4.72,84.0,90
0.9,4.75,85.0,90
0.9,4.78,86.0,90
0.9,4.79,87.0,90
0.9,4.8,88.0,90
0.9,4.8,89.0,90
0.9,4.83,90.0,90
0.9,4.83,91.0,90
0.9,4.85,92.0,90
0.9,4.88,93.0,90
0.9,4.88,94.0,90
0.9,4.9,95.0,90
0.9,4.9,96.0,90
0.9,4.93,97.0,90
0.9,4.94,98.0,90
0.9,4.95,99.0,90
0.9,4.95,100.0,90
0.9,4.95,101.0,90
0.9,4.95,102.0,90
0.9,4.95,103.0,90
0.9,4.95,104.0,90
0.9,4.96,105.0,90
0.9,4.97,106.0,90
0.9,4.99,107.0,90
0.9,5.0,108.0,90
0.91,0.48,1.0,91
0.91,0.84,2.0,91
0.91,1.05,3.0,91
0.91,1.24,4.0,91
0.91,1.46,5.0,91
0.91,1.71,6.0,91
0.91,2.0,7.0,91
0.91,2.21,8.0,91
0.91,2.33,9.0,91
0.91,2.39,10.0,91
0.91,2.48,11.0,91
0.91,2.53,12.0,91
0.91,2.61,13.0,91
0.91,2.66,14.0,91
0.91,2.73,15.0,91
0.91,2.78,16.0,91
0.91,2.86,17.0,91
0.91,2.9,18.0,91
0.91,2.94,19.0,91
0.91,2.98,20.0,91
0.91,3.05,21.0,91
0.91,3.09,22.0,91
0.91,3.16,23.0,91
0.91,3.18,24.0,91
0.91,3.21,25.0,91
0.91,3.24,26.0,91
0.91,3.28,27.0,91
0.91,3.3,28.0,91
0.91,3.34,29.0,91
0.91,3.37,30.0,91
0.91,3.43,31.0,91
0.91,3.46,32.0,91
0.91,3.48,33.0,91
0.91,3.51,34.0,91
0.91,3.58,35.0,91
0.91,3.62,36.0,91
0.91,3.65,37.0,91
0.91,3.67,38.0,91
0.91,3.7,39.0,91
0.91,3.72,40.0,91
0.91,3.75,41.0,91
0.91,3.81,42.0,91
0.91,3.84,43.0,91
0.91,3.87,44.0,91
0.91,3.91,45.0,91
0.91,3.94,46.0,91
0.91,3.98,47.0,91
0.91,3.99,48.0,91
0.91,3.99,49.0,91
0.91,4.06,50.0,91
0.91,4.07,51.0,91
0.91,4.08,52.0,91
0.91,4.1,53.0,91
0.91,4.14,54.0,91
0.91,4.19,55.0,91
0.91,4.21,56.0,91
0.91,4.22,57.0,91
0.91,4.24,58.0,91
0.91,4.27,59.0,91
0.91,4.29,60.0,91
0.91,4.32,61.0,91
0.91,4.35,62.0,91
0.91,4.36,63.0,91
0.91,4.39,64.0,91
0.91,4.41,65.0,91
0.91,4.45,66.0,91
0.91,4.46,67.0,91
0.91,4.49,68.0,91
0.91,4.53,69.0,91
0.91,4.57,70.0,91
0.91,4.59,71.0,91
0.91,4.61,72.0,91
0.91,4.62,73.0,91
0.91,4.63,74.0,91
0.91,4.64,75.0,91
0.91,4.65,76.0,91
0.91,4.67,77.0,91
0.91,4.67,78.0,91
0.91,4.7,79.0,91
0.91,4.74,80.0,91
0.91,4.75,81.0,91
0.91,4.76,82.0,91
0.91,4.76,83.0,91
0.91,4.79,84.0,91
0.91,4.81,85.0,91
0.91,4.82,86.0,91
0.91,4.83,87.0,91
0.91,4.83,88.0,91
0.91,4.83,89.0,91
0.91,4.84,90.0,91
0.91,4.84,91.0,91
0.91,4.86,92.0,91
0.91,4.89,93.0,91
0.91,4.9,94.0,91
0.91,4.9,95.0,91
0.91,4.9,96.0,91
0.91,4.9,97.0,91
0.91,4.9,98.0,91
0.91,4.9,99.0,91
0.91,4.91,100.0,91
0.91,4.94,101.0,91
0.91,4.94,102.0,91
0.91,4.95,103.0,91
0.91,4.96,104.0,91
0.91,4.98,105.0,91
0.91,4.98,106.0,91
0.91,5.0,107.0,91
0.91,5.0,108.0,91
0.92,0.4,1.0,92
0.92,0.81,2.0,92
0.92,1.08,3.0,92
0.92,1.33,4.0,92
0.92,1.58,5.0,92
0.92,1.79,6.0,92
0.92,2.0,7.0,92
0.92,2.11,8.0,92
0.92,2.25,9.0,92
0.92,2.36,10.0,92
0.92,2.47,11.0,92
0.92,2.56,12.0,92
0.92,2.67,13.0,92
0.92,2.74,14.0,92
0.92,2.83,15.0,92
0.92,2.94,16.0,92
0.92,2.95,17.0,92
0.92,2.98,18.0,92
0.92,3.01,19.0,92
0.92,3.03,20.0,92
0.92,3.1,21.0,92
0.92,3.16,22.0,92
0.92,3.17,23.0,92
0.92,3.2,24.0,92
0.92,3.26,25.0,92
0.92,3.31,26.0,92
0.92,3.33,27.0,92
0.92,3.38,28.0,92
0.92,3.46,29.0,92
0.92,3.54,30.0,92
0.92,3.57,31.0,92
0.92,3.61,32.0,92
0.92,3.63,33.0,92
0.92,3.67,34.0,92
0.92,3.69,35.0,92
0.92,3.7,36.0,92
0.92,3.73,37.0,92
0.92,3.78,38.0,92
0.92,3.83,39.0,92
0.92,3.84,40.0,92
0.92,3.86,41.0,92
0.92,3.87,42.0,92
0.92,3.9,43.0,92
0.92,3.91,44.0,92
0.92,3.92,45.0,92
0.92,3.96,46.0,92
0.92,3.97,47.0,92
0.92,3.97,48.0,92
0.92,4.01,49.0,92
0.92,4.05,50.0,92
0.92,4.11,51.0,92
0.92,4.12,52.0,92
0.92,4.15,53.0,92
0.92,4.16,54.0,92
0.92,4.2,55.0,92
0.92,4.22,56.0,92
0.92,4.24,57.0,92
0.92,4.24,58.0,92
0.92,4.24,59.0,92
0.92,4.27,60.0,92
0.92,4.32,61.0,92
0.92,4.33,62.0,92
0.92,4.36,63.0,92
0.92,4.39,64.0,92
0.92,4.43,65.0,92
0.92,4.45,66.0,92
0.92,4.47,67.0,92
0.92,4.47,68.0,92
0.92,4.48,69.0,92
0.92,4.53,70.0,92
0.92,4.55,71.0,92
0.92,4.56,72.0,92
0.92,4.58,73.0,92
0.92,4.59,74.0,92
0.92,4.62,75.0,92
0.92,4.63,76.0,92
0.92,4.65,77.0,92
0.92,4.67,78.0,92
0.92,4.68,79.0,92
0.92,4.7,80.0,92
0.92,4.71,81.0,92
0.92,4.74,82.0,92
0.92,4.74,83.0,92
0.92,4.77,84.0,92
0.92,4.77,85.0,92
0.92,4.78,86.0,92
0.92,4.78,87.0,92
0.92,4.79,88.0,92
0.92,4.79,89.0,92
0.92,4.8,90.0,92
0.92,4.81,91.0,92
0.92,4.81,92.0,92
0.92,4.82,93.0,92
0.92,4.82,94.0,92
0.92,4.85,95.0,92
0.92,4.87,96.0,92
0.92,4.89,97.0,92
0.92,4.91,98.0,92
0.92,4.92,99.0,92
0.92,4.94,100.0,92
0.92,4.95,101.0,92
0.92,4.96,102.0,92
0.92,4.96,103.0,92
0.92,4.96,104.0,92
0.92,4.96,105.0,92
0.92,4.98,106.0,92
0.92,4.98,107.0,92
0.92,5.0,108.0,92
0.93,0.43,1.0,93
0.93,0.92,2.0,93
0.93,1.13,3.0,93
0.93,1.41,4.0,93
0.93,1.54,5.0,93
0.93,1.69,6.0,93
0.93,1.78,7.0,93
0.93,1.88,8.0,93
0.93,2.0,9.0,93
0.93,2.14,10.0,93
0.93,2.23,11.0,93
0.93,2.31,12.0,93
0.93,2.4,13.0,93
0.93,2.49,14.0,93
0.93,2.55,15.0,93
0.93,2.6,16.0,93
0.93,2.62,17.0,93
0.93,2.67,18.0,93
0.93,2.72,19.0,93
0.93,2.75,20.0,93
0.93,2.77,21.0,93
0.93,2.81,22.0,93
0.93,2.86,23.0,93
0.93,2.91,24.0,93
0.93,2.97,25.0,93
0.93,3.0,26.0,93
0.93,3.05,27.0,93
0.93,3.09,28.0,93
0.93,3.11,29.0,93
0.93,3.16,30.0,93
0.93,3.2,31.0,93
0.93,3.25,32.0,93
0.93,3.27,33.0,93
0.93,3.28,34.0,93
0.93,3.31,35.0,93
0.93,3.35,36.0,93
0.93,3.41,37.0,93
0.93,3.43,38.0,93
0.93,3.47,39.0,93
0.93,3.5,40.0,93
0.93,3.52,41.0,93
0.93,3.54,42.0,93
0.93,3.56,43.0,93
0.93,3.61,44.0,93
0.93,3.63,45.0,93
0.93,3.65,46.0,93
0.93,3.69,47.0,93
0.93,3.72,48.0,93
0.93,3.77,49.0,93
0.93,3.8,50.0,93
0.93,3.8,51.0,93
0.93,3.83,52.0,93
0.93,3.86,53.0,93
0.93,3.92,54.0,93
0.93,4.0,55.0,93
0.93,4.04,56.0,93
0.93,4.06,57.0,93
0.93,4.07,58.0,93
0.93,4.1,59.0,93
0.93,4.13,60.0,93
0.93,4.18,61.0,93
0.93,4.18,62.0,93
0.93,4.22,63.0,93
0.93,4.25,64.0,93
0.93,4.28,65.0,93
0.93,4.31,66.0,93
0.93,4.33,67.0,93
0.93,4.36,68.0,93
0.93,4.39,69.0,93
0.93,4.44,70.0,93
0.93,4.46,71.0,93
0.93,4.46,72.0,93
0.93,4.49,73.0,93
0.93,4.53,74.0,93
0.93,4.55,75.0,93
0.93,4.57,76.0,93
0.93,4.58,77.0,93
0.93,4.6,78.0,93
0.93,4.61,79.0,93
0.93,4.63,80.0,93
0.93,4.66,81.0,93
0.93,4.7,82.0,93
0.93,4.71,83.0,93
0.93,4.71,84.0,93
0.93,4.71,85.0,93
0.93,4.72,86.0,93
0.93,4.75,87.0,93
0.93,4.77,88.0,93
0.93,4.78,89.0,93
0.93,4.79,90.0,93
0.93,4.79,91.0,93
0.93,4.79,92.0,93
0.93,4.81,93.0,93
0.93,4.82,94.0,93
0.93,4.85,95.0,93
0.93,4.85,96.0,93
0.93,4.86,97.0,93
0.93,4.87,98.0,93
0.93,4.88,99.0,93
0.93,4.88,100.0,93
0.93,4.88,101.0,93
0.93,4.89,102.0,93
0.93,4.9,103.0,93
0.93,4.91,104.0,93
0.93,4.91,105.0,93
0.93,4.91,106.0,93
0.93,4.94,107.0,93
0.93,5.0,108.0,93
0.94,0.42,1.0,94
0.94,0.79,2.0,94
0.94,1.14,3.0,94
0.94,1.34,4.0,94
0.94,1.56,5.0,94
0.94,1.74,6.0,94
0.94,1.93,7.0,94
0.94,2.09,8.0,94
0.94,2.19,9.0,94
0.94,2.31,10.0,94
0.94,2.43,11.0,94
0.94,2.57,12.0,94
0.94,2.67,13.0,94
0.94,2.73,14.0,94
0.94,2.77,15.0,94
0.94,2.84,16.0,94
0.94,2.88,17.0,94
0.94,2.91,18.0,94
0.94,2.98,19.0,94
0.94,3.03,20.0,94
0.94,3.08,21.0,94
0.94,3.15,22.0,94
0.94,3.2,23.0,94
0.94,3.24,24.0,94
0.94,3.29,25.0,94
0.94,3.36,26.0,94
0.94,3.42,27.0,94
0.94,3.47,28.0,94
0.94,3.49,29.0,94
0.94,3.54,30.0,94
0.94,3.59,31.0,94
0.94,3.65,32.0,94
0.94,3.68,33.0,94
0.94,3.74,34.0,94
0.94,3.75,35.0,94
0.94,3.8,36.0,94
0.94,3.84,37.0,94
0.94,3.87,38.0,94
0.94,3.92,39.0,94
0.94,3.93,40.0,94
0.94,4.0,41.0,94
0.94,4.01,42.0,94
0.94,4.04,43.0,94
0.94,4.08,44.0,94
0.94,4.08,45.0,94
0.94,4.11,46.0,94
0.94,4.13,47.0,94
0.94,4.17,48.0,94
0.94,4.2,49.0,94
0.94,4.26,50.0,94
0.94,4.26,51.0,94
0.94,4.28,52.0,94
0.94,4.32,53.0,94
0.94,4.33,54.0,94
0.94,4.33,55.0,94
0.94,4.35,56.0,94
0.94,4.36,57.0,94
0.94,4.39,58.0,94
0.94,4.39,59.0,94
0.94,4.39,60.0,94
0.94,4.42,61.0,94
0.94,4.44,62.0,94
0.94,4.45,63.0,94
0.94,4.45,64.0,94
0.94,4.48,65.0,94
0.94,4.49,66.0,94
0.94,4.51,67.0,94
0.94,4.52,68.0,94
0.94,4.55,69.0,94
0.94,4.56,70.0,94
0.94,4.58,71.0,94
0.94,4.59,72.0,94
0.94,4.61,73.0,94
0.94,4.63,74.0,94
0.94,4.65,75.0,94
0.94,4.66,76.0,94
0.94,4.69,77.0,94
0.94,4.71,78.0,94
0.94,4.72,79.0,94
0.94,4.72,80.0,94
0.94,4.72,81.0,94
0.94,4.75,82.0,94
0.94,4.75,83.0,94
0.94,4.75,84.0,94
0.94,4.77,85.0,94
0.94,4.78,86.0,94
0.94,4.78,87.0,94
0.94,4.79,88.0,94
0.94,4.79,89.0,94
0.94,4.79,90.0,94
0.94,4.81,91.0,94
0.94,4.84,92.0,94
0.94,4.85,93.0,94
0.94,4.86,94.0,94
0.94,4.87,95.0,94
0.94,4.87,96.0,94
0.94,4.87,97.0,94
0.94,4.89,98.0,94
0.94,4.9,99.0,94
0.94,4.91,100.0,94
0.94,4.91,101.0,94
0.94,4.94,102.0,94
0.94,4.95,103.0,94
0.94,4.95,104.0,94
0.94,4.98,105.0,94
0.94,4.98,106.0,94
0.94,4.98,107.0,94
0.94,5.0,108.0,94
0.95,0.37,1.0,95
0.95,0.78,2.0,95
0.95,0.94,3.0,95
0.95,1.2,4.0,95
0.95,1.52,5.0,95
0.95,1.71,6.0,95
0.95,1.9,7.0,95
0.95,1.97,8.0,95
0.95,2.06,9.0,95
0.95,2.27,10.0,95
0.95,2.35,11.0,95
0.95,2.44,12.0,95
0.95,2.5,13.0,95
0.95,2.56,14.0,95
0.95,2.62,15.0,95
0.95,2.64,16.0,95
0.95,2.67,17.0,95
0.95,2.77,18.0,95
0.95,2.83,19.0,95
0.95,2.93,20.0,95
0.95,2.97,21.0,95
0.95,3.02,22.0,95
0.95,3.06,23.0,95
0.95,3.15,24.0,95
0.95,3.18,25.0,95
0.95,3.2,26.0,95
0.95,3.24,27.0,95
0.95,3.28,28.0,95
0.95,3.32,29.0,95
0.95,3.4,30.0,95
0.95,3.44,31.0,95
0.95,3.5,32.0,95
0.95,3.57,33.0,95
0.95,3.6,34.0,95
0.95,3.63,35.0,95
0.95,3.65,36.0,95
0.95,3.71,37.0,95
0.95,3.73,38.0,95
0.95,3.75,39.0,95
0.95,3.77,40.0,95
0.95,3.8,41.0,95
0.95,3.82,42.0,95
0.95,3.83,43.0,95
0.95,3.84,44.0,95
0.95,3.87,45.0,95
0.95,3.9,46.0,95
0.95,3.91,47.0,95
0.95,3.95,48.0,95
0.95,3.96,49.0,95
0.95,3.98,50.0,95
0.95,4.02,51.0,95
0.95,4.05,52.0,95
0.95,4.08,53.0,95
0.95,4.1,54.0,95
0.95,4.15,55.0,95
0.95,4.18,56.0,95
0.95,4.19,57.0,95
0.95,4.22,58.0,95
0.95,4.27,59.0,95
0.95,4.3,60.0,95
0.95,4.31,61.0,95
0.95,4.32,62.0,95
0.95,4.34,63.0,95
0.95,4.34,64.0,95
0.95,4.36,65.0,95
0.95,4.36,66.0,95
0.95,4.4,67.0,95
0.95,4.42,68.0,95
0.95,4.42,69.0,95
0.95,4.44,70.0,95
0.95,4.45,71.0,95
0.95,4.47,72.0,95
0.95,4.49,73.0,95
0.95,4.5,74.0,95
0.95,4.51,75.0,95
0.95,4.52,76.0,95
0.95,4.53,77.0,95
0.95,4.55,78.0,95
0.95,4.6,79.0,95
0.95,4.62,80.0,95
0.95,4.63,81.0,95
0.95,4.63,82.0,95
0.95,4.64,83.0,95
0.95,4.65,84.0,95
0.95,4.68,85.0,95
0.95,4.69,86.0,95
0.95,4.7,87.0,95
0.95,4.71,88.0,95
0.95,4.71,89.0,95
0.95,4.74,90.0,95
0.95,4.76,91.0,95
0.95,4.79,92.0,95
0.95,4.81,93.0,95
0.95,4.82,94.0,95
0.95,4.82,95.0,95
0.95,4.85,96.0,95
0.95,4.88,97.0,95
0.95,4.9,98.0,95
0.95,4.91,99.0,95
0.95,4.93,100.0,95
0.95,4.94,101.0,95
0.95,4.95,102.0,95
0.95,4.95,103.0,95
0.95,4.98,104.0,95
0.95,4.98,105.0,95
0.95,4.98,106.0,95
0.95,4.99,107.0,95
0.95,5.0,108.0,95
0.96,0.44,1.0,96
0.96,0.85,2.0,96
0.96,1.11,3.0,96
0.96,1.39,4.0,96
0.96,1.52,5.0,96
0.96,1.71,6.0,96
0.96,1.92,7.0,96
0.96,2.01,8.0,96
0.96,2.15,9.0,96
0.96,2.26,10.0,96
0.96,2.35,11.0,96
0.96,2.46,12.0,96
0.96,2.52,13.0,96
0.96,2.58,14.0,96
0.96,2.64,15.0,96
0.96,2.66,16.0,96
0.96,2.7,17.0,96
0.96,2.76,18.0,96
0.96,2.81,19.0,96
0.96,2.87,20.0,96
0.96,2.96,21.0,96
0.96,3.0,22.0,96
0.96,3.03,23.0,96
0.96,3.07,24.0,96
0.96,3.15,25.0,96
0.96,3.2,26.0,96
0.96,3.24,27.0,96
0.96,3.26,28.0,96
0.96,3.33,29.0,96
0.96,3.36,30.0,96
0.96,3.38,31.0,96
0.96,3.42,32.0,96
0.96,3.51,33.0,96
0.96,3.53,34.0,96
0.96,3.58,35.0,96
0.96,3.6,36.0,96
0.96,3.61,37.0,96
0.96,3.62,38.0,96
0.96,3.63,39.0,96
0.96,3.66,40.0,96
0.96,3.72,41.0,96
