threshold1,number_of_targets,number_of_species,threshold
0.52,5.0,66.0,52
0.52,5.0,67.0,52
0.52,5.0,68.0,52
0.52,5.0,69.0,52
0.52,5.0,70.0,52
0.52,5.0,71.0,52
0.52,5.0,72.0,52
0.52,5.0,73.0,52
0.52,5.0,74.0,52
0.52,5.0,75.0,52
0.52,5.0,76.0,52
0.52,5.0,77.0,52
0.52,5.0,78.0,52
0.52,5.0,79.0,52
0.52,5.0,80.0,52
0.52,5.0,81.0,52
0.52,5.0,82.0,52
0.52,5.0,83.0,52
0.52,5.0,84.0,52
0.52,5.0,85.0,52
0.52,5.0,86.0,52
0.52,5.0,87.0,52
0.52,5.0,88.0,52
0.52,5.0,89.0,52
0.52,5.0,90.0,52
0.52,5.0,91.0,52
0.52,5.0,92.0,52
0.52,5.0,93.0,52
0.52,5.0,94.0,52
0.52,5.0,95.0,52
0.52,5.0,96.0,52
0.52,5.0,97.0,52
0.52,5.0,98.0,52
0.52,5.0,99.0,52
0.52,5.0,100.0,52
0.52,5.0,101.0,52
0.52,5.0,102.0,52
0.52,5.0,103.0,52
0.52,5.0,104.0,52
0.52,5.0,105.0,52
0.52,5.0,106.0,52
0.52,5.0,107.0,52
0.52,5.0,108.0,52
0.53,0.7,1.0,53
0.53,1.19,2.0,53
0.53,1.57,3.0,53
0.53,1.86,4.0,53
0.53,2.2,5.0,53
0.53,2.52,6.0,53
0.53,2.76,7.0,53
0.53,2.98,8.0,53
0.53,3.08,9.0,53
0.53,3.19,10.0,53
0.53,3.27,11.0,53
0.53,3.42,12.0,53
0.53,3.5,13.0,53
0.53,3.64,14.0,53
0.53,3.74,15.0,53
0.53,3.77,16.0,53
0.53,3.86,17.0,53
0.53,3.98,18.0,53
0.53,4.05,19.0,53
0.53,4.08,20.0,53
0.53,4.12,21.0,53
0.53,4.19,22.0,53
0.53,4.3,23.0,53
0.53,4.32,24.0,53
0.53,4.33,25.0,53
0.53,4.36,26.0,53
0.53,4.4,27.0,53
0.53,4.44,28.0,53
0.53,4.46,29.0,53
0.53,4.47,30.0,53
0.53,4.5,31.0,53
0.53,4.56,32.0,53
0.53,4.56,33.0,53
0.53,4.65,34.0,53
0.53,4.69,35.0,53
0.53,4.7,36.0,53
0.53,4.73,37.0,53
0.53,4.74,38.0,53
0.53,4.77,39.0,53
0.53,4.83,40.0,53
0.53,4.86,41.0,53
0.53,4.86,42.0,53
0.53,4.88,43.0,53
0.53,4.91,44.0,53
0.53,4.92,45.0,53
0.53,4.94,46.0,53
0.53,4.94,47.0,53
0.53,4.94,48.0,53
0.53,4.94,49.0,53
0.53,4.96,50.0,53
0.53,4.96,51.0,53
0.53,4.97,52.0,53
0.53,4.97,53.0,53
0.53,4.99,54.0,53
0.53,4.99,55.0,53
0.53,4.99,56.0,53
0.53,5.0,57.0,53
0.53,5.0,58.0,53
0.53,5.0,59.0,53
0.53,5.0,60.0,53
0.53,5.0,61.0,53
0.53,5.0,62.0,53
0.53,5.0,63.0,53
0.53,5.0,64.0,53
0.53,5.0,65.0,53
0.53,5.0,66.0,53
0.53,5.0,67.0,53
0.53,5.0,68.0,53
0.53,5.0,69.0,53
0.53,5.0,70.0,53
0.53,5.0,71.0,53
0.53,5.0,72.0,53
0.53,5.0,73.0,53
0.53,5.0,74.0,53
0.53,5.0,75.0,53
0.53,5.0,76.0,53
0.53,5.0,77.0,53
0.53,5.0,78.0,53
0.53,5.0,79.0,53
0.53,5.0,80.0,53
0.53,5.0,81.0,53
0.53,5.0,82.0,53
0.53,5.0,83.0,53
0.53,5.0,84.0,53
0.53,5.0,85.0,53
0.53,5.0,86.0,53
0.53,5.0,87.0,53
0.53,5.0,88.0,53
0.53,5.0,89.0,53
0.53,5.0,90.0,53
0.53,5.0,91.0,53
0.53,5.0,92.0,53
0.53,5.0,93.0,53
0.53,5.0,94.0,53
0.53,5.0,95.0,53
0.53,5.0,96.0,53
0.53,5.0,97.0,53
0.53,5.0,98.0,53
0.53,5.0,99.0,53
0.53,5.0,100.0,53
0.53,5.0,101.0,53
0.53,5.0,102.0,53
0.53,5.0,103.0,53
0.53,5.0,104.0,53
0.53,5.0,105.0,53
0.53,5.0,106.0,53
0.53,5.0,107.0,53
0.53,5.0,108.0,53
0.54,0.66,1.0,54
0.54,1.13,2.0,54
0.54,1.65,3.0,54
0.54,2.12,4.0,54
0.54,2.45,5.0,54
0.54,2.71,6.0,54
0.54,2.93,7.0,54
0.54,3.1,8.0,54
0.54,3.23,9.0,54
0.54,3.33,10.0,54
0.54,3.46,11.0,54
0.54,3.53,12.0,54
0.54,3.61,13.0,54
0.54,3.71,14.0,54
0.54,3.84,15.0,54
0.54,3.98,16.0,54
0.54,4.07,17.0,54
0.54,4.17,18.0,54
0.54,4.23,19.0,54
0.54,4.25,20.0,54
0.54,4.3,21.0,54
0.54,4.37,22.0,54
0.54,4.47,23.0,54
0.54,4.57,24.0,54
0.54,4.64,25.0,54
0.54,4.66,26.0,54
0.54,4.69,27.0,54
0.54,4.71,28.0,54
0.54,4.74,29.0,54
0.54,4.78,30.0,54
0.54,4.79,31.0,54
0.54,4.81,32.0,54
0.54,4.83,33.0,54
0.54,4.85,34.0,54
0.54,4.85,35.0,54
0.54,4.86,36.0,54
0.54,4.87,37.0,54
0.54,4.87,38.0,54
0.54,4.88,39.0,54
0.54,4.92,40.0,54
0.54,4.92,41.0,54
0.54,4.93,42.0,54
0.54,4.94,43.0,54
0.54,4.96,44.0,54
0.54,4.96,45.0,54
0.54,4.97,46.0,54
0.54,4.97,47.0,54
0.54,4.97,48.0,54
0.54,4.97,49.0,54
0.54,4.98,50.0,54
0.54,4.98,51.0,54
0.54,4.98,52.0,54
0.54,4.98,53.0,54
0.54,4.98,54.0,54
0.54,4.98,55.0,54
0.54,4.98,56.0,54
0.54,4.99,57.0,54
0.54,4.99,58.0,54
0.54,4.99,59.0,54
0.54,4.99,60.0,54
0.54,4.99,61.0,54
0.54,4.99,62.0,54
0.54,4.99,63.0,54
0.54,4.99,64.0,54
0.54,4.99,65.0,54
0.54,4.99,66.0,54
0.54,4.99,67.0,54
0.54,4.99,68.0,54
0.54,4.99,69.0,54
0.54,4.99,70.0,54
0.54,4.99,71.0,54
0.54,5.0,72.0,54
0.54,5.0,73.0,54
0.54,5.0,74.0,54
0.54,5.0,75.0,54
0.54,5.0,76.0,54
0.54,5.0,77.0,54
0.54,5.0,78.0,54
0.54,5.0,79.0,54
0.54,5.0,80.0,54
0.54,5.0,81.0,54
0.54,5.0,82.0,54
0.54,5.0,83.0,54
0.54,5.0,84.0,54
0.54,5.0,85.0,54
0.54,5.0,86.0,54
0.54,5.0,87.0,54
0.54,5.0,88.0,54
0.54,5.0,89.0,54
0.54,5.0,90.0,54
0.54,5.0,91.0,54
0.54,5.0,92.0,54
0.54,5.0,93.0,54
0.54,5.0,94.0,54
0.54,5.0,95.0,54
0.54,5.0,96.0,54
0.54,5.0,97.0,54
0.54,5.0,98.0,54
0.54,5.0,99.0,54
0.54,5.0,100.0,54
0.54,5.0,101.0,54
0.54,5.0,102.0,54
0.54,5.0,103.0,54
0.54,5.0,104.0,54
0.54,5.0,105.0,54
0.54,5.0,106.0,54
0.54,5.0,107.0,54
0.54,5.0,108.0,54
0.55,0.41,1.0,55
0.55,0.88,2.0,55
0.55,1.5,3.0,55
0.55,1.83,4.0,55
0.55,2.04,5.0,55
0.55,2.17,6.0,55
0.55,2.53,7.0,55
0.55,2.72,8.0,55
0.55,2.88,9.0,55
0.55,3.06,10.0,55
0.55,3.16,11.0,55
0.55,3.28,12.0,55
0.55,3.42,13.0,55
0.55,3.52,14.0,55
0.55,3.64,15.0,55
0.55,3.7,16.0,55
0.55,3.77,17.0,55
0.55,3.81,18.0,55
0.55,3.89,19.0,55
0.55,3.96,20.0,55
0.55,4.03,21.0,55
0.55,4.09,22.0,55
0.55,4.14,23.0,55
0.55,4.2,24.0,55
0.55,4.3,25.0,55
0.55,4.38,26.0,55
0.55,4.41,27.0,55
0.55,4.49,28.0,55
0.55,4.52,29.0,55
0.55,4.63,30.0,55
0.55,4.69,31.0,55
0.55,4.74,32.0,55
0.55,4.76,33.0,55
0.55,4.77,34.0,55
0.55,4.78,35.0,55
0.55,4.79,36.0,55
0.55,4.83,37.0,55
0.55,4.85,38.0,55
0.55,4.86,39.0,55
0.55,4.89,40.0,55
0.55,4.9,41.0,55
0.55,4.91,42.0,55
0.55,4.91,43.0,55
0.55,4.91,44.0,55
0.55,4.92,45.0,55
0.55,4.95,46.0,55
0.55,4.97,47.0,55
0.55,4.97,48.0,55
0.55,4.98,49.0,55
0.55,4.98,50.0,55
0.55,4.98,51.0,55
0.55,4.98,52.0,55
0.55,4.98,53.0,55
0.55,4.98,54.0,55
0.55,4.98,55.0,55
0.55,4.98,56.0,55
0.55,4.98,57.0,55
0.55,4.99,58.0,55
0.55,4.99,59.0,55
0.55,5.0,60.0,55
0.55,5.0,61.0,55
0.55,5.0,62.0,55
0.55,5.0,63.0,55
0.55,5.0,64.0,55
0.55,5.0,65.0,55
0.55,5.0,66.0,55
0.55,5.0,67.0,55
0.55,5.0,68.0,55
0.55,5.0,69.0,55
0.55,5.0,70.0,55
0.55,5.0,71.0,55
0.55,5.0,72.0,55
0.55,5.0,73.0,55
0.55,5.0,74.0,55
0.55,5.0,75.0,55
0.55,5.0,76.0,55
0.55,5.0,77.0,55
0.55,5.0,78.0,55
0.55,5.0,79.0,55
0.55,5.0,80.0,55
0.55,5.0,81.0,55
0.55,5.0,82.0,55
0.55,5.0,83.0,55
0.55,5.0,84.0,55
0.55,5.0,85.0,55
0.55,5.0,86.0,55
0.55,5.0,87.0,55
0.55,5.0,88.0,55
0.55,5.0,89.0,55
0.55,5.0,90.0,55
0.55,5.0,91.0,55
0.55,5.0,92.0,55
0.55,5.0,93.0,55
0.55,5.0,94.0,55
0.55,5.0,95.0,55
0.55,5.0,96.0,55
0.55,5.0,97.0,55
0.55,5.0,98.0,55
0.55,5.0,99.0,55
0.55,5.0,100.0,55
0.55,5.0,101.0,55
0.55,5.0,102.0,55
0.55,5.0,103.0,55
0.55,5.0,104.0,55
0.55,5.0,105.0,55
0.55,5.0,106.0,55
0.55,5.0,107.0,55
0.55,5.0,108.0,55
0.56,0.48,1.0,56
0.56,0.88,2.0,56
0.56,1.31,3.0,56
0.56,1.62,4.0,56
0.56,2.05,5.0,56
0.56,2.39,6.0,56
0.56,2.63,7.0,56
0.56,2.82,8.0,56
0.56,2.98,9.0,56
0.56,3.11,10.0,56
0.56,3.18,11.0,56
0.56,3.31,12.0,56
0.56,3.37,13.0,56
0.56,3.47,14.0,56
0.56,3.63,15.0,56
0.56,3.76,16.0,56
0.56,3.8,17.0,56
0.56,3.84,18.0,56
0.56,3.97,19.0,56
0.56,4.1,20.0,56
0.56,4.1,21.0,56
0.56,4.16,22.0,56
0.56,4.19,23.0,56
0.56,4.23,24.0,56
0.56,4.27,25.0,56
0.56,4.32,26.0,56
0.56,4.39,27.0,56
0.56,4.45,28.0,56
0.56,4.48,29.0,56
0.56,4.55,30.0,56
0.56,4.59,31.0,56
0.56,4.61,32.0,56
0.56,4.65,33.0,56
0.56,4.66,34.0,56
0.56,4.69,35.0,56
0.56,4.7,36.0,56
0.56,4.74,37.0,56
0.56,4.75,38.0,56
0.56,4.78,39.0,56
0.56,4.8,40.0,56
0.56,4.8,41.0,56
0.56,4.84,42.0,56
0.56,4.86,43.0,56
0.56,4.86,44.0,56
0.56,4.88,45.0,56
0.56,4.88,46.0,56
0.56,4.89,47.0,56
0.56,4.89,48.0,56
0.56,4.9,49.0,56
0.56,4.91,50.0,56
0.56,4.92,51.0,56
0.56,4.92,52.0,56
0.56,4.92,53.0,56
0.56,4.93,54.0,56
0.56,4.94,55.0,56
0.56,4.94,56.0,56
0.56,4.94,57.0,56
0.56,4.95,58.0,56
0.56,4.97,59.0,56
0.56,4.97,60.0,56
0.56,4.97,61.0,56
0.56,4.98,62.0,56
0.56,4.98,63.0,56
0.56,4.98,64.0,56
0.56,4.98,65.0,56
0.56,4.98,66.0,56
0.56,4.98,67.0,56
0.56,4.98,68.0,56
0.56,4.99,69.0,56
0.56,4.99,70.0,56
0.56,4.99,71.0,56
0.56,4.99,72.0,56
0.56,4.99,73.0,56
0.56,4.99,74.0,56
0.56,4.99,75.0,56
0.56,4.99,76.0,56
0.56,5.0,77.0,56
0.56,5.0,78.0,56
0.56,5.0,79.0,56
0.56,5.0,80.0,56
0.56,5.0,81.0,56
0.56,5.0,82.0,56
0.56,5.0,83.0,56
0.56,5.0,84.0,56
0.56,5.0,85.0,56
0.56,5.0,86.0,56
0.56,5.0,87.0,56
0.56,5.0,88.0,56
0.56,5.0,89.0,56
0.56,5.0,90.0,56
0.56,5.0,91.0,56
0.56,5.0,92.0,56
0.56,5.0,93.0,56
0.56,5.0,94.0,56
0.56,5.0,95.0,56
0.56,5.0,96.0,56
0.56,5.0,97.0,56
0.56,5.0,98.0,56
0.56,5.0,99.0,56
0.56,5.0,100.0,56
0.56,5.0,101.0,56
0.56,5.0,102.0,56
0.56,5.0,103.0,56
0.56,5.0,104.0,56
0.56,5.0,105.0,56
0.56,5.0,106.0,56
0.56,5.0,107.0,56
0.56,5.0,108.0,56
0.57,0.43,1.0,57
0.57,1.16,2.0,57
0.57,1.49,3.0,57
0.57,1.89,4.0,57
0.57,2.19,5.0,57
0.57,2.42,6.0,57
0.57,2.55,7.0,57
0.57,2.71,8.0,57
0.57,2.84,9.0,57
0.57,3.07,10.0,57
0.57,3.24,11.0,57
0.57,3.36,12.0,57
0.57,3.52,13.0,57
0.57,3.57,14.0,57
0.57,3.61,15.0,57
0.57,3.68,16.0,57
0.57,3.7,17.0,57
0.57,3.83,18.0,57
0.57,3.89,19.0,57
0.57,3.95,20.0,57
0.57,4.02,21.0,57
0.57,4.1,22.0,57
0.57,4.17,23.0,57
0.57,4.26,24.0,57
0.57,4.29,25.0,57
0.57,4.34,26.0,57
0.57,4.36,27.0,57
0.57,4.4,28.0,57
0.57,4.45,29.0,57
0.57,4.47,30.0,57
0.57,4.48,31.0,57
0.57,4.52,32.0,57
0.57,4.53,33.0,57
0.57,4.56,34.0,57
0.57,4.59,35.0,57
0.57,4.62,36.0,57
0.57,4.67,37.0,57
0.57,4.72,38.0,57
0.57,4.76,39.0,57
0.57,4.77,40.0,57
0.57,4.77,41.0,57
0.57,4.77,42.0,57
0.57,4.79,43.0,57
0.57,4.82,44.0,57
0.57,4.84,45.0,57
0.57,4.86,46.0,57
0.57,4.87,47.0,57
0.57,4.87,48.0,57
0.57,4.89,49.0,57
0.57,4.9,50.0,57
0.57,4.91,51.0,57
0.57,4.93,52.0,57
0.57,4.93,53.0,57
0.57,4.93,54.0,57
0.57,4.93,55.0,57
0.57,4.94,56.0,57
0.57,4.94,57.0,57
0.57,4.95,58.0,57
0.57,4.95,59.0,57
0.57,4.95,60.0,57
0.57,4.96,61.0,57
0.57,4.96,62.0,57
0.57,4.97,63.0,57
0.57,4.97,64.0,57
0.57,4.98,65.0,57
0.57,4.99,66.0,57
0.57,4.99,67.0,57
0.57,4.99,68.0,57
0.57,4.99,69.0,57
0.57,4.99,70.0,57
0.57,4.99,71.0,57
0.57,4.99,72.0,57
0.57,5.0,73.0,57
0.57,5.0,74.0,57
0.57,5.0,75.0,57
0.57,5.0,76.0,57
0.57,5.0,77.0,57
0.57,5.0,78.0,57
0.57,5.0,79.0,57
0.57,5.0,80.0,57
0.57,5.0,81.0,57
0.57,5.0,82.0,57
0.57,5.0,83.0,57
0.57,5.0,84.0,57
0.57,5.0,85.0,57
0.57,5.0,86.0,57
0.57,5.0,87.0,57
0.57,5.0,88.0,57
0.57,5.0,89.0,57
0.57,5.0,90.0,57
0.57,5.0,91.0,57
0.57,5.0,92.0,57
0.57,5.0,93.0,57
0.57,5.0,94.0,57
0.57,5.0,95.0,57
0.57,5.0,96.0,57
0.57,5.0,97.0,57
0.57,5.0,98.0,57
0.57,5.0,99.0,57
0.57,5.0,100.0,57
0.57,5.0,101.0,57
0.57,5.0,102.0,57
0.57,5.0,103.0,57
0.57,5.0,104.0,57
0.57,5.0,105.0,57
0.57,5.0,106.0,57
0.57,5.0,107.0,57
0.57,5.0,108.0,57
0.58,0.57,1.0,58
0.58,1.0,2.0,58
0.58,1.44,3.0,58
0.58,1.69,4.0,58
0.58,2.0,5.0,58
0.58,2.28,6.0,58
0.58,2.49,7.0,58
0.58,2.79,8.0,58
0.58,3.01,9.0,58
0.58,3.21,10.0,58
0.58,3.33,11.0,58
0.58,3.45,12.0,58
0.58,3.56,13.0,58
0.58,3.63,14.0,58
0.58,3.71,15.0,58
0.58,3.77,16.0,58
0.58,3.85,17.0,58
0.58,3.95,18.0,58
0.58,4.01,19.0,58
0.58,4.05,20.0,58
0.58,4.14,21.0,58
0.58,4.2,22.0,58
0.58,4.28,23.0,58
0.58,4.32,24.0,58
0.58,4.33,25.0,58
0.58,4.39,26.0,58
0.58,4.42,27.0,58
0.58,4.45,28.0,58
0.58,4.47,29.0,58
0.58,4.48,30.0,58
0.58,4.49,31.0,58
0.58,4.51,32.0,58
0.58,4.57,33.0,58
0.58,4.6,34.0,58
0.58,4.62,35.0,58
0.58,4.64,36.0,58
0.58,4.68,37.0,58
0.58,4.71,38.0,58
0.58,4.73,39.0,58
0.58,4.73,40.0,58
0.58,4.75,41.0,58
0.58,4.75,42.0,58
0.58,4.79,43.0,58
0.58,4.8,44.0,58
0.58,4.81,45.0,58
0.58,4.84,46.0,58
0.58,4.87,47.0,58
0.58,4.88,48.0,58
0.58,4.89,49.0,58
0.58,4.9,50.0,58
0.58,4.91,51.0,58
0.58,4.92,52.0,58
0.58,4.93,53.0,58
0.58,4.93,54.0,58
0.58,4.94,55.0,58
0.58,4.97,56.0,58
0.58,4.97,57.0,58
0.58,4.97,58.0,58
0.58,4.97,59.0,58
0.58,4.97,60.0,58
0.58,4.98,61.0,58
0.58,4.99,62.0,58
0.58,5.0,63.0,58
0.58,5.0,64.0,58
0.58,5.0,65.0,58
0.58,5.0,66.0,58
0.58,5.0,67.0,58
0.58,5.0,68.0,58
0.58,5.0,69.0,58
0.58,5.0,70.0,58
0.58,5.0,71.0,58
0.58,5.0,72.0,58
0.58,5.0,73.0,58
0.58,5.0,74.0,58
0.58,5.0,75.0,58
0.58,5.0,76.0,58
0.58,5.0,77.0,58
0.58,5.0,78.0,58
0.58,5.0,79.0,58
0.58,5.0,80.0,58
0.58,5.0,81.0,58
0.58,5.0,82.0,58
0.58,5.0,83.0,58
0.58,5.0,84.0,58
0.58,5.0,85.0,58
0.58,5.0,86.0,58
0.58,5.0,87.0,58
0.58,5.0,88.0,58
0.58,5.0,89.0,58
0.58,5.0,90.0,58
0.58,5.0,91.0,58
0.58,5.0,92.0,58
0.58,5.0,93.0,58
0.58,5.0,94.0,58
0.58,5.0,95.0,58
0.58,5.0,96.0,58
0.58,5.0,97.0,58
0.58,5.0,98.0,58
0.58,5.0,99.0,58
0.58,5.0,100.0,58
0.58,5.0,101.0,58
0.58,5.0,102.0,58
0.58,5.0,103.0,58
0.58,5.0,104.0,58
0.58,5.0,105.0,58
0.58,5.0,106.0,58
0.58,5.0,107.0,58
0.58,5.0,108.0,58
0.59,0.48,1.0,59
0.59,0.94,2.0,59
0.59,1.41,3.0,59
0.59,1.64,4.0,59
0.59,2.01,5.0,59
0.59,2.19,6.0,59
0.59,2.34,7.0,59
0.59,2.5,8.0,59
0.59,2.7,9.0,59
0.59,2.93,10.0,59
0.59,3.09,11.0,59
0.59,3.16,12.0,59
0.59,3.26,13.0,59
0.59,3.4,14.0,59
0.59,3.5,15.0,59
0.59,3.58,16.0,59
0.59,3.74,17.0,59
0.59,3.81,18.0,59
0.59,3.89,19.0,59
0.59,3.92,20.0,59
0.59,4.04,21.0,59
0.59,4.09,22.0,59
0.59,4.12,23.0,59
0.59,4.17,24.0,59
0.59,4.19,25.0,59
0.59,4.25,26.0,59
0.59,4.29,27.0,59
0.59,4.35,28.0,59
0.59,4.37,29.0,59
0.59,4.4,30.0,59
0.59,4.43,31.0,59
0.59,4.48,32.0,59
0.59,4.53,33.0,59
0.59,4.55,34.0,59
0.59,4.58,35.0,59
0.59,4.61,36.0,59
0.59,4.61,37.0,59
0.59,4.64,38.0,59
0.59,4.66,39.0,59
0.59,4.68,40.0,59
0.59,4.7,41.0,59
0.59,4.74,42.0,59
0.59,4.74,43.0,59
0.59,4.75,44.0,59
0.59,4.77,45.0,59
0.59,4.79,46.0,59
0.59,4.8,47.0,59
0.59,4.8,48.0,59
0.59,4.84,49.0,59
0.59,4.85,50.0,59
0.59,4.86,51.0,59
0.59,4.88,52.0,59
0.59,4.89,53.0,59
0.59,4.91,54.0,59
0.59,4.92,55.0,59
0.59,4.92,56.0,59
0.59,4.92,57.0,59
0.59,4.93,58.0,59
0.59,4.93,59.0,59
0.59,4.94,60.0,59
0.59,4.95,61.0,59
0.59,4.96,62.0,59
0.59,4.97,63.0,59
0.59,4.97,64.0,59
0.59,4.98,65.0,59
0.59,4.98,66.0,59
0.59,4.99,67.0,59
0.59,4.99,68.0,59
0.59,4.99,69.0,59
0.59,5.0,70.0,59
0.59,5.0,71.0,59
0.59,5.0,72.0,59
0.59,5.0,73.0,59
0.59,5.0,74.0,59
0.59,5.0,75.0,59
0.59,5.0,76.0,59
0.59,5.0,77.0,59
0.59,5.0,78.0,59
0.59,5.0,79.0,59
0.59,5.0,80.0,59
0.59,5.0,81.0,59
0.59,5.0,82.0,59
0.59,5.0,83.0,59
0.59,5.0,84.0,59
0.59,5.0,85.0,59
0.59,5.0,86.0,59
0.59,5.0,87.0,59
0.59,5.0,88.0,59
0.59,5.0,89.0,59
0.59,5.0,90.0,59
0.59,5.0,91.0,59
0.59,5.0,92.0,59
0.59,5.0,93.0,59
0.59,5.0,94.0,59
0.59,5.0,95.0,59
0.59,5.0,96.0,59
0.59,5.0,97.0,59
0.59,5.0,98.0,59
0.59,5.0,99.0,59
0.59,5.0,100.0,59
0.59,5.0,101.0,59
0.59,5.0,102.0,59
0.59,5.0,103.0,59
0.59,5.0,104.0,59
0.59,5.0,105.0,59
0.59,5.0,106.0,59
0.59,5.0,107.0,59
0.59,5.0,108.0,59
0.6,0.71,1.0,60
0.6,1.18,2.0,60
0.6,1.6,3.0,60
0.6,2.02,4.0,60
0.6,2.31,5.0,60
0.6,2.38,6.0,60
0.6,2.56,7.0,60
0.6,2.81,8.0,60
0.6,2.99,9.0,60
0.6,3.1,10.0,60
0.6,3.2,11.0,60
0.6,3.36,12.0,60
0.6,3.5,13.0,60
0.6,3.62,14.0,60
0.6,3.64,15.0,60
0.6,3.69,16.0,60
0.6,3.81,17.0,60
0.6,3.88,18.0,60
0.6,3.99,19.0,60
0.6,4.03,20.0,60
0.6,4.11,21.0,60
0.6,4.21,22.0,60
0.6,4.26,23.0,60
0.6,4.28,24.0,60
0.6,4.32,25.0,60
0.6,4.36,26.0,60
0.6,4.39,27.0,60
0.6,4.44,28.0,60
0.6,4.49,29.0,60
0.6,4.53,30.0,60
0.6,4.55,31.0,60
0.6,4.6,32.0,60
0.6,4.61,33.0,60
0.6,4.64,34.0,60
0.6,4.64,35.0,60
0.6,4.68,36.0,60
0.6,4.71,37.0,60
0.6,4.73,38.0,60
0.6,4.73,39.0,60
0.6,4.78,40.0,60
0.6,4.82,41.0,60
0.6,4.82,42.0,60
0.6,4.84,43.0,60
0.6,4.84,44.0,60
0.6,4.84,45.0,60
0.6,4.84,46.0,60
0.6,4.86,47.0,60
0.6,4.86,48.0,60
0.6,4.86,49.0,60
0.6,4.87,50.0,60
0.6,4.88,51.0,60
0.6,4.9,52.0,60
0.6,4.9,53.0,60
0.6,4.9,54.0,60
0.6,4.91,55.0,60
0.6,4.93,56.0,60
0.6,4.94,57.0,60
0.6,4.94,58.0,60
0.6,4.94,59.0,60
0.6,4.94,60.0,60
0.6,4.94,61.0,60
0.6,4.95,62.0,60
0.6,4.97,63.0,60
0.6,4.97,64.0,60
0.6,4.98,65.0,60
0.6,4.98,66.0,60
0.6,4.98,67.0,60
0.6,4.99,68.0,60
0.6,4.99,69.0,60
0.6,4.99,70.0,60
0.6,4.99,71.0,60
0.6,5.0,72.0,60
0.6,5.0,73.0,60
0.6,5.0,74.0,60
0.6,5.0,75.0,60
0.6,5.0,76.0,60
0.6,5.0,77.0,60
0.6,5.0,78.0,60
0.6,5.0,79.0,60
0.6,5.0,80.0,60
0.6,5.0,81.0,60
0.6,5.0,82.0,60
0.6,5.0,83.0,60
0.6,5.0,84.0,60
0.6,5.0,85.0,60
0.6,5.0,86.0,60
0.6,5.0,87.0,60
0.6,5.0,88.0,60
0.6,5.0,89.0,60
0.6,5.0,90.0,60
0.6,5.0,91.0,60
0.6,5.0,92.0,60
0.6,5.0,93.0,60
0.6,5.0,94.0,60
0.6,5.0,95.0,60
0.6,5.0,96.0,60
0.6,5.0,97.0,60
0.6,5.0,98.0,60
0.6,5.0,99.0,60
0.6,5.0,100.0,60
0.6,5.0,101.0,60
0.6,5.0,102.0,60
0.6,5.0,103.0,60
0.6,5.0,104.0,60
0.6,5.0,105.0,60
0.6,5.0,106.0,60
0.6,5.0,107.0,60
0.6,5.0,108.0,60
0.61,0.49,1.0,61
0.61,0.92,2.0,61
0.61,1.32,3.0,61
0.61,1.62,4.0,61
0.61,1.92,5.0,61
0.61,2.19,6.0,61
0.61,2.54,7.0,61
0.61,2.71,8.0,61
0.61,2.82,9.0,61
0.61,2.97,10.0,61
0.61,3.11,11.0,61
0.61,3.29,12.0,61
0.61,3.4,13.0,61
0.61,3.49,14.0,61
0.61,3.59,15.0,61
0.61,3.73,16.0,61
0.61,3.77,17.0,61
0.61,3.91,18.0,61
0.61,3.94,19.0,61
0.61,4.0,20.0,61
0.61,4.05,21.0,61
0.61,4.09,22.0,61
0.61,4.17,23.0,61
0.61,4.2,24.0,61
0.61,4.23,25.0,61
0.61,4.26,26.0,61
0.61,4.32,27.0,61
0.61,4.34,28.0,61
0.61,4.34,29.0,61
0.61,4.35,30.0,61
0.61,4.37,31.0,61
0.61,4.37,32.0,61
0.61,4.4,33.0,61
0.61,4.44,34.0,61
0.61,4.53,35.0,61
0.61,4.54,36.0,61
0.61,4.59,37.0,61
0.61,4.59,38.0,61
0.61,4.6,39.0,61
0.61,4.65,40.0,61
0.61,4.69,41.0,61
0.61,4.71,42.0,61
0.61,4.71,43.0,61
0.61,4.73,44.0,61
0.61,4.78,45.0,61
0.61,4.84,46.0,61
0.61,4.85,47.0,61
0.61,4.86,48.0,61
0.61,4.86,49.0,61
0.61,4.87,50.0,61
0.61,4.88,51.0,61
0.61,4.88,52.0,61
0.61,4.88,53.0,61
0.61,4.89,54.0,61
0.61,4.9,55.0,61
0.61,4.91,56.0,61
0.61,4.93,57.0,61
0.61,4.93,58.0,61
0.61,4.94,59.0,61
0.61,4.95,60.0,61
0.61,4.95,61.0,61
0.61,4.96,62.0,61
0.61,4.97,63.0,61
0.61,4.97,64.0,61
0.61,4.97,65.0,61
0.61,4.98,66.0,61
0.61,4.99,67.0,61
0.61,4.99,68.0,61
0.61,4.99,69.0,61
0.61,4.99,70.0,61
0.61,4.99,71.0,61
0.61,4.99,72.0,61
0.61,4.99,73.0,61
0.61,4.99,74.0,61
0.61,4.99,75.0,61
0.61,4.99,76.0,61
0.61,4.99,77.0,61
0.61,4.99,78.0,61
0.61,5.0,79.0,61
0.61,5.0,80.0,61
0.61,5.0,81.0,61
0.61,5.0,82.0,61
0.61,5.0,83.0,61
0.61,5.0,84.0,61
0.61,5.0,85.0,61
0.61,5.0,86.0,61
0.61,5.0,87.0,61
0.61,5.0,88.0,61
0.61,5.0,89.0,61
0.61,5.0,90.0,61
0.61,5.0,91.0,61
