ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1413,NA,NA,NA,NA,Opisthopterus tardoore,Opisthopterus tardoore,Finfish,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opisthopterus tardoore,Mar,Mar,mainly animals (troph. 2.8 and up),188,hunting macrofauna (predator),NA,NA,NA,3.43,0.46,NA,NA,NA,NA,1845,1652,1652,Opisthopterus,tardoore,Tardoore,NA,pelagic-neritic,amphidromous,NA,NA,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,12693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1413,NA,NA,NA,NA,Opisthopterus tardoore,Opisthopterus tardoore,Finfish,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opisthopterus tardoore,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26114,1652,1652,Opisthopterus,tardoore,Tardoore,NA,pelagic-neritic,amphidromous,NA,NA,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-1,NA,12693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1413,NA,NA,NA,NA,Opisthopterus tardoore,Opisthopterus tardoore,Finfish,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opisthopterus tardoore,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26114,1652,1652,Opisthopterus,tardoore,Tardoore,NA,pelagic-neritic,amphidromous,NA,NA,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-1,NA,12693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1414,NA,NA,NA,NA,Dussumieria acuta,Dussumieria acuta,Finfish,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria acuta,Mar,Mar,mainly animals (troph. 2.8 and up),188,selective plankton feeding,188,NA,NA,3.4,0.45,NA,NA,NA,NA,1646,1453,1453,Dussumieria,acuta,Rainbow sardine,NA,pelagic-neritic,NA,10,20,SL,NA,TL,NA,20.0,15.0,NA,30573,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1414,NA,NA,NA,NA,Dussumieria acuta,Dussumieria acuta,Finfish,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria acuta,Mar,Mar,mainly animals (troph. 2.8 and up),188,selective plankton feeding,188,NA,NA,3.4,0.45,NA,NA,NA,NA,1646,1453,1453,Dussumieria,acuta,Rainbow sardine,NA,pelagic-neritic,NA,10,20,SL,NA,TL,NA,20.0,15.0,NA,30573,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1414,NA,NA,NA,NA,Dussumieria acuta,Dussumieria acuta,Finfish,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria acuta,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92964,1453,1453,Dussumieria,acuta,Rainbow sardine,NA,pelagic-neritic,NA,10,20,SL,NA,TL,NA,20.0,15.0,NA,30573,NA,NA,NA,NA,NA,-1,1,0,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1414,NA,NA,NA,NA,Dussumieria acuta,Dussumieria acuta,Finfish,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria acuta,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92964,1453,1453,Dussumieria,acuta,Rainbow sardine,NA,pelagic-neritic,NA,10,20,SL,NA,TL,NA,20.0,15.0,NA,30573,NA,NA,NA,NA,NA,-1,1,0,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1415,NA,NA,NA,NA,Sardinella melanura,Sardinella melanura,Finfish,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinella melanura,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92893,1513,1513,Sardinella,melanura,Blacktip sardinella,Dorosomatinae,pelagic-neritic,amphidromous,0,50,SL,NA,SL,NA,15.2,10.0,NA,188,NA,NA,NA,NA,NA,0,1,0,0,NA,54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1415,NA,NA,NA,NA,Sardinella melanura,Sardinella melanura,Finfish,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinella melanura,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92893,1513,1513,Sardinella,melanura,Blacktip sardinella,Dorosomatinae,pelagic-neritic,amphidromous,0,50,SL,NA,SL,NA,15.2,10.0,NA,188,NA,NA,NA,NA,NA,0,1,0,0,NA,54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1416,NA,NA,NA,NA,Dussumieria elopsoides,Dussumieria elopsoides,Finfish,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria elopsoides,Jun,Jun,mainly animals (troph. 2.8 and up),188,selective plankton feeding,188,NA,NA,3.4,0.45,NA,NA,NA,NA,1647,1454,1454,Dussumieria,elopsoides,Slender rainbow sardine,NA,pelagic-neritic,NA,0,50,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1416,NA,NA,NA,NA,Dussumieria elopsoides,Dussumieria elopsoides,Finfish,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria elopsoides,Jun,Jun,mainly animals (troph. 2.8 and up),188,selective plankton feeding,188,NA,NA,3.4,0.45,NA,NA,NA,NA,1647,1454,1454,Dussumieria,elopsoides,Slender rainbow sardine,NA,pelagic-neritic,NA,0,50,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1416,NA,NA,NA,NA,Dussumieria elopsoides,Dussumieria elopsoides,Finfish,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria elopsoides,Jun,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94092,1454,1454,Dussumieria,elopsoides,Slender rainbow sardine,NA,pelagic-neritic,NA,0,50,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1416,NA,NA,NA,NA,Dussumieria elopsoides,Dussumieria elopsoides,Finfish,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dussumieria elopsoides,Jun,Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94092,1454,1454,Dussumieria,elopsoides,Slender rainbow sardine,NA,pelagic-neritic,NA,0,50,SL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1417,NA,NA,NA,NA,Cynoglossus dubius,Cynoglossus dubius,Finfish,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoglossus dubius,Mar,Mar,mainly animals (troph. 2.8 and up),2872,hunting macrofauna (predator),2872,NA,NA,3.5,0.37,NA,NA,NA,NA,9564,9242,9242,Cynoglossus,dubius,Carrot tonguesole,Cynoglossinae,demersal,NA,NA,NA,TL,NA,TL,NA,50.0,30.0,NA,2872,NA,NA,NA,NA,NA,0,NA,NA,0,NA,2872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1417,NA,NA,NA,NA,Cynoglossus dubius,Cynoglossus dubius,Finfish,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoglossus dubius,Mar,Mar,mainly animals (troph. 2.8 and up),2872,hunting macrofauna (predator),2872,NA,NA,3.5,0.37,NA,NA,NA,NA,9564,9242,9242,Cynoglossus,dubius,Carrot tonguesole,Cynoglossinae,demersal,NA,NA,NA,TL,NA,TL,NA,50.0,30.0,NA,2872,NA,NA,NA,NA,NA,0,NA,NA,0,NA,2872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1418,NA,NA,NA,NA,Cynoglossus semilaevis,Cynoglossus semilaevis,Finfish,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoglossus semilaevis,Mar,Mar,mainly animals (troph. 2.8 and up),30433,hunting macrofauna (predator),NA,NA,NA,3.98,0.66,NA,NA,NA,NA,15473,17172,17172,Cynoglossus,semilaevis,Tongue sole,Cynoglossinae,demersal,NA,NA,NA,SL,NA,NA,NA,57.1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,30433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1418,NA,NA,NA,NA,Cynoglossus semilaevis,Cynoglossus semilaevis,Finfish,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynoglossus semilaevis,Mar,Mar,mainly animals (troph. 2.8 and up),30433,hunting macrofauna (predator),NA,NA,NA,3.98,0.66,NA,NA,NA,NA,15473,17172,17172,Cynoglossus,semilaevis,Tongue sole,Cynoglossinae,demersal,NA,NA,NA,SL,NA,NA,NA,57.1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,30433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1419,NA,NA,NA,NA,Cirrhinus mrigala,Cirrhinus mrigala,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cirrhinus mrigala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66743,Cirrhinus,mrigala,NA,Labeoninae,demersal,NA,NA,NA,TL,NA,NA,NA,99.0,NA,NA,NA,12700.0,NA,41236,NA,NA,-1,NA,NA,0,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1419,NA,NA,NA,NA,Cirrhinus mrigala,Cirrhinus mrigala,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cirrhinus mrigala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66743,Cirrhinus,mrigala,NA,Labeoninae,demersal,NA,NA,NA,TL,NA,NA,NA,99.0,NA,NA,NA,12700.0,NA,41236,NA,NA,-1,NA,NA,0,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1420,NA,NA,NA,NA,Labeo rohita,Labeo rohita,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Labeo rohita,NA,NA,mainly plants/detritus (troph. 2-2.19),11027,grazing on aquatic plants,11027,NA,NA,2.19,0.12,NA,NA,NA,NA,97,82,82,Labeo,rohita,Roho labeo,Labeoninae,benthopelagic,potamodromous,5,NA,TL,NA,NA,NA,200.0,NA,NA,NA,45e3,NA,9987,NA,NA,-1,NA,NA,-1,NA,9987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1420,NA,NA,NA,NA,Labeo rohita,Labeo rohita,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Labeo rohita,NA,NA,mainly plants/detritus (troph. 2-2.19),11027,grazing on aquatic plants,11027,NA,NA,2.19,0.12,NA,NA,NA,NA,97,82,82,Labeo,rohita,Roho labeo,Labeoninae,benthopelagic,potamodromous,5,NA,TL,NA,NA,NA,200.0,NA,NA,NA,45e3,NA,9987,NA,NA,-1,NA,NA,-1,NA,9987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1421,NA,NA,NA,NA,Elops machnata,Elops machnata,Finfish,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elops machnata,Dec,Dec,mainly animals (troph. 2.8 and up),5213,hunting macrofauna (predator),3968,3.97,0.314,4.04,0.7,NA,NA,NA,NA,5801,5512,5512,Elops,machnata,Tenpounder,NA,pelagic-neritic,oceanodromous,NA,NA,FL,NA,SL,NA,118.0,50.0,NA,4967,10800.0,NA,40637,NA,NA,0,NA,NA,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1421,NA,NA,NA,NA,Elops machnata,Elops machnata,Finfish,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elops machnata,Dec,Dec,mainly animals (troph. 2.8 and up),5213,hunting macrofauna (predator),3968,3.97,0.314,4.04,0.7,NA,NA,NA,NA,5801,5512,5512,Elops,machnata,Tenpounder,NA,pelagic-neritic,oceanodromous,NA,NA,FL,NA,SL,NA,118.0,50.0,NA,4967,10800.0,NA,40637,NA,NA,0,NA,NA,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1421,NA,NA,NA,NA,Elops machnata,Elops machnata,Finfish,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elops machnata,Dec,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27450,5512,5512,Elops,machnata,Tenpounder,NA,pelagic-neritic,oceanodromous,NA,NA,FL,NA,SL,NA,118.0,50.0,NA,4967,10800.0,NA,40637,NA,NA,0,1,0,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1421,NA,NA,NA,NA,Elops machnata,Elops machnata,Finfish,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elops machnata,Dec,Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27450,5512,5512,Elops,machnata,Tenpounder,NA,pelagic-neritic,oceanodromous,NA,NA,FL,NA,SL,NA,118.0,50.0,NA,4967,10800.0,NA,40637,NA,NA,0,1,0,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1422,NA,NA,NA,NA,Thryssa dussumieri,Thryssa dussumieri,Finfish,NA,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thryssa dussumieri,Feb,Feb,mainly animals (troph. 2.8 and up),189,selective plankton feeding,NA,NA,NA,2.82,0.21,NA,NA,NA,NA,602,586,586,Thryssa,dussumieri,Dussumier's thryssa,Coiliinae,pelagic-neritic,amphidromous,0,50,SL,NA,NA,NA,11.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1422,NA,NA,NA,NA,Thryssa dussumieri,Thryssa dussumieri,Finfish,NA,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thryssa dussumieri,Feb,Feb,mainly animals (troph. 2.8 and up),189,selective plankton feeding,NA,NA,NA,2.82,0.21,NA,NA,NA,NA,602,586,586,Thryssa,dussumieri,Dussumier's thryssa,Coiliinae,pelagic-neritic,amphidromous,0,50,SL,NA,NA,NA,11.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1423,NA,NA,NA,NA,Ephippus orbis,Ephippus orbis,Finfish,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ephippus orbis,Mar,Mar,mainly animals (troph. 2.8 and up),9616,hunting macrofauna (predator),9616,NA,NA,3.99,0.61,NA,NA,NA,NA,8556,8243,8243,Ephippus,orbis,Orbfish,NA,reef-associated,amphidromous,10,30,TL,NA,NA,NA,25.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
