ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1423,NA,NA,NA,NA,Ephippus orbis,Ephippus orbis,Finfish,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ephippus orbis,Mar,Mar,mainly animals (troph. 2.8 and up),9616,hunting macrofauna (predator),9616,NA,NA,3.99,0.61,NA,NA,NA,NA,8556,8243,8243,Ephippus,orbis,Orbfish,NA,reef-associated,amphidromous,10,30,TL,NA,NA,NA,25.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1424,NA,NA,NA,NA,Gerres filamentosus,Gerres filamentosus,Finfish,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerres filamentosus,NA,NA,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,3.34,0.2,3.20000004768372,0.405,NA,NA,NA,NA,4661,4463,4463,Gerres,filamentosus,Whipfin silver-biddy,NA,demersal,amphidromous,1,50,TL,NA,SL,NA,35.0,15.0,NA,4967,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1424,NA,NA,NA,NA,Gerres filamentosus,Gerres filamentosus,Finfish,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerres filamentosus,NA,NA,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,3.34,0.2,3.20000004768372,0.405,NA,NA,NA,NA,4661,4463,4463,Gerres,filamentosus,Whipfin silver-biddy,NA,demersal,amphidromous,1,50,TL,NA,SL,NA,35.0,15.0,NA,4967,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1425,NA,NA,NA,NA,Gerres filamentosus,Gerres filamentosus,Finfish,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerres filamentosus,Oct,Oct,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,3.34,0.2,3.20000004768372,0.405,NA,NA,NA,NA,4661,4463,4463,Gerres,filamentosus,Whipfin silver-biddy,NA,demersal,amphidromous,1,50,TL,NA,SL,NA,35.0,15.0,NA,4967,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1425,NA,NA,NA,NA,Gerres filamentosus,Gerres filamentosus,Finfish,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerres filamentosus,Oct,Oct,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,3.34,0.2,3.20000004768372,0.405,NA,NA,NA,NA,4661,4463,4463,Gerres,filamentosus,Whipfin silver-biddy,NA,demersal,amphidromous,1,50,TL,NA,SL,NA,35.0,15.0,NA,4967,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1426,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Feb,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8016,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1426,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Feb,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8016,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1426,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Feb,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54660,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1426,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Feb,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54660,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1427,NA,NA,NA,NA,Pomadasys kaakan,Pomadasys kaakan,Finfish,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys kaakan,Mar,Mar,mainly animals (troph. 2.8 and up),4332,hunting macrofauna (predator),9137,NA,NA,3.46,0.51,NA,NA,NA,NA,6319,6006,6006,Pomadasys,kaakan,Javelin grunter,Haemulinae,reef-associated,NA,NA,75,TL,NA,TL,NA,80.0,50.0,NA,30573,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,5213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1427,NA,NA,NA,NA,Pomadasys kaakan,Pomadasys kaakan,Finfish,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys kaakan,Mar,Mar,mainly animals (troph. 2.8 and up),4332,hunting macrofauna (predator),9137,NA,NA,3.46,0.51,NA,NA,NA,NA,6319,6006,6006,Pomadasys,kaakan,Javelin grunter,Haemulinae,reef-associated,NA,NA,75,TL,NA,TL,NA,80.0,50.0,NA,30573,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,5213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1428,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8016,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1428,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8016,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1428,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54660,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1428,NA,NA,NA,NA,Pomadasys furcatus,Pomadasys furcatus,Finfish,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomadasys furcatus,Mar,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54660,7707,7707,Pomadasys,furcatus,Banded grunter,Haemulinae,reef-associated,NA,NA,NA,FL,NA,NA,NA,50.0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1429,NA,NA,NA,NA,Hemiramphus lutkei,Hemiramphus lutkei,Finfish,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemiramphus lutkei,Oct,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8018,7709,7709,Hemiramphus,lutkei,Lutke's halfbeak,NA,reef-associated,NA,NA,NA,SL,NA,SL,NA,40.0,25.0,NA,9843,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1429,NA,NA,NA,NA,Hemiramphus lutkei,Hemiramphus lutkei,Finfish,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemiramphus lutkei,Oct,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8018,7709,7709,Hemiramphus,lutkei,Lutke's halfbeak,NA,reef-associated,NA,NA,NA,SL,NA,SL,NA,40.0,25.0,NA,9843,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1429,NA,NA,NA,NA,Hemiramphus lutkei,Hemiramphus lutkei,Finfish,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemiramphus lutkei,Oct,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54658,7709,7709,Hemiramphus,lutkei,Lutke's halfbeak,NA,reef-associated,NA,NA,NA,SL,NA,SL,NA,40.0,25.0,NA,9843,NA,NA,NA,NA,NA,0,1,0,-1,NA,54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1429,NA,NA,NA,NA,Hemiramphus lutkei,Hemiramphus lutkei,Finfish,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemiramphus lutkei,Oct,Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54658,7709,7709,Hemiramphus,lutkei,Lutke's halfbeak,NA,reef-associated,NA,NA,NA,SL,NA,SL,NA,40.0,25.0,NA,9843,NA,NA,NA,NA,NA,0,1,0,-1,NA,54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1430,NA,NA,NA,NA,Lactarius lactarius,Lactarius lactarius,Finfish,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactarius lactarius,Jul,Jul,mainly animals (troph. 2.8 and up),7328,NA,NA,NA,NA,3.97,0.57,NA,NA,NA,NA,377,363,363,Lactarius,lactarius,False trevally,NA,pelagic-neritic,NA,15,100,TL,NA,TL,NA,40.0,30.0,NA,2872,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,2872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1430,NA,NA,NA,NA,Lactarius lactarius,Lactarius lactarius,Finfish,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactarius lactarius,Jul,Jul,mainly animals (troph. 2.8 and up),7328,NA,NA,NA,NA,3.97,0.57,NA,NA,NA,NA,377,363,363,Lactarius,lactarius,False trevally,NA,pelagic-neritic,NA,15,100,TL,NA,TL,NA,40.0,30.0,NA,2872,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,2872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1431,NA,NA,NA,NA,Leiognathus equulus,Leiognathus equulus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leiognathus equulus,May,NA,mainly animals (troph. 2.8 and up),4959,selective plankton feeding,52498,NA,NA,3.01,0.4,NA,NA,NA,NA,4649,4451,4451,Leiognathus,equulus,Common ponyfish,NA,demersal,amphidromous,10,110,TL,NA,TL,NA,28.0,20.0,NA,5450,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1431,NA,NA,NA,NA,Leiognathus equulus,Leiognathus equulus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leiognathus equulus,May,NA,mainly animals (troph. 2.8 and up),4959,selective plankton feeding,52498,NA,NA,3.01,0.4,NA,NA,NA,NA,4649,4451,4451,Leiognathus,equulus,Common ponyfish,NA,demersal,amphidromous,10,110,TL,NA,TL,NA,28.0,20.0,NA,5450,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1431,NA,NA,NA,NA,Leiognathus equulus,Leiognathus equulus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leiognathus equulus,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27157,4451,4451,Leiognathus,equulus,Common ponyfish,NA,demersal,amphidromous,10,110,TL,NA,TL,NA,28.0,20.0,NA,5450,NA,NA,NA,NA,NA,-1,1,0,-1,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1431,NA,NA,NA,NA,Leiognathus equulus,Leiognathus equulus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leiognathus equulus,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27157,4451,4451,Leiognathus,equulus,Common ponyfish,NA,demersal,amphidromous,10,110,TL,NA,TL,NA,28.0,20.0,NA,5450,NA,NA,NA,NA,NA,-1,1,0,-1,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1432,NA,NA,NA,NA,Eubleekeria splendens,Eubleekeria splendens,Finfish,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubleekeria splendens,May,May,plants/detritus+animals (troph. 2.2-2.79),30463,variable,5213,NA,NA,2.94,0.38,NA,NA,NA,NA,4652,4454,4454,Eubleekeria,splendens,Splendid ponyfish,NA,demersal,amphidromous,10,100,TL,NA,TL,NA,17.0,15.0,NA,5450,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1432,NA,NA,NA,NA,Eubleekeria splendens,Eubleekeria splendens,Finfish,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubleekeria splendens,May,May,plants/detritus+animals (troph. 2.2-2.79),30463,variable,5213,NA,NA,2.94,0.38,NA,NA,NA,NA,4652,4454,4454,Eubleekeria,splendens,Splendid ponyfish,NA,demersal,amphidromous,10,100,TL,NA,TL,NA,17.0,15.0,NA,5450,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1433,NA,NA,NA,NA,Photopectoralis bindus,Photopectoralis bindus,Finfish,NA,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photopectoralis bindus,Mar,Mar,plants/detritus+animals (troph. 2.2-2.79),26908,NA,NA,2.93,0.255,2.65,0.24,NA,NA,NA,NA,4647,4449,4449,Photopectoralis,bindus,Orangefin ponyfish,NA,demersal,amphidromous,2,160,TL,NA,TL,NA,11.0,8.0,NA,3424,NA,NA,NA,NA,NA,0,NA,NA,-1,NA,3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
