food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,ca_mg,fe_mg,zn_mg,hg_mcg,mg_mg,mn_mg
901432,Molluscs,Unknown,NA,57,CTC,NA,"Cuttle fish, edible flesh, raw/frozen",r,Sepia officinalis,Common cuttlefish,Sepia officinalis,NA,NA,2,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,NA,NA,NA,NA,NA,NA
901433,Molluscs,Unknown,NA,55,SCE,NA,"Great scallop, edible flesh, raw/frozen",r,Pecten maximus,Great Atlantic scallop,Pecten maximus,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,NA,NA,NA,NA,NA,NA
901434,Crustacean,Unknown,NA,43,LBE,NA,"Lobster, edible flesh raw/frozen",r,Homarus gammarus,European lobster,Homarus gammarus,NA,NA,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,NA,NA,NA,NA,NA,NA
901436,Molluscs,Unknown,NA,57,OCC,NA,"Octopus, edible flesh raw/frozen",r,Octopus vulgaris,Common octopus,Octopus vulgaris,NA,NA,1,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,NA,NA,NA,NA,NA,NA
901438,Crustacean,Unknown,NA,45,DCP,NA,"Shrimp, edible flesh, raw/frozen",r,Palaemon serratus/Crangon crangon,Natantian decapods nei,"Natantia/Palaemonidae, Crangonidae",NA,NA,4,"CPR/CSH; FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,NA,NA,NA,NA,NA,NA
901439,Molluscs,Unknown,NA,57,SQR,NA,"Squid, edible flesh raw/frozen",r,Loligo vulgaris,European squid,Loligo vulgaris,NA,NA,4,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,fi45,NA,NA,NA,NA,NA,NA
901452,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,36,COM,Tenggiri papan,"Spanish mackerel, fillet, raw",r,Scomberomorus commersonii,Narrow-barred Spanish mackerel,Scomberomorus commerson,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901453,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,38,RBY,Pari,"Whiptail stingray, fillet, raw",r,Gymnura spp.,Butterfly rays,Gymnura spp.,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901454,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,33,FOT,Senangin,"Fourfinger threadfin, fillet, raw",r,Eleutheronema tradactylum,Fourfinger threadfin,Eleutheronema tradactylum,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901455,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,33,CAE,Sembilang,"Striped sea catfish, fillet, raw",r,Plotosus spp.,Eeltail catfishes,Plotosus spp.,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901456,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,POB,Bawal Hitam,"Black pomfret, fillet, raw",r,Parastromateus niger,Black pomfret,Parastromateus niger,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901457,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,SIP,Bawal Putih,"Silver pomfret, fillet, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901458,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,35,FRS,Tamban,"Fringescale sardine, fillet, raw",r,Clupea fimbriata,Fringescale sardinella,Sardinella fimbriata,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901459,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,HAS,Cencaru,"Hardtail pomfret, fillet, raw",r,Magalapsis cordyla,Torpedo scad,Megalapsis cordyla,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901460,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,RAG,Kembung,"Indian mackerel, fillet, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901461,Finfish,"Unknown (samples from local fish markets, Malaysia)",NA,37,TRY,Selar Kuning,"Yellow striped scad, fillet, raw",r,Selarides leptolejus,Yellowstripe scad,Selaroides leptolepis,NA,NA,NA,FA converted using XFA,2001,fi51,NA,NA,NA,NA,NA,NA
901470,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",NA,36,SSM,Kanad,"Spanish mackerel, muscle tissue (dorsal fillet), raw",r,Scomberomorus maculatus,Atlantic Spanish mackerel,NA,NA,NA,1,FA converted using XFA,2009,fi64,NA,NA,NA,NA,NA,NA
901471,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",NA,33,ENI,Hammour,"Grouper, muscle tissue (dorsal fillet), raw",r,Epinephelus coioides,Orange-spotted grouper,Epinephelus coioides,NA,NA,1,FA converted using XFA,2009,fi64,NA,NA,NA,NA,NA,NA
901472,Finfish,"Unknown (samples from local fish market in Riyadh, Saudi Arabia)",NA,37,NGU,Hammam,"Yellow-spotted trevally, muscle tissue (dorsal fillet), raw",r,Carangoides fulvoguttatus,Yellowspotted trevally,NA,NA,NA,1,FA converted using XFA,2009,fi64,NA,NA,NA,NA,NA,NA
901481,Finfish,"Unknown (samples from local fish market, India)",NA,11,LRH,NA,"Rohu, meat, raw",r,Labeo rohita,Roho labeo,Labeo rohita,May-Oct,NA,1,FA converted using XFA,2010,fi75,NA,NA,NA,NA,NA,NA
901482,Finfish,"Unknown (samples from local fish market, India)",NA,11,CTT,NA,"Catla, meat, raw",r,Catla catla,Catla,Catla catla,May-Oct,NA,1,FA converted using XFA,2010,fi75,NA,NA,NA,NA,NA,NA
901483,Finfish,"Unknown (samples from local fish market, India)",NA,11,CMG,NA,"Mrigal, meat, raw",r,Cirrhinus mrigala,Mrigal carp,Cirrhinus mrigala,May-Oct,NA,1,FA converted using XFA,2010,fi75,NA,NA,NA,NA,NA,NA
901484,Finfish,"Unknown (samples from local fish market, India)",NA,12,TLM,NA,"Tilapia, meat, raw",r,Oreochromis mossambicus,Mozambique tilapia,Oreochromis mossambicus,May-Oct,NA,1,FA converted using XFA,2010,fi75,NA,NA,NA,NA,NA,NA
901485,Finfish,"Unknown (samples from local fish market, India)",NA,11,FCP,NA,"Common carp, meat, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,May-Oct,NA,1,FA converted using XFA,2010,fi75,NA,NA,NA,NA,NA,NA
901506,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,62.5988,7.2671,1.1391,34.4,59.7608,0.1657
901507,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,70.4694,6.0642,1.4187,43.5,47.9501,0.4587
901508,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,78.7263,5.8136,1.4496,42.0,55.474,0.2961
901509,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,44.2052,15.236,3.5635,103.8,48.8303,0.1475
901510,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,51.8822,9.4846,1.4933,32.9,48.556,0.1591
901511,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,62.5135,5.8733,1.1739,36.1,39.9467,0.155
901512,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,52.9022,1.8889,1.1905,66.2,53.8683,0.062
901513,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,60.4496,12.5783,3.0927,38.5,44.4939,0.1463
901514,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,73.5713,7.6567,1.2857,14.6,48.8712,0.1422
901515,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,46.7305,3.2061,1.115,34.0,41.0522,0.0525
901516,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,58.831,2.2046,1.5099,29.2,49.0733,0.0474
901517,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,57.394,7.8313,1.4984,33.4,32.475,0.0549
901523,Finfish,"Unknown (samples from Turkey, Hatay, local fish market)",NA,13,CLZ,NA,"African catfish, fillet, raw",r,Clarias gariepinus,North African catfish,Clarias gariepinus,NA,"length and weight of fish: 25-30cm, 250-300g",1,Minerals expressed per DM - conversion to FW; Vitamins assumed to be expressed on a FW basis. Minerals and vitamin A data were not included (very low or very high values).,2009,fi97,NA,NA,NA,NA,NA,NA
901528,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,36,GUT,NA,"Seer, wild, skinless, muscle flesh, raw",r,Scomberomorus guttatus,Indo-Pacific king mackerel,Scomberomorus guttatus,Dec 1988-Mar 1989,NA,1,NA,1993,fi98,35.3,1.1,1.5,NA,47.9,0.026
901529,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,24,HIL,NA,"Hilsa (marine), wild, skinless, muscle flesh, raw",r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Dec 1988-Mar 1990,NA,1,NA,1993,fi98,35.5,1.2,2.3,NA,53.6,0.0097
901530,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,EYP,NA,"Anchovy, wild, skinless, muscle flesh, raw",r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Dec 1988-Mar 1991,NA,1,NA,1993,fi98,43.0,1.5,3.2,NA,45.4,0.064
901531,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,POB,NA,"Pomfret (Black), wild, skinless, muscle flesh, raw",r,Parastromteur niger,Black pomfret,Parastromateus niger,Dec 1988-Mar 1992,NA,1,NA,1993,fi98,23.8,0.8,1.1,NA,40.4,0.0797
901532,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OTI,NA,"Jew fish, wild, skinless, muscle flesh, raw",r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Dec 1988-Mar 1993,NA,1,NA,1993,fi98,14.5,0.9,1.4,NA,36.5,0.0223
901533,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,MUF,NA,"Mullet, wild, skinless, muscle flesh, raw",r,Mugil cephalus,Flathead grey mullet,Mugil cephalus,Dec 1988-Mar 1994,NA,1,NA,1993,fi98,15.7,0.8,2.2,NA,30.5,0.0376
901534,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,RAG,NA,"Mackerel, wild, skinless, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Dec 1988-Mar 1995,NA,1,NA,1993,fi98,30.3,1.3,2.3,NA,32.3,0.0424
901535,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,34,PCX,NA,"Conger eel, wild, skinless, muscle flesh, raw",r,Muraenesox talabon,Pike-congers nei,Muraenesox spp,Dec 1988-Mar 1996,NA,1,NA,1993,fi98,11.2,0.8,1.7,NA,30.2,0.0348
901536,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,SIP,NA,"Pomfret (White), wild, skinless, muscle flesh, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,Dec 1988-Mar 1997,NA,1,NA,1993,fi98,21.6,0.5,1.5,NA,31.5,0.011
901537,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,TRE,NA,"Trevally, wild, skinless, muscle flesh, raw",r,Caranx sansun,"Jacks, crevalles nei",Caranx spp,Dec 1988-Mar 1996,NA,1,NA,1993,fi98,8.9,1.8,2.5,NA,42.7,0.0325
901538,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,NNJ,NA,"Pinkperch, wild, skinless, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Dec 1988-Mar 1999,NA,1,NA,1993,fi98,15.0,1.7,1.8,NA,43.6,0.078
901539,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,FRS,NA,"Lesser sardine, wild, skinless, muscle flesh, raw",r,Sardinella fimbriata,Fringescale sardinella,Sardinella fimbriata,Dec 1988-Mar 2000,NA,1,NA,1993,fi98,51.4,1.1,1.6,NA,50.6,0.06
901540,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OYD,NA,"Thread fins, wild, skinless, muscle flesh, raw",r,Polynemus indicus,Indian threadfin,Leptomelanosoma indicum,Dec 1988-Mar 2001,NA,1,NA,1993,fi98,4.7,0.8,1.5,NA,48.3,0.0278
901541,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,BUC,NA,"Bombay duck, wild, skinless, muscle flesh, raw",r,Harpodon nehereus,Bombay-duck,Harpadon nehereus,Dec 1988-Mar 2002,NA,1,NA,1993,fi98,19.8,0.7,2.7,NA,32.1,0.0449
901542,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,25,GIP,NA,"Giant perch (marine), wild, skinless, muscle flesh, raw",r,Lates calcarifer,Barramundi,Lates calcarifer,Dec 1988-Mar 2003,NA,1,NA,1993,fi98,8.8,0.7,1.1,NA,39.0,0.0283
901543,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,38,RSK,NA,"Shark, wild, skinless, muscle flesh, raw",r,Scoliodon sorrakowah,Requiem sharks nei,Carcharhinidae,Dec 1988-Mar 2004,NA,1,NA,1993,fi98,19.3,0.9,1.5,NA,29.0,0.0385
901544,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,CAX,NA,"Cat fish, wild, skinless, muscle flesh, raw",r,Tachysurus zona,NA,Ariidae,Dec 1988-Mar 2005,NA,1,NA,1993,fi98,6.2,1.4,1.7,NA,44.1,0.0277
901545,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,13,KNA,NA,"Murrel, wild, skinless, muscle flesh, raw",r,Ophiocephalus marules,Great snakehead,Channa marulius,Dec 1988-Mar 2006,NA,1,NA,1993,fi98,10.1,0.6,1.5,NA,54.3,0.0237
901546,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,11,LRH,NA,"Rohu, wild, skinless, muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,Dec 1988-Mar 2007,NA,1,NA,1993,fi98,12.9,0.7,1.3,NA,33.1,0.0405
901547,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,11,CTT,NA,"Catla, wild, skinless, muscle flesh, raw",r,Catla catla,Catla,Catla catla,Dec 1988-Mar 2008,NA,1,NA,1993,fi98,20.8,0.9,2.0,NA,38.3,0.0231
901548,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,FSI,Armadillo,"muscle flesh, skinless, raw",r,Hypostomus watwata,Freshwater siluroids nei,Siluroidei,NA,NA,1,FA converted using XFA,2000,fi99,19.66,0.9,NA,NA,30.0,0.011
901549,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,PLR,Bocachico,"Netted prochilod, muscle flesh, skinless, raw",r,Prochilodus reticulatus,Netted prochilod,Prochilodus reticulatus,NA,NA,1,FA converted using XFA,2000,fi99,10.0,1.2,NA,NA,33.0,0.017
901550,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,CSM,Cachama,"Cachama, muscle flesh, skinless, raw",r,Colossoma macropomum,Cachama,Colossoma macropomum,NA,NA,1,FA converted using XFA,2000,fi99,15.66,1.4,NA,NA,39.0,0.013
901551,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MOJ,Carpeta,"muscle flesh, skinless, raw",r,Eugerres plumieri,Mojarras(=Silver-biddies) nei,Gerres spp,NA,NA,1,FA converted using XFA,2000,fi99,10.78,1.2,NA,NA,24.0,0.011
901552,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,YNA,Corvina,"Acoupa weakfish, muscle flesh, skinless, raw",r,Cynoscion maracaiboensis,Acoupa weakfish,Cynoscion acoupa,NA,NA,1,FA converted using XFA,2000,fi99,79.33,1.6,NA,NA,44.0,0.012
901553,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MGU,Lisa,"White mullet, muscle flesh, skinless, raw",r,Mugil curema,White mullet,Mugil curema,NA,NA,1,FA converted using XFA,2000,fi99,75.0,1.5,NA,NA,30.0,0.009
901554,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,32,HOF,Merluza,"Offshore silver hake, muscle flesh, skinless, raw",r,Merluccius albidus,Offshore silver hake,Merluccius albidus,NA,NA,1,FA converted using XFA,2000,fi99,23.0,1.3,NA,NA,27.66,0.008
901555,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,GPN,Mero,"Nassau grouper, muscle flesh, skinless, raw",r,Epinephelus striatus,Nassau grouper,Epinephelus striatus,NA,NA,1,FA converted using XFA,2000,fi99,69.0,0.9,NA,NA,36.33,0.012
901556,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,LJU,Pargo,"Blackfin snapper, muscle flesh, skinless, raw",r,Lutjanus buccanella,Blackfin snapper,Lutjanus buccanella,NA,NA,1,FA converted using XFA,2000,fi99,17.66,1.26,NA,NA,25.33,0.01
901557,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,SNO,Robalo,"Common snook, muscle flesh, skinless, raw",r,Centropomus undecimalis,Common snook,Centropomus undecimalis,NA,NA,1,FA converted using XFA,2000,fi99,73.0,1.46,NA,NA,32.0,0.009
901558,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,12,TLP,Tilapia,"Tilapia, muscle flesh, skinless, raw",r,Oreochromis sp.,Tilapias nei,Oreochromis (=Tilapia) spp,NA,NA,1,FA converted using XFA,2000,fi99,41.0,1.76,NA,NA,42.66,0.012
901559,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,23,TRR,Trucha,"Rainbow trout, muscle flesh, skinless, raw",r,Oncorhynchus mykiss,Rainbow trout,Oncorhynchus mykiss,NA,NA,1,FA converted using XFA,2000,fi99,71.33,1.45,NA,NA,42.33,0.012
901585,Finfish,Unknown,NA,13,BNC,Matrinxã,"Matrinxã, dorsolateral fillet, skin-on, raw",r,Brycon cephalus,NA,Brycon cephalus,NA,"average weight and length of fish: 751.9g, 32.8cm",1,PRO-/FAT- (analyzed according to AOAC 1995),2010,fi106,NA,NA,NA,NA,NA,NA
901614,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (small size), dorsal muscle fillet, skinless, raw",r,NA,NA,(Lethrinus spp),Nov-Dec 1993,"mean length and weight: 20cm, 133g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901615,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (medium size), dorsal muscle fillet, skinless, raw",r,NA,NA,(Lethrinus spp),Nov-Dec 1993,"mean length and weight: 24cm, 235g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901616,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (large size), dorsal muscle fillet, skinless, raw",r,NA,NA,(Lethrinus spp),Nov-Dec 1993,"mean length and weight: 31cm, 537g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901617,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (small size), dorsal muscle fillet, skinless, raw",r,NA,Spinefeet(=Rabbitfishes) nei,Siganus spp,Nov-Dec 1993,"mean length and weight: 19cm, 85g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901618,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (medium size), dorsal muscle fillet, skinless, raw",r,NA,Spinefeet(=Rabbitfishes) nei,Siganus spp,Nov-Dec 1993,"mean length and weight: 24cm, 181g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901619,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (large size), dorsal muscle fillet, skinless, raw",r,NA,Spinefeet(=Rabbitfishes) nei,Siganus spp,Nov-Dec 1993,"mean length and weight: 35cm, 620g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901620,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (small size), skin, raw",r,NA,NA,(Lethrinus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901621,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild, (medium size), skin, raw",r,NA,NA,(Lethrinus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901622,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,LZX,Changu,"Changu, wild (large size), skin, raw",r,NA,NA,(Lethrinus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901623,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (small size), skin, raw",r,NA,Spinefeet(=Rabbitfishes) nei,(Siganus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901624,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild, (medium size), skin, raw",r,NA,Spinefeet(=Rabbitfishes) nei,(Siganus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901625,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,SPI,Tasi,"Tasi, wild (large size), skin, raw",r,NA,Spinefeet(=Rabbitfishes) nei,(Siganus spp),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901626,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,33,TAI,Pawale,"Pawale, wild, whole, raw",r,NA,Indo-Pacific tarpon,(Megalops cyprinoides),Nov-Dec 1993,"mean length and weight: 7.5cm, 5.1g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901627,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa mchete,"Dagaa mchete, wild, whole, raw",r,NA,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,"mean length and weight: 10.2cm, 7.5g; Iodine given in mcg/kg wet weight",1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901628,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa papa,"Dagaa papa, wild, whole, raw",r,NA,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901629,Finfish,"Tanzania, Dar es Salaam, Indian Ocean",W,11,FCY,Dagaa kavu,"Dagaa kavu, wild, whole, raw",r,NA,Cyprinids nei,(Cyprinidae),Nov-Dec 1993,Iodine given in mcg/kg wet weight,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
901630,Crustacean,"Tanzania, Dar es Salaam, Indian Ocean",W,40,DCP,NA,"Prawns, wild, whole, raw",r,NA,Natantian decapods nei,(Natantia),Nov-Dec 1993,NA,1,NA,1997,fi118,NA,NA,NA,NA,NA,NA
