food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,ca_mg,fe_mg,zn_mg,hg_mcg,mg_mg,mn_mg
901804,Finfish,Unknown,NA,33,NBA,NA,"Bloched croaker, muscle flesh, raw",r,Nibea maculata,Blotched croaker,Nibea maculata,Jan,"mean length and weight of fish: 23cm, 150g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901805,Finfish,Unknown,NA,33,JOX,NA,"Karut croaker, muscle flesh, raw",r,Johnius carutta,NA,Johnius spp,Oct,"mean length and weight of fish: 18cm, 65g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901806,Finfish,Unknown,NA,33,JOU,NA,"Sin croaker, muscle flesh, raw",r,Johniops sinai,Sin croaker,Johnius dussumieri,May,"mean length and weight of fish: 14cm, 33g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901807,Finfish,Unknown,NA,33,JOU,NA,"Sin croaker, muscle flesh, raw",r,Johniops sinai,Sin croaker,Johnius dussumieri,May,"mean length and weight of fish: 12cm, 18g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901808,Finfish,Unknown,NA,33,JOX,NA,"Spindle croaker, muscle flesh, raw",r,Johnius elongatus,NA,Johnius spp,Mar,"mean length and weight of fish: 16cm, 74g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901809,Finfish,Unknown,NA,33,LKR,NA,"Tiger toothed croaker, muscle flesh, raw",r,Otolithus ruber,Tigertooth croaker,Otolithes ruber,Mar,"mean length and weight of fish: 34cm, 458g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901810,Finfish,Unknown,NA,33,JOU,NA,"Sin croaker, muscle flesh, raw",r,Johniops sina,Sin croaker,Johnius dussumieri,Mar,"mean length and weight of fish: 17cm, 80g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901811,Finfish,Unknown,NA,37,RAG,NA,"Mackerel, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,May,"mean length and weight of fish: 12cm, 15g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901812,Finfish,Unknown,NA,37,RAG,NA,"Mackerel, female, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Sep,"mean length and weight of fish: 27cm, 259g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901813,Finfish,Unknown,NA,37,RAG,NA,"Mackerel, male, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Jun,"mean length and weight of fish: 23cm, 127g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901814,Finfish,Unknown,NA,37,RAG,NA,"Mackerel, immature, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Jun,"mean length and weight of fish: 18cm, 70g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901815,Finfish,Unknown,NA,37,RAG,NA,"Mackerel, female, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Oct,"mean length and weight of fish: 21cm, 115g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901816,Finfish,Unknown,NA,13,FSI,NA,"Kadal varal, muscle flesh, raw",r,Elachata nigra,Freshwater siluroids nei,Siluroidei,Oct,"mean length and weight of fish: 46cm, 750g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901817,Finfish,Unknown,NA,37,RAG,NA,"Mackerel, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Mar,"mean length and weight of fish: 21cm, 119g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901818,Finfish,Unknown,NA,13,FSI,NA,"Kadal varal, muscle flesh, raw",r,Elachata nigra,Freshwater siluroids nei,Siluroidei,Mar,"mean length and weight of fish: 44cm, 514g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901819,Finfish,Unknown,NA,33,EES,NA,"Banded grouper, muscle flesh, raw",r,Epinephles latifasciiatus,Striped grouper,Epinephelus latifasciatus,Mar,"mean length and weight of fish: 27cm, 283g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901820,Finfish,Unknown,NA,33,ILS,NA,"Silver sillago, muscle flesh, raw",r,Sillago sihama,Silver sillago,Sillago sihama,Mar,"mean length and weight of fish: 14cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901821,Finfish,Unknown,NA,33,KBR,NA,"King soldier bream, muscle flesh, raw",r,Argyrops spinifer,King soldier bream,Argyrops spinifer,Mar,"mean length and weight of fish: 20cm, 190g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901822,Finfish,Unknown,NA,37,YBS,NA,"Big eye barracuda, muscle flesh, raw",r,Sphyraena forsteri,Bigeye barracuda,Sphyraena forsteri,Mar,"mean length and weight of fish: 30cm, 125g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901823,Finfish,Unknown,NA,37,YRB,NA,"Obtuse barracuda, muscle flesh, raw",r,Sphyraena obtusata,Obtuse barracuda,Sphyraena obtusata,Mar,"mean length and weight of fish: 23cm, 80g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901824,Finfish,Unknown,NA,37,BAC,NA,"Barracuda, muscle flesh, raw",r,Sphyraena jello,Pickhandle barracuda,Sphyraena jello,Mar,"mean length and weight of fish: 45cm, 510g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901825,Finfish,Unknown,NA,37,SIP,NA,"Silver pomfret, muscle flesh, raw",r,Pambus argentius,Silver pomfret,Pampus argenteus,Mar,"mean length and weight of fish: 16cm, 150g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901826,Finfish,Unknown,NA,33,LIB,NA,"Brush tooth lizard fish, muscle flesh, raw",r,Saurida undosquamosis,Brushtooth lizardfish,Saurida undosquamis,Mar,"mean length and weight of fish: 24cm, 98g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901827,Finfish,Unknown,NA,33,TJB,NA,"Jarbua therapon, muscle flesh, raw",r,Jarbua therapon,Jarbua terapon,Terapon jarbua,Oct,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901828,Finfish,Unknown,NA,33,TJB,NA,"Jarbua therapon, muscle flesh, raw",r,Jarbua therapon,Jarbua terapon,Terapon jarbua,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901829,Finfish,Unknown,NA,38,TOF,NA,"Electric ray, muscle flesh, raw",r,Narcine sp,"Electric rays, etc.nei",Torpediniformes/Narcinidae,Mar,mean length and weight of fish: 23cm,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901830,Finfish,Unknown,NA,33,LDP,NA,"Rosy grub fish, muscle flesh, raw",r,Percis pulchella,Orange perch,Lepidoperca pulchella,Mar,"mean length and weight of fish: 14cm, 35g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901831,Finfish,Unknown,NA,34,SVH,NA,"Savalai hair tail, muscle flesh, raw",r,Lepturacanthus savala,Savalai hairtail,Lepturacanthus savala,Mar,"mean length and weight of fish:47cm, 87g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901832,Finfish,Unknown,NA,34,URA,NA,"Star gazers, muscle flesh, raw",r,Chanoscopes sp,Stargazers,Uranoscopus spp,Mar,"mean length and weight of fish: 28cm, 399g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901833,Crustacean,Unknown,NA,45,PNI,NA,"Indian white shrimp, edible flesh, raw",r,Penaeus indicus,Indian white prawn,Penaeus indicus,Feb,"mean length and weight of prawn:13cm, 14g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901834,Crustacean,Unknown,NA,45,PNI,NA,"Indian white shrimp, edible flesh, raw",r,Penaeus indicus,Indian white prawn,Penaeus indicus,Feb,"mean length and weight of prawn: 17cm, 22g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901835,Crustacean,Unknown,NA,45,MPN,NA,"Speckled shrimp, edible flesh, raw",r,Metapenaeus monoceros,Speckled shrimp,Metapenaeus monoceros,Feb,"mean length and weight of prawn: 7cm, 2.75g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901836,Crustacean,Unknown,NA,45,MPN,NA,"Speckled shrimp, edible flesh, raw",r,Metapenaeus monoceros,Speckled shrimp,Metapenaeus monoceros,Feb,"mean length and weight of prawn: 9cm, 6.25g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901837,Crustacean,Unknown,NA,45,GIT,NA,"Giant tiger prawn, edible flesh, raw",r,Penaeus monodon,Giant tiger prawn,Penaeus monodon,Feb,"mean length and weight of prawn: 19cm, 45g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901838,Crustacean,Unknown,NA,45,MPD,NA,"Kadal shrimp, edible flesh, raw",r,Metapenaeus dobsoni,Kadal shrimp,Metapenaeus dobsoni,Feb,"mean length and weight of prawn: 9cm, 3.3g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901839,Crustacean,Unknown,NA,45,NMY,NA,"Fiddler shrimp, edible flesh, raw",r,Metapenaeopsis stridulens,Fiddler shrimp,Metapenaeopsis stridulans,Mar,"mean length and weight of prawn: 8cm, 2.3g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901840,Crustacean,Unknown,NA,42,MUD,NA,"Mud crab, edible flesh, raw",r,Scylla seffata,Indo-Pacific swamp crab,Scylla serrata,May,"mean length and weight of crab: 10cm, 180g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901841,Crustacean,Unknown,NA,42,MUD,NA,"Mud crab, claw meat, raw",r,Scylla serrata,Indo-Pacific swamp crab,Scylla serrata,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901842,Crustacean,Unknown,NA,42,UNG,NA,"Red spot crab, edible flesh, raw",r,Portunus sanquinolentus,Threespot swimming crab,Portunus sanguinolentus,May,"mean length and weight of crab: 13cm, 110g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901843,Crustacean,Unknown,NA,42,YBX,NA,"Coral crab, edible flesh, raw",r,Charibdis cruciata,Charybdis crabs nei,Charybdis spp,May,"mean length and weight of crab: 10cm, 156g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901844,Crustacean,Unknown,NA,42,YBX,NA,"Coral crab, edible flesh, raw",r,Charibdis cruciata,Charybdis crabs nei,Charybdis spp,Mar,"mean length and weight of crab: 11cm, 190g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901845,Crustacean,Unknown,NA,42,SCD,NA,"Sand crab, edible flesh, raw",r,Portunus pelagicus,Blue swimming crab,Portunus pelagicus,May,"mean length and weight of crab: 14cm, 11g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901846,Molluscs,Unknown,NA,57,EJA,NA,"Cuttle fish, edible flesh, raw",r,Sepia aculeate,Needle cuttlefish,Sepia aculeata,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901847,Molluscs,Unknown,NA,57,EJA,NA,"Cuttle fish, edible flesh, raw",r,Sepia aculeata,Needle cuttlefish,Sepia aculeata,Mar,"mean length and weight of cuttle fish: 10cm, 67g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901848,Molluscs,Unknown,NA,57,OJD,NA,"Squid, edible flesh, raw",r,Loligo duvauceli,Indian squid,Loligo duvauceli,Mar,"mean length and weight of squid: 15cm, 52g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901849,Molluscs,Unknown,NA,57,OJD,NA,"Squid, edible flesh, raw",r,Loligo duvauceli,Indian squid,Loligo duvauceli,NA,NA,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,NA,NA,NA,NA,NA,NA
901850,Molluscs,"USA, SE Alaska",NA,52,ABX,NA,"Abalone, edible flesh, raw",r,Haliotis,Abalones nei,Haliotis spp,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901851,Molluscs,"USA, SE Alaska",NA,56,SXI,NA,"Butter clam, edible fleh, raw",r,Saxidomus nuttalli,Common butter clam,Saxidomus nuttalli,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901852,Molluscs,"USA, SE Alaska",NA,56,KCL,NA,"Cockle clam, edible flesh, raw",r,Cardium corbis,Basket cockle,Clinocardium nuttallii,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901853,Molluscs,"USA, SE Alaska",NA,56,PTS,NA,"Little neck clam, edible flesh, raw",r,Protothaca staminea,Pacific littleneck clam,Protothaca staminea,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901854,Finfish,"USA, Alaksa/Washington/Oregon",NA,32,PCO,NA,"Pacific cod, skinless muscle flesh, raw",r,Gadus macrocephalus,Pacific cod,Gadus macrocephalus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901855,Finfish,"USA, Washington/Oregon",NA,33,CLI,NA,"Lingcod, skinless muscle flesh, raw",r,Ophiodon elongatus,Lingcod,Ophiodon elongatus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901856,Crustacean,"USA, Washington/Oregon/N California",NA,42,DUN,NA,"Dungeness crab, edible flesh (body), raw",r,Cancer magister,Dungeness crab,Cancer magister,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901857,Crustacean,"USA, Washington/Oregon/N California",NA,42,DUN,NA,"Dungeness crab, edible flesh (leg), raw",r,Cancer magister,Dungeness crab,Cancer magister,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901858,Crustacean,"USA, Kodiak Islands",NA,44,KCD,NA,"King crab, edible flesh (body), raw",r,Paralithodes camschatica,Red king crab,Paralithodes camtschaticus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901859,Crustacean,"USA, Kodiak Islands",NA,44,KCD,NA,"King crab, edible flesh (leg), raw",r,Paralithodes camschatica,Red king crab,Paralithodes camtschaticus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901860,Crustacean,"USA, Kodiak Islands",NA,44,KCD,NA,"King crab, edible flesh (composite), raw",r,Paralithodes camschatica,Red king crab,Paralithodes camtschaticus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901861,Molluscs,"USA, SE Alaska",NA,76,CUX,NA,"Red sea cucumber, edible flesh, raw",r,Stichopus californicus,Sea cucumbers nei,Holothurioidea,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901862,Finfish,"Canada, Straits of Juan de Fuca",NA,38,DGS,NA,"Spiny dogfish, skinless muscle flesh, raw",r,Squalus acanthias,Picked dogfish,Squalus acanthias,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901863,Finfish,"USA, Lower Puget Sound, Washington",NA,38,DGS,NA,"Spiny dogfish, whole, raw",r,Squalus acanthias,Picked dogfish,Squalus acanthias,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901864,Finfish,"USA, Colorado River",NA,23,EUL,NA,"Eulachon, skinless muscle flesh, raw",r,Thaleichthys pacificus,Eulachon,Thaleichthys pacificus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901865,Finfish,"USA, SE Alaska/Washington/Oregon",NA,31,ARF,NA,"Arrowtooth flounder, skinless muscle flesh, raw",r,Atheresthes stomias,Arrow-tooth flounder,Atheresthes stomias,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901866,Finfish,"USA, SE Alaska/Washington/Oregon/Puget Sound",NA,31,PWQ,NA,"Starry flounder, skinless muscle flesh, raw",r,Platichthys stellatus,Starry flounder,Platichthys stellatus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901867,Molluscs,"USA, SE Alaska",NA,56,CLX,NA,"Geoduck, syphon, raw",r,Panope generosa,"Clams, etc. nei",Bivalvia/Hiatellidae,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901868,Molluscs,"USA, SE Alaska",NA,56,CLX,NA,"Geoduck, edible muscle flesh (body), raw",r,Panope generosa,NA,Bivalvia/Hiatellidae,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901869,Finfish,"USA, Oregon/Washington/Alaska",NA,31,HAP,NA,"Pacific halibut, skinless muscle flesh, raw",r,Hippoglossus stenolepis,Pacific halibut,Hippoglossus stenolepis,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901870,Finfish,"USA, British Colombia/Puget Sound",NA,35,HEP,NA,"Pacific herring, skinless muscle flesh, raw",r,Clupea harengus pallasi,Atlantic herring,Clupea pallasii,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901871,Finfish,"USA, Kodiak/SE Alaska/British Colombia",NA,35,HER,NA,"Pacific herring, whole, raw",r,Clupea harengus pallasi,Atlantic herring,Clupea harengus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901872,Molluscs,"USA, SE Alaska",NA,57,OCT,NA,"Octopus, edible flesh, raw",r,Paroctopus hongkongensis,"Octopuses, etc. nei",Octopodidae,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901873,Molluscs,"USA, Alaska",NA,53,OYG,NA,"Japanese oyster, edible flesh, raw",r,Crassostrea gigas,Pacific cupped oyster,Crassostrea gigas,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901874,Molluscs,"USA, SE Alaska",NA,53,OFO,NA,"Native oyster, edible flesh, raw",r,Ostrea lurida,Yaquina oyster,Ostrea lurida,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901875,Finfish,"USA, Bering Sea/NE Pacific Ocean of Alaska",NA,32,ALK,NA,"Walleye pollock, skinless fillet, raw",r,Theragra chalcogramma,Alaska pollock(=Walleye poll.),Theragra chalcogramma,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901876,Finfish,"USA, SE Alaska",NA,38,RAT,NA,"Ratfish, skinless fillet, raw",r,Hydrolagus colliei,Spotted ratfish,Hydrolagus colliei,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901877,Finfish,"USA, SE Alaska",NA,34,RMG,NA,"Black rockfish, skinless fillet, raw",r,Sebastes melanops,Black rockfish,Sebastes melanops,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901878,Finfish,"USA, SE Alaska",NA,34,RFC,NA,"Darkblotched rockfish, skinless fillet, raw",r,Sebastes crameri,Darkblotched rockfish,Sebastes crameri,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901879,Finfish,"USA, SE Alaska",NA,34,SFT,NA,"Rougheye rockfish, skinless fillet, raw",r,Sebastes aleutianus,Rougheye rockfish,Sebastes aleutianus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901880,Finfish,"USA, Washington",NA,34,SBC,NA,"Bocaccio rockfish, skinless fillet, raw",r,Sebastes paucispinis,Bocaccio rockfish,Sebastes paucispinis,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901881,Finfish,"USA, N California",NA,34,SGO,NA,"Chilipepper rockfish, skinless fillet, raw",r,Sebastes goodei,Chilipepper rockfish,Sebastes goodei,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901882,Finfish,"USA, Washington",NA,34,RED,NA,"Flag rockfish, skinless fillet, raw",r,Sebastes rubrivincuts,Atlantic redfishes nei,Sebastes spp,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901883,Finfish,"USA, Washington/Oregon",NA,34,SFE,NA,"Greenstriped rockfish, skinless fillet, raw",r,Sebastes elongatus,Greenstriped rockfish,Sebastes elongatus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901884,Finfish,"USA, Washington/Oregon",NA,34,RED,NA,"Shortspine thornyhead rockfish, skinless fillet, raw",r,Sebastes alascanus,Atlantic redfishes nei,Sebastes spp,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901885,Finfish,"USA, SE Alaska/Washington/Oregon",NA,34,SPG,NA,"Canary rockfish, skinless fillet, raw",r,Sebastes pinninger,Canary rockfish,Sebastes pinniger,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901886,Finfish,"USA, Washington/Oregon/N Carolina",NA,34,OPP,NA,"Pacific ocean perch, skinless fillet, raw",r,Sebastes alutus,Pacific ocean perch,Sebastes alutus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901887,Finfish,"USA, SE Alaska/Washington",NA,34,RRV,NA,"Yelloweye rockfish, skinless fillet, raw",r,Sebastes ruberrimus,Yelloweye rockfish,Sebastes ruberrimus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901888,Finfish,"USA, Washington",NA,34,SEQ,NA,"Rosy rockfish, skinless fillet, raw",r,Sebastes rosaceus,Rosy rockfish,Sebastes rosaceus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901889,Finfish,"USA, Washington/Oregon",NA,34,YRO,NA,"Yellowtail rockfish, skinless fillet, raw",r,Sebastes flavidus,Yellowtail rockfish,Sebastes flavidus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901890,Finfish,"USA, SE Alaska",NA,34,WRO,NA,"Widow rockfish, skinless fillet, raw",r,Sebastes entomelas,Widow rockfish,Sebastes entomelas,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901891,Finfish,"USA, SE Alaska/Washington/Oregon",NA,34,SAB,NA,"Sablefish, skinless fillet, raw",r,Anoplopoma fimbria,Sablefish,Anoplopoma fimbria,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901892,Finfish,"USA, Puget Sound",NA,23,CHU,NA,"Chum salmon, skinless fillet, raw",r,Oncorhynchus keta,Chum(=Keta=Dog)salmon,Oncorhynchus keta,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901893,Finfish,"USA, Oregon/Washington/Alaska",NA,23,CHI,NA,"Chinook salmon, skinless fillet, raw",r,Oncorhynchus tshawytscha,Chinook(=Spring=King)salmon,Oncorhynchus tshawytscha,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901894,Finfish,"USA, SE Alaska/Washington",NA,23,PIN,NA,"Pink salmon, skinless fillet, raw",r,Oncorhynchus gorbuscha,Pink(=Humpback)salmon,Oncorhynchus gorbuscha,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901895,Finfish,"USA, Washington/Oregon/Puget Sound",NA,23,COH,NA,"Coho salmon, skinless fillet, raw",r,Oncorhynchus kisutch,Coho(=Silver)salmon,Oncorhynchus kisutch,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901896,Finfish,"USA, British colombia/Washington/Colorado River/Oregon",NA,23,SOC,NA,"Sockeye salmon, skinless fillet, raw",r,Oncorhynchus nerka,Sockeye(=Red)salmon,Oncorhynchus nerka,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901897,Finfish,"USA, Oregon/Washington/Alaska",NA,24,SAH,NA,"American shad, skinless fillet, raw",r,Alosa sapidissima,American shad,Alosa sapidissima,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901898,Crustacean,"USA, SE Alaska/Washington",NA,45,PRA,NA,"Pink shrimp, edible flesh, raw",r,Pandalus borealis,Northern prawn,Pandalus borealis,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901899,Finfish,USA,NA,38,SKA,NA,"Skate, edible flesh, raw",r,Raja sp.,Raja rays nei,Raja spp,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901900,Finfish,"USA, Washington/Oregon/N California",NA,31,MIP,NA,"Dover sole, skinless fillet, raw",r,Microstomus pacificus,Dover sole,Microstomus pacificus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
901901,Finfish,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,31,RFE,NA,"English sole, skinless fillet, raw",r,Parophrys vetulus,English sole,Pleuronectes vetulus,NA,NA,NA,NA,1976,fi195,NA,NA,NA,NA,NA,NA
