culture,number_of_targets,subgroup,number_of_species,sd,se
Inuit-Inupiaq,4.818,all,30,0.3860375953518323,0.07048049967308334
Inuit-Inupiaq,4.842,all,31,0.3649235113954281,0.06554219748084711
Inuit-Inupiaq,4.855,all,32,0.3522770203960217,0.06227436749455466
Inuit-Inupiaq,4.871,all,33,0.33536766610911,0.058380017199607
Inuit-Inupiaq,4.881,all,34,0.32395052700056526,0.05555705703676705
Inuit-Inupiaq,4.885,all,35,0.31918157352340515,0.05395153297884974
Inuit-Inupiaq,4.898,all,36,0.30279974849343533,0.05046662474890589
Inuit-Inupiaq,4.91,all,37,0.28632495871296654,0.04707153325265994
Inuit-Inupiaq,4.917,all,38,0.2760202658994212,0.04477639979509506
Inuit-Inupiaq,4.929,all,39,0.25695335184625445,0.041145465845169704
Inuit-Inupiaq,4.943,all,40,0.2319586273558386,0.036675879268534516
Inuit-Inupiaq,4.955,all,41,0.20740785428237288,0.032391664848522
Inuit-Inupiaq,4.962,all,42,0.19129190414806527,0.029516981630673855
Inuit-Inupiaq,4.969,all,43,0.17340435135563662,0.026443915671187243
Inuit-Inupiaq,4.977,all,44,0.1499783100768024,0.022610080964378724
Inuit-Inupiaq,4.98,all,45,0.14007005254378832,0.020880410606658534
Inuit-Inupiaq,4.986,all,46,0.11754921445002436,0.01733168612298309
Inuit-Inupiaq,4.988,all,47,0.10893974420691407,0.01589049486252433
Inuit-Inupiaq,4.992,all,48,0.08912880535463237,0.01286463494101169
Inuit-Inupiaq,4.999,all,49,0.03162277660168379,0.004517539514526256
Inuit-Inupiaq,5,all,50,0,0
Inuit-Inupiaq,5,all,51,0,0
Inuit-Inupiaq,5,all,52,0,0
Kolchan,2.277,all,1,0.4477404063421923,0.4477404063421923
Kolchan,2.551,all,2,0.5689663634369986,0.4023199738533514
Kolchan,2.799,all,3,0.6172357572111162,0.35636123057930047
Kolchan,3.031,all,4,0.626443478241598,0.313221739120799
Kolchan,3.254,all,5,0.6147046948428667,0.27490429675138284
Kolchan,3.444,all,6,0.5684955472008442,0.23208733528106298
Kolchan,3.622,all,7,0.5013655027695537,0.18949834803930063
Kolchan,3.769,all,8,0.42168331341993703,0.14908756521622488
Kolchan,3.898,all,9,0.30279974849343533,0.10093324949781178
Kolchan,4,all,10,0,0
Koyukon,2.038,all,1,0.5855756986922348,0.5855756986922348
Koyukon,2.646,all,2,0.6074973687622466,0.42956550900476925
Koyukon,2.958,all,3,0.6728214389336065,0.38845363888486906
Koyukon,3.22,all,4,0.715620089231788,0.357810044615894
Koyukon,3.457,all,5,0.717402025133513,0.32083193907890956
Koyukon,3.667,all,6,0.7243173583696829,0.2957013233077243
Koyukon,3.871,all,7,0.7062987029988501,0.2669558170660611
Koyukon,4.051,all,8,0.6963360423559044,0.24619196876723148
Koyukon,4.218,all,9,0.6833322346728149,0.22777741155760498
Koyukon,4.384,all,10,0.6316193022247998,0.1997355609156624
Koyukon,4.536,all,11,0.5805523585698719,0.17504312223019403
Koyukon,4.695,all,12,0.50022517452166,0.144402569582754
Koyukon,4.834,all,13,0.37226681638655706,0.10324823804888228
Koyukon,5,all,14,0,0
Kwakiutl,2.081,all,1,1.1125091804909641,1.1125091804909641
Kwakiutl,2.857,all,2,0.9682398920146229,0.6846489934588703
Kwakiutl,3.27,all,3,0.8853721725262681,0.5111698621410447
Kwakiutl,3.506,all,4,0.8164745131543487,0.40823725657717436
Kwakiutl,3.694,all,5,0.7516175416586077,0.33613358324598536
Kwakiutl,3.848,all,6,0.6865619909136882,0.2802877590879795
Kwakiutl,3.96,all,7,0.6251326185624861,0.23627792073584833
Kwakiutl,4.037,all,8,0.5761622713810433,0.20370412457868978
Kwakiutl,4.109,all,9,0.5435203900631644,0.18117346335438814
Kwakiutl,4.154,all,10,0.5201485889191227,0.16448542627070475
Kwakiutl,4.211,all,11,0.5066909667003505,0.15277307465522955
Kwakiutl,4.258,all,12,0.483393907356795,0.1395438012685353
Kwakiutl,4.288,all,13,0.4809233694543106,0.13338414370280222
Kwakiutl,4.323,all,14,0.482601185145565,0.12898059209041154
Kwakiutl,4.352,all,15,0.48819497573647186,0.1260514007152993
Kwakiutl,4.376,all,16,0.4928152461794043,0.12320381154485108
Kwakiutl,4.397,all,17,0.4935935925785855,0.11971403048997631
Kwakiutl,4.419,all,18,0.4976813103650635,0.11730460980964776
Kwakiutl,4.445,all,19,0.49721446300587663,0.11406882092155046
Kwakiutl,4.464,all,20,0.498951854343636,0.11156902638119437
Kwakiutl,4.484,all,21,0.49999399395792143,0.10910763449216514
Kwakiutl,4.51,all,22,0.5001501276118503,0.10663236549219646
Kwakiutl,4.532,all,23,0.4992246240173107,0.10409552995983301
Kwakiutl,4.565,all,24,0.4960050614873008,0.1012466092068069
Kwakiutl,4.585,all,25,0.4929685771101623,0.09859371542203246
Kwakiutl,4.621,all,26,0.4853808758022864,0.09519102143233132
Kwakiutl,4.647,all,27,0.4781418404821101,0.0920184401043898
Kwakiutl,4.679,all,28,0.46709439857182744,0.08827254410088134
Kwakiutl,4.701,all,29,0.4580489153014215,0.08505754822852926
Kwakiutl,4.73,all,30,0.44418160396092193,0.08109609470607433
Kwakiutl,4.763,all,31,0.4254550646214145,0.07641398538015019
Kwakiutl,4.795,all,32,0.403903624814309,0.07140074801300625
Kwakiutl,4.821,all,33,0.38354413840665863,0.06676646456937887
Kwakiutl,4.848,all,34,0.3592005359475749,0.06160238369743998
Kwakiutl,4.876,all,35,0.32974646735443996,0.05573732597326057
Kwakiutl,4.894,all,36,0.30799165387857325,0.05133194231309554
Kwakiutl,4.921,all,37,0.26987373312686774,0.04436696842637331
Kwakiutl,4.951,all,38,0.21597603025716916,0.035035938558498556
Kwakiutl,4.972,all,39,0.16505527329729044,0.026429996188889214
Kwakiutl,5,all,40,0,0
Maliseet-Passamaquoddy,2.621,all,1,0.7693834875736227,0.7693834875736227
Maliseet-Passamaquoddy,3.268,all,2,0.792972133687436,0.5607159730223515
Maliseet-Passamaquoddy,3.604,all,3,0.6384290027807255,0.3685971566139162
Maliseet-Passamaquoddy,3.797,all,4,0.4560690726183908,0.2280345363091954
Maliseet-Passamaquoddy,3.904,all,5,0.31125693708073543,0.13919833395617986
Maliseet-Passamaquoddy,3.964,all,6,0.19683176253527465,0.08035623056401492
Maliseet-Passamaquoddy,3.988,all,7,0.10893974420691407,0.04117535300892629
Maliseet-Passamaquoddy,3.997,all,8,0.05471740119919799,0.01934552271842891
Maliseet-Passamaquoddy,4,all,9,0,0
Maliseet-Passamaquoddy,4,all,10,0,0
Maliseet-Passamaquoddy,4,all,11,0,0
Maliseet-Passamaquoddy,4,all,12,0,0
Metis,2.465,all,1,0.7780619386529458,0.7780619386529458
Metis,2.968,all,2,0.5859345691451557,0.41431830717415763
Metis,3.201,all,3,0.4988465173255676,0.2880091710622238
Metis,3.322,all,4,0.48430419216702075,0.24215209608351038
Metis,3.403,all,5,0.4927817304180765,0.22037868945695896
Metis,3.483,all,6,0.49996095943679536,0.2041082069887445
Metis,3.555,all,7,0.49721446300587663,0.18792940248258205
Metis,3.656,all,8,0.475278749672116,0.1680364134235084
Metis,3.731,all,9,0.4436618485241162,0.14788728284137206
Metis,3.822,all,10,0.38270414482007176,0.1210216767618357
Metis,3.915,all,11,0.2790212408632233,0.0841280694984265
Metis,4,all,12,0,0
Micmac,2.234,all,1,0.9971149573836701,0.9971149573836701
Micmac,2.88,all,2,0.8404203152627299,0.5942669039692123
Micmac,3.19,all,3,0.7618926961721582,0.4398789532286053
Micmac,3.381,all,4,0.7115794722624771,0.35578973613123854
Micmac,3.523,all,5,0.6402194005814577,0.2863148200428615
Micmac,3.647,all,6,0.5538029412143797,0.22608910400462975
Micmac,3.732,all,7,0.48622259553872277,0.18377486708797197
Micmac,3.801,all,8,0.42376712777016884,0.14982430484511625
Micmac,3.857,all,9,0.3669954845576246,0.12233182818587486
Micmac,3.89,all,10,0.3286457180734415,0.10392690123736394
Micmac,3.918,all,11,0.2887202094751238,0.08705241856561814
Micmac,3.942,all,12,0.24226987987509857,0.06993729018121324
Micmac,3.957,all,13,0.2029585972364615,0.056290586856331225
Micmac,3.973,all,14,0.162164414398774,0.04334026278621737
Micmac,3.978,all,15,0.1467567291047928,0.03789242451778239
Micmac,3.988,all,16,0.10893974420691407,0.02723493605172852
Micmac,3.991,all,17,0.09448771310560929,0.02291663655632266
Micmac,3.993,all,18,0.08341437500789632,0.01966095673884039
Micmac,3.994,all,19,0.07726558075864033,0.017725939912678627
Micmac,3.997,all,20,0.05471740119919799,0.012235182863353521
Micmac,3.998,all,21,0.04469897088298564,0.00975411512180518
Micmac,3.999,all,22,0.03162277660168379,0.00674199862463242
Micmac,3.999,all,23,0.03162277660168379,0.00659380473395787
Micmac,4,all,24,0,0
Micmac,4,all,25,0,0
Micmac,4,all,26,0,0
Micmac,4,all,27,0,0
Micmac,4,all,28,0,0
Micmac,4,all,29,0,0
Micmac,4,all,30,0,0
Micmac,4,all,31,0,0
Micmac,4,all,32,0,0
Micmac,4,all,33,0,0
Micmac,4,all,34,0,0
Micmac,4,all,35,0,0
Micmac,4,all,36,0,0
Micmac,4,all,37,0,0
Micmac,4,all,38,0,0
Micmac,4,all,39,0,0
Micmac,4,all,40,0,0
Micmac,4,all,41,0,0
Micmac,4,all,42,0,0
Micmac,4,all,43,0,0
Micmac,4,all,44,0,0
Micmac,4,all,45,0,0
Micmac,4,all,46,0,0
Micmac,4,all,47,0,0
Micmac,4,all,48,0,0
Micmac,4,all,49,0,0
Micmac,4,all,50,0,0
Micmac,4,all,51,0,0
Micmac,4,all,52,0,0
Micmac,4,all,53,0,0
Micmac,4,all,54,0,0
Micmac,4,all,55,0,0
Micmac,4,all,56,0,0
Micmac,4,all,57,0,0
Montagnais-Naskapi,2.224,all,1,0.8835183102825909,0.8835183102825909
Montagnais-Naskapi,2.719,all,2,0.7159270574238352,0.5062368771393246
Montagnais-Naskapi,3.001,all,3,0.6398503015615515,0.36941774384762505
Montagnais-Naskapi,3.187,all,4,0.5816952547248166,0.2908476273624083
Montagnais-Naskapi,3.312,all,5,0.5522327054430596,0.24696597375385987
Montagnais-Naskapi,3.385,all,6,0.5395053902103908,0.2202521532494314
Montagnais-Naskapi,3.474,all,7,0.5114543827024904,0.1933115862264064
Montagnais-Naskapi,3.531,all,8,0.5072438233200048,0.1793377735922832
Montagnais-Naskapi,3.581,all,9,0.4956659002641645,0.1652219667547215
Montagnais-Naskapi,3.624,all,10,0.4846223879051182,0.153251055088981
Montagnais-Naskapi,3.673,all,11,0.46935199082489393,0.14151494983386395
Montagnais-Naskapi,3.717,all,12,0.4506818324651152,0.13010063864630403
Montagnais-Naskapi,3.77,all,13,0.4210430824479572,0.1167763402265786
Montagnais-Naskapi,3.813,all,14,0.3901066305296325,0.10426038255362087
Montagnais-Naskapi,3.86,all,15,0.3471606552023436,0.08963649573714214
Montagnais-Naskapi,3.88,all,16,0.3251241389157466,0.08128103472893665
Montagnais-Naskapi,3.909,all,17,0.28775302222878874,0.0697903591023531
Montagnais-Naskapi,3.927,all,18,0.2602666685127751,0.06134544207407152
Montagnais-Naskapi,3.943,all,19,0.2319586273558386,0.05321495872244787
Montagnais-Naskapi,3.967,all,20,0.17872588772459053,0.03996432342911796
Montagnais-Naskapi,3.98,all,21,0.14007005254378832,0.030565791351350086
Montagnais-Naskapi,3.987,all,22,0.11333068359382575,0.024162182927274678
Montagnais-Naskapi,3.993,all,23,0.08341437500789632,0.017393099528708603
Montagnais-Naskapi,4,all,24,0,0
Montagnais-Naskapi,4,all,25,0,0
Nass-Gitksan,2.144,all,1,0.9487698162168546,0.9487698162168546
Nass-Gitksan,2.686,all,2,0.7962650551405844,0.5630444201117873
Nass-Gitksan,2.974,all,3,0.8148545808842139,0.4704565116239006
Nass-Gitksan,3.198,all,4,0.8194311853154402,0.4097155926577201
Nass-Gitksan,3.371,all,5,0.8258577607802938,0.3693348185700993
Nass-Gitksan,3.537,all,6,0.7970359253297596,0.32538855395415756
Nass-Gitksan,3.691,all,7,0.7720849144460181,0.29182066780696353
Nass-Gitksan,3.826,all,8,0.7444986758069341,0.26322003112374404
Nass-Gitksan,3.936,all,9,0.7378675006045791,0.2459558335348597
Nass-Gitksan,4.066,all,10,0.6827225718475332,0.21589583370461551
Nass-Gitksan,4.153,all,11,0.6633483481784145,0.20000705238271224
Nass-Gitksan,4.234,all,12,0.6400419155443288,0.18476418611608098
Nass-Gitksan,4.325,all,13,0.624311432511663,0.17315283705993667
Nass-Gitksan,4.403,all,14,0.6041158464698273,0.16145675138650153
Nass-Gitksan,4.469,all,15,0.5773840769993336,0.1490799276389173
Nass-Gitksan,4.538,all,16,0.5539520402190634,0.13848801005476585
Nass-Gitksan,4.61,all,17,0.5197789628006987,0.1260649156236043
Nass-Gitksan,4.672,all,18,0.4905676881498176,0.11562791297391453
Nass-Gitksan,4.737,all,19,0.4450045269758826,0.1020910401318943
Nass-Gitksan,4.799,all,20,0.40094857495663927,0.08965482690847151
Nass-Gitksan,4.849,all,21,0.3582280381646966,0.07817176671167866
Nass-Gitksan,4.904,all,22,0.2947386484173239,0.06283849098025786
Nass-Gitksan,4.952,all,23,0.21387319079712103,0.04459564306157865
Nass-Gitksan,5,all,24,0,0
Nootkan,2.203,all,1,1.0182474295709407,1.0182474295709407
Nootkan,2.94,all,2,0.9387658287780192,0.6638076834751467
Nootkan,3.364,all,3,0.8968323746990339,0.5177864129504586
Nootkan,3.629,all,4,0.8438430369867793,0.42192151849338966
Nootkan,3.808,all,5,0.7808621810189975,0.34921218356344486
Nootkan,3.967,all,6,0.7017146167804996,0.28647379269414375
Nootkan,4.066,all,7,0.6542721697214945,0.24729163583338834
Nootkan,4.155,all,8,0.627190854818825,0.22174545327028927
Nootkan,4.237,all,9,0.5993247785551589,0.19977492618505296
Nootkan,4.307,all,10,0.5595212811538665,0.17693616477816626
Nootkan,4.361,all,11,0.5449550219751865,0.1643101214101432
Nootkan,4.407,all,12,0.5250015491659302,0.1515548928679602
Nootkan,4.449,all,13,0.5212203667074712,0.14456051984461007
Nootkan,4.481,all,14,0.5137148069726071,0.13729605730030034
Nootkan,4.515,all,15,0.5118955333239752,0.1321708583707813
Nootkan,4.547,all,16,0.504028813705174,0.1260072034262935
Nootkan,4.577,all,17,0.49428262696084646,0.1198811458745495
Nootkan,4.613,all,18,0.48730736549786363,0.11485944755523028
Nootkan,4.635,all,19,0.4816710568500115,0.11050291899145445
Nootkan,4.658,all,20,0.47461696267754827,0.10612757918214785
Nootkan,4.678,all,21,0.46747677432631296,0.10201179542781515
Nootkan,4.701,all,22,0.4580489153014215,0.0976563568681734
Nootkan,4.728,all,23,0.44521254947969985,0.09283323388561603
Nootkan,4.755,all,24,0.4303024054780082,0.08783511070944243
Nootkan,4.774,all,25,0.41844844258175834,0.08368968851635167
Nootkan,4.79,all,26,0.40751204407485436,0.07991968710622176
Nootkan,4.812,all,27,0.39090767299812473,0.07523021674458584
Nootkan,4.83,all,28,0.3758207567993567,0.0710234471447989
Nootkan,4.847,all,29,0.3601676286407771,0.06688144960087594
Nootkan,4.865,all,30,0.34189456253630574,0.06242112139649844
Nootkan,4.875,all,31,0.33088439746304826,0.05942859214229822
Nootkan,4.892,all,32,0.3105357184486713,0.05489547807892298
Nootkan,4.899,all,33,0.3014795016081357,0.0524808449586363
Nootkan,4.916,all,34,0.2775266131761439,0.04759542149910103
Nootkan,4.929,all,35,0.25695335184625445,0.043433043715923096
Nootkan,4.937,all,36,0.24308453280719053,0.040514088801198424
Nootkan,4.947,all,37,0.22414558046332575,0.03684930643714223
Nootkan,4.952,all,38,0.21387319079712103,0.0346948129528797
Nootkan,4.955,all,39,0.20740785428237288,0.0332118367909109
Nootkan,4.966,all,40,0.18131981931624816,0.028669180698476925
Nootkan,4.973,all,41,0.162164414398774,0.025325826641119372
Nootkan,4.976,all,42,0.15312559370479986,0.02362779207358483
Nootkan,4.98,all,43,0.14007005254378832,0.021360482759340535
Nootkan,4.987,all,44,0.11333068359382575,0.01708524339614575
Nootkan,4.993,all,45,0.08341437500789632,0.012434680854554382
Nootkan,4.998,all,46,0.04469897088298564,0.006590503705098193
Nootkan,4.999,all,47,0.03162277660168379,0.004612656040144426
Nootkan,5,all,48,0,0
Nootkan,5,all,49,0,0
Ojibwa-Algonquin,2.199,all,1,0.7402343864931883,0.7402343864931883
Ojibwa-Algonquin,2.728,all,2,0.6873779807998569,0.4860496314618952
Ojibwa-Algonquin,3.059,all,3,0.6752591909592752,0.38986107567310646
Ojibwa-Algonquin,3.274,all,4,0.6207328808024506,0.3103664404012253
Ojibwa-Algonquin,3.434,all,5,0.5865048916999652,0.2622929613954549
Ojibwa-Algonquin,3.568,all,6,0.5307142900447073,0.21666320163549452
Ojibwa-Algonquin,3.659,all,7,0.48472049054476124,0.18320712476552478
Ojibwa-Algonquin,3.741,all,8,0.44058269724662713,0.15576950644827484
Ojibwa-Algonquin,3.799,all,9,0.40094857495663927,0.13364952498554641
Ojibwa-Algonquin,3.843,all,10,0.3639828065767441,0.1151014697923026
Ojibwa-Algonquin,3.882,all,11,0.3227695465501356,0.09731867996908646
Ojibwa-Algonquin,3.915,all,12,0.2790212408632233,0.08054649426100269
Ojibwa-Algonquin,3.935,all,13,0.24664921616708177,0.06840818430333961
Ojibwa-Algonquin,3.954,all,14,0.20958990416508122,0.05601525807946561
Ojibwa-Algonquin,3.967,all,15,0.17872588772459053,0.04614682577956505
Ojibwa-Algonquin,3.979,all,16,0.14345584540052586,0.035863961350131465
Ojibwa-Algonquin,3.986,all,17,0.11754921445002436,0.028509872199166602
Ojibwa-Algonquin,3.993,all,18,0.08341437500789632,0.01966095673884039
Ojibwa-Algonquin,3.999,all,19,0.03162277660168379,0.007254762501100116
Ojibwa-Algonquin,4,all,20,0,0
Ojibwa-Algonquin,4,all,21,0,0
Ojibwa-Algonquin,4,all,22,0,0
Onondaga,1.9565217391304348,all,1,0.7057079533454471,0.7057079533454471
Onondaga,2.8260869565217392,all,2,0.38755338788158983,0.2740416286428925
Onondaga,3,all,3,0,0
Onondaga,3,all,4,0,0
Powhatan,1.864,all,1,0.7746638652371131,0.7746638652371131
Powhatan,2.465,all,2,0.667248244823634,0.4718157586496132
Powhatan,2.781,all,3,0.6644399750771175,0.38361459847112206
Powhatan,3.005,all,4,0.6506907087075997,0.32534535435379985
Powhatan,3.2,all,5,0.6296001877353568,0.2815657636845774
Powhatan,3.372,all,6,0.5983092628181298,0.24425873371419562
Powhatan,3.506,all,7,0.5588168539658376,0.21121291771787207
Powhatan,3.628,all,8,0.5117400491244337,0.180927429470312
Powhatan,3.727,all,9,0.45461816690237716,0.15153938896745905
Powhatan,3.801,all,10,0.40689625774214805,0.12867189458641096
Powhatan,3.868,all,11,0.34160312160853085,0.10299721650814944
Powhatan,3.919,all,12,0.27297163499805893,0.0788001234736308
Powhatan,3.962,all,13,0.19129190414806527,0.05305482838361476
Powhatan,3.98,all,14,0.14007005254378832,0.03743529619759141
Powhatan,3.994,all,15,0.07726558075864033,0.01994988716755055
Powhatan,4,all,16,0,0
Powhatan,4,all,17,0,0
Quileute,2.133,all,1,0.9644901457460523,0.9644901457460523
Quileute,2.802,all,2,0.9590180997852521,0.6781282016387888
Quileute,3.175,all,3,0.972275845797025,0.5613437212974834
Quileute,3.463,all,4,0.9662114491996897,0.48310572459984485
Quileute,3.679,all,5,0.9234781057566074,0.41299196404090277
Quileute,3.899,all,6,0.857633100185933,0.3501272469961301
Quileute,4.068,all,7,0.8012602685881898,0.302847915160167
Quileute,4.221,all,8,0.7325951785916256,0.25901150932335415
Quileute,4.37,all,9,0.6538558920186677,0.21795196400622255
Quileute,4.472,all,10,0.5962982236864132,0.18856605515616315
Quileute,4.564,all,11,0.5405517516354897,0.16298248544948185
Quileute,4.632,all,12,0.5087581299938457,0.14686582165217874
Quileute,4.697,all,13,0.46841264971220664,0.12991429435487029
Quileute,4.772,all,14,0.42213054165055885,0.11281913281069275
Quileute,4.829,all,15,0.3766973598273565,0.09726284007811031
Quileute,4.895,all,16,0.3067068128833611,0.07667670322084028
Quileute,4.939,all,17,0.239450070654273,0.05807517255112819
Quileute,5,all,18,0,0
Sekani,2.345,all,1,0.6989016121482791,0.6989016121482791
Sekani,2.751,all,2,0.7318022509766792,0.5174623341531895
Sekani,3.03,all,3,0.7318713245070035,0.42254610621628647
Sekani,3.25,all,4,0.7211241363454839,0.36056206817274195
Sekani,3.439,all,5,0.6361475329541754,0.2844938254808647
Sekani,3.571,all,6,0.5720894041024412,0.23355452121731177
Sekani,3.697,all,7,0.5034326612809745,0.19027966051669631
Sekani,3.783,all,8,0.42672367299353464,0.15086960143327957
Sekani,3.861,all,9,0.3518562246185262,0.1172854082061754
Sekani,3.906,all,10,0.29197474077263813,0.09233052000787671
Sekani,3.942,all,11,0.2338604085575211,0.07051156622768333
Sekani,3.975,all,12,0.15620307103062794,0.04509194255388964
Sekani,3.989,all,13,0.10435463521037237,0.02894276831410288
Sekani,4,all,14,0,0
Sekani,4,all,15,0,0
Siuslaw,2.239,all,1,0.42668613881993056,0.42668613881993056
Siuslaw,2.469,all,2,0.4992877810324305,0.35304977573161567
Siuslaw,2.645,all,3,0.4787527589520547,0.27640803425624483
Siuslaw,2.792,all,4,0.4060799193519681,0.20303995967598404
Siuslaw,2.898,all,5,0.30279974849343533,0.13541616424023217
Siuslaw,2.971,all,6,0.1678904023081343,0.06854096972758603
Siuslaw,3,all,7,0,0
Siuslaw,3,all,8,0,0
Slavey-Hare,2.302,all,1,0.761167113960775,0.761167113960775
Slavey-Hare,3.038,all,2,0.6715705525162692,0.47487209172945033
Slavey-Hare,3.421,all,3,0.6664857111770688,0.38479570475911984
Slavey-Hare,3.65,all,4,0.6692891362841235,0.3346445681420617
Slavey-Hare,3.857,all,5,0.6564921796807499,0.2935922280926326
Slavey-Hare,4.035,all,6,0.6589455282564782,0.2690133854195144
Slavey-Hare,4.181,all,7,0.6408195140986654,0.24220700994033112
Slavey-Hare,4.294,all,8,0.6260638593274299,0.2213470001931232
Slavey-Hare,4.405,all,9,0.6027755289810116,0.20092517632700388
Slavey-Hare,4.508,all,10,0.5641402788795126,0.17839682011018418
Slavey-Hare,4.598,all,11,0.5297892757282623,0.15973747686770792
Slavey-Hare,4.689,all,12,0.4842659532875644,0.13979553924497304
Slavey-Hare,4.783,all,13,0.41962731928115343,0.11638367817336134
Slavey-Hare,4.869,all,14,0.33756918246924283,0.09021915893809164
Slavey-Hare,4.947,all,15,0.22414558046332575,0.05787414001736368
Slavey-Hare,5,all,16,0,0
Tahltan-Kaska-Tagish,2.332,all,1,0.6944481681581846,0.6944481681581846
Tahltan-Kaska-Tagish,2.882,all,2,0.6682234076433738,0.47250530289221226
Tahltan-Kaska-Tagish,3.231,all,3,0.6708867930501309,0.3873366705632578
Tahltan-Kaska-Tagish,3.507,all,4,0.6696263132519505,0.33481315662597527
Tahltan-Kaska-Tagish,3.722,all,5,0.6701978552376643,0.29972159253719616
Tahltan-Kaska-Tagish,3.905,all,6,0.6468333582874289,0.2640686127358423
Tahltan-Kaska-Tagish,4.057,all,7,0.6388733514235503,0.241471429590441
Tahltan-Kaska-Tagish,4.17,all,8,0.6127605368130976,0.2166435654120252
Tahltan-Kaska-Tagish,4.272,all,9,0.6052952852801535,0.2017650950933845
Tahltan-Kaska-Tagish,4.356,all,10,0.5793095887343827,0.18319377707760695
Tahltan-Kaska-Tagish,4.44,all,11,0.5609943981134881,0.169146175275791
Tahltan-Kaska-Tagish,4.518,all,12,0.5421899759032529,0.15651676426982988
Tahltan-Kaska-Tagish,4.576,all,13,0.518162612017205,0.14371245128126045
Tahltan-Kaska-Tagish,4.64,all,14,0.49461565345694897,0.1321915938122295
Tahltan-Kaska-Tagish,4.709,all,15,0.4588349698197921,0.1184706797846425
Tahltan-Kaska-Tagish,4.766,all,16,0.4259406360344425,0.10648515900861062
Tahltan-Kaska-Tagish,4.819,all,17,0.38521083498181535,0.0934273506330823
Tahltan-Kaska-Tagish,4.867,all,18,0.3397446488562056,0.08007858169268847
Tahltan-Kaska-Tagish,4.915,all,19,0.2790212408632233,0.06401186273811114
Tahltan-Kaska-Tagish,4.95,all,20,0.21805400144814482,0.04875835700038894
Tahltan-Kaska-Tagish,5,all,21,0,0
Tanaina,2.234,all,1,0.7250998343468089,0.7250998343468089
Tanaina,2.963,all,2,0.7471205988253765,0.5282940417935779
Tanaina,3.403,all,3,0.7450813017021338,0.4301728901058838
Tanaina,3.756,all,4,0.7176203585315699,0.35881017926578496
Tanaina,4.076,all,5,0.6683342507089328,0.29888816325531214
Tanaina,4.31,all,6,0.627928574197969,0.2563507669497318
Tanaina,4.501,all,7,0.5516369306920117,0.2084991618014338
Tanaina,4.658,all,8,0.48297957438101796,0.17075906610970515
Tanaina,4.799,all,9,0.40094857495663927,0.13364952498554641
Tanaina,4.91,all,10,0.28632495871296654,0.09054390204866476
Tanaina,5,all,11,0,0
Tanana,2.099,all,1,0.6079215151387295,0.6079215151387295
Tanana,2.648,all,2,0.5970363912295903,0.4221684808535879
Tanana,2.948,all,3,0.6765750170925274,0.39062076824534636
Tanana,3.214,all,4,0.7090181286164033,0.35450906430820167
Tanana,3.453,all,5,0.7087265292715472,0.31695213938173483
Tanana,3.675,all,6,0.7347890274867439,0.2999763643230677
Tanana,3.901,all,7,0.7054762197953215,0.2666449476354804
Tanana,4.095,all,8,0.6945915760052503,0.24557520677418185
Tanana,4.261,all,9,0.6490764980341688,0.21635883267805625
Tanana,4.436,all,10,0.6018855923398285,0.1903329362633452
Tanana,4.6,all,11,0.5387859410659211,0.1624500735303816
Tanana,4.735,all,12,0.4571476610286702,0.13196716257715527
Tanana,4.861,all,13,0.3461196307619647,0.09599631355053284
Tanana,5,all,14,0,0
Tillamook,2.422,all,1,0.6725833542159427,0.6725833542159427
Tillamook,2.846,all,2,0.8055637361084056,0.569619580480224
Tillamook,3.178,all,3,0.7879955183482562,0.45494942463858445
Tillamook,3.464,all,4,0.6893324155871238,0.3446662077935619
Tillamook,3.669,all,5,0.57599546072063,0.25759300098052773
Tillamook,3.837,all,6,0.4154558985062116,0.1696091603282891
Tillamook,3.953,all,7,0.21174474216810163,0.08003198988604122
Tillamook,4,all,8,0,0
Tillamook,4,all,9,0,0
Tlingit,2.152,all,1,1.079843535917154,1.079843535917154
Tlingit,2.88,all,2,0.922198704428959,0.6520929575031655
Tlingit,3.272,all,3,0.8524920778181712,0.49218653061034456
Tlingit,3.535,all,4,0.8181958472422385,0.40909792362111924
Tlingit,3.736,all,5,0.7340591548661749,0.32828123395736253
Tlingit,3.889,all,6,0.6746362976701847,0.27541911520872275
Tlingit,3.991,all,7,0.6382212205233592,0.24122494727841723
Tlingit,4.096,all,8,0.622230802171647,0.21999180983935834
Tlingit,4.183,all,9,0.5880959588849909,0.19603198629499696
Tlingit,4.243,all,10,0.5694517321733908,0.1800764491196101
Tlingit,4.305,all,11,0.5534268526926402,0.1668644744807979
Tlingit,4.364,all,12,0.5457121968600316,0.15753354187860066
Tlingit,4.407,all,13,0.5400394824849778,0.14978000345189418
Tlingit,4.455,all,14,0.5217731760518619,0.13944974702821067
Tlingit,4.492,all,15,0.5159478677174684,0.13321716661206548
Tlingit,4.524,all,16,0.5154509575989646,0.12886273939974116
Tlingit,4.555,all,17,0.5091505025375447,0.12348713537050643
Tlingit,4.586,all,18,0.49684087075325317,0.11710651629341812
Tlingit,4.609,all,19,0.49230210375475886,0.11294184841891944
Tlingit,4.629,all,20,0.4853808758022864,0.1085344633272295
Tlingit,4.658,all,21,0.4767213685825959,0.10402913128250899
Tlingit,4.68,all,22,0.4688494639218646,0.09995904157108546
Tlingit,4.703,all,23,0.4571651780264984,0.09532552922349359
