culture,latin_name,subgroup,common_name,calcium,zinc,iron,epa,dha
Haida,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Haida,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Haida,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Haida,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Haida,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Haida,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Haida,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Haida,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Haida,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Haida,Pectinidae,Marine Invertebrates,Scallops,27.6,1.22,0.6035,0.1,0.1
Haida,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Haida,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Haida,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Haida,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Haida,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Haida,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Haida,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Haisla,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Haisla,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Haisla,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Haisla,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Haisla,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Haisla,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Haisla,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Haisla,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Haisla,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Haisla,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Han,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Han,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Han,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Han,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Han,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Han,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Han,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Han,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Han,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Han,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Han,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Han,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Han,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Han,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Han,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Heiltsuk,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Heiltsuk,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Heiltsuk,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Heiltsuk,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Heiltsuk,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Heiltsuk,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Heiltsuk,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Heiltsuk,Octopoda,Marine Invertebrates,Octopus,22.75,1.675,1.5175,0.1,0.1
Heiltsuk,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Heiltsuk,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Heiltsuk,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Heiltsuk,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Heiltsuk,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Heiltsuk,Pectinidae,Marine Invertebrates,Scallops,27.6,1.22,0.6035,0.1,0.1
Heiltsuk,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Heiltsuk,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Huron,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Huron,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Huron,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Huron,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Huron,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Huron,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Huron,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Huron,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Huron,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Huron,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Huron,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Ingalik,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Ingalik,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Ingalik,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Ingalik,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Ingalik,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Ingalik,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Ingalik,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Ingalik,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Ingalik,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Ingalik,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Ingalik,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Ingalik,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Ingalik,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Ingalik,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Ingalik,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Interior Salish,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Interior Salish,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Interior Salish,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Interior Salish,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Interior Salish,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Interior Salish,Cyprinus carpio,Fish,Common Carp,68,4.7,1.475,0.2,0.1
Interior Salish,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Interior Salish,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Interior Salish,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Interior Salish,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Interior Salish,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Interior Salish,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Interior Salish,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Interior Salish,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Interior Salish,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Interior Salish,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Interior Salish,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Inuit-Inupiaq,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Inuit-Inupiaq,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Inuit-Inupiaq,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Inuit-Inupiaq,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Inuit-Inupiaq,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Inuit-Inupiaq,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Inuit-Inupiaq,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Inuit-Inupiaq,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Inuit-Inupiaq,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Inuit-Inupiaq,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Inuit-Inupiaq,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Inuit-Inupiaq,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Inuit-Inupiaq,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Inuit-Inupiaq,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Inuit-Inupiaq,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Inuit-Inupiaq,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Inuit-Inupiaq,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Inuit-Inupiaq,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Inuit-Inupiaq,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Inuit-Inupiaq,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Inuit-Inupiaq,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Inuit-Inupiaq,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Inuit-Inupiaq,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Inuit-Inupiaq,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Inuit-Inupiaq,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Inuit-Inupiaq,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Inuit-Inupiaq,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Inuit-Inupiaq,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Inuit-Inupiaq,Salvelinus alpinus,Fish,Arctic Char,52.285714285714285,2.3633333333333333,1.29625,0.6266666666666667,0.49666666666666665
Inuit-Inupiaq,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Inuit-Inupiaq,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Inuit-Inupiaq,Scomber scombrus,Fish,Atlantic Mackerel,9.666666666666666,0.3695,0.9533333333333334,1.1,2.385
Inuit-Inupiaq,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Inuit-Inupiaq,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Inuit-Inupiaq,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Inuit-Inupiaq,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Inuit-Inupiaq,Thunnus spp.,Fish,Bluefin Tuna,9,0.08,1.5,0.4,1.2
Inuit-Inupiaq,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Kolchan,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Kolchan,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Kolchan,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Kolchan,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Kolchan,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Kolchan,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Kolchan,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Kolchan,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Kolchan,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Kolchan,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Koyukon,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Koyukon,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Koyukon,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Koyukon,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Koyukon,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Koyukon,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Koyukon,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Koyukon,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Koyukon,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Koyukon,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Koyukon,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Koyukon,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Koyukon,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Koyukon,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Kwakiutl,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Kwakiutl,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Kwakiutl,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Kwakiutl,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Kwakiutl,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Kwakiutl,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Kwakiutl,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Kwakiutl,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Kwakiutl,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Kwakiutl,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Kwakiutl,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Kwakiutl,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Kwakiutl,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Kwakiutl,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Kwakiutl,Octopoda,Marine Invertebrates,Octopus,22.75,1.675,1.5175,0.1,0.1
Kwakiutl,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Kwakiutl,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Kwakiutl,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Kwakiutl,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Kwakiutl,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Kwakiutl,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Kwakiutl,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Kwakiutl,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Kwakiutl,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Kwakiutl,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Kwakiutl,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Kwakiutl,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Kwakiutl,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Maliseet-Passamaquoddy,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Maliseet-Passamaquoddy,Nephropidae,Marine Invertebrates,Lobsters,34,2.54,0.935,0.161,0.10200000000000001
Maliseet-Passamaquoddy,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Maliseet-Passamaquoddy,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Maliseet-Passamaquoddy,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Maliseet-Passamaquoddy,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Maliseet-Passamaquoddy,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Maliseet-Passamaquoddy,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Maliseet-Passamaquoddy,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Maliseet-Passamaquoddy,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Maliseet-Passamaquoddy,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Metis,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Metis,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Metis,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Metis,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Metis,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Metis,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Metis,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Metis,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Metis,Salvelinus alpinus,Fish,Arctic Char,52.285714285714285,2.3633333333333333,1.29625,0.6266666666666667,0.49666666666666665
Metis,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Metis,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Metis,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Micmac,Anguilla rostrata,Fish,American Eel,36.333333333333336,1.3075,0.5249999999999999,0.7000000000000001,1.1
Micmac,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Micmac,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Micmac,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Micmac,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Micmac,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Micmac,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Micmac,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Micmac,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Micmac,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Micmac,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Micmac,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Micmac,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Micmac,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Micmac,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Micmac,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Micmac,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Micmac,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Micmac,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Micmac,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Micmac,Nephropidae,Marine Invertebrates,Lobsters,34,2.54,0.935,0.161,0.10200000000000001
Micmac,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Micmac,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Micmac,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Micmac,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Micmac,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Micmac,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Micmac,Ostreidae,Marine Invertebrates,Oysters,84.66666666666667,53.6,2731.4666666666667,0.22349999999999998,0.183
Micmac,Pectinidae,Marine Invertebrates,Scallops,27.6,1.22,0.6035,0.1,0.1
Micmac,Perca flavescens,Fish,Yellow Perch,59.77,0.873,0.3845,0.1,0.2
Micmac,Percidae,Fish,Perch and Darters,110,642.76,0.6,0.054,0.245
Micmac,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Micmac,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Micmac,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Micmac,Salvelinus alpinus,Fish,Arctic Char,52.285714285714285,2.3633333333333333,1.29625,0.6266666666666667,0.49666666666666665
Micmac,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Micmac,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Micmac,Scomber scombrus,Fish,Atlantic Mackerel,9.666666666666666,0.3695,0.9533333333333334,1.1,2.385
Micmac,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Micmac,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Micmac,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Micmac,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
