food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,compiler,latest_revision_in_version,edible,enerc_kj_original,enerc_kcal_original,enera_kcal,dm_g,water_g,xn,nt_g,protcnt_g,protcnp_g,prot_g,npro_g,nnp_mg,fat_g,fatce_g,fat_g_2,fasat_g,fams_g,fapu_g,faun_g,fatrn_g,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,ca_mg,fe_mg,id_mcg,k_mg,li_mcg,mg_mg,mn_mg,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,zn_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,hg_mcg,pb_mcg,retolsum_mcg,vita_rae_mcg,vita_mcg,fafre_g
901483,Finfish,"Unknown (samples from local fish market, India)",NA,11,CMG,NA,"Mrigal, meat, raw",r,Cirrhinus mrigala,Mrigal carp,Cirrhinus mrigala,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0.4989616,0.4394408,0.1532344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901484,Finfish,"Unknown (samples from local fish market, India)",NA,12,TLM,NA,"Tilapia, meat, raw",r,Oreochromis mossambicus,Mozambique tilapia,Oreochromis mossambicus,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.11669,0.06668,0.118357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901485,Finfish,"Unknown (samples from local fish market, India)",NA,11,FCP,NA,"Common carp, meat, raw",r,Cyprinus carpio,Common carp,Cyprinus carpio,May-Oct,NA,1,FA converted using XFA,2010,fi75,DR,1.0,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,0.7298492,0.5826264,1.1965768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901506,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,77.18,6.25,NA,17.95,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5988,7.2671,40.7,469.8666,NA,59.7608,0.1657,NA,68.4954,NA,63.8,471.0407,1.1391,697.7,40.0,NA,7.9,34.4,28.8,NA,NA,NA,NA
901507,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,77.28,6.25,NA,18.36,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4694,6.0642,38.4,313.5473,NA,47.9501,0.4587,NA,71.9944,NA,103.4,598.1873,1.4187,2138.0,28.0,NA,3.1,43.5,26.9,NA,NA,NA,NA
901508,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,74.76,6.25,NA,20.2,NA,NA,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7263,5.8136,37.9,383.7805,NA,55.474,0.2961,NA,128.9103,NA,51.3,599.6722,1.4496,853.5,30.0,NA,0.2,42.0,47.5,NA,NA,NA,NA
901509,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,31,SOL,NA,"Common sole, wild, edible muscle tissue, raw",r,Solea solea,Common sole,Solea solea,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,77.8,6.25,NA,17.25,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2052,15.236,69.3,425.6666,NA,48.8303,0.1475,NA,107.3629,NA,94.8,458.4392,3.5635,3870.7,35.3,NA,1.5,103.8,53.1,NA,NA,NA,NA
901510,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,64.91,6.25,NA,15.16,NA,NA,NA,NA,17.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8822,9.4846,29.7,368.9096,NA,48.556,0.1591,NA,80.1635,NA,92.1,445.1423,1.4933,2435.7,96.6,NA,8.6,32.9,22.9,NA,NA,NA,NA
901511,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,70.88,6.25,NA,17.45,NA,NA,NA,NA,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5135,5.8733,22.3,396.3963,NA,39.9467,0.155,NA,88.5293,NA,51.7,416.9376,1.1739,916.8,45.1,NA,9.4,36.1,5.8,NA,NA,NA,NA
901512,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,76.25,6.25,NA,18.89,NA,NA,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9022,1.8889,36.8,487.0514,NA,53.8683,0.062,NA,94.0794,NA,20.3,528.3569,1.1905,2831.7,17.4,NA,0.5,66.2,6.5,NA,NA,NA,NA
901513,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,33,MUR,NA,"Striped red mullet, wild, edible muscle tissue, raw",r,Mullus surmuletus,Surmullet,Mullus surmuletus,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,67.02,6.25,NA,16.61,NA,NA,NA,NA,12.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4496,12.5783,55.1,408.4558,NA,44.4939,0.1463,NA,95.6025,NA,63.4,576.0399,3.0927,2633.6,16.4,NA,1.5,38.5,26.5,NA,NA,NA,NA
901514,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Winter (Dec 2006, Jan, Feb 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,82.93,6.25,NA,13.43,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5713,7.6567,41.8,444.2767,NA,48.8712,0.1422,NA,133.4485,NA,112.3,296.1168,1.2857,1186.1,33.5,NA,5.4,14.6,60.1,NA,NA,NA,NA
901515,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Spring (Mar, Apr, May 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,82.02,6.25,NA,15.05,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7305,3.2061,93.5,409.0706,NA,41.0522,0.0525,NA,76.2629,NA,34.2,269.2573,1.115,480.2,31.2,NA,3.8,34.0,19.1,NA,NA,NA,NA
901516,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Summer (Jun, Jul, Aug 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,79.5,6.25,NA,17.24,NA,NA,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.831,2.2046,75.9,409.3023,NA,49.0733,0.0474,NA,117.2914,NA,98.7,326.8217,1.5099,696.8,22.8,NA,2.1,29.2,11.1,NA,NA,NA,NA
901517,Finfish,"Unknown (samples from local fish market, Istanbul)",NA,32,WHG,NA,"Whiting, wild, edible muscle tissue, raw",r,Merlangius merlangus,Whiting,Merlangius merlangus,"Autumn (Sep, Oct, Nov 2007)",NA,1,NA,2010,fi92,DR,1.0,NA,NA,NA,NA,NA,78.79,6.25,NA,16.24,NA,NA,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.394,7.8313,114,338.4326,NA,32.475,0.0549,NA,132.8718,NA,115.3,299.7691,1.4984,1867.7,29.8,NA,0.4,33.4,15.5,NA,NA,NA,NA
901523,Finfish,"Unknown (samples from Turkey, Hatay, local fish market)",NA,13,CLZ,NA,"African catfish, fillet, raw",r,Clarias gariepinus,North African catfish,Clarias gariepinus,NA,"length and weight of fish: 25-30cm, 250-300g",1,Minerals expressed per DM - conversion to FW; Vitamins assumed to be expressed on a FW basis. Minerals and vitamin A data were not included (very low or very high values).,2009,fi97,DR,1.0,NA,NA,NA,NA,NA,76.8,NA,NA,16.2,NA,NA,NA,NA,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901528,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,36,GUT,NA,"Seer, wild, skinless, muscle flesh, raw",r,Scomberomorus guttatus,Indo-Pacific king mackerel,Scomberomorus guttatus,Dec 1988-Mar 1989,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,70.1,6.25,NA,13,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,1.1,22.8,NA,NA,47.9,0.026,NA,NA,NA,NA,259,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901529,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,24,HIL,NA,"Hilsa (marine), wild, skinless, muscle flesh, raw",r,Hilsa hilsa,Hilsa shad,Tenualosa ilisha,Dec 1988-Mar 1990,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,72.7,6.25,NA,17.6,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,1.2,33,NA,NA,53.6,0.0097,NA,NA,NA,NA,312,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901530,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,EYP,NA,"Anchovy, wild, skinless, muscle flesh, raw",r,Thryssa purava,Oblique-jaw thryssa,Thryssa purava,Dec 1988-Mar 1991,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,81.5,6.25,NA,11.4,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0,1.5,10.7,NA,NA,45.4,0.064,NA,NA,NA,NA,190,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901531,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,POB,NA,"Pomfret (Black), wild, skinless, muscle flesh, raw",r,Parastromteur niger,Black pomfret,Parastromateus niger,Dec 1988-Mar 1992,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,[80],6.25,NA,[17],NA,NA,NA,NA,[6.1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,0.8,25.9,NA,NA,40.4,0.0797,NA,NA,NA,NA,211,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901532,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OTI,NA,"Jew fish, wild, skinless, muscle flesh, raw",r,Pseudosciaena diacanthus,Blackspotted croaker,Protonibea diacanthus,Dec 1988-Mar 1993,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,77,6.25,NA,16,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.9,97.1,NA,NA,36.5,0.0223,NA,NA,NA,NA,192,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901533,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,MUF,NA,"Mullet, wild, skinless, muscle flesh, raw",r,Mugil cephalus,Flathead grey mullet,Mugil cephalus,Dec 1988-Mar 1994,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,79.1,6.25,NA,15.3,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,0.8,34.3,NA,NA,30.5,0.0376,NA,NA,NA,NA,183,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901534,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,RAG,NA,"Mackerel, wild, skinless, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Dec 1988-Mar 1995,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,80,6.25,NA,16.1,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,1.3,21.7,NA,NA,32.3,0.0424,NA,NA,NA,NA,206,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901535,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,34,PCX,NA,"Conger eel, wild, skinless, muscle flesh, raw",r,Muraenesox talabon,Pike-congers nei,Muraenesox spp,Dec 1988-Mar 1996,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,76,6.25,NA,18.4,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0.8,6.8,NA,NA,30.2,0.0348,NA,NA,NA,NA,187,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901536,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,SIP,NA,"Pomfret (White), wild, skinless, muscle flesh, raw",r,Pampus argenteus,Silver pomfret,Pampus argenteus,Dec 1988-Mar 1997,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,76.5,6.25,NA,19.5,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,0.5,20.8,NA,NA,31.5,0.011,NA,NA,NA,NA,173,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901537,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,37,TRE,NA,"Trevally, wild, skinless, muscle flesh, raw",r,Caranx sansun,"Jacks, crevalles nei",Caranx spp,Dec 1988-Mar 1996,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,75.3,6.25,NA,19.8,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,1.8,27.3,NA,NA,42.7,0.0325,NA,NA,NA,NA,234,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901538,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,NNJ,NA,"Pinkperch, wild, skinless, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Dec 1988-Mar 1999,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,79.5,6.25,NA,15.3,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,1.7,22.9,NA,NA,43.6,0.078,NA,NA,NA,NA,228,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901539,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,35,FRS,NA,"Lesser sardine, wild, skinless, muscle flesh, raw",r,Sardinella fimbriata,Fringescale sardinella,Sardinella fimbriata,Dec 1988-Mar 2000,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,77.6,6.25,NA,17.1,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,1.1,38.5,NA,NA,50.6,0.06,NA,NA,NA,NA,251,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901540,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,OYD,NA,"Thread fins, wild, skinless, muscle flesh, raw",r,Polynemus indicus,Indian threadfin,Leptomelanosoma indicum,Dec 1988-Mar 2001,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,77.1,6.25,NA,18.1,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.8,15.4,NA,NA,48.3,0.0278,NA,NA,NA,NA,208,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901541,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,BUC,NA,"Bombay duck, wild, skinless, muscle flesh, raw",r,Harpodon nehereus,Bombay-duck,Harpadon nehereus,Dec 1988-Mar 2002,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,89.8,6.25,NA,8,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,0.7,18.7,NA,NA,32.1,0.0449,NA,NA,NA,NA,116,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901542,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,25,GIP,NA,"Giant perch (marine), wild, skinless, muscle flesh, raw",r,Lates calcarifer,Barramundi,Lates calcarifer,Dec 1988-Mar 2003,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,[78.2],6.25,NA,[16],NA,NA,NA,NA,[0.7],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,0.7,36.9,NA,NA,39.0,0.0283,NA,NA,NA,NA,214,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901543,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,38,RSK,NA,"Shark, wild, skinless, muscle flesh, raw",r,Scoliodon sorrakowah,Requiem sharks nei,Carcharhinidae,Dec 1988-Mar 2004,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,79.5,6.25,NA,16.7,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,0.9,32.6,NA,NA,29.0,0.0385,NA,NA,NA,NA,204,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901544,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,33,CAX,NA,"Cat fish, wild, skinless, muscle flesh, raw",r,Tachysurus zona,NA,Ariidae,Dec 1988-Mar 2005,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,75.5,6.25,NA,21,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.4,26.9,NA,NA,44.1,0.0277,NA,NA,NA,NA,176,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901545,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,13,KNA,NA,"Murrel, wild, skinless, muscle flesh, raw",r,Ophiocephalus marules,Great snakehead,Channa marulius,Dec 1988-Mar 2006,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,77.9,6.25,NA,17.3,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,0.6,9.6,NA,NA,54.3,0.0237,NA,NA,NA,NA,205,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901546,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,11,LRH,NA,"Rohu, wild, skinless, muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,Dec 1988-Mar 2007,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,82.8,6.25,NA,13.5,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,0.7,15.5,NA,NA,33.1,0.0405,NA,NA,NA,NA,144,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901547,Finfish,"Unknown (samples from local fish market, Hyderabad, India)",NA,11,CTT,NA,"Catla, wild, skinless, muscle flesh, raw",r,Catla catla,Catla,Catla catla,Dec 1988-Mar 2008,NA,1,NA,1993,fi98,DR,1.0,NA,NA,NA,NA,NA,79.7,6.25,NA,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,0.9,5,NA,NA,38.3,0.0231,NA,NA,NA,NA,211,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901548,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,FSI,Armadillo,"muscle flesh, skinless, raw",r,Hypostomus watwata,Freshwater siluroids nei,Siluroidei,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,70.49,6.25,NA,25.53,NA,NA,NA,NA,2.53,NA,NA,1.02891536,0.64085461,0.54772003,NA,NA,NA,NA,NA,NA,NA,NA,19.66,0.9,NA,NA,NA,30.0,0.011,NA,NA,NA,NA,268.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901549,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,PLR,Bocachico,"Netted prochilod, muscle flesh, skinless, raw",r,Prochilodus reticulatus,Netted prochilod,Prochilodus reticulatus,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,72.47,6.25,NA,22.82,NA,NA,NA,NA,2.17,NA,NA,NA,1.32465344,0.55695656,NA,NA,NA,NA,NA,NA,NA,NA,10.0,1.2,NA,NA,NA,33.0,0.017,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901550,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,13,CSM,Cachama,"Cachama, muscle flesh, skinless, raw",r,Colossoma macropomum,Cachama,Colossoma macropomum,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,70.73,6.25,NA,21.43,NA,NA,NA,NA,6.15,NA,NA,1.7120547,NA,3.88849025,NA,NA,NA,NA,NA,NA,NA,NA,15.66,1.4,NA,NA,NA,39.0,0.013,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901551,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MOJ,Carpeta,"muscle flesh, skinless, raw",r,Eugerres plumieri,Mojarras(=Silver-biddies) nei,Gerres spp,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,73.89,6.25,NA,20.48,NA,NA,NA,NA,2.73,NA,NA,1.1780041,NA,1.22127772,NA,NA,NA,NA,NA,NA,NA,NA,10.78,1.2,NA,NA,NA,24.0,0.011,NA,NA,NA,NA,315.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901552,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,YNA,Corvina,"Acoupa weakfish, muscle flesh, skinless, raw",r,Cynoscion maracaiboensis,Acoupa weakfish,Cynoscion acoupa,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,76.95,6.25,NA,20.73,NA,NA,NA,NA,2.11,NA,NA,0.46736128,0.49474573,0.87995366,NA,NA,NA,NA,NA,NA,NA,NA,79.33,1.6,NA,NA,NA,44.0,0.012,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901553,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,MGU,Lisa,"White mullet, muscle flesh, skinless, raw",r,Mugil curema,White mullet,Mugil curema,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,71.09,6.25,NA,21.17,NA,NA,NA,NA,6.03,NA,NA,2.75246098,1.93549547,0.80051654,NA,NA,NA,NA,NA,NA,NA,NA,75.0,1.5,NA,NA,NA,30.0,0.009,NA,NA,NA,NA,226.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901554,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,32,HOF,Merluza,"Offshore silver hake, muscle flesh, skinless, raw",r,Merluccius albidus,Offshore silver hake,Merluccius albidus,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,77.21,6.25,NA,18.7,NA,NA,NA,NA,1.82,NA,NA,0.80396602,0.4587427,0.28924116,NA,NA,NA,NA,NA,NA,NA,NA,23.0,1.3,NA,NA,NA,27.66,0.008,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901555,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,GPN,Mero,"Nassau grouper, muscle flesh, skinless, raw",r,Epinephelus striatus,Nassau grouper,Epinephelus striatus,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,78.64,6.25,NA,19.73,NA,NA,NA,NA,1.68,NA,NA,0.569776,0.62390472,0.2350326,NA,NA,NA,NA,NA,NA,NA,NA,69.0,0.9,NA,NA,NA,36.33,0.012,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901556,Finfish,"Unknown (sampled in Venezuela, Maracaibo, local fish market)",NA,33,LJU,Pargo,"Blackfin snapper, muscle flesh, skinless, raw",r,Lutjanus buccanella,Blackfin snapper,Lutjanus buccanella,NA,NA,1,FA converted using XFA,2000,fi99,DR,1.0,NA,NA,NA,NA,NA,76.72,6.25,NA,20.99,NA,NA,NA,NA,1.12,NA,NA,0.33462716,0.2615684,0.3066664,NA,NA,NA,NA,NA,NA,NA,NA,17.66,1.26,NA,NA,NA,25.33,0.01,NA,NA,NA,NA,218.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
