number_of_targets,subgroup,number_of_species,sd,se
4.966,all,19,0.18131981931624816,0.04159761941371473
4.978,all,20,0.1467567291047928,0.03281580224338385
4.986,all,21,0.11754921445002436,0.025651341576182547
4.99,all,22,0.0995485304256668,0.021223817998900444
4.994,all,23,0.07726558075864033,0.01611098729866748
4.997,all,24,0.05471740119919799,0.011169142749098955
4.997,all,25,0.05471740119919799,0.010943480239839598
4.998,all,26,0.04469897088298564,0.008766189414225366
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.995,all,1,1.359714611168029,1.359714611168029
2.931,all,2,1.2213642907546998,0.8636349722917462
3.403,all,3,1.0989989985431283,0.6345073676480043
3.745,all,4,0.9964777809705382,0.4982388904852691
3.96,all,5,0.9269623828717427,0.4145501801372807
4.15,all,6,0.8730763209836023,0.3564319154860346
4.316,all,7,0.8054767487598837,0.30444159486621514
4.428,all,8,0.7479140160308372,0.2644275362399346
4.516,all,9,0.6813282675834081,0.22710942252780272
4.606,all,10,0.6042591572571566,0.1910835233946478
4.682,all,11,0.5321270141227179,0.1604423315142913
4.732,all,12,0.4882769853417365,0.14095342446307527
4.77,all,13,0.4596861008463398,0.1274939851707376
4.811,all,14,0.42125580881034325,0.11258535062547514
4.849,all,15,0.37728151470929683,0.09741366822006768
4.865,all,16,0.35623293208503604,0.08905823302125901
4.893,all,17,0.3219544294689151,0.0780854187844593
4.918,all,18,0.28170082597563567,0.06639752143774118
4.932,all,19,0.2558152486491793,0.058688043004131704
4.953,all,20,0.21174474216810163,0.04734756373660414
4.96,all,21,0.19605723255834873,0.04278319565439018
4.972,all,22,0.16505527329729044,0.03518990250525338
4.978,all,23,0.1467567291047928,0.03060089337821872
4.983,all,24,0.1293357171384909,0.026400542708853333
4.986,all,25,0.11754921445002436,0.02350984289000487
4.988,all,26,0.10893974420691407,0.021364841596802363
4.991,all,27,0.09448771310560929,0.018184168865545216
4.994,all,28,0.07726558075864033,0.01460182225659569
4.997,all,29,0.054717401199198,0.010160766319854495
4.997,all,30,0.054717401199198,0.009989984974953656
4.998,all,31,0.04469897088298564,0.008028172165724655
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.811,all,1,1.2094386060241924,1.2094386060241924
2.695,all,2,1.2294252667350247,0.8693349430704159
3.271,all,3,1.1785363583479076,0.6804282837419258
3.634,all,4,1.1168219604266794,0.5584109802133397
3.891,all,5,1.0479585951826613,0.4686613312867228
4.105,all,6,0.9648346521067255,0.39389209730286673
4.279,all,7,0.8636578633376211,0.3264319891766791
4.409,all,8,0.7799534135621994,0.27575517386971343
4.5,all,9,0.7158997922282926,0.23863326407609753
4.583,all,10,0.6507953092444156,0.20579954677659873
4.655,all,11,0.5781948713965814,0.17433231310275038
4.722,all,12,0.5049465030782677,0.14576549973929903
4.773,all,13,0.4600898637034755,0.1276059688387784
4.814,all,14,0.411793119871585,0.11005634062787166
4.854,all,15,0.37258934877801164,0.09620215618610038
4.882,all,16,0.3289136424415749,0.08222841061039372
4.895,all,17,0.3099533369252073,0.07517472630325227
4.912,all,18,0.28694657749891067,0.06763395692925031
4.926,all,19,0.2656964331612199,0.060954942200471915
4.94,all,20,0.24178184063005737,0.054064063137382885
4.953,all,21,0.21174474216810163,0.04620649090448731
4.962,all,22,0.19129190414806527,0.04078357099739628
4.975,all,23,0.15620307103062794,0.03257059182986702
4.98,all,24,0.14007005254378832,0.028591679748092527
4.986,all,25,0.11754921445002436,0.02350984289000487
4.989,all,26,0.10435463521037237,0.02046562774121329
4.992,all,27,0.08912880535463237,0.017152846588015587
4.993,all,28,0.08341437500789632,0.015763835145626792
4.994,all,29,0.07726558075864033,0.014347858148422028
4.996,all,30,0.06315051850925682,0.011529654501889159
4.996,all,31,0.06315051850925682,0.011342167950002511
4.997,all,32,0.05471740119919799,0.009672761359214455
4.999,all,33,0.03162277660168379,0.005504818825631802
4.999,all,34,0.03162277660168379,0.005423261445466404
4.999,all,35,0.03162277660168379,0.005345224838248487
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.659,all,1,1.111735110066672,1.111735110066672
2.632,all,2,1.228040750172438,0.8683559420203457
3.245,all,3,1.1774384745545567,0.6797944202382957
3.657,all,4,1.0735471594222135,0.5367735797111067
3.962,all,5,0.9815903012558342,0.43898052793250847
4.148,all,6,0.910453142630045,0.3716909390261675
4.312,all,7,0.8254316066987848,0.3119838222310659
4.445,all,8,0.7358780581839063,0.26017218253411445
4.538,all,9,0.6685828318189175,0.22286094393963918
4.624,all,10,0.5856338164475878,0.1851936734791356
4.685,all,11,0.5422813560035685,0.16350398078808887
4.737,all,12,0.4960615658132336,0.14320063927844884
4.773,all,13,0.4644208077667136,0.12880715659963773
4.813,all,14,0.4173789707270902,0.11154922206465155
4.847,all,15,0.36841108388147975,0.09512333282874631
4.865,all,16,0.34770087129010174,0.08692521782252544
4.881,all,17,0.3270259102058214,0.07931543353484459
4.899,all,18,0.30478171187243486,0.07183773841554773
4.916,all,19,0.2775266131761439,0.06366897163041657
4.928,all,20,0.2586172517116422,0.05782857549814057
4.947,all,21,0.22414558046332575,0.04891257567442882
4.959,all,22,0.19838941090279583,0.04229676452184362
4.967,all,23,0.17872588772459053,0.037266923755723526
4.974,all,24,0.15921478998305827,0.032499582913573265
4.981,all,25,0.13659303663678343,0.027318607327356685
4.987,all,26,0.11333068359382575,0.022225975658989507
4.991,all,27,0.09448771310560929,0.018184168865545216
4.994,all,28,0.07726558075864033,0.01460182225659569
4.996,all,29,0.06315051850925682,0.01172675689063262
4.996,all,30,0.06315051850925682,0.011529654501889159
4.996,all,31,0.06315051850925682,0.011342167950002511
4.998,all,32,0.04469897088298564,0.0079017363558547965
4.999,all,33,0.03162277660168379,0.005504818825631802
4.999,all,34,0.03162277660168379,0.005423261445466404
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.138,all,1,1.3117456600563528,1.3117456600563528
3.196,all,2,1.2020936024407705,0.8500085379068345
3.78,all,3,1.0764565754171223,0.6214924935880183
4.156,all,4,0.9308762165457503,0.46543810827287513
4.408,all,5,0.803854577757807,0.35949469597816935
4.553,all,6,0.7125297879378087,0.2908890678301893
4.687,all,7,0.5825550363445245,0.22018510731082944
4.768,all,8,0.49236004957593626,0.17407556492024462
4.826,all,9,0.4311727147094421,0.1437242382364807
4.872,all,10,0.3629707257448564,0.11478142173180629
4.913,all,11,0.29583528950839943,0.08919769591322949
4.929,all,12,0.2646299851283468,0.07639209657474884
4.947,all,13,0.22856780885164743,0.06339330421038974
4.967,all,14,0.17872588772459053,0.04776650271517459
4.98,all,15,0.14007005254378832,0.036165932053632666
4.984,all,16,0.12553788177183714,0.031384470442959285
4.988,all,17,0.10893974420691407,0.02642176895252214
4.99,all,18,0.0995485304256668,0.02346381364038145
4.996,all,19,0.06315051850925682,0.014487722548107646
4.999,all,20,0.03162277660168379,0.0070710678118654745
4.999,all,21,0.03162277660168379,0.006900655593423542
4.999,all,22,0.03162277660168379,0.00674199862463242
5,all,23,0,0
5,all,24,0,0
5,all,25,0,0
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.922,all,1,1.2471854198440069,1.2471854198440069
2.746,all,2,1.112979210373097,0.7869951469744659
3.236,all,3,0.9691456254058227,0.559536487712
3.506,all,4,0.8687454855817777,0.43437274279088883
3.686,all,5,0.7962650551405844,0.356100558280393
3.82,all,6,0.733578992432402,0.29948236958073127
3.917,all,7,0.6874471496657641,0.2598305996451159
4.003,all,8,0.6460715195769029,0.22842077631216265
4.081,all,9,0.6056449502850707,0.20188165009502357
4.136,all,10,0.5880900014877398,0.18597038738730684
4.167,all,11,0.5791773877202445,0.17462855292056764
4.215,all,12,0.557750917602191,0.16100882120919288
4.255,all,13,0.5424659153064543,0.15045297483299436
4.307,all,14,0.5301245438875963,0.14168174396765654
4.35,all,15,0.5213173426731281,0.134603559084142
4.37,all,16,0.5209331736138249,0.1302332934034562
4.406,all,17,0.5112977854689236,0.12400792797839827
4.447,all,18,0.5093627886393454,0.12005796064365709
4.478,all,19,0.509682033993524,0.1169290778692649
4.504,all,20,0.5081754049954034,0.11363147500632081
4.536,all,21,0.5009540447535632,0.10931713475130947
4.573,all,22,0.49690835967803754,0.10594121824644892
4.591,all,23,0.49392607034146613,0.10299070514476431
4.616,all,24,0.48865405225249364,0.09974609073015987
4.649,all,25,0.4796134162312696,0.09592268324625391
4.669,all,26,0.4729298707659125,0.0927491784460116
4.69,all,27,0.46272466339510593,0.08905140299061445
4.721,all,28,0.4487319471135974,0.08480236695659762
4.742,all,29,0.43775292989039793,0.08128867835399273
4.768,all,30,0.42232020358296185,0.0771047673308541
4.79,all,31,0.40751204407485436,0.07319132375561263
4.813,all,32,0.3901066305296325,0.06896176095833455
4.833,all,33,0.3731624984510773,0.06495925302093526
4.854,all,34,0.3532829019480122,0.06058751783912377
4.877,all,35,0.32860155048170264,0.05554379969999968
4.905,all,36,0.2933616557443407,0.04889360929072345
4.932,all,37,0.2518718710762269,0.04140748053563721
4.956,all,38,0.20519772441746548,0.03328746646779982
4.974,all,39,0.15921478998305827,0.0254947703784518
5,all,40,0,0
2.179,all,1,1.202665957531602,1.202665957531602
3.193,all,2,1.038667333572126,0.7344487149658
3.695,all,3,0.9491448129110098,0.5479890132341085
3.987,all,4,0.8553143063006503,0.42765715315032515
4.186,all,5,0.7835930181018831,0.35043345103400675
4.33,all,6,0.7222337721414179,0.2948507027920011
4.451,all,7,0.6588118343146494,0.24900746776897878
4.548,all,8,0.5950210500898687,0.21037170973364325
4.629,all,9,0.5492364342072189,0.1830788114024063
4.68,all,10,0.5175595307477855,0.16366669418909513
4.727,all,11,0.4782255740753517,0.1441904358509322
4.771,all,12,0.4413091362681649,0.12739497431013314
4.803,all,13,0.4151666693791342,0.11514651648539029
4.834,all,14,0.37760639108281335,0.10091955303486132
4.862,all,15,0.3479613154893473,0.08984322533431112
4.889,all,16,0.31745831187697665,0.07936457796924416
4.908,all,17,0.292611725024172,0.07096876762169714
4.929,all,18,0.25695335184625445,0.06056448584636647
4.937,all,19,0.24308453280719053,0.055767416486544256
4.947,all,20,0.22414558046332575,0.050120475477214516
4.959,all,21,0.19838941090279583,0.04329211869236949
4.974,all,22,0.15921478998305827,0.03394470727879609
4.977,all,23,0.1499783100768024,0.03127263944693473
4.985,all,24,0.12161327966052798,0.02482420675955712
4.99,all,25,0.0995485304256668,0.01990970608513336
4.99,all,26,0.0995485304256668,0.019523073045767697
4.994,all,27,0.07726558075864033,0.014869767950031254
4.997,all,28,0.05471740119919799,0.010340616854344663
4.997,all,29,0.05471740119919799,0.010160766319854495
4.998,all,30,0.04469897088298564,0.00816087821662595
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.026,all,1,1.1307531130191961,1.1307531130191961
2.97,all,2,1.0873280472250693,0.768857035567173
3.495,all,3,1.0416621621524227,0.6014039297233489
3.874,all,4,0.9772814738237285,0.48864073691186427
4.147,all,5,0.894534063739996,0.40004779494235215
4.335,all,6,0.8071099221459407,0.3295012459325019
4.461,all,7,0.7273293669363337,0.2749046608782262
4.579,all,8,0.6482122948380254,0.22917765466423073
4.669,all,9,0.5725091848754628,0.1908363949584876
4.735,all,10,0.5089538623824699,0.16094534290684961
4.789,all,11,0.43665738247471514,0.13165715450975815
4.832,all,12,0.3948821747457486,0.1139926649438214
4.857,all,13,0.3642577160249096,0.10102691327778557
4.885,all,14,0.33148889104295015,0.08859413270031119
4.914,all,15,0.2875529284961061,0.0742458468812394
4.929,all,16,0.2646299851283468,0.0661574962820867
4.946,all,17,0.23051493907583764,0.0559080848289705
4.964,all,18,0.18638331132035063,0.043930967778207784
4.971,all,19,0.1678904023081343,0.038516699855344484
4.974,all,20,0.15921478998305827,0.035601509342547084
4.978,all,21,0.1467567291047928,0.032024943803182944
4.984,all,22,0.12553788177183714,0.026764766323521608
4.989,all,23,0.10435463521037237,0.02175944561503058
4.992,all,24,0.08912880535463237,0.018193341208557534
4.995,all,25,0.07056897321046962,0.014113794642093924
4.997,all,26,0.054717401199198,0.010730965247992148
4.998,all,27,0.04469897088298564,0.008602320957263668
4.998,all,28,0.04469897088298564,0.00844731148692123
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.496,all,1,1.3067867812660532,1.3067867812660532
3.623,all,2,1.1542110739389062,0.8161504773028081
4.198,all,3,0.9271761729335238,0.5353054130293771
4.535,all,4,0.706593429260614,0.353296714630307
4.705,all,5,0.5816470693756768,0.26012047720750986
4.829,all,6,0.4381220731154172,0.1788625873638527
4.887,all,7,0.34691692283794884,0.13112227191842807
4.927,all,8,0.278834626165311,0.09858292749555367
4.95,all,9,0.22259728109199706,0.07419909369733235
4.971,all,10,0.1678904023081343,0.05309160685756947
4.983,all,11,0.1293357171384909,0.0389961859763557
4.987,all,12,0.11333068359382575,0.032715750340169804
4.992,all,13,0.08912880535463237,0.024719882909767416
4.995,all,14,0.07056897321046962,0.018860351420714717
4.997,all,15,0.05471740119919799,0.014127972239482903
4.997,all,16,0.05471740119919799,0.013679350299799498
4.999,all,17,0.03162277660168379,0.007669649888473704
4.999,all,18,0.03162277660168379,0.0074535599249993
4.999,all,19,0.03162277660168379,0.007254762501100116
5,all,20,0,0
5,all,21,0,0
5,all,22,0,0
5,all,23,0,0
5,all,24,0,0
5,all,25,0,0
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.114,all,1,1.331456637212334,1.331456637212334
2.965,all,2,1.2260824924442393,0.8669712447014255
3.439,all,3,1.1267424499629666,0.6505250567934973
3.743,all,4,1.0197994856789205,0.5098997428394603
3.966,all,5,0.9579988318164911,0.42843010206141247
4.124,all,6,0.8907398146582521,0.3636430065823297
4.259,all,7,0.8358334867768924,0.315915363353093
4.403,all,8,0.7675807320277003,0.2713807703624605
4.498,all,9,0.7074577701152885,0.23581925670509618
4.571,all,10,0.6537479532559826,0.20673325479621954
4.64,all,11,0.6022979020076051,0.18159965027067915
4.712,all,12,0.5525951152167031,0.15952046926161792
4.765,all,13,0.5040129254582952,0.13978803432588408
4.813,all,14,0.45633237803079374,0.12195995807735986
4.859,all,15,0.3863525181337224,0.09975579123314705
4.888,all,16,0.3457970149893946,0.08644925374734864
4.916,all,17,0.2881441080900788,0.06988521135616395
4.938,all,18,0.24943579979268857,0.05879258183470004
4.949,all,19,0.22460954888305495,0.051528964491341867
4.961,all,20,0.19369180807797864,0.04331080495472031
4.969,all,21,0.17340435135563662,0.03783993171056777
4.976,all,22,0.15312559370479986,0.03264648627024148
4.978,all,23,0.1467567291047928,0.03060089337821872
4.984,all,24,0.12553788177183714,0.025625312810903533
4.986,all,25,0.11754921445002436,0.02350984289000487
4.993,all,26,0.08341437500789632,0.016358904841515757
4.996,all,27,0.06315051850925682,0.012153322953594623
4.996,all,28,0.06315051850925682,0.01193432622430535
4.998,all,29,0.04469897088298564,0.008300390514282214
4.999,all,30,0.03162277660168379,0.005773502691896257
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.89,all,1,1.2851270565790573,1.2851270565790573
2.687,all,2,1.2216887997863954,0.8638644348286145
3.151,all,3,1.135556466446512,0.6556138315829141
3.437,all,4,1.028147892128408,0.514073946064204
3.682,all,5,0.9663383516190432,0.4321596486970549
3.832,all,6,0.9135702548849818,0.37296349477542945
3.985,all,7,0.8622751988306974,0.32590939111497114
4.08,all,8,0.8320410400288512,0.2941709308149541
4.168,all,9,0.796498845203438,0.26549961506781267
4.267,all,10,0.7630814460418319,0.24130754097070675
4.339,all,11,0.7284295502034562,0.21962977311201967
4.408,all,12,0.6841081815064076,0.1974850213737749
4.471,all,13,0.646201653183104,0.17922409191086763
4.518,all,14,0.6181084516960256,0.16519643243684556
4.562,all,15,0.593724269765443,0.15329894726938137
4.6,all,16,0.5659684799706785,0.1414921199926696
4.641,all,17,0.5332948559693815,0.12934300122119513
4.676,all,18,0.5091986677940971,0.12001927698945404
4.706,all,19,0.48559221554695436,0.11140249449153654
4.73,all,20,0.46831540581035697,0.1047185082302358
4.761,all,21,0.4428036529604008,0.09662767893780921
4.788,all,22,0.4233618254345038,0.0902610444602551
4.814,all,23,0.4019521931344144,0.08381282603037857
4.841,all,24,0.3766442099128312,0.07688217740501287
4.869,all,25,0.343448623460565,0.068689724692113
4.886,all,26,0.32420535021666297,0.06358190027561336
4.906,all,27,0.29875282969915656,0.05749500888265682
4.915,all,28,0.2861063733244278,0.05406902230907429
4.927,all,29,0.2640847226568412,0.04903930188115508
4.943,all,30,0.2319586273558386,0.04234965753690924
4.952,all,31,0.21387319079712103,0.03841275902854698
4.962,all,32,0.19129190414806527,0.033815950652296
4.971,all,33,0.1678904023081343,0.0292259676912591
4.983,all,34,0.1293357171384909,0.02218089249764292
4.989,all,35,0.10435463521037237,0.017639152789737697
4.993,all,36,0.08341437500789632,0.013902395834649387
4.995,all,37,0.07056897321046962,0.011601467730980095
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.025,all,1,1.3251909791162673,1.3251909791162673
2.871,all,2,1.1932236935222091,0.8437365651620127
3.349,all,3,1.100186079447204,0.6351927291275223
3.659,all,4,1.0147653663526108,0.5073826831763054
3.88,all,5,0.9656772403513156,0.43186399074998894
4.066,all,6,0.8788722412366978,0.35879809002102575
4.214,all,7,0.8153949158958921,0.308190309680994
4.343,all,8,0.7469330016198968,0.26408069526872574
4.425,all,9,0.70061820263669,0.23353940087889666
4.506,all,10,0.6514509869425239,0.2060068902702986
4.568,all,11,0.6047658569576673,0.18234376668602972
4.623,all,12,0.5702597620349836,0.16461981355945488
4.67,all,13,0.5323376591820115,0.14764390200317046
4.71,all,14,0.5001501276118503,0.13367074424820066
