ref_info,seanuts_id2,species_name,nutrient,concentration,subgroup,abs_lat,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1539,Hippoglossoides elassodon,prot_g,19.2,finfish,NA,52.0,NaN,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,NA,NA,NA,NA,56370,NA,52.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.46,3.67,0.142,0.53,NA,NA,NA,NA,1560.0,NA,56370,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1507,Hippoglossus stenolepis,prot_g,20.7,finfish,NA,258.0,NaN,3.85,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,NA,NA,NA,267.0,40637,NA,258.0,NA,NA,6885,NA,demersal,NA,0,NA,0,3.85,4.14,0.236,0.65,NA,NA,NA,NA,363e3,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1513,Hydrolagus colliei,prot_g,15.1,finfish,NA,100.0,NaN,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,NA,NA,NA,NA,96339,NA,100.0,NA,NA,9137,NA,demersal,NA,0,NA,0,3.68,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1542,Lepidopsetta bilineata,prot_g,19.2,finfish,NA,56.5,49.0,3.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,NA,NA,NA,60.0,6885,NA,58.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.48,3.18,0.17,0.55,NA,NA,NA,NA,1800.0,NA,56370,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1544,Limanda aspera,prot_g,17.0,finfish,NA,47.33333333,39.0,3.66,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,33.5,NA,4883,NA,56370,NA,49.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.66,3.49,0.079,0.51,NA,NA,NA,NA,1700.0,NA,56527,NA
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1664,Lobatus galeatus,prot_g,23.7,mollusc,NA,14.0,23.0,NaN,NA,NA,NA,23.0,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1665,Lobatus galeatus,prot_g,23.4,mollusc,NA,14.0,23.0,NaN,NA,NA,NA,23.0,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1666,Lobatus galeatus,prot_g,23.8,mollusc,NA,14.0,23.0,NaN,NA,NA,NA,23.0,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lapa - Guimaraes J., De Felicio P. E., Guzman E.S.C. (2005). Chemical and microbial analyses of squid muscle (Loligo plei) during storage in ice. Food Chemistry. 91: 477 - 483",678,Loligo plei,prot_g,14.1,mollusc,23.843611,35.0,35.0,NaN,NA,NA,NA,35.0,NA,NA,NA,NA,NA,NA,NA,35.0,NA,901066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",681,Loligo vulgaris,prot_g,18.6,mollusc,34.553128,78.0,78.0,NaN,NA,NA,NA,78.0,NA,NA,NA,NA,NA,NA,NA,78.0,4.1,901214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",682,Loligo vulgaris,prot_g,18.19,mollusc,34.553128,78.0,78.0,NaN,NA,NA,NA,78.0,NA,NA,NA,NA,NA,NA,NA,78.0,4.1,901216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",683,Loligo vulgaris,prot_g,17.44,mollusc,34.553128,78.0,78.0,NaN,NA,NA,NA,78.0,NA,NA,NA,NA,NA,NA,NA,78.0,4.1,901215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,699,Mactra violacea,prot_g,10.2,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,700,Mactra violacea,prot_g,13.6,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,701,Mactra violacea,prot_g,11.7,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,702,Mactra violacea,prot_g,11.9,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,703,Mactra violacea,prot_g,11.4,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,704,Mactra violacea,prot_g,11.3,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,705,Mactra violacea,prot_g,12.4,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,706,Mactra violacea,prot_g,12.5,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,707,Mactra violacea,prot_g,11.8,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,708,Mactra violacea,prot_g,11.8,mollusc,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1495,Metacarcinus magister,prot_g,19.3,crustacean,NA,22.5,22.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1496,Metacarcinus magister,prot_g,18.4,crustacean,NA,22.5,22.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1537,Microstomus pacificus,prot_g,16.8,finfish,NA,73.08333333,62.0,3.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,40.0,NA,56527,NA,2850,NA,76.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.34,3.22,0.137,0.44,NA,NA,NA,NA,3500.0,NA,56527,NA
"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561",790,Mystus vittatus,prot_g,15.62,finfish,22.816667,21.0,21.0,3.97,variable,mainly animals (troph. 2.8 and up),NA,21.0,NA,NA,NA,NA,NA,4833,NA,21.0,3.1,900184,59235,NA,demersal,NA,-1,NA,-1,3.97,3.14,0.116,0.65,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",805,Nephrops norvegicus,prot_g,20.4,crustacean,37.017954,8.0,8.0,NaN,NA,NA,NA,8.0,2.8,NA,NA,NA,NA,NA,NA,8.0,2.88,901195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",806,Nephrops norvegicus,prot_g,21.2,crustacean,37.017954,8.0,8.0,NaN,NA,NA,NA,8.0,2.8,NA,NA,NA,NA,NA,NA,8.0,2.88,901196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1634,Octopodidae,prot_g,13.2,mollusc,NA,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",818,Octopus vulgaris,prot_g,14.83,mollusc,34.553128,88.0,88.0,NaN,NA,NA,NA,32.0,NA,NA,NA,NA,NA,NA,NA,32.0,3.55,901220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",819,Octopus vulgaris,prot_g,14.78,mollusc,34.553128,88.0,88.0,NaN,NA,NA,NA,32.0,NA,NA,NA,NA,NA,NA,NA,32.0,3.55,901221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",820,Octopus vulgaris,prot_g,15.28,mollusc,34.553128,88.0,88.0,NaN,NA,NA,NA,32.0,NA,NA,NA,NA,NA,NA,NA,32.0,3.55,901222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biandolino F., Portacci G., Prato E. (2010). Influence of natural diet on growth and biochemical composition of Octopus vulgaris Cuvier, 1797. Aqucult Int 18: 1163-1175",1576,Octopus vulgaris,prot_g,10.2,mollusc,NA,88.0,88.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1548,Oncorhynchus clarkii,prot_g,19.9,finfish,NA,99.0,NaN,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,NA,NA,NA,NA,12204,NA,99.0,NA,NA,52559,NA,demersal,NA,-1,NA,-1,3.77,NA,NA,0.56,NA,NA,NA,NA,18600.0,NA,9988,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1531,Oncorhynchus gorbuscha,prot_g,19.0,finfish,NA,75.125,71.33333333,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,50.5,NA,12193,NA,9015,NA,76.0,NA,NA,240,NA,demersal,NA,-1,NA,-1,3.39,4.49,0.35,0.52,NA,NA,NA,NA,6800.0,NA,27436,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1529,Oncorhynchus keta,prot_g,21.3,finfish,NA,100.0,100.0,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,58.0,NA,3561,NA,559,NA,100.0,NA,NA,9027,NA,benthopelagic,NA,-1,NA,-1,3.42,3.74,0.187,0.41,NA,NA,NA,NA,15870.0,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1532,Oncorhynchus kisutch,prot_g,21.7,finfish,NA,104.625,98.0,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,71.0,NA,593,65.5,40637,NA,107.95,NA,NA,1998,NA,demersal,NA,-1,NA,-1,4.18,NA,NA,0.7,NA,NA,NA,NA,15170.0,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1550,Oncorhynchus mykiss,prot_g,21.1,finfish,NA,121.9166667,120.0,3.53,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,60.0,NA,5504,NA,96339,NA,122.0,NA,NA,26523,NA,benthopelagic,NA,-1,NA,-1,3.53,4.08,0.281,0.63,NA,NA,NA,NA,25400.0,NA,7251,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1533,Oncorhynchus nerka,prot_g,21.3,finfish,NA,84.0,84.0,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),anadromous,NaN,NA,45.0,58,9988,71.0,5723,NA,84.0,NA,NA,NA,NA,pelagic-oceanic,NA,-1,NA,-1,3.23,3.54,0.163,0.35,NA,NA,NA,NA,7710.0,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1530,Oncorhynchus tshawytscha,prot_g,19.5,finfish,NA,146.375,140.3333333,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,70.0,NA,9258,NA,40637,NA,150.0,NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,3.83,4.4,0.66,0.67,NA,NA,NA,NA,61400.0,NA,27547,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1494,Ophiodon elongatus,prot_g,17.6,finfish,NA,148.625,138.5,4.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,NA,NA,NA,NA,2850,NA,152.0,NA,NA,NA,NA,demersal,NA,0,NA,0,4.32,NA,NA,0.72,NA,NA,NA,NA,59110.0,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1511,Ostrea lurida,prot_g,10.6,mollusc,NA,NaN,9.0,NaN,filtering plankton,mainly plants/detritus (troph. 2-2.19),NA,9.0,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,filtering plankton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1535,Pandalus borealis,prot_g,18.1,crustacean,NA,14.0,14.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1505,Panopea generosa,prot_g,15.9,mollusc,NA,17.5,17.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1506,Panopea generosa,prot_g,15.0,mollusc,NA,17.5,17.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1497,Paralithodes camtschaticus,prot_g,11.6,crustacean,NA,40.0,40.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1498,Paralithodes camtschaticus,prot_g,13.5,crustacean,NA,40.0,40.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1499,Paralithodes camtschaticus,prot_g,18.2,crustacean,NA,40.0,40.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",891,Parapenaeus longirostris,prot_g,20.8,crustacean,37.017954,4.0,4.0,NaN,NA,NA,NA,4.0,2.5,NA,NA,NA,NA,NA,NA,4.0,3.31,901193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",892,Parapenaeus longirostris,prot_g,21.3,crustacean,37.017954,4.0,4.0,NaN,NA,NA,NA,4.0,2.5,NA,NA,NA,NA,NA,NA,4.0,3.31,901194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1538,Parophrys vetulus,prot_g,16.8,finfish,NA,49.0,49.0,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,33.0,NA,56527,57.0,6885,NA,49.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.39,NA,NA,0.46,NA,NA,NA,NA,1500.0,NA,56527,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",264,Patagonotothen ramsayi,prot_g,16.97,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900513,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",264,Patagonotothen ramsayi,prot_g,16.97,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900513,47657,NA,benthopelagic,0,0,1,0,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",896,Patagonotothen ramsayi,prot_g,13.96,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900511,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",896,Patagonotothen ramsayi,prot_g,13.96,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900511,47657,NA,benthopelagic,0,0,1,0,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",897,Patagonotothen ramsayi,prot_g,17.95,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900510,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",897,Patagonotothen ramsayi,prot_g,17.95,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900510,47657,NA,benthopelagic,0,0,1,0,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",898,Patagonotothen ramsayi,prot_g,17.92,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900512,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",898,Patagonotothen ramsayi,prot_g,17.92,finfish,51.796253,44.0,44.0,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44.0,NA,NA,NA,NA,NA,7226,NA,44.0,3.5,900512,47657,NA,benthopelagic,0,0,1,0,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
