seanuts_id2,food_item_id_2,database,biblioid,biblioid.x,biblioid.y,biblioid_y,nutrient_ref,species_name,subgroup,food_name_clean,prot_g,protcnt_g,protein_g,fat_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,fapun3,fapun_all_g
444,900718,NA,NA,NA,NA,fi118,NA,Clarias gariepinus,Finfish,African_catfish_wild_large_size_skin_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,7.031297,7.031297,NA,http://www.fishbase.org/summary/Clarias-gariepinus.html,0.00692,3.0,NA,Miscellaneous freshwater fishes,NA,Nov-93,NA,NA,NA,NA,NA
445,900010,NA,NA,NA,NA,fi2,NA,Clarias macrocephalus,Finfish,Walking_catfish_wild_muscle_fillet_raw,NA,17.8,NA,14.7,NA,NA,NA,NA,NA,3.2,NA,NA,15.484682,15.484682,NA,http://www.fishbase.org/summary/4805,0.00776,3.01,NA,Miscellaneous freshwater fishes,NA,May-Oct,NA,NA,NA,NA,NA
446,900212,NA,NA,NA,NA,fi46,NA,Clarias macrocephalus,Finfish,Walking_catfish_wild_boneless_skinless_fillet_raw,NA,NA,NA,1.03,0.025603087,0.048670405,NA,NA,NA,3.2,NA,NA,15.116386,15.116386,NA,http://www.fishbase.org/summary/4806,0.00776,3.01,NA,Miscellaneous freshwater fishes,NA,wet season,NA,NA,NA,0.134722953,0.350590514
447,900213,NA,NA,NA,NA,fi46,NA,Clarias macrocephalus,Finfish,Walking_catfish_wild_boneless_skinless_fillet_raw,NA,NA,NA,1.03,0.030511027,0.057750094,NA,NA,NA,3.2,NA,NA,15.072255,15.072255,NA,http://www.fishbase.org/summary/4807,0.00776,3.01,NA,Miscellaneous freshwater fishes,NA,wet season,NA,NA,NA,0.146665607,0.393698587
448,900214,NA,NA,NA,NA,fi46,NA,Clarias macrocephalus,Finfish,Walking_catfish_wild_boneless_skinless_fillet_raw,NA,NA,NA,1.03,0.021431338,0.053660144,NA,NA,NA,3.2,NA,NA,14.761942,14.761942,NA,http://www.fishbase.org/summary/4808,0.00776,3.01,NA,Miscellaneous freshwater fishes,NA,wet season,NA,NA,NA,0.122289505,0.324251236
449,900399,NA,NA,NA,NA,fi74,NA,Clupea harengus membras,Finfish,Herring_wild_skinless_fillet_frozen,NA,18.1,NA,3.7,0.205817752,0.679594407,NA,NA,NA,3.4,NA,NA,55.028022,55.028022,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=24,0.00646,3.05,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,1.143564904,1.352296727
450,900673,NA,NA,NA,NA,fi105,NA,Clupea harengus,Finfish,Herring_wild_skinless_fillet_raw,NA,NA,NA,8.4,NA,NA,NA,NA,NA,3.23,NA,NA,60.657778,60.657778,NA,NA,0.0049,3.088999987,NA,"Herrings, sardines, anchovies",NA,01-Sep,NA,NA,NA,NA,NA
451,900672,NA,NA,NA,NA,fi105,NA,Clupea harengus,Finfish,Herring_wild_skinless_fillet_raw,NA,NA,NA,7.3,NA,NA,NA,NA,NA,3.23,NA,NA,60.657778,60.657778,NA,NA,0.0049,3.088999987,NA,"Herrings, sardines, anchovies",NA,01-Sep,NA,NA,NA,NA,NA
452,900770,NA,NA,NA,NA,fi119,NA,Clupea harengus membras,Finfish,Baltic_herring_wild_skin-on_fillet_raw,NA,NA,NA,5.7,NA,NA,NA,NA,NA,3.4,NA,NA,61.92411,61.92411,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=25,0.00646,3.05,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,NA,NA
453,900771,NA,NA,NA,NA,fi119,NA,Clupea harengus membras,Finfish,Baltic_herring_wild_skin-on_fillet_raw,NA,NA,NA,15.4,NA,NA,NA,NA,NA,3.4,NA,NA,61.92411,61.92411,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=26,0.00646,3.05,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,NA,NA
454,900799,NA,NA,NA,NA,fi122,NA,Clupea harengus membras,Finfish,Baltic_herring_wild_skin-on_fillet_raw,NA,NA,NA,11.8,NA,NA,NA,NA,NA,3.4,NA,NA,61.92411,61.92411,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=27,0.00646,3.05,NA,"Herrings, sardines, anchovies",NA,Oct-93,NA,NA,NA,NA,NA
455,900800,NA,NA,NA,NA,fi122,NA,Clupea harengus membras,Finfish,Baltic_herring_wild_skin-on_fillet_raw,NA,NA,NA,5.7,NA,NA,NA,NA,NA,3.4,NA,NA,61.92411,61.92411,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=28,0.00646,3.05,NA,"Herrings, sardines, anchovies",NA,May-93,NA,NA,NA,NA,NA
456,900940,NA,NA,NA,NA,fi146,NA,Clupea harengus pallasi,Finfish,Herring_wild_skinless_dorsal_fillet_frozen,NA,NA,NA,NA,0.146682,0.32103,NA,NA,NA,3.2,NA,NA,57.891497,57.891497,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=30,0.00646,3.05,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,0.33147,NA
457,900305,NA,NA,NA,NA,fi59,NA,Clupea harengus pallasi,Finfish,Pacific_hering_wild_skinless_fillet_raw,NA,NA,NA,10.78,0.866548276,0.850684692,NA,NA,NA,3.2,19.2,NA,53.726668,53.726668,NA,http://www.fishbase.org/summary/Clupea-pallasii+pallasii.html,0.00759,3.07,NA,"Herrings, sardines, anchovies",NA,Summer,NA,NA,NA,2.041444966,2.400358554
458,900853,NA,NA,NA,NA,fi129,NA,Clupeoides borneensis,Finfish,Borneo_river_sprat_wild_whole_fish_full_grown_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,12.265754,12.265754,NA,http://www.fishbase.org/summary/Clupeoides-borneensis.html,0.00933,3.06,NA,Miscellaneous freshwater fishes,NA,"Oct, Nov 2001",NA,NA,NA,NA,NA
459,900141,NA,NA,NA,NA,fi27,NA,Clupeonella cultriventris caspia,Finfish,Common_kilka_wild_edible_flesh_raw,NA,NA,NA,10.23,0.533070153,NA,NA,NA,NA,3.0,10.0,NA,35.707481,35.707481,NA,http://www.fishbase.org/summary/Clupeonella-cultriventris.html,0.00813,3.09,NA,Shads,NA,06-Nov,NA,NA,NA,NA,1.826728937
460,902253,NA,NA,NA,NA,fi199,NA,Colisa fasciatus,Finfish,Banded_gourami_edible_parts_eyes_included_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,24.4333,24.4333,NA,http://www.fishbase.org/summary/Colisa-fasciata.html,0.01202,3.03,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA
461,902235,NA,NA,NA,NA,fi199,NA,Colisha lalius,Finfish,edible_parts_eyes_included_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,24.4333,24.4333,NA,http://www.fishbase.org/summary/4774,0.01,3.04,NA,"Carps, barbels and other cyprinids",NA,"Sep, Oct",NA,NA,NA,NA,NA
462,900815,NA,NA,NA,NA,fi122,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,3.2,NA,NA,NA,NA,NA,3.02,NA,NA,61.341081,61.341081,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,Oct-93,NA,NA,NA,NA,NA
463,900819,NA,NA,NA,NA,fi122,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,4.4,NA,NA,NA,NA,NA,3.02,NA,NA,61.508114,61.508114,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,NA,NA
464,900817,NA,NA,NA,NA,fi122,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,3.7,NA,NA,NA,NA,NA,3.02,NA,NA,61.508114,61.508114,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,Oct-93,NA,NA,NA,NA,NA
465,900763,NA,NA,NA,NA,fi119,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,4.9,NA,NA,NA,NA,NA,3.02,NA,NA,61.92411,61.92411,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,NA,NA,NA,NA,NA,NA
466,900762,NA,NA,NA,NA,fi119,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,5.0,NA,NA,NA,NA,NA,3.02,NA,NA,61.92411,61.92411,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,NA,NA,NA,NA,NA,NA
467,900818,NA,NA,NA,NA,fi122,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,3.6,NA,NA,NA,NA,NA,3.02,NA,NA,61.508114,61.508114,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,NA,NA
468,900816,NA,NA,NA,NA,fi122,NA,Coregonus albula,Finfish,Vendace_wild_skin-on_fillet_raw,NA,NA,NA,3.4,NA,NA,NA,NA,NA,3.02,NA,NA,61.341081,61.341081,NA,NA,0.005,3.200000048,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,NA,NA
469,900192,NA,NA,NA,NA,fi35,NA,Coregonus macrophthalmus,Finfish,Whitefish_wild_fillets_raw,NA,NA,NA,4.3,0.4758747,0.2940364,NA,NA,NA,3.3,27.6,NA,45.967622,45.967622,NA,http://www.fishbase.org/summary/Coregonus-macrophthalmus.html,0.00447,3.19,NA,"Salmons, trouts, smelts",NA,"May, Sep 1993",NA,NA,NA,1.1722767,1.6094624
470,900193,NA,NA,NA,NA,fi35,NA,Coregonus macrophthalmus,Finfish,Whitefish_wild_fillets_raw,NA,NA,NA,6.0,0.529135,0.332755,NA,NA,NA,3.3,30.4,NA,46.910675,46.910675,NA,http://www.fishbase.org/summary/Coregonus-macrophthalmus.html,0.00447,3.19,NA,"Salmons, trouts, smelts",NA,Aug-93,NA,NA,NA,1.696505,2.372925
471,900191,NA,NA,NA,NA,fi35,NA,Coregonus forma hybrida,Finfish,Whitefishes_wild_2yr_fillets_raw,NA,NA,NA,2.1,0.1961604,0.145304,NA,NA,NA,3.1,31.6,NA,42.606001,42.606001,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,0.5539715,0.7392341
472,902193,NA,NA,NA,NA,fi122,NA,Coregonus sp.,Finfish,Whitefish_wild_skinless_fillet_raw,NA,NA,NA,2.2,NA,NA,NA,NA,NA,3.1,NA,NA,61.92411,61.92411,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,Oct-93,NA,NA,NA,NA,NA
473,902196,NA,NA,NA,NA,fi122,NA,Coregonus sp.,Finfish,Whitefish_wild_skinless_fillet_raw,NA,NA,NA,1.7,NA,NA,NA,NA,NA,3.1,NA,NA,61.341081,61.341081,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,NA,NA
474,902197,NA,NA,NA,NA,fi122,NA,Coregonus sp.,Finfish,Whitefish_wild_skinless_fillet_raw,NA,NA,NA,2.7,NA,NA,NA,NA,NA,3.1,NA,NA,61.508114,61.508114,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,Oct-93,NA,NA,NA,NA,NA
475,902198,NA,NA,NA,NA,fi122,NA,Coregonus sp.,Finfish,Whitefish_wild_skinless_fillet_raw,NA,NA,NA,1.4,NA,NA,NA,NA,NA,3.1,NA,NA,61.508114,61.508114,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,NA,NA
476,902195,NA,NA,NA,NA,fi122,NA,Coregonus sp.,Finfish,Whitefish_wild_skinless_fillet_raw,NA,NA,NA,2.9,NA,NA,NA,NA,NA,3.1,NA,NA,61.341081,61.341081,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,Oct-93,NA,NA,NA,NA,NA
477,902194,NA,NA,NA,NA,fi122,NA,Coregonus sp.,Finfish,Whitefish_wild_skinless_fillet_raw,NA,NA,NA,2.3,NA,NA,NA,NA,NA,3.1,NA,NA,61.92411,61.92411,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=234&AT=whitefish,0.00562,3.21,NA,"Salmons, trouts, smelts",NA,May-93,NA,NA,NA,NA,NA
478,902249,NA,NA,NA,NA,fi199,NA,Corica soborna,Finfish,Ganges_river_sprat_edible_parts_eyes_included_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,24.4333,24.4333,NA,http://www.fishbase.org/summary/1566,0.00759,3.01,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA
479,902250,NA,NA,NA,NA,fi199,NA,Corica soborna,Finfish,Ganges_river_sprat_edible_parts_eyes_included_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,24.4333,24.4333,NA,http://www.fishbase.org/summary/1567,0.00759,3.01,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA
480,902251,NA,NA,NA,NA,fi199,NA,Corica soborna,Finfish,Ganges_river_sprat_edible_parts_eyes_included_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,24.4333,24.4333,NA,http://www.fishbase.org/summary/1568,0.00759,3.01,NA,Miscellaneous freshwater fishes,NA,"Sep, Oct",NA,NA,NA,NA,NA
481,901162,NA,NA,NA,NA,fi206,NA,Crangon crangon,Crustacean,Brown_shrimp_wild_deheaded_peeled_raw,NA,18.47,NA,0.95,0.07489008,0.05958176,NA,NA,NA,3.19,5.0,NA,41.607228,41.607228,NA,NA,0.02442,2.647,NA,"Shrimps, prawns",NA,07-Jun,NA,NA,NA,0.14145904,0.184208
482,900999,NA,NA,NA,NA,fi156,NA,Crassostrea gigas,Molluscs,Oyster_wild_raw,NA,7.76,NA,2.85,NA,NA,NA,NA,NA,2.0,NA,NA,46.539543,46.539543,NA,NA,1.9e-4,2.864,NA,Oysters,NA,Nov-78,NA,NA,NA,NA,NA
483,901132,NA,NA,NA,NA,fi193,NA,Crassostrea rhizophorae,Molluscs,Mangrove_oyster_wild_meat_removed_from_shell_raw,NA,9.3,NA,1.5,0.110386,0.072832,NA,NA,NA,2.0,NA,NA,23.038433,-23.038433,NA,NA,NA,NA,NA,Oysters,NA,Autumn,NA,NA,NA,0.240118,0.309536
484,901133,NA,NA,NA,NA,fi193,NA,Crassostrea rhizophorae,Molluscs,Mangrove_oyster_wild_meat_removed_from_shell_raw,NA,9.6,NA,2.0,0.164832,0.079184,NA,NA,NA,2.0,NA,NA,23.038433,-23.038433,NA,NA,NA,NA,NA,Oysters,NA,Winter,NA,NA,NA,0.310272,0.41208
485,901131,NA,NA,NA,NA,fi193,NA,Crassostrea rhizophorae,Molluscs,Mangrove_oyster_wild_meat_removed_from_shell_raw,NA,9.9,NA,1.6,0.055512,0.0320736,NA,NA,NA,2.0,NA,NA,23.038433,-23.038433,NA,NA,NA,NA,NA,Oysters,NA,Summer,NA,NA,NA,0.1393968,0.1936752
486,901130,NA,NA,NA,NA,fi193,NA,Crassostrea rhizophorae,Molluscs,Mangrove_oyster_wild_meat_removed_from_shell_raw,NA,10.2,NA,1.5,0.120628,0.063728,NA,NA,NA,2.0,NA,NA,23.038433,-23.038433,NA,NA,NA,NA,NA,Oysters,NA,Spring,NA,NA,NA,0.224186,0.279948
487,900794,NA,NA,NA,NA,fi120,NA,Crassostrea virginica,Molluscs,Eastern_Oysters_wild_raw,NA,5.6,NA,1.2,NA,NA,NA,NA,NA,2.0,NA,NA,38.343306,38.343306,NA,NA,NA,NA,NA,Oysters,NA,Mar-89,NA,NA,NA,NA,NA
488,900795,NA,NA,NA,NA,fi120,NA,Crassostrea virginica,Molluscs,Eastern_Oysters_wild_raw,NA,6.3,NA,1.2,NA,NA,NA,NA,NA,2.0,NA,NA,38.343306,38.343306,NA,NA,NA,NA,NA,Oysters,NA,Oct-89,NA,NA,NA,NA,NA
489,901278,NA,NA,NA,NA,im11,NA,Cyclopterus lumpus,Finfish,Lumpsucker_wild_male_fillet_raw,NA,NA,NA,26.5,1.988751156,2.012968768,NA,NA,NA,3.9,NA,NA,63.968654,63.968654,NA,http://www.fishbase.org/summary/Cyclopterus-lumpus.html,0.02291,3.01,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,5.324418984,5.720218972
490,901280,NA,NA,NA,NA,im11,NA,Cyclopterus lumpus,Finfish,Lumpsucker_wild_male_fillet_raw,NA,NA,NA,20.2,1.39754671,1.463037526,NA,NA,NA,3.9,NA,NA,63.968654,63.968654,NA,http://www.fishbase.org/summary/Cyclopterus-lumpus.html,0.02291,3.01,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,3.8334683959999998,4.128280033
491,901279,NA,NA,NA,NA,im11,NA,Cyclopterus lumpus,Finfish,Lumpsucker_wild_male_fillet_raw,NA,NA,NA,21.8,1.436085114,1.522607588,NA,NA,NA,3.9,NA,NA,63.968654,63.968654,NA,http://www.fishbase.org/summary/Cyclopterus-lumpus.html,0.02291,3.01,NA,Miscellaneous demersal fishes,NA,NA,NA,NA,NA,4.046292838,4.382480028
492,900546,NA,NA,NA,NA,fi88,NA,Cynoglossus arel,Finfish,Large-scale_tongue_sole_wild_fillet_raw,NA,18.49,NA,0.7,NA,NA,NA,NA,NA,3.3,NA,NA,3.144341,3.144341,NA,http://www.fishbase.org/summary/7523,0.00437,3.06,NA,"Flounders, halibuts, soles",NA,NA,NA,NA,NA,NA,NA
493,900957,NA,NA,NA,NA,fi149,NA,Cynoscion arenarius,Finfish,Sand_weakfish_wild_edible_portion_raw,NA,18.34,NA,3.2,NA,NA,NA,NA,NA,4.2,NA,NA,19.173773,19.173773,NA,http://www.fishbase.org/summary/1170,0.01259,3.11,NA,Miscellaneous coastal fishes,NA,"Sep, Oct 1994, Jan 1995",NA,NA,NA,NA,NA
494,900887,NA,NA,NA,NA,fi131,NA,Cynoscion jamaicensis,Finfish,Jamaica_weakfish_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA,1.4,0.1792,0.2324,NA,NA,NA,3.8,NA,NA,23.372169,-23.372169,NA,http://www.fishbase.org/summary/1171,0.00832,3.07,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,0.4676,NA
495,900965,NA,NA,NA,NA,fi149,NA,Cynoscion nothus,Finfish,silver_seatrout_wild_edible_portion_raw,NA,18.69,NA,1.3,NA,NA,NA,NA,NA,4.0,NA,NA,19.173773,19.173773,NA,http://www.fishbase.org/summary/Cynoscion-nothus.html,0.01202,3.01,NA,Miscellaneous coastal fishes,NA,"Oct, Nov 1994",NA,NA,NA,NA,NA
496,900855,NA,NA,NA,NA,fi129,NA,Parachela siamensis,Finfish,whole_fish_wild_full_grown_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,12.265754,12.265754,NA,http://www.fishbase.org/summary/27043,0.00389,3.12,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,NA,NA
497,900858,NA,NA,NA,NA,fi129,NA,Parachela siamensis,Finfish,edible_part_wild_head_included_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,12.265754,12.265754,NA,http://www.fishbase.org/summary/27043,0.00389,3.12,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,NA,NA
498,900859,NA,NA,NA,NA,fi129,NA,Parachela siamensis,Finfish,edible_part_wild_head_excluded_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,12.265754,12.265754,NA,http://www.fishbase.org/summary/27043,0.00389,3.12,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,NA,NA
499,900857,NA,NA,NA,NA,fi129,NA,Parachela siamensis,Finfish,whole_fish_wild_full_grown_and_juvenile_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,12.265754,12.265754,NA,http://www.fishbase.org/summary/27043,0.00389,3.12,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,NA,NA
500,900856,NA,NA,NA,NA,fi129,NA,Parachela siamensis,Finfish,whole_fish_wild_juvenile_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,12.265754,12.265754,NA,http://www.fishbase.org/summary/27043,0.00389,3.12,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,NA,NA
501,900221,NA,NA,NA,NA,fi46,NA,Rasbora borapetensis,Finfish,Blackline_rasbora_wild_boneless_skinless_fillet_raw,NA,NA,NA,0.86,0.014770112,0.06626769,NA,NA,NA,3.3,NA,NA,15.190255,15.190255,NA,http://www.fishbase.se/summary/10834,0.00457,3.08,NA,"Carps, barbels and other cyprinids",NA,wet season,NA,NA,NA,0.12890879,0.244761856
502,900222,NA,NA,NA,NA,fi46,NA,Rasbora borapetensis,Finfish,Blackline_rasbora_wild_boneless_skinless_fillet_raw,NA,NA,NA,0.86,0.015297616,0.06626769,NA,NA,NA,3.3,NA,NA,14.967522,14.967522,NA,http://www.fishbase.se/summary/10834,0.00457,3.08,NA,"Carps, barbels and other cyprinids",NA,wet season,NA,NA,NA,0.12890879,0.244761856
503,900710,NA,NA,NA,NA,fi118,NA,Labeobarbus intermedius,Finfish,Barbus_wild_small_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,7.031297,7.031297,NA,http://www.fishbase.org/summary/Labeobarbus-intermedius.html,0.01122,2.99,NA,"Carps, barbels and other cyprinids",NA,Nov-93,NA,NA,NA,NA,NA
504,900711,NA,NA,NA,NA,fi118,NA,Labeobarbus intermedius,Finfish,Barbus_wild_medium_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,7.031297,7.031297,NA,http://www.fishbase.org/summary/Labeobarbus-intermedius.html,0.01122,2.99,NA,"Carps, barbels and other cyprinids",NA,Nov-93,NA,NA,NA,NA,NA
505,900712,NA,NA,NA,NA,fi118,NA,Labeobarbus intermedius,Finfish,Barbus_wild_large_size_dorsal_muscle_fillet_skinless_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,7.031297,7.031297,NA,http://www.fishbase.org/summary/Labeobarbus-intermedius.html,0.01122,2.99,NA,"Carps, barbels and other cyprinids",NA,Nov-93,NA,NA,NA,NA,NA
506,900085,NA,NA,NA,NA,fi16,NA,Cyprinus carpio,Finfish,Common_carp_wild_boneless_fillet_raw,NA,18.34,NA,3.5,NA,NA,NA,1.25,NA,3.0,NA,NA,36.967401,36.967401,NA,http://www.fishbase.org/summary/1451,0.02089,2.91,NA,"Carps, barbels and other cyprinids",NA,NA,NA,NA,NA,NA,NA
507,900139,NA,NA,NA,NA,fi27,NA,Cyprinus carpio,Finfish,Common_carp_wild_edible_flesh_raw,NA,NA,NA,3.61,0.171254403,NA,NA,NA,NA,3.0,40.0,NA,35.707481,35.707481,NA,http://www.fishbase.org/summary/1450,0.02089,2.91,NA,"Carps, barbels and other cyprinids",NA,06-Nov,NA,NA,NA,NA,0.507957975
508,900186,NA,NA,NA,NA,fi34,NA,Cyprinus carpio,Finfish,Common_carp_wild_muscle_tissue_raw,NA,NA,NA,0.88,0.039733144,0.055667084,NA,NA,NA,3.0,NA,NA,37.0,37.0,NA,http://www.fishbase.org/summary/1453,0.02089,2.91,NA,"Carps, barbels and other cyprinids",NA,NA,NA,NA,NA,0.12069112,0.23256772
509,900226,NA,NA,NA,NA,fi47,NA,Cyprinus carpio,Finfish,Carp_wild_skinless_boneless_fillet_raw,NA,NA,NA,1.4,0.011632,0.05816,NA,NA,NA,3.0,NA,NA,41.53,41.53,NA,http://www.fishbase.org/summary/1454,0.02089,2.91,NA,"Carps, barbels and other cyprinids",NA,Jul-Aug 1987,NA,NA,NA,0.1675008,NA
510,901031,NA,NA,NA,NA,fi166,NA,Menticirrhus americanus,Finfish,Southern_stingray_wild_fillet_center_of_pectoral_fin_raw,NA,23.9,NA,0.62,0.0133,0.0553,NA,NA,NA,3.5,NA,NA,30.235901,30.235901,200.0,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=1247,0.00776,3.08,NA,"Sharks, rays, chimaeras",NA,"Jun, Aug _Summer 1990",NA,NA,NA,0.0887,0.13
511,901030,NA,NA,NA,NA,fi166,NA,Menticirrhus americanus,Finfish,Southern_stingray_wild_fillet_center_of_pectoral_fin_raw,NA,25.5,NA,0.58,0.01,0.084,NA,NA,NA,3.5,NA,NA,30.211137,30.211137,200.0,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=1247,0.00776,3.08,NA,"Sharks, rays, chimaeras",NA,May _Spring 1988,NA,NA,NA,0.13,0.204
512,901029,NA,NA,NA,NA,fi166,NA,Dasyatis sabina,Finfish,Atlantic_stingray_wild_male_fillet_center_of_pectoral_fin_raw,NA,22.0,NA,0.45,0.0074,0.047,NA,NA,NA,3.5,NA,NA,30.308808,30.308808,NA,NA,NA,NA,NA,"Sharks, rays, chimaeras",NA,Oct _Fall 1990,NA,NA,NA,0.068,0.12
513,901028,NA,NA,NA,NA,fi166,NA,Dasyatis sabina,Finfish,Atlantic_stingray_wild_male_fillet_center_of_pectoral_fin_raw,NA,24.0,NA,0.46,0.007,0.059,NA,NA,NA,3.5,NA,NA,25.304304,25.304304,NA,NA,NA,NA,NA,"Sharks, rays, chimaeras",NA,Jun _Summer 1990,NA,NA,NA,0.09,0.13
514,900081,NA,NA,NA,NA,fi11,NA,Deania calcea,Finfish,Birdbeak_dogfish_wild_dorsal_muscle_raw,NA,22.6,NA,0.9,NA,NA,NA,NA,NA,4.3,NA,NA,57.596278,57.596278,NA,http://www.fishbase.org/summary/670,0.00229,3.13,NA,"Sharks, rays, chimaeras",NA,NA,NA,NA,NA,NA,NA
515,900914,NA,NA,NA,NA,fi138,NA,Decapterus punctatus,Finfish,Round_scad_wild_fillet_frozen,NA,21.5,NA,2.3,0.10575312,0.7470817,NA,NA,NA,4.3,18.2,NA,25.304304,25.304304,NA,http://www.fishbase.org/summary/995,0.01288,2.97,NA,Miscellaneous pelagic fishes,NA,Oct-92,NA,NA,NA,0.9233369,1.1096066
516,900913,NA,NA,NA,NA,fi138,NA,Decapterus punctatus,Finfish,Round_scad_wild_fillet_frozen,NA,22.6,NA,1.2,0.05849834,0.30967986,NA,NA,NA,4.3,16.6,NA,25.304304,25.304304,NA,http://www.fishbase.org/summary/994,0.01288,2.97,NA,Miscellaneous pelagic fishes,NA,Apr-91,NA,NA,NA,0.3945464,0.4316572
517,900306,NA,NA,NA,NA,fi60,NA,Dentex dentex,Finfish,Common_dentex_wild_fillet_raw,NA,21.95,NA,1.61,0.05028781,0.124360395,NA,NA,NA,4.5,27.16,NA,38.483333,38.483333,NA,NA,0.017069999,3.028000116,NA,Miscellaneous coastal fishes,NA,06-Apr,NA,NA,NA,0.100847446,0.293164341
