culture,page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,8,NA,NA,NA,20,4.6,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,13,67,1.09,1.9,20.5,3.36,NA,1.2,0.7,31,0.138,0.43
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,63,67,1.08,0.7,20.5,3.46,NA,1.24,0.158,31,0.167,0.42
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,1.05
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,liver,raw,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,liver,raw,33,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,29,NA,NA,NA,13.7,2.1,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,27,32,1.28,2.37,20.7,6.8,NA,NA,0.21,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,whole,raw,27,NA,11.8,3392,18.9,9.3,NA,NA,0.77,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,eggs,raw,27,NA,NA,NA,27.8,9,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,eggs,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459,1.44
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,79,51,1.1,1.5,18.4,5.8,1.1,2.2,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,56,NA,NA,NA,18.8,3.1,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,72,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Steelhead Trout,Oncorhynchus mykiss irideus,muscle,raw,58,NA,NA,NA,21,11,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,NA,NA,NA,NA,2,NA,0.4,NA,NA,0.1,0.2
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,14.3,0.471,0.226,18.6,3.41,NA,NA,0.018,50,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,NA,NA,NA,NA,2.7,NA,0.9,NA,NA,0.2,0.2
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,4.7,0.8,0.2,16.6,1.5,0.58,0.93,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,15.6,5.2,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,NA,NA,NA,17.1,5.6,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,56,NA,NA,NA,21.5,3.4,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,80,1.2,1.4,20,2.5,0.3,0.7,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,NA,NA,NA,18.5,1.6,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,9.3,0.5,0.3,23.5,1.8,NA,NA,NA,21,0.112,0.322
Dogrib,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,38,0.46,1.2,18.6,2.6,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,13,NA,1.3,19.7,2,NA,0.9,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,NA,NA,NA,15.9,2.1,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,NA,NA,NA,19.9,6,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,82,20,0.44,0.7,20,3.3,NA,0.11,0.04,30,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,27,20,0.46,1,18.5,2.9,NA,NA,0.05,25,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,32,NA,NA,NA,22.2,4.1,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,24,10,0.3,0.4,19,7,NA,NA,0.02,33,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,29,NA,NA,NA,10.8,3.1,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,20,NA,NA,NA,NA,6.9,NA,NA,NA,NA,0.2,0.2
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,79,16,NA,0.2,18.2,11.8,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,27,NA,NA,NA,19.9,6.8,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,23,NA,NA,NA,NA,6,NA,2.2,NA,NA,0.3,1
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,62,26,0.99,0.37,19.1,5.9,NA,2.15,0.067,33,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,9.4,0.8,0.5,18,0.7,NA,NA,0.01,21,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,40,0.4,0.5,18,4,NA,NA,0.03,25,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,43,6,0.5,0.25,15,1.1,0.5,0.7,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,20,NA,NA,NA,NA,1.9,NA,NA,NA,NA,0.1,0.1
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,24,40,4,3,22,11,NA,NA,0.2,34,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,43,35.9,3.2,0.37,11.4,7.7,0.33,1.55,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,20,NA,NA,NA,NA,11.4,NA,NA,NA,NA,0.4,0.7
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,esophagus,raw,24,NA,NA,NA,15,4.1,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,27,NA,1.3,NA,18.5,7.2,NA,NA,0.067,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,2,25.7,0.3,0.3,23.3,1.3,NA,NA,NA,17.2,0.059,0.251
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,tail,raw,20,NA,NA,NA,NA,5.1,NA,NA,NA,NA,0.2,0.2
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,offal,raw,27,NA,NA,NA,16.1,18.5,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,79,5,1.3,0.3,18.8,9,NA,3.6,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,13,NA,0.37,NA,19,1.91,NA,0.613,NA,NA,0.095,0.257
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,63,12,0.37,0.4,19,1.91,NA,0.613,0.067,17,0.095,0.257
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,43,11.2,1.1,0.46,14.1,3.4,0.65,1.3,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,27,12,NA,NA,19.4,3.2,NA,NA,NA,17,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,whole,raw,27,NA,NA,NA,17.4,6.8,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,offal,raw,27,NA,NA,NA,15.9,7.2,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,eggs,raw,43,28.7,5.4,0.22,4.5,14.4,0.24,3.1,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,79,30,NA,0.4,18.2,3.3,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,72,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,not specified,raw,86,11,NA,0.4,19,2,NA,NA,NA,NA,0.12,0.51
Dogrib,6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,20,NA,NA,NA,NA,3.9,NA,NA,NA,NA,0.3,0.3
Dogrib,6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,24,30,0.4,1,18,4,NA,NA,0.02,23,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,eggs,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,muscle,raw,34,NA,NA,NA,12.2,15.3,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,7,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,34,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,7,53,NA,8.6,11,4.4,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,34,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,7,54,NA,0.9,8,5,NA,NA,NA,NA,NA,NA
Dogrib,6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,34,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,82,NA,0.67,0.75,20.5,2.7,NA,NA,NA,30,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,21,40,NA,2.2,23,6,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,30,34,0.8,1.8,24.5,7.7,NA,NA,0.13,26,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,35,36,NA,8.2,20.8,5.2,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,62,7,NA,0.23,20.2,8.1,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,9,18.8,0.6,0.32,19.2,6.5,NA,NA,NA,21.3,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,4,7,0.6,0.7,21,3.3,NA,NA,0.01,29,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,37,NA,NA,NA,NA,3.3,NA,NA,NA,NA,0.4,0.2
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,53,11,0.4,0.3,18,2,NA,NA,0.01,30,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,60,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle + skin,raw,4,14,0.6,0.6,22,3.9,NA,NA,0.01,23,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,79,20,0.8,1,21.4,7.9,NA,0.9,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,not specified,raw,87,7,NA,0.2,20,8,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,2,7.2,0.6,0.7,20.2,7.2,NA,NA,NA,21,0.78,0.69
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,50,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,268,2.5,4.8,42,19,NA,NA,0.16,26,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,37,NA,NA,NA,NA,18.7,NA,NA,NA,NA,0.7,0.6
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,liver,raw,50,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA
Gwich'in,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,7,0.35,NA,1,20.5,1.5,NA,0.49,NA,NA,NA,NA
Gwich'in,6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,34,NA,NA,NA,20.7,2,NA,NA,NA,NA,NA,NA
Gwich'in,6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,53,31,0.7,1,20,1.9,NA,NA,0.04,63,0.1,0.1
Gwich'in,6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,11,532,NA,NA,23.4,1.6,NA,NA,NA,NA,NA,NA
Gwich'in,6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,33,532,NA,NA,23.4,1.6,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,40,NA,NA,NA,17.4,0.9,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,62,50,0.76,0.9,19.3,0.8,NA,0.3,0.7,32,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,23,NA,NA,NA,NA,0.8,NA,0.3,NA,NA,0.1,0.1
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,34,NA,NA,0.6,17.4,0.6,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,53,8,0.7,0.3,17,0.7,NA,NA,0.02,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,13,50,0.76,0.9,19.3,0.81,NA,0.297,0.7,32,0.07,0.096
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,63,50,0.76,0.9,19.3,0.81,NA,0.297,0.7,32,0.07,0.096
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,24,40,0.6,0.4,18,0.6,NA,NA,0.02,20,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,0.135
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,60,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,20,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.1
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,82,38,0.53,0.4,16.4,0.5,NA,0.012,0.04,21,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,53,4,1.6,2,10,24,NA,NA,0.11,17,0.7,1
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,24,10,2,2,8,34,NA,NA,0.05,9,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,20,NA,NA,NA,NA,35.7,NA,NA,NA,NA,0.8,0.8
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,0.773
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,53,8,2.4,1.3,18,14,NA,NA,0.04,16,1.2,1.8
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,not specified,raw,86,24,NA,0.3,18,1,NA,NA,NA,NA,0.07,0.1
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,1.14
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,20,NA,NA,NA,NA,1.2,NA,NA,NA,NA,0.1,0.1
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,24,212,1.8,0.8,24,1,NA,NA,0.1,22,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,27,NA,NA,NA,17.6,0.8,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,whole,raw,27,NA,NA,NA,15.2,3.7,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,56,NA,NA,NA,20.7,0.7,NA,NA,NA,NA,NA,NA
Gwich'in,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,72,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,7,NA,NA,NA,NA,9.3,NA,0.56,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,38,273,1.3,1.6,NA,16.7,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,5,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,21,50,NA,0.9,14,6,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,62,50,NA,0.9,14.6,6.2,NA,0,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,muscle,raw,55,NA,NA,NA,NA,1.2,0.32,NA,NA,NA,0.12,0.18
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,7,NA,NA,NA,NA,100,NA,2.37,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,5,NA,NA,NA,NA,98,19,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,38,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,39,6.8,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,oil,raw,21,NA,NA,NA,0,98,NA,NA,NA,NA,NA,NA
Gwich'in,6448,Fish,Searun Fish,Eulachon,Thaleichthys pacificus,whole,raw,7,NA,NA,NA,NA,6.9,NA,0.37,NA,NA,NA,NA
