ca_mg,fat_g,asfis_scientific_name.x.x,food_name_in_english.x.x,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup.x.x,country_region.x.x,type.x,isscaap.x.x,isscaap_cat,habitat,x3_alpha.x.x,food_name_in_own_language.x.x,processing.x.x,asfis_english_name.x.x,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g.x,fat_g.x,fatce_g.x,fat_g_2,fasat_g.x,fams_g.x,fapu_g,faun_g,fatrn_g.x,facid_g.x,fapun3_g.x,fapun6_g.x,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible.x,enerc_kj_original.x,enerc_kcal_original.x,enera_kcal.x,dm_g.x,water_g_2,xn.x,nt_g.x,protcnt_g.x,protcnp_g.x,prot_g.x,npro_g.x,nnp_mg.x,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,fe_mg,id_mcg.x,k_mg.x,mg_mg.x,mn_mg.x,se_mcg,hg_mcg,pb_mcg.x,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg.x,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid,subgroup.y,country_region.y,type.y,isscaap.y,x3_alpha.y,food_name_in_own_language.y,food_name_in_english.y,processing.y,scientific_name,asfis_english_name.y,asfis_scientific_name.y,asfis_scientific_name_fishbase_swap.x,asfis_scientific_name_fishbase_swap_in_progress,season.x,other.x,n.x,comments_on_data_processing_methods.x,publication_year.x,biblioid.x,compiler.x,latest_revision_in_version.x,fapu_g.x,faun_g.x,xfa_internal_use,facid_g.y,fapun3_g.y,fapun6_g.y,f20d5n3_g,f22d6n3_g,subgroup.x,country_region.x,type_farmed_wild.x,isscaap.x,x3_alpha.x,food_name_in_own_language.x,food_name_in_english.x,processing.x,scientific_name.x,asfis_english_name.x,asfis_scientific_name.x,season.y,other.y,n.y,comments_on_data_processing_methods.y,publication_year.y,biblioid.y,compiler.y,latest_revision_in_version.y,edible.y,enerc_kj_original.y,enerc_kcal_original.y,enera_kcal.y,dm_g.y,water_g.y,xn.y,nt_g.y,protcnt_g.y,protcnp_g.y,prot_g.y,npro_g.y,nnp_mg.y,fat_g.y,fat_g_2.y,fasat_g.y,fams_g.y,fatrn_g.y,choavldf_g,chocdf_g,cho_g,glyc_g,fibnd_g,fibc_g,id_mcg.y,k_mg.y,li_mcg,mg_mg.y,mn_mg.y,mo_mcg,na_mg,nacl_mg,ni_mcg,p_mg,al_mcg,as_mcg,ba_mcg,cd_mcg,pb_mcg.y,retolsum_mcg.y,vita_rae_mcg,vita_mcg,fafre_g,subgroup.y.y,country_region.y.y,type_farmed_wild.y,isscaap.y.y,x3_alpha.y.y,food_name_in_own_language.y.y,processing.y.y,scientific_name.y,asfis_english_name.y.y,asfis_scientific_name.y.y,asfis_scientific_name_fishbase_swap.y
976.77,NA,Hemiramphus spp,"cleaned fish, raw",NA,0.01,3.04,7.0,NA,http://www.fishbase.org/summary/11299,3.4,0.45,NA,NA,283,Dermogenys pusilla,901082,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,37,Miscellaneous pelagic fishes,freshwater,HAX,Phtong,r,Halfbeaks nei,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901082,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,23.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5828,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926.25,NA,Danio dangila,"cleaned fish, raw",NA,0.00708,3.07,15.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=24381&genusname=Danio&speciesname=dangila&AT=Danio+dangila&lang=English,3.0,0.4,NA,NA,272,Dangila sp.,902225,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,11,"Carps, barbels and other cyprinids",freshwater,DAD,Arch kok,r,NA,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902225,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,SE,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00925,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,Finfish,Bangladesh,NA,33,AIB,Chanda,"cleaned parts (according to traditional practices), raw",r,Parambassis ranga,Glassfishes,Ambassidae,Parambassis ranga,Parambassis ranga,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,33,AIB,Chanda,"cleaned parts (according to traditional practices), raw",r,Parambassis ranga,Glassfishes,Ambassidae,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,33,AIB,Chanda,r,Parambassis ranga,Glassfishes,Ambassidae,Parambassis ranga
883.0,2.64,Oreochromis niloticus,"Nile tilapia, wild, skin-on fillet _incl. bones, raw",NA,0.01995,2.96,60.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=2,2.0,0.0,2.0,0.0,673,Oreochromis niloticus,900199,Finfish,"Nigeria, Zaria, Galma River",W,12,Tilapias and other cichlids,freshwater,TLN,NA,r,Nile tilapia,Jan-May _dry season,NA,11.066667,11.066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900199,NA,NA,1997,fi38,DR,NA,NA,NA,NA,NA,77.21,6.25,NA,16.15,NA,NA,NA,NA,NA,NA,NA,NA,3.0,100.0,269.0,36.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,Nile_tilapia_wild_skin-on_fillet_incl._bones_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870.26,NA,Cyprinidae,"cleaned fish, raw",NA,0.01288,2.98,20.0,NA,http://www.fishbase.org/summary/Barbonymus-altus.html,2.4,0.17,NA,NA,89,Barbodes altus,901077,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,11,"Carps, barbels and other cyprinids",freshwater,FCY,Kahe,r,Cyprinids nei,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901077,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,40.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.639803,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851.73,NA,Puntioplites proctozystron,"cleaned fish, raw",NA,0.00977,3.01,30.0,NA,http://www.fishbase.us/summary/16203,2.7,0.28,2.7,0.28,834,Puntioplites proctozysrom,901092,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,11,"Carps, barbels and other cyprinids",freshwater,WPP,Chra keng,r,NA,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901092,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66837,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832.0,3.7,Clarias gariepinus,"North African catfish, wild, skin-on fillet _incl. bones, raw",NA,0.00692,3.0,170.0,NA,http://www.fishbase.org/summary/Clarias-gariepinus.html,3.2,0.3,NA,NA,197,Clarias lazera,900197,Finfish,"Nigeria, Zaria, Galma River",W,13,Miscellaneous freshwater fishes,freshwater,CLZ,NA,r,North African catfish,Jan-May _dry season,NA,11.066667,11.066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900197,NA,NA,1997,fi38,DR,NA,NA,NA,NA,NA,74.41,6.25,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,3.0,100.0,371.0,35.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,North_African_catfish_wild_skin-on_fillet_incl._bones_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812.59,NA,Rasbora tornieri,"cleaned fish, raw",NA,0.00457,3.08,17.0,NA,http://www.fishbase.se/summary/22832,3.2,0.4,3.2,0.4,848,Rasbora torniere,901089,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,11,"Carps, barbels and other cyprinids",freshwater,RRZ,Changwe mool,r,NA,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901089,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,26.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055239,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812.0,0.4,Rapana spp,NA,NA,NA,NA,15.0,NA,http://www.sealifebase.ca/summary/Rapana-rapiformis.html,NA,NA,NA,NA,783,Pila sp.,902189,Molluscs,"Laos, Champasak and Savannakhet, rice field ecosystems",W,52,"Abalones, winkles, conchs",marine,RPN,Hoy knong,r,Sea snails,dry season,NA,14.903036,14.903036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902189,NA,FA converted using XFA,2010,fi103,DR,NA,NA,NA,NA,NA,82.1,6.25,NA,11.8,NA,NA,NA,NA,0.05,0.01,0.04,0.06,102.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,ESD,Darkina,"Flying barb, cleaned parts (according to traditional practices), raw",r,Esomus danricus,Flying barb,Esomus danricus,Esomus danricus,Esomus danricus,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,ESD,Darkina,"Flying barb, cleaned parts (according to traditional practices), raw",r,Esomus danricus,Flying barb,Esomus danricus,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,ESD,Darkina,r,Esomus danricus,Flying barb,Esomus danricus,Esomus danricus
800.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,ABO,Mola,"cleaned parts (according to traditional practices), raw",r,Amblypharyngodon mola,NA,Amblypharyngodon mola,Amblypharyngodon mola,Amblypharyngodon mola,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,ABO,Mola,"cleaned parts (according to traditional practices), raw",r,Amblypharyngodon mola,NA,Amblypharyngodon mola,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,ABO,Mola,r,Amblypharyngodon mola,NA,Amblypharyngodon mola,Amblypharyngodon mola
800.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,PUR,Puti,"Pool barb, cleaned parts (according to traditional practices), raw",r,Puntius sophore,Pool barb,Puntius sophore,Puntius sophore,Puntius sophore,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,PUR,Puti,"Pool barb, cleaned parts (according to traditional practices), raw",r,Puntius sophore,Pool barb,Puntius sophore,NA,NA,NA,"CA: values represent Ca content in raw, edible parts, after correcting for plate waste (mainly bones).",2007,fi179,DR,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finfish,Bangladesh,NA,11,PUR,Puti,r,Puntius sophore,Pool barb,Puntius sophore,Puntius sophore
777.84,NA,Cyprinidae,"cleaned fish, raw",NA,0.00389,3.12,15.0,NA,http://www.fishbase.org/summary/27043,3.4,0.5,3.4,0.5,714,Parachela siamensis,901088,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,11,"Carps, barbels and other cyprinids",freshwater,NA,Chunteas phluk,r,NA,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901088,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,32.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.925714,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728.35,NA,Cyprinidae,"cleaned fish, raw",NA,0.02089,2.91,110.0,NA,http://www.fishbase.org/summary/1450,3.0,0.3,NA,NA,333,Esomus longilamus,901084,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,11,"Carps, barbels and other cyprinids",freshwater,FCY,Chanwa phlieng,r,Cyprinids nei,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901084,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,20.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22443,cleaned_fish_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674.4,9.0,Gastropoda,"Marine snail, muscle, raw",NA,NA,NA,5.5,NA,http://eol.org/pages/4831626/data,NA,NA,NA,NA,406,Hexaplex trunculus,901177,Molluscs,"Tunisia, coast _sampled at fish market, Sfax city",W,52,"Abalones, winkles, conchs",marine,GAS,NA,r,Gastropods nei,NA,NA,34.733333,34.733333,NA,NA,NA,NA,NA,8.998645,NA,2.777762025,0.817379735,4.848623487,NA,NA,NA,2.832586275,1.677123663,0.529137084,0.644600279,0.734312688,901177,NA,proximates and AA expressed per DM - conversion to FW; FA converted using XFA,2011,fi211,V.N.,NA,NA,NA,NA,32.95,NA,6.25,NA,15.75,NA,NA,NA,NA,2.78,0.82,4.85,NA,8.1,NA,224.8,178.7,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine_snail_muscle_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637.14,8.04,Trachurus trachurus,"Horse mackerel, wild, muscle tissue, raw",601365,0.0127,3.0,62.0,NA,NA,3.64,0.58,NA,NA,1141,Trachurus trachurus,900565,Finfish,"Unknown _samples from local fish market, Istanbul",W,37,Miscellaneous pelagic fishes,marine,HOM,NA,r,Atlantic horse mackerel,07-Feb,NA,41.00527,41.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900565,NA,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,fi89,DR,NA,NA,NA,NA,NA,72.2,6.25,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,8.77,57.8,550.17,62.13,0.11,68,26.0,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5827,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
