Food Item ID,ISSCAAP,3-Alpha,Food name in English,Habitat,State of food,RefID,EDIBLE,EDIBLE,ENERC(kJ),ENERC(kcal),WATER(g),NT(g),PROTCNT(g),FAT(g),CHOAVLDF(g),FIBTG(g),CHOLE(mg),ASH(g),CA(mg),CU(mg),FE(mg),K(mg),MG(mg),NA(mg),P(mg),ZN(mg),ID(mcg),SE(mcg),RETOL(mcg),CARTB(mcg),CHOCAL(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),PANTAC(mg),VITB6C(mg),FOL(mcg),VITB12(mcg),VITC(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),XFA,FACID(g),FASAT(g),FAMS(g),FAPU(g),FAUN(g),FATRN(g),FAPUN3(g),FAPUN6(g),F4D0(g),F6D0(g),F8D0(g),F10D0(g),F12D0(g),F13D0(g),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F19D0(g),F20D0(g),F21D0(g),F22D0(g),F23D0(g),F24D0(g),F26D0(g),F30D0(g),F10D1(g),F14D1N7(g),F14D1(g),F15D1(g),F16D1N9(g),F16D1N7(g),F16D1N5(g),F16D1C(g),F16D1T(g),F16D1(g),F17D1N9(g),F17D1N7(g),F17D1C(g),F17D1(g),F18D1N11(g),F18D1CN9(g),F18D1TN9(g),F18D1N9(g),F18D1CN7(g),F18D1N7(g),F18D1N5(g),F18D1C(g),F18D1T(g),F18D1(g),F19D1(g),F20D1CN11(g),F20D1N11(g),F20D1CN9(g),F20D1N9(g),F20D1N7(g),F20D1C(g),F20D1(g),F22D1N11(g),F22D1N9(g),F22D1C(g),F22D1T(g),F22D1(g),F24D1N9(g),F24D1C(g),F24D1(g),F16D2N6(g),F16D2N4(g),F16D2(g),F17D2(g),F18D2CN6(g),F18D2N6(g),F18D2CLA(g),F18D2C(g),F18D2T(g),F18D2(g),F20D2N9(g),F20D2CN6(g),F20D2N6(g),F20D2C(g),F20D2(g),F22D2N6(g),F22D2(g),F16D3N3(g),F16D3(g),F18D3CN6(g),F18D3N6(g),F18D3N4(g),F18D3CN3(g),F18D3N3(g),F18D3(g),F20D3N9(g),F20D3CN6(g),F20D3N6(g),F20D3N3(g),F20D3(g),F22D3N6(g),F22D3(g),F16D4N3(g),F16D4C(g),F16D4(g),F18D4CN3(g),F18D4N3(g),F18D4(g),F20D4CN6(g),F20D4N6(g),F20D4N3(g),F20D4(g),F22D4CN6(g),F22D4N6(g),F22D4N3(g),F22D4(g),F20D5CN3(g),F20D5N3(g),F20D5(g),F21D5N3,F21D5(g),F22D5N6(g),F22D5CN3(g),F22D5N3(g),F22D5(g),F22D6CN3(g),F22D6N3(g),F22D6(g),F24D6N3(g),F24D6(g)
092031,45,PRB,"Brown tiger prawn, flesh, raw",,r,"fi429, 092027",0.57,1,437,103,73.8,3.74,23.4,0.9,0.3,0,451,1.6,163,0.61,0.3,404,54,273,327,1.69,78,29,5,56,tr,1.6,0.02,0.07,8.9,2.7,0.27,0.11,14,2.1,0,1210,1940,2310,97,3540,1360,392,988,1720,1890,581,896,849,1020,882,377,750,1030,0.70,0.64,0.20,0.13,0.31,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.11,0.01,0.05,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.03,,,,0.01,,,,,,,,,,0.08,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.03,,,,tr,,,0.06,,0.09,,,,0.01,,,0.06,,
092069,45,PRB,"Brown tiger prawn, flesh, boiled",,c,calc. from 092031,0.57,1,526,124,68.4,4.51,28.2,1.1,0.4,0,543,1.9,196,0.66,0.3,365,55,280,335,2.04,85,32,5,61,tr,1.9,0.02,0.06,9.8,2.2,0.22,0.09,11,2.1,0,1450,2340,2780,117,4260,1640,472,1190,2070,2270,700,1080,1020,1220,1060,454,904,1240,0.74,0.82,0.25,0.17,0.40,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.15,0.01,0.07,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.11,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.08,,0.12,,,,0.01,,,0.08,,
092107,45,PRB,"Brown tiger prawn, flesh, boiled in recipe",,c,calc. from 092031,0.57,1,526,124,68.4,4.51,28.2,1.1,0.4,0,543,1.9,196,0.73,0.3,487,65,329,394,2.04,94,35,5,61,tr,1.9,0.02,0.08,11,3.0,0.27,0.11,14,2.3,0,1450,2340,2780,117,4260,1640,472,1190,2070,2270,700,1080,1020,1220,1060,454,904,1240,0.74,0.82,0.25,0.17,0.40,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.15,0.01,0.07,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.11,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.08,,0.12,,,,0.01,,,0.08,,
092145,45,PRB,"Brown tiger prawn, flesh, grilled_",,c,calc. from 092031,0.57,1,508,120,69.5,4.35,27.2,1.1,0.3,0,524,1.8,190,0.67,0.3,399,57,270,342,1.97,91,34,5,58,tr,1.9,0.02,0.07,9.9,2.6,0.27,0.12,13,2.2,0,1400,2260,2680,113,4110,1580,455,1150,2000,2190,676,1040,987,1180,1030,438,872,1190,0.73,0.79,0.24,0.16,0.38,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.14,0.01,0.07,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.10,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.07,,0.11,,,,0.01,,,0.08,,
092032,45,WKP,"Western king prawn, flesh, raw",,r,"fi429, 092027",0.57,1,438,103,73.8,3.82,23.9,0.9,0,0,461,1.6,45,0.29,tr,412,50,268,326,1.49,50,44,11,56,tr,1.5,0.02,0.07,9.1,2.7,0.27,0.11,14,2.1,0,1230,1980,2360,100,3610,1390,400,1010,1760,1930,593,916,867,1040,901,385,766,1050,0.68,0.58,0.18,0.12,0.28,0,,,,0,0,tr,tr,tr,0,0.01,tr,0.10,0.01,0.05,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.03,,,,0.01,,,,,,,,,,0.08,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.02,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.03,,,,tr,,,0.05,,0.08,,,,0.01,,,0.06,,
092070,45,WKP,"Western king prawn, flesh, boiled",,c,calc. from 092032,0.57,1,527,124,68.4,4.61,28.8,1.0,0,0,555,1.9,54,0.32,tr,372,51,274,334,1.80,54,47,12,61,tr,1.8,0.02,0.06,10.0,2.2,0.22,0.09,11,2.1,0,1480,2390,2840,120,4350,1670,482,1220,2120,2320,715,1100,1050,1250,1090,464,923,1260,0.72,0.74,0.23,0.16,0.36,0,,,,0,0,tr,tr,tr,0,0.01,tr,0.13,0.01,0.06,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.10,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.07,,0.11,,,,0.01,,,0.07,,
092108,45,WKP,"Western king prawn, flesh, boiled in recipe",,c,calc. from 092032,0.57,1,527,124,68.4,4.61,28.8,1.0,0,0,555,1.9,54,0.35,tr,496,60,323,393,1.80,60,53,12,61,tr,1.8,0.02,0.08,11,3.0,0.27,0.11,14,2.3,0,1480,2390,2840,120,4350,1670,482,1220,2120,2320,715,1100,1050,1250,1090,464,923,1260,0.72,0.74,0.23,0.16,0.36,0,,,,0,0,tr,tr,tr,0,0.01,tr,0.13,0.01,0.06,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.10,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.07,,0.11,,,,0.01,,,0.07,,
092146,45,WKP,"Western king prawn, flesh, grilled_",,c,calc. from 092032,0.57,1,509,120,69.5,4.45,27.8,1.0,0,0,536,1.8,53,0.32,tr,407,52,265,341,1.73,58,51,11,58,tr,1.7,0.02,0.07,10,2.6,0.27,0.12,13,2.2,0,1430,2300,2740,116,4200,1613,465,1170,2040,2240,690,1070,1010,1210,1050,448,891,1220,0.72,0.71,0.22,0.15,0.34,0,,,,0,0,tr,tr,tr,0,0.01,tr,0.12,0.01,0.06,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.09,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.06,,0.10,,,,0.01,,,0.07,,
092033,45,PBA,"Banana prawn, flesh, raw",,r,"fi429, 092027",0.57,1,247,58,85,2.112,13.2,0.6,0,0,,1.6,20,0.21,0.1,78,23,509,331,0.91,23,30,11,56,tr,1,0.02,0.07,6.2,2.7,0.27,0.11,14,2.1,0,680,1080,1300,55,2000,766,221,557,971,1060,328,506,479,573,498,213,423,579,0.56,0.34,0.10,0.07,0.16,0,,,,0,0,tr,tr,tr,0,tr,tr,0.06,0.01,0.03,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.02,,,,tr,,,,,,,,,,0.04,tr,,,,,,,tr,,,,,tr,,,tr,,,tr,,,,,,,0.01,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.02,,,,tr,,,0.03,,0.05,,,,tr,,,0.03,,
092071,45,PBA,"Banana prawn, flesh, boiled",,c,calc. from 092033,0.57,1,297,70,81.9,2.54,15.9,0.7,0,0,,1.9,24,0.22,0.1,70,23,521,339,1.09,25,33,12,61,tr,1.2,0.02,0.06,6.5,2.2,0.22,0.09,11,2.1,0,819,1320,1570,66,2400,923,266,671,1170,1280,395,609,577,690,600,256,510,697,0.63,0.45,0.14,0.10,0.22,0,,,,0,0,tr,tr,tr,0,tr,tr,0.08,0.01,0.04,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.02,,,,tr,,,,,,,,,,0.06,tr,,,,,,,tr,,,,,tr,,,tr,,,tr,,,,,,,0.02,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.02,,,,tr,,,0.04,,0.07,,,,tr,,,0.04,,
092109,45,PBA,"Banana prawn, flesh, boiled in recipe",,c,calc. from 092033,0.57,1,297,70,81.9,2.54,15.9,0.7,0,0,,1.9,24,0.25,0.2,93,28,613,399,1.09,27,37,12,61,tr,1.2,0.02,0.08,7.3,3.0,0.27,0.11,14,2.3,0,819,1320,1570,66,2400,923,266,671,1170,1280,395,609,577,690,600,256,510,697,0.63,0.45,0.14,0.10,0.22,0,,,,0,0,tr,tr,tr,0,tr,tr,0.08,0.01,0.04,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.02,,,,tr,,,,,,,,,,0.06,tr,,,,,,,tr,,,,,tr,,,tr,,,tr,,,,,,,0.02,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.02,,,,tr,,,0.04,,0.07,,,,tr,,,0.04,,
092147,45,PBA,"Banana prawn, flesh, grilled_",,c,calc. from 092033,0.57,1,287,68,82.6,2.46,15.3,0.7,0,0,,1.8,23,0.23,0.1,77,24,503,346,1.05,26,35,11,58,tr,1.2,0.02,0.07,6.7,2.6,0.27,0.12,13,2.2,0,791,1270,1510,64,2320,891,257,648,1130,1240,381,588,557,666,579,247,492,673,0.62,0.43,0.13,0.09,0.21,0,,,,0,0,tr,tr,tr,0,tr,tr,0.08,0.01,0.04,,tr,,tr,tr,tr,,,0,,tr,tr,,,,,,0.02,,,,tr,,,,,,,,,,0.06,tr,,,,,,,tr,,,,,tr,,,tr,,,tr,,,,,,,0.02,,,,,tr,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.02,,,,tr,,,0.04,,0.06,,,,tr,,,0.04,,
092034,45,GIT,"Giant tiger prawn, flesh, raw (n.s.)",,r,"fi248, fi338, fi430, fi170, fi155, fi329, fi238, CH02-122102/122106, 092027",0.57,1,397,94,76.5,2.77,17.3,1.1,3.7,0,222,1.5,49,0.82,2.2,289,50,167,252,1.96,49,31,15,19,tr,1.1,0.01,0.07,6.7,2.1,0.27,0.11,14,2.1,0,892,1440,1710,72,2620,1010,290,731,1270,1400,430,663,628,751,653,279,555,759,0.74,0.81,0.30,0.17,0.29,0.06,,,,,,tr,tr,tr,,0.01,tr,0.20,0.01,0.07,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.13,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.09,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.04,,,,tr,,,0.06,,,,,,0.01,,,0.08,,
092072,45,GIT,"Giant tiger prawn, flesh, boiled (n.s.)",,c,calc. from 092034,0.57,1,478,113,71.7,3.34,20.9,1.3,4.4,0,267,1.8,59,0.89,2.1,261,51,171,258,2.37,53,34,16,21,tr,1.3,0.01,0.06,7.3,1.7,0.22,0.09,11,2.1,0,1080,1730,2060,87,3150,1210,349,881,1530,1680,518,799,757,905,787,336,669,915,0.78,1.02,0.37,0.21,0.36,0.07,,,,,,tr,tr,tr,,0.01,tr,0.25,0.01,0.09,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.17,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.11,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.05,,,,tr,,,0.08,,,,,,0.01,,,0.10,,
092110,45,GIT,"Giant tiger prawn, flesh, boiled in recipe (n.s.)",,c,calc. from 092034,0.57,1,478,113,71.7,3.34,20.9,1.3,4.4,0,267,1.8,59,0.98,2.6,348,60,201,303,2.37,59,37,16,21,tr,1.3,0.01,0.08,7.9,2.3,0.27,0.11,14,2.3,0,1080,1730,2060,87,3150,1210,349,881,1530,1680,518,799,757,905,787,336,669,915,0.78,1.02,0.37,0.21,0.36,0.07,,,,,,tr,tr,tr,,0.01,tr,0.25,0.01,0.09,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.17,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.11,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.05,,,,tr,,,0.08,,,,,,0.01,,,0.10,,
092148,45,GIT,"Giant tiger prawn, flesh, grilled_ (n.s.)",,c,calc. from 092034,0.57,1,462,109,72.6,3.22,20.1,1.3,4.3,0,258,1.7,57,0.90,2.2,286,52,165,263,2.28,57,36,16,20,tr,1.2,0.01,0.07,7.4,2.0,0.27,0.12,13,2.2,0,1040,1670,1990,84,3040,1170,337,850,1480,1620,500,771,730,873,759,324,645,883,0.77,0.98,0.36,0.20,0.35,0.07,,,,,,tr,tr,tr,,0.01,tr,0.24,0.01,0.09,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.16,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.11,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.05,,,,tr,,,0.07,,,,,,0.01,,,0.09,,
092035,45,GIT,"Giant tiger prawn, farmed, flesh, raw",F,r,"fi170, fi430, 092027, 092034",0.57,1,405,96,76.5,2.74,17.1,1.1,4.3,0,258,1.0,26,0.63,3.1,289,43,167,252,1.73,49,31,15,19,tr,1.1,0.01,0.07,6.6,2.1,0.27,0.11,14,2.1,0,881,1420,1690,71,2580,993,286,722,1260,1380,425,655,620,742,645,275,548,750,0.75,0.84,0.31,0.17,0.30,0.06,,,,,,tr,tr,tr,,0.01,tr,0.20,0.01,0.08,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.14,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.09,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.04,,,,tr,,,0.06,,,,,,0.01,,,0.08,,
092073,45,GIT,"Giant tiger prawn, farmed, flesh, boiled",F,c,calc. from 092035,0.57,1,488,115,71.7,3.30,20.6,1.4,5.2,0,310,1.1,31,0.68,3.0,261,44,171,258,2.08,53,34,16,21,tr,1.3,0.01,0.06,7.3,1.7,0.22,0.09,11,2.1,0,1060,1710,2030,86,3110,1200,345,870,1520,1660,512,789,747,894,777,332,660,903,0.78,1.06,0.39,0.22,0.38,0.07,,,,,,tr,tr,tr,,0.01,tr,0.26,0.01,0.10,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.17,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.05,,,,tr,,,0.08,,,,,,0.01,,,0.10,,
092111,45,GIT,"Giant tiger prawn, farmed, flesh, boiled in recipe",F,c,calc. from 092035,0.57,1,488,115,71.7,3.30,20.6,1.4,5.2,0,310,1.1,31,0.76,3.7,348,52,201,303,2.08,59,37,16,21,tr,1.3,0.01,0.08,7.9,2.3,0.27,0.11,14,2.3,0,1060,1710,2030,86,3110,1200,345,870,1520,1660,512,789,747,894,777,332,660,903,0.78,1.06,0.39,0.22,0.38,0.07,,,,,,tr,tr,tr,,0.01,tr,0.26,0.01,0.10,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.17,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.12,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.05,,,,tr,,,0.08,,,,,,0.01,,,0.10,,
092149,45,GIT,"Giant tiger prawn, farmed, flesh, grilled_",F,c,calc. from 092035,0.57,1,471,111,72.7,3.18,19.9,1.3,5.0,0,300,1.1,30,0.70,3.0,286,45,165,263,2.01,57,36,16,20,tr,1.2,0.01,0.07,7.4,2.0,0.27,0.12,13,2.2,0,1020,1650,1960,83,3010,1150,333,839,1460,1600,494,762,721,862,750,320,637,872,0.77,1.01,0.37,0.21,0.36,0.07,,,,,,tr,tr,tr,,0.01,tr,0.25,0.01,0.09,,tr,,tr,,tr,,,,,tr,,,,,,,0.03,,,,tr,,,,,,,,,,0.17,,,,,,,,0.01,,,,,,,,tr,,,,,,,,,,0.11,,,,,0.01,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,,,0.05,,,,tr,,,0.08,,,,,,0.01,,,0.10,,
092036,45,TIP,"Green tiger prawn, flesh, raw",,r,"fi172, fi239, 092027, dAA",0.57,1,413,98,75.4,3.33,20.8,1.1,1.1,0,195,1.6,60,0.45,1.5,218,43,147,168,1.43,49,42,11,56,tr,1.9,0.02,0.07,8.2,2.7,0.27,0.11,14,2.1,0,998,1730,1930,87,3180,1210,356,888,1500,1720,520,819,755,956,758,335,654,920,0.74,0.81,0.25,0.17,0.39,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.14,0.01,0.07,,tr,,tr,0.01,tr,,,0,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.11,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.03,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.04,,,,tr,,,0.07,,0.12,,,,0.01,,,0.08,,
092074,45,TIP,"Green tiger prawn, flesh, boiled",,c,calc. from 092036,0.57,1,498,118,70.3,4.01,25.1,1.3,1.4,0,235,1.9,73,0.49,1.4,197,44,151,172,1.72,53,45,12,61,tr,2.3,0.02,0.06,9.0,2.2,0.22,0.09,11,2.1,0,1200,2090,2320,104,3830,1460,428,1070,1800,2070,626,986,910,1150,913,404,787,1110,0.78,1.02,0.31,0.21,0.49,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.18,0.02,0.08,,tr,,tr,0.01,tr,,,0,,tr,tr,,,,,,0.05,,,,0.01,,,,,,,,,,0.13,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.04,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.05,,,,tr,,,0.09,,0.15,,,,0.01,,,0.10,,
092112,45,TIP,"Green tiger prawn, flesh, boiled in recipe",,c,calc. from 092036,0.57,1,498,118,70.3,4.01,25.1,1.3,1.4,0,235,1.9,73,0.54,1.8,262,52,177,202,1.72,59,50,12,61,tr,2.3,0.02,0.08,9.8,3.0,0.27,0.11,14,2.3,0,1200,2090,2320,104,3830,1460,428,1070,1800,2070,626,986,910,1150,913,404,787,1110,0.78,1.02,0.31,0.21,0.49,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.18,0.02,0.08,,tr,,tr,0.01,tr,,,0,,tr,tr,,,,,,0.05,,,,0.01,,,,,,,,,,0.13,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.04,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.05,,,,tr,,,0.09,,0.15,,,,0.01,,,0.10,,
092150,45,TIP,"Green tiger prawn, flesh, grilled_",,c,calc. from 092036,0.57,1,481,113,71.4,3.87,24.2,1.3,1.3,0,227,1.9,70,0.50,1.5,215,45,145,176,1.66,57,48,11,58,tr,2.2,0.02,0.07,9.1,2.6,0.27,0.12,13,2.2,0,1160,2020,2240,101,3700,1410,413,1032,1740,2000,605,952,878,1110,882,390,760,1070,0.77,0.98,0.30,0.20,0.47,0,,,,0,0,tr,tr,tr,0,0.01,0.01,0.17,0.02,0.08,,tr,,tr,0.01,tr,,,0,,tr,tr,,,,,,0.05,,,,0.01,,,,,,,,,,0.13,tr,,,,,,,0.01,,,,,tr,,,tr,,,0.01,,,,,,,0.04,,,,,0.01,,0,,,,,,,,tr,,,,,tr,,tr,,,,,,tr,,,,0.05,,,,tr,,,0.09,,0.14,,,,0.01,,,0.10,,
092037,45,PNV,"Whiteleg shrimp, flesh, raw",,r,"fi170, fi269, 092027",0.57,1,347,82,79.6,2.91,18.2,1,tr,0,150,1.2,34,0.31,1.0,126,32,215,155,1.32,5,34,11,56,tr,1.9,0.02,0.05,7.5,2.7,0.16,0.11,11,1.3,0,938,1510,1800,76,2750,1060,305,768,1340,1470,452,697,660,789,686,293,583,798,0.72,0.72,0.25,0.12,0.30,0.05,,0.16,0.01,,,tr,,tr,,tr,tr,0.14,0.01,0.08,,tr,,tr,,tr,,,,,,,,,,,,0.01,,,,tr,,,,0.08,,0.02,,,,0.10,,tr,,tr,,,,tr,,,,,,,,tr,,,,,,,,,,0.10,,0.01,,,0.01,,,,,,tr,,,0.01,0.01,,,,,tr,,,,,,,,,,,,0.03,,tr,,tr,,0.08,0.08,,,,,,0.01,0.07,,0.07,,
092075,45,PNV,"Whiteleg shrimp, flesh, boiled",,c,calc. from 092037,0.57,1,418,99,75.4,3.51,21.9,1.2,tr,0,181,1.5,41,0.33,0.9,114,33,220,159,1.58,5,37,12,61,tr,2.3,0.02,0.04,8.1,2.2,0.13,0.09,9,1.2,0,1130,1820,2160,91,3310,1270,367,926,1610,1770,544,840,796,951,827,353,703,961,0.76,0.91,0.31,0.15,0.38,0.07,,0.20,0.02,,,tr,,tr,,tr,tr,0.18,0.02,0.10,,tr,,tr,,tr,,,,,,,,,,,,0.01,,,,tr,,,,0.10,,0.02,,,,0.13,,tr,,tr,,,,tr,,,,,,,,tr,,,,,,,,,,0.12,,0.01,,,0.01,,,,,,tr,,,0.01,0.01,,,,,tr,,,,,,,,,,,,0.04,,tr,,tr,,0.10,0.10,,,,,,0.01,0.09,,0.09,,
092113,45,PNV,"Whiteleg shrimp, flesh, boiled in recipe",,c,calc. from 092037,0.57,1,418,99,75.4,3.51,21.9,1.2,tr,0,181,1.5,41,0.37,1.2,152,39,259,187,1.58,6.0,41,12,61,tr,2.3,0.02,0.06,8.9,3.0,0.16,0.11,11,1.4,0,1130,1820,2160,91,3310,1270,367,926,1610,1770,544,840,796,951,827,353,703,961,0.76,0.91,0.31,0.15,0.38,0.07,,0.20,0.02,,,tr,,tr,,tr,tr,0.18,0.02,0.10,,tr,,tr,,tr,,,,,,,,,,,,0.01,,,,tr,,,,0.10,,0.02,,,,0.13,,tr,,tr,,,,tr,,,,,,,,tr,,,,,,,,,,0.12,,0.01,,,0.01,,,,,,tr,,,0.01,0.01,,,,,tr,,,,,,,,,,,,0.04,,tr,,tr,,0.10,0.10,,,,,,0.01,0.09,,0.09,,
092151,45,PNV,"Whiteleg shrimp, flesh, grilled_",,c,calc. from 092037,0.57,1,403,95,76.2,3.39,21.2,1.2,tr,0,174,1.4,40,0.34,0.9,125,34,213,162,1.53,6,40,11,58,tr,2.2,0.02,0.05,8.3,2.6,0.16,0.12,10,1.3,0,1090,1750,2090,88,3200,1230,354,893,1560,1710,525,811,768,918,798,341,678,928,0.75,0.87,0.30,0.14,0.37,0.07,,0.19,0.01,,,tr,,tr,,tr,tr,0.18,0.02,0.09,,tr,,tr,,tr,,,,,,,,,,,,0.01,,,,tr,,,,0.10,,0.02,,,,0.12,,tr,,tr,,,,tr,,,,,,,,tr,,,,,,,,,,0.12,,0.01,,,0.01,,,,,,tr,,,0.01,0.01,,,,,tr,,,,,,,,,,,,0.03,,tr,,tr,,0.09,0.09,,,,,,0.01,0.09,,0.09,,
092038,45,SHS,"Sergestid shrimps, flesh, raw",,r,"AF1-AAG131, NZ10-T45, USY-2331, dAA",0.57,1,377,89,77.4,2.95,18.5,1.5,0.5,0,152,2.2,376,0.26,2.7,185,37,148,242,1.11,29,49,54,35,0,2.9,0.05,0.09,7.4,2.5,0.28,0.1,19,2,1,1000,1600,1650,77,2380,1140,359,728,1310,1400,429,697,800,669,669,297,554,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092076,45,SHS,"Sergestid shrimps, flesh, boiled",,c,calc. from 092038,0.57,1,455,108,72.7,3.56,22.2,1.8,0.5,0,183,2.7,452,0.28,2.6,167,38,152,248,1.34,32,53,59,38,0,3.4,0.05,0.08,8.1,2.1,0.24,0.08,16,1.9,1.0,1210,1930,1980,93,2870,1370,432,877,1580,1690,517,839,964,806,806,358,667,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
