Food Item ID,ISSCAAP,3-Alpha,Food name in English,Habitat,State of food,RefID,EDIBLE,EDIBLE,ENERC(kJ),ENERC(kcal),WATER(g),NT(g),PROTCNT(g),FAT(g),CHOAVLDF(g),FIBTG(g),CHOLE(mg),ASH(g),CA(mg),CU(mg),FE(mg),K(mg),MG(mg),NA(mg),P(mg),ZN(mg),ID(mcg),SE(mcg),RETOL(mcg),CARTB(mcg),CHOCAL(mcg),TOCPHA(mg),THIA(mg),RIBF(mg),NIAEQ(mg),NIA(mg),PANTAC(mg),VITB6C(mg),FOL(mcg),VITB12(mcg),VITC(mg),ALA(mg),ARG(mg),ASP(mg),CYS(mg),GLU(mg),GLY(mg),HIS(mg),ILE(mg),LEU(mg),LYS(mg),MET(mg),PHE(mg),PRO(mg),SER(mg),THR(mg),TRP(mg),TYR(mg),VAL(mg),XFA,FACID(g),FASAT(g),FAMS(g),FAPU(g),FAUN(g),FATRN(g),FAPUN3(g),FAPUN6(g),F4D0(g),F6D0(g),F8D0(g),F10D0(g),F12D0(g),F13D0(g),F14D0(g),F15D0(g),F16D0(g),F17D0(g),F18D0(g),F19D0(g),F20D0(g),F21D0(g),F22D0(g),F23D0(g),F24D0(g),F26D0(g),F30D0(g),F10D1(g),F14D1N7(g),F14D1(g),F15D1(g),F16D1N9(g),F16D1N7(g),F16D1N5(g),F16D1C(g),F16D1T(g),F16D1(g),F17D1N9(g),F17D1N7(g),F17D1C(g),F17D1(g),F18D1N11(g),F18D1CN9(g),F18D1TN9(g),F18D1N9(g),F18D1CN7(g),F18D1N7(g),F18D1N5(g),F18D1C(g),F18D1T(g),F18D1(g),F19D1(g),F20D1CN11(g),F20D1N11(g),F20D1CN9(g),F20D1N9(g),F20D1N7(g),F20D1C(g),F20D1(g),F22D1N11(g),F22D1N9(g),F22D1C(g),F22D1T(g),F22D1(g),F24D1N9(g),F24D1C(g),F24D1(g),F16D2N6(g),F16D2N4(g),F16D2(g),F17D2(g),F18D2CN6(g),F18D2N6(g),F18D2CLA(g),F18D2C(g),F18D2T(g),F18D2(g),F20D2N9(g),F20D2CN6(g),F20D2N6(g),F20D2C(g),F20D2(g),F22D2N6(g),F22D2(g),F16D3N3(g),F16D3(g),F18D3CN6(g),F18D3N6(g),F18D3N4(g),F18D3CN3(g),F18D3N3(g),F18D3(g),F20D3N9(g),F20D3CN6(g),F20D3N6(g),F20D3N3(g),F20D3(g),F22D3N6(g),F22D3(g),F16D4N3(g),F16D4C(g),F16D4(g),F18D4CN3(g),F18D4N3(g),F18D4(g),F20D4CN6(g),F20D4N6(g),F20D4N3(g),F20D4(g),F22D4CN6(g),F22D4N6(g),F22D4N3(g),F22D4(g),F20D5CN3(g),F20D5N3(g),F20D5(g),F21D5N3,F21D5(g),F22D5N6(g),F22D5CN3(g),F22D5N3(g),F22D5(g),F22D6CN3(g),F22D6N3(g),F22D6(g),F24D6N3(g),F24D6(g)
091226,23,TRR,"Rainbow trout, farmed, fillet w/ skin, grilled_ (Denmark)",F,c,calc. from 091038,0.62,0.95,683,163,67.6,3.86,24.1,7.4,0,0,73,1.6,21,0.05,0.4,425,30,64,244,0.55,17,22,19,tr,15,1.9,0.17,0.12,12,7.5,1.7,0.43,10,4.5,3.0,1380,1210,2180,271,3010,1140,908,900,1720,2000,536,879,892,897,997,283,723,1010,0.91,6.73,1.64,2.67,2.16,0.27,,,,,,,,,,0.37,,1.08,,0.18,,0.01,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,1.11,,,,,,,,0.49,,,,,0.55,,,0.06,,,,,,,,,,0.30,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,0.15,,,,,,,,,,,0.37,,,,,,0.10,,,1.13,,
091039,23,TRR,"Rainbow trout, farmed, fillet, raw (Norway)",F,r,"fi361, NIFES-Rainbow trout - farmed (Onocorhynchus mykiss), 091035, 091036",0.62,1,818,196,68,3.09,19.3,13.3,0,0,59,1,9,0.04,0.3,380,26,48,218,0.39,12,20,18,tr,7,1.6,0.17,0.14,10.7,6.9,1.4,0.49,5,3.9,2.9,1100,971,1740,217,2410,915,727,720,1380,1600,429,704,714,718,798,226,579,807,0.92,12.2,2.57,5.09,4.24,0.32,,3.18,0.98,,,,,,,0.51,0.04,1.61,0.03,0.33,,0.02,,0.01,,0.01,,,,,,,0.03,0.65,,,,0.68,,,,,0.09,,,2.69,,0.34,,,,3.12,,,0.09,,0.53,0.02,,0.64,0.52,0.07,,,0.58,0.07,,0.07,,0.06,0.06,,,0.85,,,,0.85,,,0.05,,0.05,,,0.04,0.04,,,,,0.29,0.29,,,,,0.03,,,0.05,,0.05,,0.16,0.16,,0.07,0.15,0.22,,,,,,0.81,0.81,,,,,0.31,0.31,,1.37,1.37,,
091105,23,TRR,"Rainbow trout, farmed, fillet, boiled_ (Norway)",F,c,calc. from 091039,0.62,1,881,211,65.2,3.43,21.4,13.9,0,0,65,1.1,10,0.04,0.3,316,24,45,206,0.43,12,20,14,tr,5,1.2,0.14,0.11,9.6,5.4,1.1,0.38,4,3.5,2.6,1220,1080,1940,241,2680,1020,807,800,1530,1780,476,782,794,798,887,252,643,897,0.92,12.9,2.70,5.36,4.47,0.34,,3.35,1.03,,,,,,,0.54,0.04,1.70,0.03,0.35,,0.02,,0.01,,0.01,,,,,,,0.04,0.68,,,,0.72,,,,,0.10,,,2.83,,0.36,,,,3.28,,,0.09,,0.56,0.02,,0.67,0.54,0.07,,,0.61,0.08,,0.08,,0.06,0.06,,,0.90,,,,0.90,,,0.05,,0.05,,,0.04,0.04,,,,,0.31,0.31,,,,,0.03,,,0.05,,0.05,,0.17,0.17,,0.08,0.15,0.23,,,,,,0.86,0.86,,,,,0.32,0.32,,1.44,1.44,,
091166,23,TRR,"Rainbow trout, farmed, fillet, boiled in recipe (Norway)",F,c,calc. from 091039,0.62,1,909,218,64.4,3.43,21.4,14.7,0,0,65,1.1,10,0.04,0.3,422,28,53,242,0.43,14,22,18,tr,7,1.8,0.16,0.15,11,7.3,1.4,0.46,5,3.9,2.7,1220,1080,1940,241,2680,1020,807,800,1530,1780,476,782,794,798,887,252,643,897,0.92,13.6,2.86,5.66,4.72,0.36,,3.54,1.09,,,,,,,0.57,0.05,1.79,0.03,0.37,,0.03,,0.01,,0.01,,,,,,,0.04,0.72,,,,0.76,,,,,0.10,,,2.99,,0.38,,,,3.47,,,0.10,,0.59,0.02,,0.71,0.58,0.07,,,0.65,0.08,,0.08,,0.06,0.06,,,0.95,,,,0.95,,,0.05,,0.05,,,0.04,0.04,,,,,0.33,0.33,,,,,0.03,,,0.05,,0.05,,0.18,0.18,,0.08,0.16,0.24,,,,,,0.90,0.90,,,,,0.34,0.34,,1.53,1.53,,
091227,23,TRR,"Rainbow trout, farmed, fillet, grilled_ (Norway)",F,c,calc. from 091039,0.62,1,976,234,60.9,3.96,24.7,15.0,0,0,75,1.3,12,0.05,0.3,414,29,52,252,0.5,16,26,19,tr,7,1.6,0.18,0.16,13,8.0,1.6,0.57,5,4.5,3.0,1410,1250,2240,278,3090,1170,932,923,1760,2050,550,902,916,920,1020,290,742,1040,0.92,13.9,2.91,5.77,4.81,0.37,,3.61,1.11,,,,,,,0.58,0.05,1.83,0.03,0.38,,0.03,,0.01,,0.01,,,,,,,0.04,0.73,,,,0.77,,,,,0.10,,,3.05,,0.38,,,,3.53,,,0.10,,0.60,0.02,,0.72,0.59,0.07,,,0.66,0.08,,0.08,,0.06,0.06,,,0.97,,,,0.97,,,0.06,,0.06,,,0.04,0.04,,,,,0.33,0.33,,,,,0.04,,,0.06,,0.06,,0.18,0.18,,0.08,0.17,0.25,,,,,,0.92,0.92,,,,,0.35,0.35,,1.56,1.56,,
091040,23,TRR,"Rainbow trout, farmed, fillet, raw (USA)",F,r,"fi120, SR27-15240, CAN-3186, 091035, 091036",0.62,1,561,134,73.3,3.27,20.4,5.8,0,0,59,1.3,25,0.046,0.3,377,25,51,226,0.45,12,24,18,tr,11,2.3,0.16,0.08,10.9,6.9,1.6,0.34,11,4.1,2.9,1160,1030,1850,229,2550,968,769,762,1460,1690,454,745,756,759,844,240,612,854,0.91,5.26,1.49,2.14,1.61,0.01,0.05,0.95,0.56,0,0,0,0,tr,,0.20,0.02,1.00,0.01,0.25,,0.01,,tr,,tr,,,,,tr,0.01,,,,0.36,0.01,0.37,,,,0,,,,,,,,1.46,0.02,1.48,,,,,,,,0.24,,,0.02,tr,0.02,,0.02,0.02,,,,,0.50,,0.01,,0.02,0.53,,0.04,,,0.04,,,,,0.01,,,0.06,,0.07,,,,,0.03,,,,,,,,tr,,,,0.05,,,,,,0.23,0.23,,,,,0.10,0.10,,0.56,0.56,,
091106,23,TRR,"Rainbow trout, farmed, fillet, boiled_ (USA)",F,c,calc. from 091040,0.62,1,595,142,71.1,3.63,22.7,5.7,0,0,66,1.5,28,0.05,0.3,314,24,48,213,0.5,12,24,14,tr,8,1.8,0.13,0.06,9.8,5.4,1.2,0.26,8,3.6,2.6,1290,1140,2050,255,2840,1080,854,847,1620,1880,504,827,840,844,938,266,680,949,0.91,5.13,1.46,2.09,1.58,0.01,0.05,0.93,0.54,0,0,0,0,tr,,0.19,0.01,0.98,0.01,0.24,,0.01,,tr,,tr,,,,,tr,0.01,,,,0.35,0.01,0.36,,,,0,,,,,,,,1.43,0.02,1.45,,,,,,,,0.23,,,0.02,tr,0.02,,0.02,0.02,,,,,0.49,,0.01,,0.02,0.52,,0.04,,,0.04,,,,,0.01,,,0.06,,0.07,,,,,0.03,,,,,,,,tr,,,,0.05,,,,,,0.23,0.23,,,,,0.10,0.10,,0.54,0.54,,
091167,23,TRR,"Rainbow trout, farmed, fillet, boiled in recipe (USA)",F,c,calc. from 091040,0.62,1,624,149,70.3,3.63,22.7,6.4,0,0,66,1.5,28,0.05,0.3,419,28,57,251,0.5,14,26,18,tr,11,2.6,0.15,0.09,12,7.3,1.5,0.32,10,4.1,2.7,1290,1140,2050,255,2840,1080,854,847,1620,1880,504,827,840,844,938,266,680,949,0.91,5.86,1.66,2.38,1.80,0.01,0.06,1.06,0.62,0,0,0,0,tr,,0.22,0.02,1.12,0.02,0.28,,0.01,,tr,,tr,,,,,tr,0.01,,,,0.40,0.01,0.41,,,,0,,,,,,,,1.63,0.03,1.65,,,,,,,,0.27,,,0.02,tr,0.02,,0.02,0.02,,,,,0.56,,0.01,,0.02,0.59,,0.05,,,0.05,,,,,0.01,,,0.07,,0.08,,,,,0.03,,,,,,,,tr,,,,0.05,,,,,,0.26,0.26,,,,,0.11,0.11,,0.62,0.62,,
091228,23,TRR,"Rainbow trout, farmed, fillet, grilled_ (USA)",F,c,calc. from 091040,0.62,1,647,154,67.7,4.19,26.2,5.4,0,0,76,1.7,32,0.06,0.3,411,29,56,261,0.58,16,30,19,tr,11,2.4,0.17,0.09,13,8.0,1.8,0.39,11,4.7,3.0,1500,1320,2370,294,3170,1240,986,977,1870,2170,582,955,969,974,1080,307,785,1100,0.91,4.94,1.40,2.01,1.52,0.01,0.05,0.90,0.52,0,0,0,0,tr,,0.18,0.01,0.94,0.01,0.23,,0.01,,tr,,tr,,,,,tr,0.01,,,,0.34,0.01,0.35,,,,0,,,,,,,,1.37,0.02,1.39,,,,,,,,0.23,,,0.02,tr,0.02,,0.02,0.02,,,,,0.47,,0.01,,0.02,0.50,,0.04,,,0.04,,,,,0.01,,,0.06,,0.07,,,,,0.03,,,,,,,,tr,,,,0.04,,,,,,0.22,0.22,,,,,0.09,0.09,,0.52,0.52,,
091041,23,TRR,"Rainbow trout, wild, fillet, raw",W,r,"fi120, fi195, fi141, fi438, SR27-15115, CAN-3205, 091035",0.62,1,528,126,72.4,3.15,19.7,5.2,0,0,63,1.4,29,0.11,0.7,481,31,31,271,1.08,12,17,19,tr,6,1.8,0.13,0.09,8.6,5.4,1.1,0.41,10,4.7,2,838,942,1530,222,2300,599,241,643,1290,1300,477,647,550,627,637,189,552,814,0.91,4.72,1.08,1.46,2.14,0.04,,,,0,0,0,0,0.02,,0.12,,0.73,,0.21,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,0.92,,,,,,,,0.12,,,,,0.12,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,0.10,,,,0.17,,,,,,,0.52,,,,,,0.18,,,0.77,,
091107,23,TRR,"Rainbow trout, wild, fillet, boiled_",W,c,calc. from 091041,0.62,1,558,133,70.1,3.51,21.9,5.0,0,0,70,1.5,32,0.11,0.6,401,29,29,256,1.2,12,17,15,tr,4,1.4,0.11,0.07,7.7,4.2,0.89,0.32,8,4.2,1.8,931,1050,1700,246,2560,666,267,714,1440,1450,530,719,611,697,708,210,613,905,0.90,4.54,1.04,1.41,2.06,0.04,,,,0,0,0,0,0.02,,0.12,,0.70,,0.20,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,0.88,,,,,,,,0.11,,,,,0.12,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,0.10,,,,0.16,,,,,,,0.50,,,,,,0.17,,,0.74,,
091168,23,TRR,"Rainbow trout, wild, fillet, boiled in recipe",W,c,calc. from 091041,0.62,1,587,140,69.3,3.51,21.9,5.8,0,0,70,1.5,32,0.12,0.8,534,34,34,301,1.2,14,19,19,tr,6,2.0,0.12,0.10,9.3,5.8,1.1,0.38,9,4.7,1.9,931,1050,1700,246,2560,666,267,714,1440,1450,530,719,611,697,708,210,613,905,0.91,5.26,1.20,1.63,2.39,0.05,,,,0,0,0,0,0.02,,0.13,,0.81,,0.24,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,1.02,,,,,,,,0.13,,,,,0.14,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,0.11,,,,0.19,,,,,,,0.58,,,,,,0.20,,,0.86,,
091229,23,TRR,"Rainbow trout, wild, fillet, grilled_",W,c,calc. from 091041,0.62,1,604,144,66.6,4.04,25.3,4.7,0,0,80,1.7,37,0.13,0.8,524,36,34,313,1.38,16,22,19,tr,6,1.9,0.14,0.11,10,6.3,1.3,0.47,11,5.4,2.1,1070,1210,1960,284,2960,768,308,824,1660,1670,612,829,705,804,817,243,708,1040,0.90,4.25,0.97,1.32,1.93,0.04,,,,0,0,0,0,0.02,,0.11,,0.66,,0.19,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,0.83,,,,,,,,0.10,,,,,0.11,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,0.09,,,,0.15,,,,,,,0.47,,,,,,0.16,,,0.69,,
091042,31,SOL,"Common sole, fillet, raw (n.s.)",,r,"fi055, fi066, fi080, fi045, fi092, fi275, fi276, fi244, DTU-595, dAA",0.33,1,358,84,77.8,2.98,18.6,1.1,0,0,51,1.4,51,0.07,0.6,329,29,119,170,0.51,57,24,5,tr,1,0.47,0.05,0.08,7.0,3.5,0.27,0.26,10,1.4,tr,1100,1120,1730,175,2570,876,580,819,1360,1590,522,730,703,730,814,211,616,899,0.80,0.89,0.31,0.18,0.41,0,,0.24,,,,,,tr,tr,0.04,0.01,0.17,0.01,0.06,,tr,,tr,0.01,tr,,,,,tr,tr,,,,,,0.04,,,,0.01,,,,,,,,,,0.11,,,,,,,,0.01,,,,,0.01,,,tr,,,,,,,,,,0.01,,,,,tr,,0.01,,,,,,,,0.01,,,,,tr,,,,,,,,0.03,,,,0.04,,,,0.01,,0.05,0.05,,,,,,0.06,,0.20,0.20,,
091108,31,SOL,"Common sole, fillet, boiled (n.s.)",,c,calc. from 091042,0.33,1,431,102,73.3,3.59,22.4,1.3,0,0,61,1.6,62,0.08,0.6,297,30,122,174,0.61,61,26,5,tr,1,0.57,0.05,0.07,7.2,3.0,0.23,0.22,8,1.3,tr,1320,1350,2080,211,3100,1060,699,987,1630,1920,629,880,847,879,981,255,742,1080,0.83,1.10,0.38,0.22,0.51,0,,0.30,,,,,,tr,tr,0.06,0.01,0.21,0.01,0.07,,tr,,tr,0.02,tr,,,,,tr,tr,,,,,,0.05,,,,0.01,,,,,,,,,,0.14,,,,,,,,0.01,,,,,0.01,,,tr,,,,,,,,,,0.02,,,,,tr,,0.01,,,,,,,,0.01,,,,,tr,,,,,,,,0.03,,,,0.05,,,,0.02,,0.06,0.06,,,,,,0.08,,0.24,0.24,,
091169,31,SOL,"Common sole, fillet, boiled in recipe (n.s.)",,c,calc. from 091042,0.33,1,431,102,73.3,3.59,22.4,1.3,0,0,61,1.6,62,0.08,0.7,396,35,143,205,0.61,68,29,5,tr,1,0.57,0.05,0.10,8.3,4.0,0.28,0.27,10,1.5,tr,1320,1350,2080,211,3100,1060,699,987,1630,1920,629,880,847,879,981,255,742,1080,0.83,1.10,0.38,0.22,0.51,0,,0.30,,,,,,tr,tr,0.06,0.01,0.21,0.01,0.07,,tr,,tr,0.02,tr,,,,,tr,tr,,,,,,0.05,,,,0.01,,,,,,,,,,0.14,,,,,,,,0.01,,,,,0.01,,,tr,,,,,,,,,,0.02,,,,,tr,,0.01,,,,,,,,0.01,,,,,tr,,,,,,,,0.03,,,,0.05,,,,0.02,,0.06,0.06,,,,,,0.08,,0.24,0.24,,
091230,31,SOL,"Common sole, fillet, grilled_ (n.s.)",,c,calc. from 091042,0.33,1,497,117,69.2,4.14,25.9,1.5,0,0,71,1.9,71,0.09,0.7,388,36,140,213,0.70,78,34,6,tr,1,0.65,0.06,0.09,9.0,4.1,0.33,0.33,11,1.7,tr,1530,1550,2400,243,3570,1220,806,1140,1880,2210,725,1010,976,1010,1130,294,856,1250,0.84,1.29,0.44,0.26,0.59,0,,0.35,,,,,,tr,tr,0.06,0.01,0.25,0.01,0.08,,tr,,tr,0.02,tr,,,,,tr,tr,,,,,,0.06,,,,0.01,,,,,,,,,,0.16,,,,,,,,0.01,,,,,0.01,,,tr,,,,,,,,,,0.02,,,,,tr,,0.01,,,,,,,,0.01,,,,,tr,,,,,,,,0.04,,,,0.05,,,,0.02,,0.07,0.07,,,,,,0.09,,0.29,0.29,,
091043,,SOL,"Common sole, wild, fillet, raw",W,r,"fi055, fi066, fi080, fi244, fi275, 091042, dAA",0.33,1,352,83,78.3,3.02,18.9,0.8,0,0,52,1.4,23,0.07,0.4,349,27,76,170,0.42,88,23,5,tr,1,0.47,0.05,0.08,7.1,3.5,0.24,0.26,10,1.9,tr,1120,1130,1750,178,2610,889,589,831,1380,1620,530,741,713,741,826,215,625,913,0.76,0.62,0.22,0.12,0.28,0,,0.17,,,,,,tr,tr,0.04,tr,0.12,tr,0.04,,tr,,tr,0.01,tr,,,,,tr,tr,,,,,,0.03,,,,tr,,,,,,,,,,0.08,,,,,,,,tr,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,tr,,,,,,,,0.01,,,,,tr,,,,,,,,0.02,,,,0.02,,,,0.01,,0.03,0.03,,,,,,0.04,,0.14,0.14,,
091109,31,SOL,"Common sole, wild, fillet, boiled",W,c,calc. from 091043,0.33,1,424,100,73.8,3.64,22.8,1.0,0,0,62,1.7,27,0.08,0.3,315,28,78,174,0.51,95,25,5,tr,1,0.57,0.05,0.07,7.3,3.0,0.20,0.22,8,1.8,tr,1340,1370,2110,214,3140,1070,710,1000,1660,1950,639,893,859,892,995,259,753,1100,0.79,0.78,0.27,0.16,0.36,0,,0.22,,,,,,tr,tr,0.04,tr,0.15,tr,0.05,,tr,,tr,0.01,tr,,,,,tr,tr,,,,,,0.04,,,,tr,,,,,,,,,,0.10,,,,,,,,tr,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,tr,,,,,,,,0.01,,,,,tr,,,,,,,,0.02,,,,0.03,,,,0.01,,0.04,0.04,,,,,,0.05,,0.17,0.17,,
091170,31,SOL,"Common sole, wild, fillet, boiled in recipe",W,c,calc. from 091043,0.33,1,424,100,73.8,3.64,22.8,1.0,0,0,62,1.7,27,0.08,0.4,420,32,92,205,0.51,110,28,5,tr,1,0.57,0.05,0.10,8.3,4.0,0.25,0.27,10,2.1,tr,1340,1370,2110,214,3140,1070,710,1000,1660,1950,639,893,859,892,995,259,753,1100,0.79,0.78,0.27,0.16,0.36,0,,0.22,,,,,,tr,tr,0.04,tr,0.15,tr,0.05,,tr,,tr,0.01,tr,,,,,tr,tr,,,,,,0.04,,,,tr,,,,,,,,,,0.10,,,,,,,,tr,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,tr,,,,,,,,0.01,,,,,tr,,,,,,,,0.02,,,,0.03,,,,0.01,,0.04,0.04,,,,,,0.05,,0.17,0.17,,
091231,31,SOL,"Common sole, wild, fillet, grilled_",W,c,calc. from 091043,0.33,1,489,115,69.8,4.20,26.3,1.1,0,0,72,1.9,31,0.09,0.4,412,34,90,213,0.58,120,32,6,tr,1,0.65,0.06,0.09,9.1,4.1,0.29,0.33,11,2.4,tr,1550,1570,2440,247,3620,1230,818,1150,1910,2250,736,1030,991,1030,1150,298,868,1270,0.81,0.92,0.32,0.18,0.42,0,,0.25,,,,,,tr,tr,0.05,tr,0.17,tr,0.06,,tr,,tr,0.02,tr,,,,,tr,tr,,,,,,0.04,,,,tr,,,,,,,,,,0.11,,,,,,,,tr,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,tr,,,,,,,,0.01,,,,,tr,,,,,,,,0.03,,,,0.04,,,,0.01,,0.05,0.05,,,,,,0.06,,0.21,0.21,,
091044,32,COD,"Atlantic cod, fillet, raw (n.s.)",,r,"fi045, fi074, fi105, fi122, fi146, fi290, fi243, fi244, fi266, fi361, fi365, fi366, fi437, fi439, fi440, fi441, fi446, NIFES-Cod - wild/farmed - fillet (Gadus morhua), SR27-15015, DTU-72, FAO89",0.34,1,339,80,80.7,2.97,18.6,0.6,0,0,52,1.2,12,0.02,0.2,375,25,79,200,0.38,260,30,1,tr,1,0.59,0.05,0.06,5.4,2.6,0.17,0.19,12,1.1,0.5,1070,1070,1810,128,2500,862,357,862,1340,1630,565,683,565,743,743,169,654,951,0.70,0.43,0.11,0.07,0.25,0.01,,0.22,,0,0,0,0,tr,,tr,tr,0.08,tr,0.02,,tr,,tr,,tr,,,,,0,,,,,,,0.01,,,,,,,,,,,,,,0.05,,,,,,,,0.01,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,tr,,,,0.01,,,,,,0.07,0.07,,,,,,0.01,,0.15,0.15,,
091110,32,COD,"Atlantic cod, fillet, boiled_ (n.s.)",,c,calc. from 091044,0.34,1,413,97,76.5,3.62,22.6,0.8,0,0,64,1.5,14,0.02,0.2,343,26,82,207,0.46,280,33,1,tr,1,0.72,0.05,0.05,5.6,2.2,0.14,0.16,10,1.1,0.5,1300,1310,2210,156,3040,1050,435,1050,1630,1990,689,834,689,906,906,207,797,1160,0.74,0.56,0.14,0.09,0.33,0.01,,0.28,,0,0,0,0,tr,,tr,tr,0.10,tr,0.02,,tr,,tr,,tr,,,,,0,,,,,,,0.01,,,,,,,,,,,,,,0.06,,,,,,,,0.01,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,tr,,,,0.02,,,,,,0.09,0.09,,,,,,0.01,,0.20,0.20,,
091171,32,COD,"Atlantic cod, fillet, boiled in recipe (n.s.)",,c,calc. from 091044,0.34,1,413,97,76.5,3.62,22.6,0.8,0,0,64,1.5,14,0.03,0.2,457,30,96,244,0.46,320,37,1,tr,1,0.72,0.05,0.07,6.4,3.0,0.17,0.20,12,1.2,0.5,1300,1310,2210,156,3040,1050,435,1050,1630,1990,689,834,689,906,906,207,797,1160,0.74,0.56,0.14,0.09,0.33,0.01,,0.28,,0,0,0,0,tr,,tr,tr,0.10,tr,0.02,,tr,,tr,,tr,,,,,0,,,,,,,0.01,,,,,,,,,,,,,,0.06,,,,,,,,0.01,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,tr,,,,0.02,,,,,,0.09,0.09,,,,,,0.01,,0.20,0.20,,
091232,32,COD,"Atlantic cod, fillet, grilled_ (n.s.)",,c,calc. from 091044,0.34,1,452,106,74.3,3.96,24.8,0.8,0,0,70,1.6,15,0.03,0.2,425,30,89,240,0.50,350,40,1,tr,1,0.79,0.05,0.06,6.7,2.9,0.20,0.23,12,1.4,0.5,1430,1430,2420,170,3330,1150,475,1150,1780,2180,753,911,753,991,991,226,872,1270,0.76,0.63,0.15,0.10,0.37,0.01,,0.32,,0,0,0,0,tr,,tr,tr,0.12,tr,0.03,,tr,,tr,,tr,,,,,0,,,,,,,0.01,,,,,,,,,,,,,,0.07,,,,,,,,0.01,,,,,tr,,,tr,,,,,,,,,,0.01,,,,,tr,,,,,,,,,,tr,,,,,tr,,,,,,,,tr,,,,0.02,,,,,,0.10,0.10,,,,,,0.01,,0.22,0.22,,
091045,32,COD,"Atlantic cod, fillet, raw (Northwest Atlantic)",,r,"fi290, fi365, fi366, SR27-15015, 091044",0.34,1,329,78,80.7,2.85,17.8,0.7,0,0,43,1.2,29,0.03,0.4,413,32,54,213,0.45,260,33,1,tr,1,0.59,0.08,0.07,4.8,2.1,0.15,0.25,12,0.91,1,1030,1030,1740,123,2390,826,342,826,1280,1570,541,655,541,712,712,162,627,912,0.73,0.52,0.15,0.11,0.25,0.01,,0.22,,0,0,0,0,0,,0.01,,0.10,,0.03,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,0.07,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,tr,,,,,,,,,,,,,tr,,,,0.02,,,,,,0.07,0.07,,,,,0.01,0.01,,0.14,0.14,,
091111,32,COD,"Atlantic cod, fillet, boiled_ (Northwest Atlantic)",,c,calc. from 091045,0.34,1,401,95,76.4,3.48,21.7,0.9,0,0,52,1.5,35,0.03,0.4,378,33,56,220,0.55,280,36,1,tr,1,0.72,0.07,0.06,5.1,1.8,0.13,0.21,10,0.89,1.0,1250,1250,2120,149,2920,1010,417,1010,1560,1910,660,799,660,869,869,198,765,1110,0.77,0.66,0.19,0.14,0.32,0.01,,0.28,,0,0,0,0,0,,0.01,,0.13,,0.04,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,0.09,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,tr,,,,,,,,,,,,,tr,,,,0.03,,,,,,0.09,0.09,,,,,0.01,0.01,,0.17,0.17,,
091172,32,COD,"Atlantic cod, fillet, boiled in recipe (Northwest Atlantic)",,c,calc. from 091045,0.34,1,401,95,76.4,3.48,21.7,0.9,0,0,52,1.5,35,0.03,0.5,504,39,66,259,0.55,320,40,1,tr,1,0.72,0.08,0.08,5.7,2.4,0.16,0.25,12,1.0,1.0,1250,1250,2120,149,2920,1010,417,1010,1560,1910,660,799,660,869,869,198,765,1110,0.77,0.66,0.19,0.14,0.32,0.01,,0.28,,0,0,0,0,0,,0.01,,0.13,,0.04,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,0.09,,,,,,,,0.02,,,,,tr,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,tr,,,,,,,,,,,,,tr,,,,0.03,,,,,,0.09,0.09,,,,,0.01,0.01,,0.17,0.17,,
