Order,Family,Species,Occurrence,FishBase name,Name
Perciformes,Percidae,Etheostoma rupestre,endemic ,Rock darter ,
Perciformes,Percidae,Etheostoma sagitta,endemic ,Arrow darter ,
Perciformes,Percidae,Etheostoma saludae,endemic ,Saluda darter ,Saluda darter 
Perciformes,Percidae,Etheostoma scotti,native ,Cherokee darter ,Cherokee darter 
Perciformes,Percidae,Etheostoma sellare,endemic ,Maryland darter ,
Perciformes,Percidae,Etheostoma sequatchiense,native ,Sequatchie darter ,
Perciformes,Percidae,Etheostoma serrifer,endemic ,Sawcheek darter ,
Perciformes,Percidae,Etheostoma simoterum,endemic ,Snubnose darter ,
Perciformes,Percidae,Etheostoma sitikuense,native ,Citico Darter ,
Perciformes,Percidae,Etheostoma smithi,endemic ,Slabrock darter ,
Perciformes,Percidae,Etheostoma spectabile,endemic ,Orangethroat darter ,
Perciformes,Percidae,Etheostoma spilotum,native ,Cumberland plateau darter ,Cumberland plateau darter 
Perciformes,Percidae,Etheostoma squamiceps,endemic ,Spottail darter ,
Perciformes,Percidae,Etheostoma stigmaeum,endemic ,Speckled darter ,
Perciformes,Percidae,Etheostoma striatulum,endemic ,Striated darter ,
Perciformes,Percidae,Etheostoma susanae,native ,Cumberland darter ,
Perciformes,Percidae,Etheostoma swaini,endemic ,Gulf darter ,
Perciformes,Percidae,Etheostoma swannanoa,endemic ,Swannanoa darter ,
Perciformes,Percidae,Etheostoma tallapoosae,native ,Tallapoosa darter ,
Perciformes,Percidae,Etheostoma tecumsehi,endemic ,Shawnee darter ,Shawnee darter 
Perciformes,Percidae,Etheostoma teddyroosevelt,native ,Highland darter ,Highland darter 
Perciformes,Percidae,Etheostoma tennesseense,native ,,
Perciformes,Percidae,Etheostoma tetrazonum,endemic ,Missouri saddled darter ,
Perciformes,Percidae,Etheostoma thalassinum,endemic ,Seagreen darter ,
Perciformes,Percidae,Etheostoma thompsoni,native ,Gumbo darter ,Gumbo darter 
Perciformes,Percidae,Etheostoma tippecanoe,endemic ,Tippecanoe darter ,
Perciformes,Percidae,Etheostoma trisella,endemic ,Trispot darter ,
Perciformes,Percidae,Etheostoma tuscumbia,endemic ,Tuscumbia darter ,
Perciformes,Percidae,Etheostoma uniporum,native ,Current darter ,
Perciformes,Percidae,Etheostoma variatum,endemic ,Variegate darter ,
Perciformes,Percidae,Etheostoma virgatum,endemic ,Striped darter ,
Perciformes,Percidae,Etheostoma vitreum,endemic ,Glassy darter ,
Perciformes,Percidae,Etheostoma vulneratum,endemic ,Wounded darter ,
Perciformes,Percidae,Etheostoma wapiti,native ,Boulder darter ,
Perciformes,Percidae,Etheostoma whipplei,endemic ,Redfin darter ,
Perciformes,Percidae,Etheostoma zonale,endemic ,Banded darter ,
Perciformes,Percidae,Etheostoma zonifer,endemic ,Backwater darter ,
Perciformes,Percidae,Etheostoma zonistium,endemic ,Bandfin darter ,
Squaliformes,Etmopteridae,Etmopterus bigelowi,native ,Blurred smooth lantern shark ,
Squaliformes,Etmopteridae,Etmopterus bullisi,native ,Lined lanternshark ,
Squaliformes,Etmopteridae,Etmopterus gracilispinis,native ,Broadbanded lanternshark ,
Squaliformes,Etmopteridae,Etmopterus hillianus,native ,Caribbean lanternshark ,Caribbean lanternshark 
Squaliformes,Etmopteridae,Etmopterus princeps,native ,Great lanternshark ,
Squaliformes,Etmopteridae,Etmopterus pusillus,native ,Smooth lanternshark ,
Squaliformes,Etmopteridae,Etmopterus robinsi,native ,,
Squaliformes,Etmopteridae,Etmopterus schultzi,native ,Fringefin lanternshark ,Fringefin lanternshark 
Squaliformes,Etmopteridae,Etmopterus virens,native ,Green lanternshark ,
Pleuronectiformes,Paralichthyidae,Etropus crossotus,native ,Fringed flounder ,
Pleuronectiformes,Paralichthyidae,Etropus cyclosquamus,native ,Shelf flounder ,
Pleuronectiformes,Paralichthyidae,Etropus microstomus,native ,Smallmouth flounder ,
Pleuronectiformes,Paralichthyidae,Etropus rimosus,native ,Gray flounder ,
Clupeiformes,Dussumieriidae,Etrumeus acuminatus,native ,,
Clupeiformes,Dussumieriidae,Etrumeus sadina,native ,Red-eye round herring ,Atlantic round herring 
Perciformes,Gerreidae,Eucinostomus argenteus,native ,Silver mojarra ,
Perciformes,Gerreidae,Eucinostomus gracilis,native ,Graceful mojarra ,
Perciformes,Gerreidae,Eucinostomus gula,native ,Jenny mojarra ,
Perciformes,Gerreidae,Eucinostomus harengulus,native ,Tidewater mojarra ,
Perciformes,Gerreidae,Eucinostomus havana,native ,Bigeye mojarra ,
Perciformes,Gerreidae,Eucinostomus jonesii,native ,Slender mojarra ,
Perciformes,Gerreidae,Eucinostomus melanopterus,native ,Flagfin mojarra ,
Perciformes,Zoarcidae,Eucryphycus californicus,native ,Persimmon eelpout ,
Perciformes,Gobiidae,Eucyclogobius newberryi,endemic ,Tidewater goby ,
Perciformes,Gerreidae,Eugerres brasilianus,native ,Brazilian mojarra ,Mojarra del Brasil 
Perciformes,Gerreidae,Eugerres plumieri,native ,Striped mojarra ,Patao 
Beloniformes,Hemiramphidae,Euleptorhamphus velox,native ,Flying halfbeak ,Slender halfbeak 
Beloniformes,Hemiramphidae,Euleptorhamphus viridis,native ,Ribbon halfbeak ,
Lampriformes,Lophotidae,Eumecichthys fiski,native ,Unicorn crestfish ,
Scorpaeniformes,Cyclopteridae,Eumicrotremus orbis,native ,Pacific spiny lumpsucker ,Spiny lumpsucker 
Scorpaeniformes,Cyclopteridae,Eumicrotremus spinosus,native ,Atlantic spiny lumpsucker ,
Squaliformes,Dalatiidae,Euprotomicrus bispinatus,native ,Pygmy shark ,
Saccopharyngiformes,Eurypharyngidae,Eurypharynx pelecanoides,native ,Pelican eel ,Pelican gulper 
Stomiiformes,Stomiidae,Eustomias acinosus,native ,,
Stomiiformes,Stomiidae,Eustomias bigelowi,native ,,
Stomiiformes,Stomiidae,Eustomias bituberatus,native ,,
Stomiiformes,Stomiidae,Eustomias enbarbatus,native ,Barbate dragonfish ,
Stomiiformes,Stomiidae,Eustomias filifer,native ,,
Stomiiformes,Stomiidae,Eustomias fissibarbis,native ,,
Stomiiformes,Stomiidae,Eustomias hypopsilus,native ,,
Stomiiformes,Stomiidae,Eustomias leptobolus,native ,,
Stomiiformes,Stomiidae,Eustomias longibarba,native ,,
Stomiiformes,Stomiidae,Eustomias macrophthalmus,native ,,
Stomiiformes,Stomiidae,Eustomias macrurus,native ,Yellowstem dragonfish ,
Stomiiformes,Stomiidae,Eustomias melanostigma,native ,,
Stomiiformes,Stomiidae,Eustomias monoclonus,native ,,
Stomiiformes,Stomiidae,Eustomias obscurus,native ,,
Stomiiformes,Stomiidae,Eustomias quadrifilis,native ,,
Stomiiformes,Stomiidae,Eustomias simplex,native ,,
Stomiiformes,Stomiidae,Eustomias tenisoni,native ,,
Stomiiformes,Stomiidae,Eustomias variabilis,native ,,
Perciformes,Scombridae,Euthynnus alletteratus,native ,Little tunny ,Bonito 
Perciformes,Scombridae,Euthynnus lineatus,native ,Black skipjack ,
Aulopiformes,Evermannellidae,Evermannella indica,native ,Indian sabretooth ,Sabertooth 
Perciformes,Gobiidae,Evermannichthys spongicola,native ,,
Perciformes,Gobiidae,Evorthodus lyricus,native ,Lyre goby ,
Perciformes,Trichiuridae,Evoxymetopon taeniatus,native ,Channel scabbardfish ,
Perciformes,Zoarcidae,Exechodontes daidaleus,native ,,
Beloniformes,Exocoetidae,Exocoetus obtusirostris,native ,Oceanic two-wing flyingfish ,
Beloniformes,Exocoetidae,Exocoetus volitans,native ,Tropical two-wing flyingfish ,Flyingfish 
Cypriniformes,Cyprinidae,Exoglossum laurae,native ,Tonguetied minnow ,Eastern tonguetied minnow 
Cypriniformes,Cyprinidae,Exoglossum maxillingua,native ,Cutlips minnow ,
Anguilliformes,Nettastomatidae,Facciolella equatorialis,native ,Dogface witch eel ,
Anguilliformes,Nettastomatidae,Facciolella gilbertii,native ,Dogface witch-eel ,
Rajiformes,Rajidae,Fenestraja cubensis,native ,Cuban pygmy skate ,
Rajiformes,Rajidae,Fenestraja ishiyamai,native ,Plain pygmy skate ,
Rajiformes,Rajidae,Fenestraja plutonia,native ,Pluto skate ,
Syngnathiformes,Fistulariidae,Fistularia petimba,native ,Red cornetfish ,
Syngnathiformes,Fistulariidae,Fistularia tabacaria,native ,Cornetfish ,Cornet fish 
Stomiiformes,Stomiidae,Flagellostomias boureei,native ,Longbarb dragonfish ,
Cyprinodontiformes,Cyprinodontidae,Floridichthys carpio,native ,Goldspotted killifish ,
Beloniformes,Exocoetidae,Fodiator acutus,native ,Sharpchin flyingfish ,Flyingfish 
Perciformes,Callionymidae,Foetorepus agassizii,native ,Spotfin dragonet ,
Percopsiformes,Amblyopsidae,Forbesichthys agassizii,endemic ,Spring cavefish ,
Lophiiformes,Antennariidae,Fowlerichthys avalonis,native ,Roughbar frogfish ,
Lophiiformes,Antennariidae,Fowlerichthys ocellatus,native ,Ocellated frogfish ,
Lophiiformes,Antennariidae,Fowlerichthys radiosus,native ,Singlespot frogfish ,
Cyprinodontiformes,Fundulidae,Fundulus bifax,endemic ,Stippled studfish ,
Cyprinodontiformes,Fundulidae,Fundulus blairae,native ,Western starhead topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus catenatus,endemic ,Northern studfish ,
Cyprinodontiformes,Fundulidae,Fundulus chrysotus,endemic ,Golden topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus cingulatus,endemic ,Banded topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus confluentus,native ,Marsh killifish ,Killifish 
Cyprinodontiformes,Fundulidae,Fundulus diaphanus,native ,Banded killifish ,
Cyprinodontiformes,Fundulidae,Fundulus dispar,endemic ,Starhead topminnow ,Northern starhead topminnow 
Cyprinodontiformes,Fundulidae,Fundulus escambiae,endemic ,Russetfin topminnow ,Eastern starhead topminnow 
Cyprinodontiformes,Fundulidae,Fundulus euryzonus,endemic ,Broadstripe topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus grandis,native ,Gulf killifish ,
Cyprinodontiformes,Fundulidae,Fundulus heteroclitus,native ,Mummichog ,Killifish 
Cyprinodontiformes,Fundulidae,Fundulus jenkinsi,native ,Saltmarsh topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus julisia,endemic ,Barrens topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus kansae,native ,Northern plains killifish ,
Cyprinodontiformes,Fundulidae,Fundulus lineolatus,endemic ,Lined topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus luciae,native ,Spotfin killifish ,
Cyprinodontiformes,Fundulidae,Fundulus majalis,native ,Striped killifish ,Killifish 
Cyprinodontiformes,Fundulidae,Fundulus notatus,native ,Blackstripe topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus nottii,endemic ,Bayou topminnow ,Southern starhead topminnow 
Cyprinodontiformes,Fundulidae,Fundulus olivaceus,endemic ,Blackspotted topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus parvipinnis,native ,California killifish ,
Cyprinodontiformes,Fundulidae,Fundulus pulvereus,endemic ,Bayou killifish ,Bayou topminnow 
Cyprinodontiformes,Fundulidae,Fundulus rathbuni,endemic ,Speckled killifish ,
Cyprinodontiformes,Fundulidae,Fundulus rubrifrons,native ,Redface topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus saguanus,native ,,
Cyprinodontiformes,Fundulidae,Fundulus sciadicus,endemic ,Plains topminnow ,
Cyprinodontiformes,Fundulidae,Fundulus seminolis,endemic ,Seminole killifish ,
Cyprinodontiformes,Fundulidae,Fundulus similis,native ,Longnose killifish ,
Cyprinodontiformes,Fundulidae,Fundulus stellifer,endemic ,Southern studfish ,
Cyprinodontiformes,Fundulidae,Fundulus waccamensis,endemic ,Waccamaw killifish ,
Cyprinodontiformes,Fundulidae,Fundulus zebrinus,native ,Plains killifish ,
Gadiformes,Moridae,Gadella imberbis,native ,Beardless codling ,
Gadiformes,Macrouridae,Gadomus arcuatus,native ,Doublethread grenadier ,
Gadiformes,Macrouridae,Gadomus longifilis,native ,Treadfin grenadier ,
Gadiformes,Gadidae,Gadus macrocephalus,native ,Pacific cod ,Bacalao de Alaska 
Gadiformes,Gadidae,Gadus morhua,native ,Atlantic cod ,Kil'din cod 
Gadiformes,Lotidae,Gaidropsarus ensis,native ,Threadfin rockling ,Artic threebeard rockling 
Carcharhiniformes,Carcharhinidae,Galeocerdo cuvier,native ,Tiger shark ,Leopard shark 
Carcharhiniformes,Triakidae,Galeorhinus galeus,native ,Tope shark ,
Carcharhiniformes,Scyliorhinidae,Galeus arae,native ,Roughtail catshark ,
Cyprinodontiformes,Poeciliidae,Gambusia affinis,native ,Mosquitofish ,Mosquito Fish 
Cyprinodontiformes,Poeciliidae,Gambusia amistadensis,endemic ,Amistad gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia clarkhubbsi,native ,San Felipe gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia gaigei,endemic ,Big Bend gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia geiseri,endemic ,Largespring gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia georgei,endemic ,San Marcos gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia heterochir,endemic ,Clear Creek gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia holbrooki,native ,Eastern mosquitofish ,
Cyprinodontiformes,Poeciliidae,Gambusia nobilis,endemic ,Pecos gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia rhizophorae,native ,Mangrove gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia senilis,native ,Blotched gambusia ,
Cyprinodontiformes,Poeciliidae,Gambusia speciosa,native ,Tex-Mex gambusia ,
Gasterosteiformes,Gasterosteidae,Gasterosteus aculeatus,native ,Three-spined stickleback ,Santa Ana stickleback 
Gasterosteiformes,Gasterosteidae,Gasterosteus wheatlandi,native ,Blackspotted stickleback ,
Pleuronectiformes,Paralichthyidae,Gastropsetta frontalis,native ,Shrimp flounder ,
Perciformes,Gempylidae,Gempylus serpens,native ,Snake mackerel ,
Scorpaeniformes,Liparidae,Genioliparis ferox,native ,,
Perciformes,Sciaenidae,Genyonemus lineatus,native ,White croaker ,Croaker 
Perciformes,Cichlidae,Geophagus surinamensis,introduced ,Redstriped eartheater ,Mother-of-pearl eartheater 
Beryciformes,Trachichthyidae,Gephyroberyx darwinii,native ,Darwin's slimehead ,
Perciformes,Gerreidae,Gerres cinereus,native ,Yellow fin mojarra ,Mojarra blanca 
Stephanoberyciformes,Gibberichthyidae,Gibberichthys pumilus,native ,Gibberfish ,
Perciformes,Clinidae,Gibbonsia elegans,native ,Spotted kelpfish ,
Perciformes,Clinidae,Gibbonsia metzi,native ,Striped kelpfish ,
Perciformes,Clinidae,Gibbonsia montereyensis,native ,Crevice kelpfish ,
Lophiiformes,Gigantactinidae,Gigantactis gargantua,native ,,
Aulopiformes,Giganturidae,Gigantura indica,native ,Telescopefish ,Pacific telescopefish 
Cypriniformes,Cyprinidae,Gila atraria,native ,Utah chub ,
Cypriniformes,Cyprinidae,Gila coerulea,native ,Blue chub ,
Cypriniformes,Cyprinidae,Gila cypha,native ,Humpback chub ,
Cypriniformes,Cyprinidae,Gila ditaenia,native ,Sonora chub ,
Cypriniformes,Cyprinidae,Gila elegans,native ,Bonytail ,
Cypriniformes,Cyprinidae,Gila intermedia,native ,Gila chub ,
Cypriniformes,Cyprinidae,Gila nigra,native ,Headwater chub ,
Cypriniformes,Cyprinidae,Gila nigrescens,native ,Chihuahua chub ,
Cypriniformes,Cyprinidae,Gila orcuttii,native ,Arroyo chub ,
Cypriniformes,Cyprinidae,Gila pandora,native ,Rio Grande chub ,
Cypriniformes,Cyprinidae,Gila purpurea,native ,Yaqui chub ,
Cypriniformes,Cyprinidae,Gila robusta,native ,Roundtail chub ,
Cypriniformes,Cyprinidae,Gila seminuda,native ,Virgin chub ,
Perciformes,Dactyloscopidae,Gillellus greyae,native ,Arrow stargazer ,
Perciformes,Dactyloscopidae,Gillellus healae,native ,Masked stargazer ,
Perciformes,Dactyloscopidae,Gillellus uranidea,native ,Warteye stargazer ,
Perciformes,Gobiidae,Gillichthys mirabilis,native ,Longjaw mudsucker ,
Orectolobiformes,Ginglymostomatidae,Ginglymostoma cirratum,native ,Nurse shark ,Cat shark 
Perciformes,Kyphosidae,Girella nigricans,native ,Opaleye ,
Osmeriformes,Argentinidae,Glossanodon pygmaeus,native ,Pygmy argentine ,
Pleuronectiformes,Pleuronectidae,Glyptocephalus cynoglossus,native ,Witch flounder ,Craig fluke 
Pleuronectiformes,Pleuronectidae,Glyptocephalus zachirus,native ,Rex sole ,
Perciformes,Gobiidae,Gnatholepis thompsoni,native ,Goldspot goby ,
Anguilliformes,Congridae,Gnathophis bathytopos,native ,Blackgut conger ,
Anguilliformes,Congridae,Gnathophis bracheatopos,native ,Longeye conger ,
Anguilliformes,Congridae,Gnathophis cinctus,native ,Hardtail conger ,Conger eel 
Gobiesociformes,Gobiesocidae,Gobiesox eugrammus,native ,Lined clingfish ,
Gobiesociformes,Gobiesocidae,Gobiesox maeandricus,native ,Northern clingfish ,
Gobiesociformes,Gobiesocidae,Gobiesox papillifer,native ,Bearded clingfish ,
Gobiesociformes,Gobiesocidae,Gobiesox punctulatus,native ,Stippled clingfish ,
Gobiesociformes,Gobiesocidae,Gobiesox rhessodon,native ,California clingfish ,
Gobiesociformes,Gobiesocidae,Gobiesox strumosus,native ,Skilletfish ,
Perciformes,Labrisomidae,Gobioclinus bucciferus,native ,Puffcheek blenny ,
Perciformes,Labrisomidae,Gobioclinus gobio,native ,Palehead blenny ,
Perciformes,Labrisomidae,Gobioclinus guppyi,native ,Mimic blenny ,
Perciformes,Labrisomidae,Gobioclinus haitiensis,native ,Longfin blenny ,
Perciformes,Labrisomidae,Gobioclinus kalisherae,native ,Downy blenny ,
Perciformes,Gobiidae,Gobioides broussonnetii,native ,Violet goby ,
Perciformes,Eleotridae,Gobiomorus dormitor,native ,Bigmouth sleeper ,
Perciformes,Gobiidae,Gobionellus oceanicus,native ,Highfin goby ,
Perciformes,Gobiidae,Gobiosoma bosc,native ,Naked goby ,
Perciformes,Gobiidae,Gobiosoma ginsburgi,native ,Seaboard goby ,
Perciformes,Gobiidae,Gobiosoma grosvenori,native ,Rockcut goby ,
Perciformes,Gobiidae,Gobiosoma longipala,native ,Twoscale goby ,
Perciformes,Gobiidae,Gobiosoma robustum,native ,Code goby ,
Perciformes,Gobiidae,Gobulus myersi,native ,Paleback goby ,
Myctophiformes,Myctophidae,Gonichthys cocco,native ,Cocco’s lanternfish ,
Perciformes,Serranidae,Gonioplectrus hispanus,native ,Spanish flag ,
Stomiiformes,Gonostomatidae,Gonostoma atlanticum,native ,Atlantic fangjaw ,Atlantic fangjaw 
Anguilliformes,Ophichthidae,Gordiichthys ergodes,native ,Irksone eel ,
Anguilliformes,Ophichthidae,Gordiichthys irretitus,native ,Horsehair eel ,
Anguilliformes,Ophichthidae,Gordiichthys leibyi,native ,String eel ,
Zeiformes,Grammicolepididae,Grammicolepis brachiusculus,native ,Thorny tinselfish ,
Ophidiiformes,Bythitidae,Grammonus claudei,native ,Reef-cave brotula ,
Ophidiiformes,Bythitidae,Grammonus diagrammus,native ,Purple brotula ,
Perciformes,Eleotridae,Guavina guavina,native ,Guavina ,Guavina 
Ophidiiformes,Bythitidae,Gunterichthys longipenis,native ,Gold brotula ,
Pleuronectiformes,Achiridae,Gymnachirus melas,native ,North American naked sole ,
Pleuronectiformes,Achiridae,Gymnachirus texae,native ,Gulf of Mexico fringed sole ,
Perciformes,Zoarcidae,Gymnelus viridis,native ,Fish doctor ,Green ocean pout 
Scorpaeniformes,Cottidae,Gymnocanthus tricuspis,native ,Arctic staghorn sculpin ,
Perciformes,Percidae,Gymnocephalus cernua,introduced ,Ruffe ,
