species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,nutrient,concentration,RDI
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,0.0053,3.059999943,marine,Finfish,34.208024,CA_mg,NA,1200
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,0.0053,3.059999943,marine,Finfish,34.208024,CA_mg,NA,1200
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,0.0053,3.059999943,marine,Finfish,14.764504,CA_mg,NA,1200
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,0.0053,3.059999943,marine,Finfish,34.208024,CA_mg,NA,1200
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,0.0053,3.059999943,marine,Finfish,34.208024,CA_mg,NA,1200
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,0.0053,3.059999943,marine,Finfish,34.208024,CA_mg,NA,1200
Sardinella brasiliensis,"Herrings, sardines, anchovies",0.139485701806102,25,3.1,0.00351,3.289999962,marine,Finfish,23.372169,CA_mg,NA,1200
Sardinella fimbriata,"Herrings, sardines, anchovies",0.0170024351019086,13,2.7,0.00794,2.99,marine,Finfish,3.144341,CA_mg,NA,1200
Sardinella maderensis,"Herrings, sardines, anchovies",0.311963567355528,35,3.2,0.00654,3.029999971,marine,Finfish,14.764504,CA_mg,NA,1200
Sardinella maderensis,"Herrings, sardines, anchovies",0.311963567355528,35,3.2,0.00654,3.029999971,marine,Finfish,14.764504,CA_mg,NA,1200
Sardinella spp,"Herrings, sardines, anchovies",0.233807904742242,31,3.4,0.00708,3.03,marine,Finfish,4.565474,CA_mg,0.719243828075854,1200
Sardinella spp,"Herrings, sardines, anchovies",0.233807904742242,31,3.4,0.00708,3.03,marine,Finfish,4.565474,CA_mg,NA,1200
Sardinops sagax,"Herrings, sardines, anchovies",0.341443035510568,30,2.43,0.009,3.099999905,marine,Finfish,53.726668,CA_mg,NA,1200
Sarpa salpa, Miscellaneous coastal fishes,1.95451525947249,51,2,0.01259,3.04,marine,Finfish,37.370157,CA_mg,NA,1200
Sarpa salpa, Miscellaneous coastal fishes,1.95451525947249,51,2,0.01259,3.04,marine,Finfish,39.019184,CA_mg,NA,1200
Sarpa salpa, Miscellaneous coastal fishes,1.95451525947249,51,2,0.01259,3.04,marine,Finfish,39.019184,CA_mg,NA,1200
Sarpa salpa, Miscellaneous coastal fishes,1.95451525947249,51,2,0.01259,3.04,marine,Finfish,39.019184,CA_mg,NA,1200
Saurida undosquamis, Miscellaneous coastal fishes,0.912031171735404,50,4.48,0.006,3.049999952,marine,Finfish,37.370157,CA_mg,NA,1200
Saxidomus gigantea,,NA,13,NA,NA,NA,marine,Molluscs,52.372895,CA_mg,-0.406233479414642,1200
Scardinius erythrophthalmus,"Carps, barbels and other cyprinids",2.0703562548838,51,2.9,0.00832,3.16,freshwater,Finfish,41.53,CA_mg,-0.358343545191456,1200
Scardinius erythrophthalmus,"Carps, barbels and other cyprinids",2.0703562548838,51,2.9,0.00832,3.16,freshwater,Finfish,41.53,CA_mg,-0.367921532036093,1200
Sciaena umbra, Miscellaneous coastal fishes,7.91497220132208,57,3.99,0.0352,3.048000097,marine,Finfish,38.483333,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.5436992455097,52,3.09,0.00452,3.351000071,marine,Finfish,25.304304,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.5436992455097,52,3.09,0.00452,3.351000071,marine,Finfish,25.304304,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.5436992455097,52,3.09,0.00452,3.351000071,marine,Finfish,25.304304,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.5436992455097,52,3.09,0.00452,3.351000071,marine,Finfish,41.630735,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.61079301228807,64,3.1,0.00776,3.06,marine,Finfish,36.5817,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.61079301228807,64,3.1,0.00776,3.06,marine,Finfish,36.5817,CA_mg,NA,1200
Scomber japonicus, Miscellaneous pelagic fishes,2.61079301228807,64,3.1,0.00776,3.06,marine,Finfish,36.5817,CA_mg,NA,1200
Scomber scombrus, Miscellaneous pelagic fishes,0.82866248603092,46,3.18,0.00381,3.210000038,marine,Finfish,44.713712,CA_mg,NA,1200
Scomber scombrus, Miscellaneous pelagic fishes,0.82866248603092,46,3.18,0.00381,3.210000038,marine,Finfish,58.897259,CA_mg,NA,1200
Scomber scombrus, Miscellaneous pelagic fishes,0.82866248603092,46,3.18,0.00381,3.210000038,marine,Finfish,39.019184,CA_mg,NA,1200
Scomber scombrus, Miscellaneous pelagic fishes,0.82866248603092,46,3.18,0.00381,3.210000038,marine,Finfish,58.897259,CA_mg,NA,1200
Scomber scombrus, Miscellaneous pelagic fishes,0.82866248603092,46,3.18,0.00381,3.210000038,marine,Finfish,44.713712,CA_mg,NA,1200
Scomber scombrus, Miscellaneous pelagic fishes,0.82866248603092,46,3.18,0.00381,3.210000038,marine,Finfish,39.019184,CA_mg,NA,1200
Scomber spp, Miscellaneous pelagic fishes,2.61079301228807,64,3.1,0.00776,3.06,marine,Finfish,39.019184,CA_mg,NA,1200
Scomberomorus commerson,"Tunas, bonitos, billfishes",65.3595714089116,205,4.5,0.0099,2.950000048,marine,Finfish,9.71212,CA_mg,NA,1200
Scomberomorus guttatus,"Tunas, bonitos, billfishes",3.41761538848914,76,4.3,0.00813,2.99,marine,Finfish,3.144341,CA_mg,NA,1200
Scomper spp, Miscellaneous pelagic fishes,2.61079301228807,64,3.9,0.00776,3.06,marine,Finfish,23.372169,CA_mg,NA,1200
Scophthalmidae,"Flounders, halibuts, soles",1.41067703168121,45,3.7,0.01381,3.03,marine,Finfish,38.963745,CA_mg,NA,1200
Scophthalmus rhombus,"Flounders, halibuts, soles",4.45928946800826,75,3.79,0.0143,2.930000067,marine,Finfish,53.164164,CA_mg,NA,1200
Scophthalmus rhombus,"Flounders, halibuts, soles",4.45928946800826,75,3.79,0.0143,2.930000067,marine,Finfish,53.164164,CA_mg,NA,1200
Scorpaena porcus ,Miscellaneous demersal fishes,0.76148819243574,37,3.9,0.01349,3.03,marine,Finfish,37.966667,CA_mg,NA,1200
Scorpaena porcus ,Miscellaneous demersal fishes,0.76148819243574,37,3.9,0.01349,3.03,marine,Finfish,37.966667,CA_mg,NA,1200
Scorpaena porcus ,Miscellaneous demersal fishes,0.76148819243574,37,3.9,0.01349,3.03,marine,Finfish,37.966667,CA_mg,NA,1200
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,0.01288,3.01,marine,Finfish,39.019184,CA_mg,NA,1200
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,0.01288,3.01,marine,Finfish,37.966667,CA_mg,NA,1200
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,0.01288,3.01,marine,Finfish,37.966667,CA_mg,NA,1200
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,0.01288,3.01,marine,Finfish,37.966667,CA_mg,NA,1200
Scorpaena scrofa,Miscellaneous demersal fishes,1.8103278294515,50,4.3,0.031300001,2.802999973,marine,Finfish,38.963745,CA_mg,NA,1200
Sebastes flavidus,Miscellaneous demersal fishes,NA,66,4.1,NA,NA,marine,Finfish,46.25,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,NA,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,NA,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,-0.511591334705651,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,NA,1200
Sebastes marinus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,0.00977,3.09,marine,Finfish,63.968654,CA_mg,NA,1200
Sebastes melanops,Miscellaneous demersal fishes,NA,63,4.4,NA,NA,marine,Finfish,46.245311,CA_mg,NA,1200
Sebastes mentella,Miscellaneous demersal fishes,0.470122942573628,33,3.65,0.00955,3.09,marine,Finfish,62.46011,CA_mg,NA,1200
Sebastes mentella,Miscellaneous demersal fishes,0.470122942573628,33,3.65,0.00955,3.09,marine,Finfish,62.46011,CA_mg,NA,1200
Sebastes mentella,Miscellaneous demersal fishes,0.470122942573628,33,3.65,0.00955,3.09,marine,Finfish,63.968654,CA_mg,-0.514783996987196,1200
Sebastes pinniger,Miscellaneous demersal fishes,NA,63,3.8,NA,NA,marine,Finfish,53.726668,CA_mg,NA,1200
Sebastes pinniger,Miscellaneous demersal fishes,NA,76,3.8,NA,NA,marine,Finfish,46.25,CA_mg,NA,1200
Sebastes ruberrimus,,NA,104,NA,NA,NA,marine,Finfish,52.372895,CA_mg,-0.450930751356282,1200
Sebastes viviparus,Miscellaneous demersal fishes,0.802489622878944,35,4,0.0115,3.137000084,marine,Finfish,NA,CA_mg,NA,1200
Sebastes viviparus,Miscellaneous demersal fishes,0.802489622878944,35,4,0.0115,3.137000084,marine,Finfish,NA,CA_mg,NA,1200
Selaroides leptolepis, Miscellaneous pelagic fishes,0.069632004096,16,3.53,0.017000001,3,marine,Finfish,3.144341,CA_mg,NA,1200
Selene vomer, Miscellaneous pelagic fishes,1.20452692993228,48.3,4.3,0.01349,2.94,marine,Finfish,19.173773,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,34.553128,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,34.553128,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,37.966667,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,37.966667,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,37.966667,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,34.553128,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,36.5817,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,36.5817,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,36.5817,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,36.5817,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,3.144341,CA_mg,NA,1200
Sepia officinalis,"Squids, cuttlefishes, octopuses",NA,28,3.55,NA,NA,marine,Molluscs,39.019184,CA_mg,NA,1200
Seriolina nigrofasciata, Miscellaneous pelagic fishes,NA,156,4.17,NA,NA,marine,Finfish,9.71212,CA_mg,NA,1200
Serranus scriba, Miscellaneous coastal fishes,0.54527701468894,36,3.8,0.00977,3.05,marine,Finfish,18.1,CA_mg,NA,1200
Serranus scriba, Miscellaneous coastal fishes,0.54527701468894,36,3.8,0.00977,3.05,marine,Finfish,18.1,CA_mg,NA,1200
Serranus scriba, Miscellaneous coastal fishes,0.54527701468894,36,3.8,0.00977,3.05,marine,Finfish,18.1,CA_mg,NA,1200
Serranus scriba, Miscellaneous coastal fishes,0.54527701468894,36,3.8,0.00977,3.05,marine,Finfish,18.1,CA_mg,NA,1200
Serranus scriba, Miscellaneous coastal fishes,0.54527701468894,36,3.8,0.00977,3.05,marine,Finfish,18.1,CA_mg,NA,1200
Serranus scriba, Miscellaneous coastal fishes,0.54527701468894,36,3.8,0.00977,3.05,marine,Finfish,18.1,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Siganus rivulatus, Miscellaneous coastal fishes,0.228919148862593,27,2,0.01202,2.99,marine,Finfish,33.917053,CA_mg,NA,1200
Sillago sihama, Miscellaneous coastal fishes,0.280264514374905,31,3.37,0.00507,3.180020094,marine,Finfish,37.370157,CA_mg,NA,1200
Silurus glanis, Miscellaneous freshwater fishes,839.32289956449,500,4.4,0.00631,3.01,freshwater,Finfish,37,CA_mg,NA,1200
Silurus glanis, Miscellaneous freshwater fishes,839.32289956449,500,4.4,0.00631,3.01,freshwater,Finfish,36.967401,CA_mg,NA,1200
Silurus glanis, Miscellaneous freshwater fishes,839.32289956449,500,4.4,0.00631,3.01,freshwater,Finfish,41.53,CA_mg,-0.466894062764011,1200
Silurus glanis, Miscellaneous freshwater fishes,839.32289956449,500,4.4,0.00631,3.01,freshwater,Finfish,41.53,CA_mg,-0.476472049608648,1200
Silurus glanis, Miscellaneous freshwater fishes,839.32289956449,500,4.4,0.00631,3.01,freshwater,Finfish,41.53,CA_mg,NA,1200
Solea lascaris,"Flounders, halibuts, soles",0.678954044738773,40,3.2,0.00689,3.117000103,marine,Finfish,37.370157,CA_mg,NA,1200
Solea solea,"Flounders, halibuts, soles",2.52864787514094,70,3.17,0.00622,3.039999962,marine,Finfish,38.963745,CA_mg,NA,1200
Solea solea,"Flounders, halibuts, soles",3.35924576513366,70,3.1,0.00759,3.06,marine,Finfish,39.019184,CA_mg,NA,1200
Solea solea,"Flounders, halibuts, soles",3.35924576513366,70,3.1,0.00759,3.06,marine,Finfish,39.019184,CA_mg,NA,1200
Solea solea,"Flounders, halibuts, soles",3.35924576513366,70,3.1,0.00759,3.06,marine,Finfish,39.019184,CA_mg,NA,1200
Soleidae,"Flounders, halibuts, soles",0.0901843515265369,20,3.5,0.01,3.04,freshwater,Finfish,12.265754,CA_mg,2.74342364119865,1200
Sorubim lima, Miscellaneous freshwater fishes,1.1973389176663,54.2,4.1,0.00525,3.09,freshwater,Finfish,19.427757,CA_mg,NA,1200
Sparisoma cretense, Miscellaneous coastal fishes,1.80593276373233,50,2.9,0.00977,3.1,marine,Finfish,39.019184,CA_mg,NA,1200
Sparus aurata, Miscellaneous coastal fishes,2.63224641455137,57,3.26,0.01259,3.03,marine,Finfish,NA,CA_mg,NA,1200
Sparus aurata, Miscellaneous coastal fishes,2.63224641455137,57,3.26,0.01259,3.03,marine,Finfish,NA,CA_mg,NA,1200
Sphyraena chrysotaenia, Miscellaneous pelagic fishes,0.119591852130128,30,4,0.00562,2.93,marine,Finfish,37.370157,CA_mg,NA,1200
Sphyraena sphyraena, Miscellaneous pelagic fishes,31.2607791875473,165,4,0.01047,2.92,marine,Finfish,37.370157,CA_mg,NA,1200
Spicara maena, Miscellaneous coastal fishes,0.222150648951359,25,3.23,0.0125,3.039999962,marine,Finfish,37.370157,CA_mg,NA,1200
Spicara smaris, Miscellaneous coastal fishes,0.099804116278368,20,3,0.01175,3.02,marine,Finfish,42.163403,CA_mg,NA,1200
Spicara spp, Miscellaneous coastal fishes,0.099804116278368,20,3,0.01175,3.02,marine,Finfish,39.019184,CA_mg,NA,1200
Spicara spp, Miscellaneous coastal fishes,0.099804116278368,20,3,0.01175,3.02,marine,Finfish,39.019184,CA_mg,NA,1200
Spicara spp, Miscellaneous coastal fishes,0.099804116278368,20,3,0.01175,3.02,marine,Finfish,39.019184,CA_mg,NA,1200
Spicara spp, Miscellaneous coastal fishes,0.099804116278368,20,3,0.01175,3.02,marine,Finfish,39.019184,CA_mg,NA,1200
Spondyliosoma cantharus, Miscellaneous coastal fishes,3.07485059665649,60,3.3,0.01259,3.03,marine,Finfish,39.019184,CA_mg,NA,1200
Spondyliosoma cantharus, Miscellaneous coastal fishes,3.5836714000044,60,3.34,0.0151,3.023000002,marine,Finfish,28.291564,CA_mg,NA,1200
Sprattus sprattus,"Herrings, sardines, anchovies",0.0292929858317796,16,3,0.00589,3.07,marine,Finfish,41.85509,CA_mg,NA,1200
Sprattus sprattus,"Herrings, sardines, anchovies",0.0292929858317796,16,3,0.00589,3.07,marine,Finfish,41.85509,CA_mg,NA,1200
Sprattus sprattus,"Herrings, sardines, anchovies",0.0292929858317796,16,3,0.00589,3.07,marine,Finfish,42.163403,CA_mg,NA,1200
Squalus acanthias,"Sharks, rays, chimaeras",11.3873959131709,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,CA_mg,NA,1200
Stolothrissa tanganicae, Miscellaneous freshwater fishes,0.00512801871298443,10,2.7,0.00389,3.12,freshwater,Finfish,6.255568,CA_mg,NA,1200
Stolothrissa tanganicae, Miscellaneous freshwater fishes,0.00512801871298443,10,2.7,0.00389,3.12,freshwater,Finfish,6.255568,CA_mg,NA,1200
Strombus gracilior,"Abalones, winkles, conchs",NA,7,NA,NA,NA,marine,Molluscs,10.591648,CA_mg,NA,1200
Strombus gracilior,"Abalones, winkles, conchs",NA,7,NA,NA,NA,marine,Molluscs,10.591648,CA_mg,NA,1200
Strombus gracilior,"Abalones, winkles, conchs",NA,8,NA,NA,NA,marine,Molluscs,10.591648,CA_mg,NA,1200
Strombus gracilior,"Abalones, winkles, conchs",NA,8,NA,NA,NA,marine,Molluscs,10.591648,CA_mg,NA,1200
Syacium gunteri,"Flounders, halibuts, soles",0.0773623494190496,20,3.3,0.00617,3.15,marine,Finfish,19.173773,CA_mg,NA,1200
Synodontidae, Miscellaneous coastal fishes,0.854472267857327,48.3,4.5,0.00363,3.19,marine,Finfish,19.173773,CA_mg,NA,1200
Synodontis spp, Miscellaneous freshwater fishes,0.436099692551472,35,3.3,0.01259,2.94,freshwater,Finfish,0.755775,CA_mg,NA,1200
Synodontis spp, Miscellaneous freshwater fishes,0.436099692551472,35,3.3,0.01259,2.94,freshwater,Finfish,1.433393,CA_mg,NA,1200
Synodontis spp, Miscellaneous freshwater fishes,0.436099692551472,35,3.3,0.01259,2.94,freshwater,Finfish,0.033333,CA_mg,NA,1200
Tellina palatam," Clams, cockles, arkshells",NA,6,NA,NA,NA,marine,Molluscs,26.501301,CA_mg,NA,1200
Tellina palatam," Clams, cockles, arkshells",NA,6,NA,NA,NA,marine,Molluscs,26.501301,CA_mg,NA,1200
Tellina palatam," Clams, cockles, arkshells",NA,6,NA,NA,NA,marine,Molluscs,26.501301,CA_mg,NA,1200
Tellina palatam," Clams, cockles, arkshells",NA,6,NA,NA,NA,marine,Molluscs,26.501301,CA_mg,NA,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.349340237557497,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.354161157602631,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.357673086112332,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.350808862207008,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.333600412509477,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.403008890510281,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.372359332607442,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.377052546161314,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.392536958226811,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.394037509499137,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.368623917738033,1200
Tenualosa ilisha, Shads,3.70347652756945,60,2.04,0.026900001,2.890000105,brackish,Finfish,23.232099,CA_mg,-0.36456923664047,1200
Tenualosa macrura, Shads,1.63611403320863,52,2.3,0.00955,3.05,brackish,Finfish,3.144341,CA_mg,NA,1200
Thaleichthys pacificus,,0.250236280528861,34,NA,0.00417,3.12,marine,Finfish,52.372895,CA_mg,NA,1200
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,0.0104,2.911999941,marine,Finfish,56.90728,CA_mg,-0.511591334705651,1200
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,0.0104,2.911999941,marine,Finfish,53.726668,CA_mg,NA,1200
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,0.0104,2.911999941,marine,Finfish,56.167222,CA_mg,-0.507760139967796,1200
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,0.0104,2.911999941,marine,Finfish,57.79,CA_mg,NA,1200
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,0.0104,2.911999941,marine,Finfish,22.314446,CA_mg,NA,1200
Theragra chalcogramma,"Cods, hakes, haddocks",3.00062433916019,75,3.45,0.0104,2.911999941,marine,Finfish,57.881667,CA_mg,-0.521488587778442,1200
Thunnus alalunga,"Tunas, bonitos, billfishes",25.6140200451991,136,4.31,0.0272,2.799999952,marine,Finfish,36.102376,CA_mg,-0.495628023297922,1200
Thunnus alalunga,"Tunas, bonitos, billfishes",25.6140200451991,136,4.31,0.0272,2.799999952,marine,Finfish,46.25,CA_mg,NA,1200
Thunnus alalunga,"Tunas, bonitos, billfishes",25.6140200451991,136,4.31,0.0272,2.799999952,marine,Finfish,43,CA_mg,NA,1200
Thunnus orientalis,"Tunas, bonitos, billfishes",NA,300,4.21,NA,NA,marine,Finfish,36.594682,CA_mg,NA,1200
Thunnus thynnus,"Tunas, bonitos, billfishes",830.25816551271,376,4.43,0.0231,2.934000015,marine,Finfish,23.372169,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thymallus arcticus,"Salmons, trouts, smelts",4.03924005554931,76,3.3,0.00741,3.05,freshwater,Finfish,52.3333,CA_mg,NA,1200
Thynnichthys thynnoides,"Carps, barbels and other cyprinids",0.126479634552524,25,2.3,0.00759,3.02,freshwater,Finfish,12.265754,CA_mg,NA,1200
