species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,marine,Finfish,63.968654
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,marine,Finfish,63.968654
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,marine,Finfish,63.968654
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00759,3.06,marine,Finfish,63.968654
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.05697345,0.129272235,NA,NA,NA,0.57,NA,0.00759,3.06,marine,Finfish,63.968654
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.057327117,0.14931632,NA,NA,NA,0.6,NA,0.00759,3.06,marine,Finfish,63.968654
Gadus morhua,"Cods, hakes, haddocks",83.4437018466275,200,4.4,NA,0.063226,0.152914,NA,NA,NA,NA,NA,0.00759,3.06,marine,Finfish,65.882236
Gadus morhua,"Cods, hakes, haddocks",66.9225024,186,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,3,marine,Finfish,61.92411
Gadus morhua,"Cods, hakes, haddocks",66.9225024,186,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,3,marine,Finfish,62.1
Gadus morhua,"Cods, hakes, haddocks",66.9225024,186,4.42,NA,0.004089305,0.027430143,NA,NA,NA,NA,77,0.0104,3,marine,Finfish,55.028022
Gadus morhua,"Cods, hakes, haddocks",66.9225024,186,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,3,marine,Finfish,62.1
Gadus morhua,"Cods, hakes, haddocks",66.9225024,186,4.42,8.7,NA,NA,0.12,0.34,47,NA,91,0.0104,3,marine,Finfish,63.968654
Gasterochisma melampus,"Tunas, bonitos, billfishes",NA,164,4.4,11,0.087873,0.32737,0.9,0.5,42,2,264,NA,NA,marine,Finfish,36.102376
Gudusia chapra,Shads,0.11092675237764,20,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,3.04,freshwater,Finfish,24.4333
Mugil cephalus,"Sharks, rays, chimaeras",229.982206538414,250,3.9,NA,NA,NA,NA,NA,NA,NA,243,0.01318,3.02,marine,Finfish,3.144341
Helicolenus dactylopterus,Miscellaneous demersal fishes,1.63567925241753,47,3.8,NA,0.0132748,0.09726808,NA,NA,NA,0.8,NA,0.01072,3.1,marine,Finfish,37.370157
Helostoma temminkii,Miscellaneous freshwater fishes,0.30934892726511,30,2.8,1225.15,NA,NA,1.5,1.82922,NA,NA,NA,0.01,3.04,freshwater,Finfish,12.265754
Hyporhamphus unifasciatus,Miscellaneous pelagic fishes,0.00370764412114937,7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,12.265754
Hemiramphus brasiliensis,Miscellaneous pelagic fishes,0.00370764412114937,7,3.4,976.77,NA,NA,0.85,2.5828,NA,NA,NA,0.01,3.04,freshwater,Finfish,12.265754
Hemiramphus brasiliensis,Miscellaneous pelagic fishes,0.00370764412114937,7,3.4,1174,NA,NA,5.12,3.1698,NA,NA,NA,0.01,3.04,freshwater,Finfish,12.265754
Hemisorubim platyrhynchos,Miscellaneous freshwater fishes,1.44519999564613,52.5,4.5,NA,0.01850096,0.04047085,NA,NA,NA,6.35,103,0.00646,3.11,freshwater,Finfish,19.427757
Henicorhynchus siamensis,"Carps, barbels and other cyprinids",0.0714420077036495,20,2,NA,NA,NA,NA,NA,NA,NA,NA,0.00977,2.97,freshwater,Finfish,12.265754
Heteropneustes fossilis,Miscellaneous freshwater fishes,0.163432765119389,30,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.13,freshwater,Finfish,22.816667
Heteropneustes fossilis,Miscellaneous freshwater fishes,0.163432765119389,30,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00389,3.13,freshwater,Finfish,24.4333
Hippoglossus hippoglossus,"Flounders, halibuts, soles",3093.83316982119,470,4.5,NA,0.016,0.033,NA,NA,NA,NA,NA,0.01047,3.17,marine,Finfish,59.400365
Hippoglossus hippoglossus,"Flounders, halibuts, soles",3093.83316982119,470,4.5,NA,NA,NA,NA,NA,NA,NA,252,0.01047,3.17,marine,Finfish,63.968654
Huso huso,"Sturgeons, paddlefishes",6076.6260795329,800,4.1,NA,NA,NA,NA,NA,NA,NA,86,0.004,3.162699938,marine,Finfish,41.068616
Hydrolagus affinis,"Sharks, rays, chimaeras",11.5963764447718,130,4,NA,NA,NA,NA,NA,NA,NA,109,0.00309,3.11,marine,Finfish,57.596278
Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.2483057284534,115,3.95,NA,NA,NA,NA,NA,NA,NA,138,0.00962,3.173000097,marine,Finfish,40.900557
Hypomesus pretiosus,"Salmons, trouts, smelts",0.178300086445777,30.5,3.4,NA,0.35548449,0.56855524,NA,NA,NA,3.1,NA,0.00417,3.12,marine,Finfish,53.726668
Hyporhamphus ihi,Miscellaneous pelagic fishes,0.0217980987929594,26,3.2,NA,NA,NA,NA,NA,NA,NA,208,0.00102,3.06,marine,Finfish,40.900557
Ictalurus punctatus,Miscellaneous freshwater fishes,20.1884181378632,132,3.9,NA,NA,NA,NA,NA,NA,NA,40,0.00513,3.11,freshwater,Finfish,31.444178
Ictalurus punctatus,Miscellaneous freshwater fishes,20.1884181378632,132,3.9,NA,NA,NA,NA,NA,NA,NA,55,0.00513,3.11,freshwater,Finfish,31.444178
Isopsetta isolepis,"Flounders, halibuts, soles",2.17628389838283,55,3.6,NA,NA,NA,NA,NA,NA,NA,153,0.00912,3.09,marine,Finfish,46.25
Isurus oxyrinchus,"Sharks, rays, chimaeras",403.461039503645,392,4.28,12,0.0253916,0.205086,1.2,0.4,29,1.2,220,0.0167,2.846999884,marine,Finfish,36.102376
Katsuwonus pelamis,"Tunas, bonitos, billfishes",24.46480761849,110,4.4,NA,NA,NA,NA,NA,NA,NA,257,0.01096,3.11,marine,Finfish,39.019184
Katsuwonus pelamis,"Tunas, bonitos, billfishes",24.46480761849,110,4.4,NA,0.22828,0.616356,NA,NA,NA,NA,NA,0.01096,3.11,marine,Finfish,39.019184
Katsuwonus pelamis,"Tunas, bonitos, billfishes",24.46480761849,110,4.4,NA,NA,NA,NA,NA,NA,NA,239,0.01096,3.11,marine,Finfish,39.019184
Lagocephalus lagocephalus,Miscellaneous coastal fishes,3.1802325369758,61,3.7,NA,0.020875218,0.141916398,NA,NA,NA,0.78,NA,0.01585,2.97,marine,Finfish,37.370157
Lamna nasus,"Sharks, rays, chimaeras",165.174797936241,277,4.21,10,0.0310271,0.288873,1.8,0.4,64,1.3,138,0.046999998,2.680000067,marine,Finfish,36.102376
Lampris guttatus,Miscellaneous pelagic fishes,224.800008,200,4.22,6,0.03002,0.1659,1,0.3,50,1,259,0.028100001,3,marine,Finfish,36.102376
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,6.255568
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,2.516667
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,2.516667
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,2.516667
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,2.516667
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,2.516667
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,2.516667
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,6.255568
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,6.255568
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,6.255568
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,6.255568
Lates angustifrons,Miscellaneous freshwater fishes,103.532778311022,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01047,3.04,freshwater,Finfish,6.255568
Lates calcarifer,Miscellaneous diadromous fishes,54.2748721281666,162,4.35,NA,NA,NA,NA,NA,NA,NA,166,0.0107,3.034699917,marine,Finfish,3.144341
Lates calcarifer,Miscellaneous diadromous fishes,54.2748721281666,162,4.35,NA,NA,NA,NA,NA,NA,NA,239,0.0107,3.034699917,marine,Finfish,9.71212
Lates calcarifer,Miscellaneous diadromous fishes,54.2748721281666,162,4.35,NA,0.014318667,0.090058148,NA,NA,NA,0.67,NA,0.0107,3.034699917,marine,Finfish,NA
Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,NA,0.0119,0.05082,NA,NA,NA,NA,NA,0.00955,3.04,freshwater,Finfish,0.755775
Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,NA,0.00693,0.04032,NA,NA,NA,NA,NA,0.00955,3.04,freshwater,Finfish,1.433393
Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,NA,0.0084,0.02106,NA,NA,NA,NA,NA,0.00955,3.04,freshwater,Finfish,1.504705
Lates niloticus,Miscellaneous freshwater fishes,94.4353422034629,200,4.5,NA,0.572958,2.0244516,NA,NA,NA,NA,NA,0.00955,3.04,freshwater,Finfish,0.033333
Lepidopsetta bilineata,"Flounders, halibuts, soles",1.39486131673965,49,3.21,NA,0.174717,0.111537,NA,NA,NA,NA,NA,0.02062,2.857800007,marine,Finfish,57.891497
Lepidorhombus whiffiagonis,"Flounders, halibuts, soles",0.938506320730722,49,3.58,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,3.25999999,marine,Finfish,58.936601
Lepidorhombus whiffiagonis,"Flounders, halibuts, soles",0.938506320730722,49,3.58,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,3.25999999,marine,Finfish,58.936601
Leptomelanosoma indicum,Miscellaneous coastal fishes,34.9105400276881,142,3.9,NA,NA,NA,NA,NA,NA,NA,161,0.01,3.04,marine,Finfish,3.144341
Squalius cephalus,"Carps, barbels and other cyprinids",2.73964078204995,60,3,63,NA,NA,0.6,0.5,69,NA,138,0.00776,3.12,freshwater,Finfish,41.53
Squalius cephalus,"Carps, barbels and other cyprinids",2.73964078204995,60,3,60,NA,NA,0.6,0.5,13,NA,180,0.00776,3.12,freshwater,Finfish,41.53
Squalius cephalus,"Carps, barbels and other cyprinids",2.73964078204995,60,3,NA,0.074893,0.064194,NA,NA,NA,1.3,NA,0.00776,3.12,freshwater,Finfish,41.53
Leuciscus idus,"Carps, barbels and other cyprinids",8.68763847306472,85,3.8,60,NA,NA,0.5,0.6,74,NA,138,0.00794,3.13,freshwater,Finfish,41.53
Leuciscus idus,"Carps, barbels and other cyprinids",8.68763847306472,85,3.8,NA,0.128231,0.06749,NA,NA,NA,1.6,NA,0.00794,3.13,freshwater,Finfish,41.53
Leuciscus idus,"Carps, barbels and other cyprinids",8.68763847306472,85,3.8,60,NA,NA,0.6,0.5,65,NA,138,0.00794,3.13,freshwater,Finfish,41.53
Limanda aspera,"Flounders, halibuts, soles",0.789949679037488,39,3.24,NA,0.085648433,0.060909734,NA,NA,NA,NA,16,0.0076,3.153100014,marine,Finfish,22.314446
Limnothrissa miodon,Miscellaneous freshwater fishes,0.0343998060269975,17,3,NA,NA,NA,NA,NA,NA,NA,NA,0.00741,2.98,freshwater,Finfish,6.255568
Limnothrissa miodon,Miscellaneous freshwater fishes,0.0343998060269975,17,3,NA,NA,NA,NA,NA,NA,NA,NA,0.00741,2.98,freshwater,Finfish,6.255568
Lithognathus mormyrus,Miscellaneous coastal fishes,1.25187779046807,45,3.38,NA,NA,NA,NA,NA,NA,NA,133,0.0154,2.970000029,marine,Finfish,34.208024
Lithognathus mormyrus,Miscellaneous coastal fishes,1.25187779046807,45,3.38,NA,0.070493995,0.23366541,NA,NA,NA,1.21,NA,0.0154,2.970000029,marine,Finfish,37.370157
Lithognathus mormyrus,Miscellaneous coastal fishes,1.25187779046807,45,3.38,NA,NA,NA,NA,NA,NA,NA,101,0.0154,2.970000029,marine,Finfish,39.019184
Liza aurata,Miscellaneous coastal fishes,3.05656450492838,59,2.5,NA,0.335588757,NA,NA,NA,NA,4.93,NA,0.018100001,2.951999903,marine,Finfish,35.707481
Liza aurata,Miscellaneous coastal fishes,3.05656450492838,59,2.5,6.9,NA,NA,0.16,0.193032,NA,NA,226,0.018100001,2.951999903,marine,Finfish,35.707481
Liza aurata,Miscellaneous coastal fishes,3.05656450492838,59,2.5,NA,0.199357,0.065987167,NA,NA,NA,2.29,NA,0.018100001,2.951999903,marine,Finfish,37.370157
Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,NA,NA,NA,0.23,0.425372,NA,NA,87,0.00912,2.97,marine,Finfish,36.8
Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,NA,NA,NA,0.24,0.4046436,NA,NA,63,0.00912,2.97,marine,Finfish,36.8
Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,NA,NA,NA,0.22,0.486213,NA,NA,41,0.00912,2.97,marine,Finfish,36.8
Liza ramada,Miscellaneous coastal fishes,2.75382296398005,70,2.2,NA,0.086030994,0.09798897,NA,NA,NA,1.34,NA,0.00912,2.97,marine,Finfish,37.370157
Liza saliens,Miscellaneous coastal fishes,0.615385323778559,40,3.08,NA,0.01058237,0.01928921,NA,NA,NA,0.3,NA,0.0102,2.983999968,marine,Finfish,37.370157
Liza aurata,Miscellaneous coastal fishes,0.0490344338148723,18,2.6,NA,0.926263184,0.426826785,NA,NA,NA,10.67,NA,0.01,2.94,marine,Finfish,37.370157
Lophius budegassa,Miscellaneous demersal fishes,13.0901394069998,100,4.48,NA,0.014500458,0.056334138,NA,NA,NA,0.42,NA,0.01303,3.000999928,marine,Finfish,37.370157
Lophius piscatorius,Miscellaneous demersal fishes,92.1096477698624,200,4.49,NA,NA,NA,NA,NA,NA,NA,NA,0.025490001,2.849999905,marine,Finfish,60.657778
Lophius piscatorius,Miscellaneous demersal fishes,92.1096477698624,200,4.49,NA,NA,NA,NA,NA,NA,NA,NA,0.025490001,2.849999905,marine,Finfish,NA
Lota lota,Miscellaneous freshwater fishes,25.2239378005701,152,4,11.59,NA,NA,0.15,0.82253,NA,NA,NA,0.00457,3.09,freshwater,Finfish,54.117096
Lota lota,Miscellaneous freshwater fishes,25.2239378005701,152,4,NA,NA,NA,NA,NA,NA,NA,77,0.00457,3.09,freshwater,Finfish,42.740759
Lutjanus argentimaculatus,Miscellaneous coastal fishes,45.1564846965377,150,3.6,NA,NA,NA,NA,NA,NA,NA,202,0.01479,2.98,marine,Finfish,3.144341
Lutjanus johnii,Miscellaneous coastal fishes,15.4382547599658,97,4.18,NA,NA,NA,NA,NA,NA,NA,154,0.018200001,2.983999968,marine,Finfish,3.144341
Lutjanus malabaricus,Miscellaneous coastal fishes,14.0595080083205,100,4.46,NA,NA,NA,NA,NA,NA,NA,103,0.0207,2.915999889,marine,Finfish,9.71212
Macrodon ancylodon,Miscellaneous coastal fishes,0.82902734997139,45,3.9,NA,0.02618412,0.07058328,NA,NA,NA,0.56,145,0.00724,3.06,marine,Finfish,34.941407
Macrognathus aculeatus,Miscellaneous freshwater fishes,0.178592783855575,38,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00363,2.97,freshwater,Finfish,24.4333
Macrognathus aculeatus,Miscellaneous freshwater fishes,0.178592783855575,38,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00363,2.97,freshwater,Finfish,24.4333
Macrognathus aculeatus,Miscellaneous freshwater fishes,0.178592783855575,38,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00363,2.97,freshwater,Finfish,24.4333
Macrourus berglax,"Cods, hakes, haddocks",5.4770478182432,82,3.62,NA,0.071462001,0.125921415,NA,NA,NA,0.61,58,0.00976,3.003999949,marine,Finfish,57.596278
Mallotus villosus,Miscellaneous pelagic fishes,0.0176128,16,3.15,NA,0.36230105,0.45922235,NA,NA,NA,5.1,NA,0.00215,3.25,marine,Finfish,53.726668
Megalaspis cordyla,Miscellaneous pelagic fishes,4.86446084127205,80,4.4,NA,NA,NA,NA,NA,NA,NA,217,0.01349,2.92,marine,Finfish,3.144341
Melanogrammus aeglefinus,"Cods, hakes, haddocks",5.66565345043969,82,4.09,NA,NA,NA,NA,NA,NA,NA,NA,0.00519,3.154999971,marine,Finfish,62.1
Melanogrammus aeglefinus,"Cods, hakes, haddocks",5.66565345043969,82,4.09,7.8,NA,NA,0.11,0.29,54,NA,91,0.00519,3.154999971,marine,Finfish,63.968654
Melanogrammus aeglefinus,"Cods, hakes, haddocks",5.66565345043969,82,4.09,NA,NA,NA,NA,NA,NA,NA,NA,0.00519,3.154999971,marine,Finfish,62.1
Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,0.060220439,0.137400308,NA,NA,NA,0.6,NA,0.00692,3.05,marine,Finfish,63.968654
Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,0.044520072,0.115993934,NA,NA,NA,0.51,NA,0.00692,3.05,marine,Finfish,63.968654
Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,0.057734954,0.117637353,NA,NA,NA,0.55,NA,0.00692,3.05,marine,Finfish,63.968654
Melanogrammus aeglefinus,"Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00692,3.05,marine,Finfish,63.968654
Menticirrhus americanus,Miscellaneous coastal fishes,1.32644526755561,50,3.5,NA,0.17224842,0.45077778,NA,NA,NA,6.7,169,0.00776,3.08,marine,Finfish,34.941407
Merlangius merlangus,"Cods, hakes, haddocks",1.74409905747718,57,4.29,NA,NA,NA,NA,NA,NA,NA,NA,0.00621,3.102999926,marine,Finfish,60.657778
Merlangius merlangus,"Cods, hakes, haddocks",1.74409905747718,57,4.29,NA,NA,NA,NA,NA,NA,NA,NA,0.00621,3.102999926,marine,Finfish,62.1
Merlangius merlangus,"Cods, hakes, haddocks",1.74409905747718,57,4.29,NA,0.030285,0.068646,NA,NA,NA,NA,101,0.00621,3.102999926,marine,Finfish,39.019184
Merlangius merlangus,"Cods, hakes, haddocks",2.80382227402961,70,4.4,NA,1.41711633,4.01939566,NA,NA,NA,18.3,57,0.00661,3.05,marine,Finfish,42.163403
Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.08,0.38,NA,NA,NA,1.7,NA,0.010212,2.874000072,marine,Finfish,38.416097
Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.09,0.32,NA,NA,NA,1.4,NA,0.010212,2.874000072,marine,Finfish,38.416097
Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.17,0.45,NA,NA,NA,3.4,NA,0.010212,2.874000072,marine,Finfish,38.416097
Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.06,0.3,NA,NA,NA,1.3,NA,0.010212,2.874000072,marine,Finfish,38.416097
Merluccius hubbsi,"Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.07,0.31,NA,NA,NA,1.1,NA,0.010212,2.874000072,marine,Finfish,38.416097
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,40,0.00433,3.15899992,marine,Finfish,39.019184
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,3.15899992,marine,Finfish,60.529651
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,0.052627477,0.272766809,NA,NA,NA,NA,121,0.00433,3.15899992,marine,Finfish,41.630735
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,68,0.00433,3.15899992,marine,Finfish,39.019184
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,101,0.00433,3.15899992,marine,Finfish,39.019184
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,3.15899992,marine,Finfish,39.019184
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,0.032889248,0.151879264,NA,NA,NA,0.76,NA,0.00433,3.15899992,marine,Finfish,37.370157
Merluccius merluccius,"Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,3.15899992,marine,Finfish,60.529651
Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,NA,0.069467419,0.118810272,NA,NA,NA,0.73,NA,0.020400001,2.694999933,marine,Finfish,53.726668
Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,10.4,NA,NA,0.24,0.3052,14,NA,NA,0.020400001,2.694999933,marine,Finfish,46.187884
Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,9.2,NA,NA,0.26,0.3969,16,NA,NA,0.020400001,2.694999933,marine,Finfish,46.187884
Merluccius productus,"Cods, hakes, haddocks",2.30632320109263,75,4.35,NA,NA,NA,NA,NA,NA,NA,63,0.020400001,2.694999933,marine,Finfish,46.25
Micropogonias furnieri,Miscellaneous coastal fishes,2.33891739737028,60,3.3,NA,0.070633962,0.11560213,NA,NA,NA,1.29,211,0.00813,3.07,marine,Finfish,34.941407
Micromesistius poutassou,"Cods, hakes, haddocks",0.56761377488759,41,4.01,NA,NA,NA,NA,NA,NA,NA,NA,0.00745,3.02699995,marine,Finfish,60.529651
Micromesistius poutassou,"Cods, hakes, haddocks",0.56761377488759,41,4.01,NA,NA,NA,NA,NA,NA,NA,NA,0.00745,3.02699995,marine,Finfish,60.529651
Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,marine,Finfish,62.1
Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,marine,Finfish,62.1
Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,marine,Finfish,59.042913
Microstomus kitt,"Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,marine,Finfish,59.042913
Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,11.9,NA,NA,0.18,0.3179,20,NA,NA,0.01222,2.938699961,marine,Finfish,56.167222
Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,11.5,NA,NA,0.2,0.3428,19,NA,NA,0.01222,2.938699961,marine,Finfish,44.636784
Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,20.2,NA,NA,0.26,0.5056,12,NA,NA,0.01222,2.938699961,marine,Finfish,36.974117
Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,NA,0.08,0.09,NA,NA,NA,1,NA,0.01222,2.938699961,marine,Finfish,45.9053
Microstomus pacificus,"Flounders, halibuts, soles",2.26137503797676,62,3.27,NA,NA,NA,NA,NA,NA,NA,61,0.01222,2.938699961,marine,Finfish,46.25
Molva dypterygia,"Cods, hakes, haddocks",8.05213662457657,127,4.48,NA,NA,NA,NA,NA,NA,NA,NA,0.00191,3.148999929,marine,Finfish,NA
Molva dypterygia,"Cods, hakes, haddocks",8.05213662457657,127,4.48,NA,NA,NA,NA,NA,NA,NA,NA,0.00191,3.148999929,marine,Finfish,NA
Molva molva,"Cods, hakes, haddocks",40.7571401981865,164,3,NA,NA,NA,NA,NA,NA,NA,NA,0.001,3.436000109,marine,Finfish,62.1
Molva molva,"Cods, hakes, haddocks",40.7571401981865,164,3,NA,NA,NA,NA,NA,NA,NA,NA,0.001,3.436000109,marine,Finfish,60.657778
Monopterus albus,Miscellaneous freshwater fishes,0.935962284375049,100,2.9,NA,NA,NA,NA,NA,NA,NA,192,0.00071,3.06,freshwater,Finfish,15.484682
Monopterus albus,Miscellaneous freshwater fishes,0.935962284375049,100,2.9,525,NA,0.0259462,1.1,1.4,NA,NA,169,0.00071,3.06,freshwater,Finfish,14.903036
Mora moro,"Cods, hakes, haddocks",6.21762150353582,80,3.75,NA,0.040644489,0.102507995,NA,NA,NA,0.41,85,0.0024,3.369999886,marine,Finfish,57.596278
Mormyrus rume,Miscellaneous freshwater fishes,4.46722540676659,100,2.5,359,NA,NA,1,6,NA,NA,145,0.01175,2.79,freshwater,Finfish,11.066667
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.030294607,0.039406969,NA,NA,NA,1.01,145,0.00614,3.153000116,freshwater,Finfish,39.417895
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.109320718,0.092059552,NA,NA,NA,1.82,103,0.00614,3.153000116,freshwater,Finfish,39.035249
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.144192955,0.0885191,NA,NA,NA,2.65,236,0.00614,3.153000116,freshwater,Finfish,39.035249
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.202316218,0.217035819,NA,NA,NA,3.51,198,0.00614,3.153000116,freshwater,Finfish,38.348222
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.108376051,0.137723084,NA,NA,NA,2.63,162,0.00614,3.153000116,freshwater,Finfish,38.174196
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.153419175,0.2022475,NA,NA,NA,3.25,51,0.00614,3.153000116,freshwater,Finfish,38.348222
Morone saxatilis,Miscellaneous diadromous fishes,59.0977955104642,164,4.34,NA,0.116950645,0.127684165,NA,NA,NA,2.55,138,0.00614,3.153000116,freshwater,Finfish,38.348222
Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,NA,NA,NA,NA,NA,NA,NA,220,0.0085,3,marine,Finfish,39.019184
Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,NA,0.170965683,0.086497201,NA,NA,NA,2.13,NA,0.0085,3,marine,Finfish,37.370157
Mugil cephalus,Miscellaneous coastal fishes,14.688,120,2.13,NA,0.18973185,0.138955993,NA,NA,NA,2.09,NA,0.0085,3,marine,Finfish,38.963745
