species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,NA,NA,NA,NA,NA,NA,180,0.0127,3,marine,Finfish,39.019184
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.4919,0.6977,NA,NA,NA,4.7,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.604,1.004,NA,NA,NA,6.8,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.6163,0.8737,NA,NA,NA,6.3,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.6368,1.0742,NA,NA,NA,7.5,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,127.23,NA,NA,14.48,1.6665,58,NA,168,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.1524,0.4445,NA,NA,NA,2.1,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.088074797,0.233056769,NA,NA,NA,2.03,186,0.0127,3,marine,Finfish,36.5817
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,400.87,NA,NA,11.58,3.345,22,NA,76,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.032952744,0.07526244,NA,NA,NA,0.88,124,0.0127,3,marine,Finfish,36.5817
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.191306809,0.68122395,NA,NA,NA,3.02,NA,0.0127,3,marine,Finfish,41.85509
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.0831,0.2768,NA,NA,NA,1.4,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.2039,0.3872,NA,NA,NA,2.6,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.07539,0.20104,NA,NA,NA,NA,NA,0.0127,3,marine,Finfish,39.019184
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,NA,NA,NA,NA,NA,NA,NA,0.0127,3,marine,Finfish,60.657778
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.162992817,0.327134954,NA,NA,NA,2.25,NA,0.0127,3,marine,Finfish,41.85509
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,235.96,NA,NA,2.1,1.3222,76,NA,32,0.0127,3,marine,Finfish,41.00527
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.01459064,0.04027232,NA,NA,NA,0.4,183,0.0127,3,marine,Finfish,36.5817
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.1159,0.3246,NA,NA,NA,1.7,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,NA,NA,NA,NA,NA,NA,101,0.0127,3,marine,Finfish,39.019184
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.2671,0.4584,NA,NA,NA,3.2,NA,0.0127,3,marine,Finfish,39.360329
Trachurus trachurus,Miscellaneous pelagic fishes,3.0267656,62,3.64,NA,0.0806,0.2421,NA,NA,NA,1.6,NA,0.0127,3,marine,Finfish,39.360329
Triakis scyllium,"Sharks, rays, chimaeras",30.9583486024448,193,4.2,NA,NA,NA,NA,NA,NA,NA,224,0.00331,3.05,marine,Finfish,40.900557
Trichiurus lepturus,Miscellaneous demersal fishes,7.02287125377043,192,4.45,NA,0.21175,0.57475,NA,NA,NA,2.75,NA,0.000216,3.289999962,marine,Finfish,23.372169
Trichiurus lepturus,Miscellaneous demersal fishes,7.02287125377043,192,4.45,NA,NA,NA,NA,NA,NA,NA,164,0.000216,3.289999962,marine,Finfish,19.173773
Trichogaster chuna,Miscellaneous freshwater fishes,0.053264163223626,13,3.4,1502.82,NA,NA,1.99,2.61885,NA,NA,NA,0.02188,3.04,freshwater,Finfish,12.265754
Trigla lyra,Miscellaneous demersal fishes,1.58889161474835,60,3.5,NA,0.03566,0.10252,NA,NA,NA,0.66,NA,0.01059,2.911000013,marine,Finfish,37.37083333
Trisopterus minutus,"Cods, hakes, haddocks",0.708248846104702,40,3.8,NA,NA,NA,NA,NA,NA,NA,180,0.00794,3.09,marine,Finfish,39.019184
Umbrina cirrosa,Miscellaneous coastal fishes,2.07411685724628,57,3.39,NA,0.046641472,0.121825808,NA,NA,NA,0.92,NA,0.0119,2.984999895,marine,Finfish,37.370157
Upeneus moluccensis,Miscellaneous coastal fishes,0.129237341167023,22,3.6,NA,0.08898318,0.359348236,NA,NA,NA,2.08,NA,0.00891,3.1,marine,Finfish,37.370157
Upeneus parvus,Miscellaneous coastal fishes,0.369905083638659,30,3.9,NA,NA,NA,NA,NA,NA,NA,53,0.00851,3.14,marine,Finfish,19.173773
Xenentodon cancila,Miscellaneous freshwater fishes,0.122168686429526,40,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.00132,3.1,freshwater,Finfish,24.4333
Xiphias gladius,"Tunas, bonitos, billfishes",2532.63483851769,449,4.49,39,0.243166,1.32636,1.2,1.3,73,12,91,0.00776,3.210000038,marine,Finfish,36.102376
Zeus faber,Miscellaneous demersal fishes,7.68635295811327,79,4.5,NA,NA,NA,NA,NA,NA,NA,180,0.023,2.911000013,marine,Finfish,39.019184
Zungaro zungaro,Miscellaneous freshwater fishes,47.8753780589611,140,4.5,NA,0.044148592,0.075820408,NA,NA,NA,10.44,66,0.01175,3.08,freshwater,Finfish,19.427757
