PageID,Level 1,Level 2,Common Name,Latin Name,Part,Preparation,Reference,Sample Size kCal,kCal (unit/100g),Sample Size H2O,H2O (g/100g),Sample Size Ash,Ash (g/100g),Sample Size CHO-T,CHO-T (g/100g),Sample Size Protein,Protein (g/100g),Sample Size Fat,Fat (g/100g),Sample Size PUFA,Total PUFA (g/100g),Sample Size Omega-3,Total Omega-3 (g/100g),Sample Size 18:3n3,Omega-3 18:3n3 (g/100g),Sample Size 20:3n3,Omega-3 20:3n3 (g/100g),Sample Size 20:5n3,Omega-3 20:5n3 (g/100g),Sample Size 22:3n3,Omega-3 22:3n3 (g/100g),Sample Size 22:6n3,Omega-3 22:6n3 (g/100g),Sample Size Omega-6,Total Omega-6 (g/100g),Sample Size 18:2n6,Omega-6 18:2n6 (g/100g),Sample Size 18:3n6,Omega-6 18:3n6 (g/100g),Sample Size 20:2n6,Omega-6 20:2n6 (g/100g),Sample Size 20:3n6,Omega-6 20:3n6 (g/100g),Sample Size 20:4n6,Omega-6 20:4n6 (g/100g),Sample Size 22:2n6,Omega-6 22:2n6 (g/100g),Sample Size 22:4n6,Omega-6 22:4n6 (g/100g),Sample Size MUFA,Total MUFA (g/100g),Sample Size 12:1,MUFA 12:1 (g/100g),Sample Size 14:1,MUFA 14:1 (g/100g),Sample Size 16:1,MUFA 16:1 (g/100g),Sample Size 18:1,MUFA 18:1 (g/100g),Sample Size 20:1,MUFA 20:1 (g/100g),Sample Size 22:1,MUFA 22:1 (g/100g),Sample Size 24:1,MUFA 24:1 (g/100g),Sample Size SFA,Total SFA (g/100g),Sample Size 8:0,SFA 8:0 (g/100g),Sample Size 10:0,SFA 10:0 (g/100g),Sample Size 12:0,SFA 12:0 (g/100g),Sample Size 14:0,SFA 14:0 (g/100g),Sample Size 16:0,SFA 16:0 (g/100g),Sample Size 18:0,SFA 18:0 (g/100g),Sample Size 20:0,SFA 20:0 (g/100g),Sample Size 22:0,SFA 22:0 (g/100g),Sample Size 24:0,SFA 24:0 (g/100g),Sample Size CHOL,CHOL (mg/100g),Sample Size A,A (units/100g),Sample Size D,D (units/100g),Sample Size E,Vitamin E (units/100g),Sample Size C,C (mg/100g),Sample Size THIA,THIA (mg/100g),Sample Size RIBO,RIBO (mg/100g),Sample Size NIAC,NIAC (mg/100g),Sample Size BIOT,BIOT (ug/100g),Sample Size B5/PA,B5/PA (mg/100g),Sample Size B6,B6 (mg/100g),Sample Size FOLA,FOLA (ug/100g),Sample Size B12,B12 (ug/100g),Sample Size Ca,Ca (mg/100g),Sample Size Fe,Fe (mg/100g),Sample Size Cu,Cu (mg/100g),Sample Size Zn,Zn (mg/100g),Sample Size P,P (mg/100g),Sample Size Mg,Mg (mg/100g),Sample Size Na,Na (mg/100g),Sample Size Mn,Mn (mg/100g),Sample Size K,K (mg/100g),Sample Size Se,Se (mg/100g)
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,48,,,,,,,,,,,15,1.1 (SD 0.3),,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,whole,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.05,,0.02,2,7.8,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,whole,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13",,"0,18",,,,"1,3",,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,meat,raw,23,,,,,,,,,,,,0.7,,0.2,,,,trace,,,,0.1,,,,"0,1",,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,meat,raw,55,,,,,,,,,,,,0.59,,,,0.23,,,,,,0.07,,,,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,meat,raw,69,,,,,1,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,,,1,304,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,meat,raw,55,,,,,,,,,,,,,,0.24,,,,,,trace,,0.07,,,,"0,14",,,,,,,,trace,,,,"0,02",,,,,,0.07,,,,,,"0,01",,"0,05",,0.01,,,,,,"0,1",,,,,,,,"0,01",,"0,07",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,13",,"0,18",,,,"1,3",,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,meat,raw,82,,86,,79,,1.1,,0,,18.9,,1,,0.384,,,,0.009,,,,0.072,,,,"0,273",,,,"0,009",,,,,,,,,,,,,,0.156,,,,,,,,,,,,,,,,"0,186",,0,,0,,0,,"0,019",,"0,126",,"0,04",,0,,0,,0,,48,,0.0 RE,,0.0 ug,,0.0 mg AT,,0,,0.07,,0.1,,4,,5,,"0,2",,"0,2",,13,,1,,18,,0.6,,0.19,,0.3,,170,,23,,120,,,,300,,0.045
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,skin,raw,64,,,,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,liver,raw,64,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,fillet,raw,79,,83,,,,,,,,18.2,,0.6,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,58,,46 IU,,,,,,,,0.04,,0.09,,3.4,,,,"0,13",,"0,2",,,,"1,2",,27,,0.8,,,,0.6,,203,,,,98,,,,357,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,fillet,raw,72,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,02",,"0,06",,0.01,,,,,,,,,,,,,,"0,01",,"0,08",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,not specified,raw,88,,87,104,79.9 (SE 0.125),94,1.21 (SE 0.027),,0,96,18.9 (SE 0.149),36,0.72 (SE 0.020),,0.241,,,,,,,8,0.059 (SE 0.011),,,8,,,,,,,,,,,,,,,,,,,0.118,,,,,8,,8,,8,0.010 (SE 0.002),1,0.023,,,,"0,13",,0,,0,,0,8,,8,,8,,,,,,,,4,,,57 IU,1,24 IU,,0.39 mg AT,,0,27,0.03 (SE 0.00),31,0.04 (SE 0.00),31,3.8 (SE 0.12),,,30,,2,"0,3",,12,50,,25,33 (SE 6.14),2,1.05,92,0.026 (SE 0.002),101,0.37 (SE 0.015),31,188 (SE 10.9),2,39,9,68 (SE 9.33),,0.025,16,311 (SE 13.3),11,0.030 (SE 0.004)
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,meat,raw,7,,84,,80,,,,0,,17.9,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 IU,,,,,,,,0.11,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,433,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,meat,raw,63,,85,181,81.0 (SE 0.066),174,1.21 (SE 0.005),,0,173,17.7 (SE 0.078),16,1.06 (SE 0.143),,0.3,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,0.35,,,,,,0,,0,,0,,0,,,,"0,197",,0,,0,,0,,0,,0,,0,,,,,,,,52,,50 IU,,,,0.230 mg ATE,,0,3,0.03 (SE 0.01),3,0.11 (SE 0.01),3,1.9 (SE 0.18),,,,"0,75",,"0,3",,9,,"3,6",1,14,2,0.32,75,0.027 (SE 0.001),78,0.45 (SE 0.013),1,201,1,26,95,59 (SE 1.020),1,0.02,95,437 (SE 2.90),,0.0365
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,meat,raw,69,,,,,6,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,62,,,6,352,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,6",,,,,,,,,,,,,,,,,,,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,liver,raw,7,,400,,45.9,,,,6,,5.6,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100 IU,,,,,,,,0.22,,,,4.2,,,,,,,,,,,,,,1,,,,,,123,,,,,,,,,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,liver,raw,34,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100 IU,,,,,,,,0.22,,,,4.2,,,,,,,,,,,,5,,1,,,,,,123,,,,,,,,,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,fillet,raw,67,,81,,,,,,,,18.1,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,fillet,raw,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,165,,,,,,,,,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,muscle,raw,27,,82,4,79.5,,1.2,,0.4,6,18,6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.05,,0.05,,,,,,,,,,,2,11,3,35,2,0.49,,0.41,,0.03,3,190,,18,3,59,,0.033,3,413,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,whole,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,6",,,,,,,,,,,,,,,,,,,,
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,fillet,raw,79,,86,,,,,,,,18.2,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 IU,,,,,,,,0.03,,0.11,,1.9,,,,,,,,,,11,,25,,0.4,,,,0.4,,206,,,,50,,,,424,,
6433,Fish,Saltwater Fish,Greenlings,Hexagrammos spp.,muscle,raw,27,,138,4,73.6,4,1.1,,1.2,4,16.8,4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.04,,,,,,,,,,"7,4",,,,12,,1,,,,,,180,,,,,,,,,,
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,meat,raw,59,,,,,,,,,,,,,,,,,4,0.047,,,4,0.373,,,4,"0,649",,,4,"0,08",4,0.005,4,0.008,,,4,"0,027",,,,,,,,,4,0.007,,,,,,,,,,,,,,,,,4,0.004,4,"0,268",4,"0,552",4,"0,092",4,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,meat,raw,55,,,,,,,,,,,,1.15,,,,0.21,,,,,,0.14,,,,"0,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,meat,raw,62,,121,,73.4,,,,0,,24,,2,,0.59,,,,,,,,,,,,,,,,"0,04",,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,"0,47",,,,,,,,,,,,,,,,,,,,44,,66 RE,,,,,,,,0.04,,0.08,,8.4 NE,,,,"0,87",,"0,27",,10,,"1,2",,12,,0.53,,0.037,,0.53,,228,,34,,77,,0.02,,520,,
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,08",,"0,05",,,,"3,2",,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,muscle,raw,27,,76,3,80.8,3,1.2,,0.8,4,16.2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.05,2,0.12,,,,,,,,,,,,,,,,,,,2,0.147,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,offal,raw,27,,124,2,72,2,5.4,,0,2,16.5,2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Yelloweye Rockfish,Sebastes ruberrimus,meat,raw,23,,,,,,,,,,,,1.2,,0.4,,,,trace,,,,trace,,,,"0,2",,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Yelloweye Rockfish,Sebastes ruberrimus,meat,raw,69,,,,,1,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,,,1,323,,
6436,Fish,Saltwater Fish,Yelloweye Rockfish,Sebastes ruberrimus,meat,raw,21,,92,,,,,,0,,20,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 RE,,,,,,0,,0.16,,0.01,,4.6 NE,,,,,,,,,,,,15,,0.8,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,muscle,raw,27,,102,16,77.7,14,1.2,,0,16,18.4,18,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0 IU,,,,,,,,,,,,,,,,,,,,,,1,,141,,0.633,2,0.294,,0.683,,223,,,4,81,,,2,307,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,muscle,raw,48,,,,,,,,,,,40,3.9 (SD 1.6),,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,whole,raw,27,,89,2,75.4,2,6,,0,2,17.3,2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,whole,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,36",,"0,23",,,,1,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,offal,raw,27,,128,4,70,4,6.5,,0.4,4,16.3,4,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,meat,raw,69,,,,,8,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,79,,,8,269,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,meat,raw,55,,,,,,,,,,,,,,0.23,,,,,,,,0.14,,,,"0,07",,,,,,,,,,,,,,,,,,0.89,,,,,,"0,2",,"0,28",,0.18,,0.23,,,,"0,31",,,,,,,,"0,08",,"0,2",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,meat,raw,82,,87,,78.7,,1,,0,,19.4,,0.9,,0.158,,,,0.006,,,,0.046,,,,"0,073",,,,"0,01",,,,,,,,"0,008",,,,,,0.312,,,,,,,,,,,,,,,,"0,156",,,,,,,,"0,035",,"0,099",,"0,022",,0,,,,,,48,,0.0 RE,,,,0.90 mg AT,,0,,0.05,,0.05,,1.2,,,,,,,,,,,,23,,0.77,,,,,,175,,,,113,,,,323,,0.056
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,fillet,raw,79,,105,,,,,,,,18.7,,2.8,,0.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,,125 IU,,,,,,,,,,,,,,,,"0,36",,"0,23",,,,1,,141,,0.8,,,,0.7,,223,,,,81,,,,307,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,fillet,raw,72,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,04",,"0,15",,0.28,,0.08,,,,,,,,,,,,"0,1",,"0,27",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,fillet,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,36",,"0,23",,,,1,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Canary Rockfish,Sebastes pinniger,meat,raw,23,,,,,,,,,,,,1.8,,0.6,,,,trace,,,,0.2,,,,"0,3",,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Canary Rockfish,Sebastes pinniger,meat,raw,69,,,,,6,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,71,,,6,347,,
6436,Fish,Saltwater Fish,Canary Rockfish,Sebastes pinniger,muscle,raw,27,,94,5,79.3,4,1.3,,0,6,18.4,6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,,,2,366,,
6436,Fish,Saltwater Fish,Canary Rockfish,Sebastes pinniger,fillet,raw,79,,96,,,,,,,,18.8,,1.8,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,35,,23 IU,,,,,,,,0.04,,0.06,,2.7,,,,,,,,,,,,9,,0.4,,,,0.4,,200,,,,48,,,,359,,
6436,Fish,Saltwater Fish,Canary Rockfish,Sebastes pinniger,fillet,raw,72,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,18",,"0,57",,0.04,,0.02,,,,,,,,,,,,"0,11",,"0,41",,"0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,40.0 IU,,,,,,2,,0.14,,0.1,,7,,,,,,,,,,,2,8,,,,,,,2,289,,,,75,,,,,,
6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,muscle,raw,27,,90,,79.4,3,1.2,,0,,18.9,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54,,,2,382,,
6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,meat,raw,69,,,,,6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50,,,6,358,,
6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,fillet,raw,79,,95,,,,,,,,18.9,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 IU,,,,,,,,0.04,,0.08,,3.4,,,,,,,,,,,,,,,,,,0.4,,,,,,54,,,,382,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,meat,raw,23,,,,,,,,,,,,15.3,,2,,,,0.1,,,,0.7,,,,"0,7",,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,"3,2",,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,meat,raw,25,,,,,,,,,,,6,5.7 (SD 0.41),6,1.1 (SD 0.14),6,0.9 (SD 0.12),6,0.04,,,6,0.35 (SD 0.05),,,6,,6,0.23 (SD 0.02),6,,,,,,6,0.01,6,,,,,,6,1.8 (SD 0.21),,,,,,,,,,,,,6,0.03 (SD 0.01),6,,,,,,,,6,,6,,6,,6,0.01,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,27,,188,,71.5,,1,,0,,12.9,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586 IU,,,,,,,2,0.1,2,0.09,,,,,,,,,,,,,3,35,,1.2,,0.12,,,2,168,,55,,,,0.011,,580,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,offal,raw,27,,185,5,71,5,1.2,,0.2,8,12.9,7,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,fillet,raw,79,,184,,,,,,,,13.2,,14.2,,2,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,"3,2",,,,,,,,,,,,,,,,,,,,49,,1029 IU,,,,,,,,0.1,,0.08,,,,,,,,,,,,,,35,,1.2,,,,0.3,,168,,,,56,,,,469,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,fillet,raw,72,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,1",,"3,5",,1.2,,1.1,,,,,,,,,,,,"0,61",,"1,8",,"0,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,not specified,raw,88,,195,169,71.0 (SE 0.294),169,1.05 (SE 0.016),,0,169,13.4 (SE 0.089),178,15.3 (SE 0.314),,2.042,,,,,,,3,0.677 (SE 0.355),,,3,,,,,,,,,,,,,,,,,,,8.06,,,,,3,,3,,3,1.42 (SE 0.701),3,1.30 (SE 0.541),,,,"3,2",,0,,0,1,0.009,3,,3,,3,,,,,,,,1,49,,310 IU,,,,,,0,,0.1,,0.09,,4,,,,"0,75",,"0,3",,15,,"1,5",,35,,1.28,100,0.022 (SE 0.001),103,0.32 (SE 0.012),,168,,55,56,56 (SE 1.25),,0.015,56,358 (SE 2.65),,0.036
